tau1,tau2,tau3
32.13107026945,2.6528439678043,1.39419405842185
32.3091774169987,2.45157298638285,1.34368203083556
32.4850235287257,2.24848025499808,1.2926863835465
32.6586516578866,2.04362596898333,1.24124729959578
32.8301049297624,1.83707088444569,1.18940531988454
32.9994265140759,1.62887628861714,1.13720131889064
33.166659597637,1.41910396989814,1.08467648013953
33.331847357228,1.207816187647,1.03187227144513
33.4950329327389,0.995075641743099,0.97883041995214
33.6562594005695,0.780945441923153,0.925592886983578
33.8155697473006,0.56548907691461,0.872201842702028
33.9730068436571,0.348770383406423,0.818699640622317
34.1286134187685,0.130853514809071,0.76512879196884
34.2824320347246,-0.0881970901104689,0.711531939898509
34.4345050614617,-0.308316738722353,0.65795183361795
34.5848746519755,-0.529440516176799,0.604431302392891
34.733582717861,-0.751503317083968,0.551013229484849
34.8806709052068,-0.974439877333899,0.497740526010507
35.026180570835,-1.19818480597224,0.444656104750804
35.1701527589122,-1.42267261707366,0.391802853936524
35.3126281779279,-1.64783776168355,0.339223611004971
35.4536471780483,-1.87361465975615,0.286961136359074
35.5932497288632,-2.09993773207299,0.235058087143376
35.7314753975171,-2.32674143214397,0.183556991046506
35.8683633272427,-2.55396027806935,0.13250022015179
36.0039522163046,-2.78152888431605,0.0819299648560281
36.1382802973522,-3.00938199341328,0.0318882078667524
36.2713853171878,-3.2374545075579,-0.0175833017049136
36.4033045169618,-3.46568152010003,-0.0664430741385593
36.5340746127972,-3.69399834688313,-0.114649904768374
36.6637317768449,-3.92234055742591,-0.162162899500021
36.7923116187772,-4.15064400594157,-0.208941500168958
36.9198491677276,-4.37884486215386,-0.254945509718471
37.0463788546749,-4.60687964190667,-0.300135117183934
37.1719344952733,-4.83468523755983,-0.344470922470685
37.2965492731444,-5.06219894812667,-0.38791396090427
37.4202557236231,-5.2893585091388,-0.430425727536568
37.5430857179628,-5.51610212225156,-0.4719682011999
37.6650704480047,-5.74236848455252,-0.512503868291436
37.786240411312,-5.96809681754585,-0.551995746265917
37.9066253967721,-6.19322689580655,-0.590407406827199
38.02625447067,-6.41769907529533,-0.627702998805903
38.1451559632338,-6.64145432131408,-0.663847270705028
38.2633574556494,-6.86443423606719,-0.698805592898965
38.3808857675556,-7.08658108583769,-0.732543979474171
38.497766945015,-7.30783782775309,-0.765029109695202
38.6140262489562,-7.52814813612528,-0.79622834908491
38.7296881441005,-7.74745642834606,-0.82610977010306
38.8447762883647,-7.9657078903226,-0.854642172409829
38.9593135227436,-8.18284850145484,-0.88179510270523
39.0733218616727,-8.39882505911339,-0.907538874126452
39.1868224838701,-8.61358520263165,-0.931844585195485
39.299835723657,-8.82707743677665,-0.954684138301515
39.4123810627598,-9.03925115468764,-0.976030257706211
39.5244771225915,-9.25005666029205,-0.995856507065139
39.636141657012,-9.45944519015524,-1.01413730644855
39.7473915455659,-9.66736893476985,-1.03084794885266
39.8582427871992,-9.87378105927312,-1.04596461619273
39.968710494454,-10.0786357235678,-1.05946439476486
40.0788088881378,-10.2818881018458,-1.07132529016811
40.1885512924683,-10.4834944015065,-1.08152624167885
40.2979501306939,-10.6834118814463,-1.09004713606487
40.4070169211866,-10.8815988697202,-1.09686882083301
40.5157622740044,-11.0780147805622,-1.10197311690241
40.6241958879279,-11.2726201307526,-1.10534283069271
40.732326547963,-11.4653765553274,-1.10696176562146
40.8401621233125,-11.6562468226169,-1.10681473300361
40.9477095658137,-11.8451948486139,-1.10488756234614
41.0549749088382,-12.0321857106486,-1.10116711102986
41.1619632666556,-12.2171856603751,-1.095641273374
41.2686788342584,-12.4001621360627,-1.08829898907795
41.3751248876439,-12.5810837741766,-1.07913025103351
41.481303784554,-12.7599204202507,-1.06812611250438
41.5872169656697,-12.9366431390427,-1.0552786936676
