t,dp1,dp2,dp3,dv1,dv2,dv3,tau1,tau2,tau3,da1,da2,da3
2.051,-0.730457,-2.889595,0.0,-1.674252,-1.81342,0.0,0.002237,11.464983,0.0,0.001979,0.000951,0.0
2.06,-0.747179,-2.90772,0.0,-1.672281,-1.812528,0.0,0.002237,11.503175,0.0,0.001971,0.000892,0.0
2.07,-0.763883,-2.925838,0.0,-1.670318,-1.81176,0.0,0.002237,11.503175,0.0,0.001963,0.000768,0.0
2.08,-0.780566,-2.943949,0.0,-1.668365,-1.811109,0.0,0.002237,11.503175,0.0,0.001953,0.000651,0.0
2.09,-0.797231,-2.962054,0.0,-1.666421,-1.810505,0.0,0.00224,11.536735,0.0,0.001944,0.000604,0.0
2.101,-0.813875,-2.980154,0.0,-1.664485,-1.80995,0.0,0.002246,11.565654,0.0,0.001936,0.000555,0.0
2.111,-0.830501,-2.998248,0.0,-1.66256,-1.809446,0.0,0.002249,11.589923,0.0,0.001925,0.000504,0.0
2.12,-0.847107,-3.016338,0.0,-1.660645,-1.808994,0.0,0.002252,11.609537,0.0,0.001915,0.000452,0.0
2.13,-0.863695,-3.034424,0.0,-1.658741,-1.808576,0.0,0.002257,11.634782,0.0,0.001904,0.000418,0.0
2.141,-0.880263,-3.052506,0.0,-1.656848,-1.808222,0.0,0.00226,11.640411,0.0,0.001893,0.000354,0.0
2.152,-0.896813,-3.070585,0.0,-1.654968,-1.807934,0.0,0.002263,11.641379,0.0,0.00188,0.000288,0.0
2.16,-0.913344,-3.088663,0.0,-1.653101,-1.807707,0.0,0.002263,11.641379,0.0,0.001867,0.000227,0.0
2.17,-0.929856,-3.106738,0.0,-1.651247,-1.80754,0.0,0.002266,11.637689,0.0,0.001854,0.000167,0.0
2.18,-0.946351,-3.124813,0.0,-1.649406,-1.80746,0.0,0.002272,11.616359,0.0,0.001841,8e-05,0.0
2.192,-0.962826,-3.142887,0.0,-1.64758,-1.807493,0.0,0.002277,11.576484,0.0,0.001826,-3.3e-05,0.0
2.203,-0.979284,-3.160963,0.0,-1.645768,-1.807559,0.0,0.002277,11.576484,0.0,0.001812,-6.6e-05,0.0
2.211,-0.995724,-3.179041,0.0,-1.643971,-1.807759,0.0,0.00228,11.518157,0.0,0.001797,-0.0002,0.0
2.22,-1.012146,-3.197121,0.0,-1.642189,-1.808044,0.0,0.002286,11.482112,0.0,0.001782,-0.000285,0.0
2.232,-1.02855,-3.215205,0.0,-1.640422,-1.808416,0.0,0.002289,11.441501,0.0,0.001767,-0.000372,0.0
2.24,-1.044937,-3.233293,0.0,-1.63867,-1.808792,0.0,0.002289,11.441501,0.0,0.001752,-0.000376,0.0
2.25,-1.061306,-3.251387,0.0,-1.636934,-1.809342,0.0,0.002294,11.346668,0.0,0.001736,-0.00055,0.0
2.26,-1.077658,-3.269486,0.0,-1.635214,-1.809982,0.0,0.002297,11.29249,0.0,0.00172,-0.00064,0.0
2.27,-1.093993,-3.287594,0.0,-1.63351,-1.810715,0.0,0.0023,11.233836,0.0,0.001704,-0.000733,0.0
2.281,-1.093993,-3.287594,0.0,-1.63351,-1.810715,0.0,0.0023,11.233836,0.0,0.0,0.0,0.0
2.29,-1.110311,-3.305709,0.0,-1.631822,-1.811541,0.0,0.002303,11.170735,0.0,0.001688,-0.000826,0.0
2.3,-1.126613,-3.323834,0.0,-1.630149,-1.812461,0.0,0.002306,11.103214,0.0,0.001673,-0.00092,0.0
2.31,-1.142898,-3.341968,0.0,-1.628494,-1.813477,0.0,0.002306,11.031304,0.0,0.001655,-0.001016,0.0
2.32,-1.159166,-3.360114,0.0,-1.626854,-1.814589,0.0,0.002311,10.955037,0.0,0.00164,-0.001112,0.0
2.332,-1.175419,-3.378272,0.0,-1.625231,-1.8158,0.0,0.002311,10.874446,0.0,0.001623,-0.001211,0.0
2.34,-1.191655,-3.396443,0.0,-1.623624,-1.817108,0.0,0.002314,10.789567,0.0,0.001607,-0.001308,0.0
2.35,-1.207875,-3.414628,0.0,-1.622033,-1.818516,0.0,0.002317,10.700437,0.0,0.001591,-0.001408,0.0
2.362,-1.22408,-3.432829,0.0,-1.62046,-1.820024,0.0,0.00232,10.607093,0.0,0.001573,-0.001508,0.0
2.37,-1.240269,-3.451045,0.0,-1.618902,-1.821633,0.0,0.002323,10.509577,0.0,0.001558,-0.001609,0.0
2.382,-1.256442,-3.469278,0.0,-1.617361,-1.823344,0.0,0.002325,10.40793,0.0,0.001541,-0.001711,0.0
2.39,-1.272601,-3.48753,0.0,-1.615836,-1.825157,0.0,0.002328,10.302195,0.0,0.001525,-0.001813,0.0
2.4,-1.288744,-3.505801,0.0,-1.614327,-1.827073,0.0,0.002331,10.192416,0.0,0.001509,-0.001916,0.0
2.41,-1.304872,-3.524092,0.0,-1.612835,-1.829092,0.0,0.002334,10.078642,0.0,0.001492,-0.002019,0.0
2.42,-1.320986,-3.542406,0.0,-1.611355,-1.831443,0.0,0.00234,9.839294,0.0,0.00148,-0.002351,0.0
2.43,-1.337085,-3.560745,0.0,-1.609891,-1.833905,0.0,0.002342,9.713822,0.0,0.001464,-0.002462,0.0
2.442,-1.353169,-3.579108,0.0,-1.608446,-1.836235,0.0,0.002342,9.713822,0.0,0.001445,-0.00233,0.0
2.45,-1.36924,-3.597494,0.0,-1.607018,-1.83867,0.0,0.002345,9.584552,0.0,0.001428,-0.002435,0.0
2.46,-1.385296,-3.615909,0.0,-1.6056,-1.841466,0.0,0.002351,9.314839,0.0,0.001418,-0.002796,0.0
2.47,-1.401337,-3.634353,0.0,-1.604196,-1.844373,0.0,0.002354,9.174505,0.0,0.001404,-0.002907,0.0
2.48,-1.417366,-3.652824,0.0,-1.602814,-1.847121,0.0,0.002354,9.174505,0.0,0.001382,-0.002748,0.0
2.49,-1.433692,-3.657044,0.0,-1.632628,-0.422024,0.0,0.002359,769.792847,0.0,-0.029814,1.425097,0.0
2.5,-1.450143,-3.655591,0.0,-1.645124,0.145268,0.0,0.002362,312.743357,0.0,-0.012496,0.567292,0.0
2.51,-1.466593,-3.654171,0.0,-1.64501,0.142066,0.0,0.002365,8.812021,0.0,0.000114,-0.003202,0.0
2.52,-1.483042,-3.652782,0.0,-1.644897,0.138851,0.0,0.002365,8.812021,0.0,0.000113,-0.003215,0.0
2.53,-1.49949,-3.651426,0.0,-1.644785,0.135623,0.0,0.002368,8.812022,0.0,0.000112,-0.003228,0.0
2.541,-1.515937,-3.650102,0.0,-1.644675,0.132382,0.0,0.002371,8.812022,0.0,0.00011,-0.003241,0.0
2.551,-1.532382,-3.648811,0.0,-1.644565,0.129129,0.0,0.002374,8.812023,0.0,0.00011,-0.003253,0.0
2.56,-1.548827,-3.647552,0.0,-1.644456,0.125865,0.0,0.002379,8.812025,0.0,0.000109,-0.003264,0.0
2.57,-1.56527,-3.646326,0.0,-1.644349,0.122588,0.0,0.002379,8.812025,0.0,0.000107,-0.003277,0.0
2.58,-1.581713,-3.645133,0.0,-1.644242,0.119301,0.0,0.002382,8.812025,0.0,0.000107,-0.003287,0.0
2.59,-1.598154,-3.643973,0.0,-1.644137,0.116003,0.0,0.002385,8.812026,0.0,0.000105,-0.003298,0.0
2.6,-1.614595,-3.642846,0.0,-1.644032,0.112694,0.0,0.002388,8.812027,0.0,0.000105,-0.003309,0.0
2.61,-1.631034,-3.641753,0.0,-1.643929,0.109375,0.0,0.00239,8.812027,0.0,0.000103,-0.003319,0.0
2.621,-1.647472,-3.640692,0.0,-1.643826,0.106046,0.0,0.00239,8.812027,0.0,0.000103,-0.003329,0.0
2.63,-1.663909,-3.639665,0.0,-1.643725,0.102708,0.0,0.002393,8.812028,0.0,0.000101,-0.003338,0.0
2.642,-1.680346,-3.638671,0.0,-1.643624,0.09936,0.0,0.002402,8.81203,0.0,0.000101,-0.003348,0.0
2.651,-1.696781,-3.637711,0.0,-1.643525,0.096004,0.0,0.002402,8.81203,0.0,9.9e-05,-0.003356,0.0
2.66,-1.713215,-3.636785,0.0,-1.643426,0.092638,0.0,0.002405,8.81203,0.0,9.9e-05,-0.003366,0.0
2.67,-1.729648,-3.635892,0.0,-1.643329,0.089265,0.0,0.002407,8.812031,0.0,9.7e-05,-0.003373,0.0
2.68,-1.746081,-3.635034,0.0,-1.643232,0.085884,0.0,0.002413,8.812033,0.0,9.7e-05,-0.003381,0.0
2.69,-1.762512,-3.634209,0.0,-1.643136,0.082495,0.0,0.002413,8.812033,0.0,9.6e-05,-0.003389,0.0
2.7,-1.778943,-3.633418,0.0,-1.643041,0.079098,0.0,0.002416,8.812033,0.0,9.5e-05,-0.003397,0.0
2.711,-1.795372,-3.632661,0.0,-1.642947,0.075695,0.0,0.002422,8.812035,0.0,9.4e-05,-0.003403,0.0
2.72,-1.795372,-3.632661,0.0,-1.642947,0.075695,0.0,0.002422,8.812035,0.0,0.0,0.0,0.0
2.73,-1.811801,-3.631938,0.0,-1.642854,0.072285,0.0,0.002424,8.812036,0.0,9.3e-05,-0.00341,0.0
2.74,-1.828228,-3.631249,0.0,-1.642762,0.068868,0.0,0.002427,8.812036,0.0,9.2e-05,-0.003417,0.0
2.752,-1.844655,-3.630595,0.0,-1.642671,0.065446,0.0,0.00243,8.812037,0.0,9.1e-05,-0.003422,0.0
2.76,-1.861081,-3.629975,0.0,-1.642581,0.062018,0.0,0.002433,8.812038,0.0,9e-05,-0.003428,0.0
2.77,-1.877506,-3.629389,0.0,-1.642491,0.058584,0.0,0.002439,8.812039,0.0,9e-05,-0.003434,0.0
2.78,-1.89393,-3.628837,0.0,-1.642403,0.055145,0.0,0.002439,8.812039,0.0,8.8e-05,-0.003439,0.0
2.79,-1.910353,-3.62832,0.0,-1.642315,0.051701,0.0,0.002444,8.81204,0.0,8.8e-05,-0.003444,0.0
2.8,-1.926775,-3.627838,0.0,-1.642228,0.048253,0.0,0.002444,8.812041,0.0,8.7e-05,-0.003448,0.0
2.811,-1.943196,-3.62739,0.0,-1.642142,0.044801,0.0,0.002447,8.812041,0.0,8.6e-05,-0.003452,0.0
2.82,-1.959617,-3.626976,0.0,-1.642056,0.041344,0.0,0.00245,8.812042,0.0,8.6e-05,-0.003457,0.0
2.83,-1.976037,-3.626597,0.0,-1.641972,0.037884,0.0,0.002453,8.812043,0.0,8.4e-05,-0.00346,0.0
2.84,-1.992456,-3.626253,0.0,-1.641888,0.034421,0.0,0.002456,8.812044,0.0,8.4e-05,-0.003463,0.0
2.85,-2.008874,-3.625944,0.0,-1.641805,0.030955,0.0,0.002458,8.812044,0.0,8.3e-05,-0.003466,0.0
2.86,-2.025291,-3.625669,0.0,-1.641723,0.027486,0.0,0.002464,8.812045,0.0,8.2e-05,-0.003469,0.0
2.87,-2.058123,-3.625223,0.0,-1.641561,0.020541,0.0,0.002467,8.812046,0.0,0.000162,-0.006945,0.0
2.88,-2.058123,-3.625223,0.0,-1.641561,0.020541,0.0,0.002467,8.812046,0.0,0.0,0.0,0.0
2.89,-2.090952,-3.624917,0.0,-1.641401,0.013589,0.0,0.002475,8.812048,0.0,0.00016,-0.006952,0.0
2.901,-2.090952,-3.624917,0.0,-1.641401,0.013589,0.0,0.002475,8.812048,0.0,0.0,0.0,0.0
2.91,-2.123777,-3.624749,0.0,-1.641244,0.006632,0.0,0.002475,8.812048,0.0,0.000157,-0.006957,0.0
2.92,-2.140189,-3.624718,0.0,-1.641167,0.003153,0.0,0.002481,8.81205,0.0,7.7e-05,-0.003479,0.0
2.93,-2.140189,-3.624718,0.0,-1.641167,0.003153,0.0,0.002481,8.81205,0.0,0.0,0.0,0.0
2.94,-2.1566,-3.624721,0.0,-1.64109,-0.000327,0.0,0.002484,8.81205,0.0,7.7e-05,-0.00348,0.0
2.95,-2.18942,-3.624832,0.0,-1.640939,-0.007286,0.0,0.00249,8.812052,0.0,0.000151,-0.006959,0.0
2.96,-2.205828,-3.62494,0.0,-1.640864,-0.010765,0.0,0.002492,8.812053,0.0,7.5e-05,-0.003479,0.0
2.97,-2.222236,-3.625082,0.0,-1.64079,-0.014242,0.0,0.002495,8.812053,0.0,7.4e-05,-0.003477,0.0
2.98,-2.222236,-3.625082,0.0,-1.64079,-0.014242,0.0,0.002495,8.812053,0.0,0.0,0.0,0.0
2.99,-2.25505,-3.625471,0.0,-1.640644,-0.021194,0.0,0.002501,8.812055,0.0,0.000146,-0.006952,0.0
3.0,-2.271455,-3.625718,0.0,-1.640571,-0.024667,0.0,0.002501,8.812055,0.0,7.3e-05,-0.003473,0.0
3.01,-2.28786,-3.625999,0.0,-1.640499,-0.028138,0.0,0.002507,8.812056,0.0,7.2e-05,-0.003471,0.0
3.02,-2.304265,-3.626315,0.0,-1.640428,-0.031607,0.0,0.002512,8.812057,0.0,7.1e-05,-0.003469,0.0
3.03,-2.320668,-3.626666,0.0,-1.640357,-0.035072,0.0,0.002515,8.812058,0.0,7.1e-05,-0.003465,0.0
3.041,-2.337071,-3.627051,0.0,-1.640287,-0.038535,0.0,0.002515,8.812058,0.0,7e-05,-0.003463,0.0
3.05,-2.353473,-3.627471,0.0,-1.640218,-0.041994,0.0,0.002518,8.81206,0.0,6.9e-05,-0.003459,0.0
3.06,-2.369875,-3.627926,0.0,-1.640148,-0.04545,0.0,0.002521,8.81206,0.0,7e-05,-0.003456,0.0
3.07,-2.386276,-3.628415,0.0,-1.64008,-0.048902,0.0,0.002526,8.812061,0.0,6.8e-05,-0.003452,0.0
3.08,-2.402676,-3.628938,0.0,-1.640012,-0.052349,0.0,0.002529,8.812062,0.0,6.8e-05,-0.003447,0.0
3.09,-2.419075,-3.629496,0.0,-1.639944,-0.055792,0.0,0.002529,8.812062,0.0,6.8e-05,-0.003443,0.0
3.1,-2.435306,-3.630086,0.0,-1.623116,-0.059013,0.0,8.52598,9.104236,0.0,0.016828,-0.003221,0.0
3.11,-2.451369,-3.630709,0.0,-1.606287,-0.062227,0.0,8.52598,9.106463,0.0,0.016829,-0.003214,0.0
3.12,-2.467264,-3.631363,0.0,-1.58946,-0.065432,0.0,8.525783,9.110842,0.0,0.016827,-0.003205,0.0
3.13,-2.48299,-3.632049,0.0,-1.572633,-0.068634,0.0,8.525783,9.110842,0.0,0.016827,-0.003202,0.0
3.141,-2.498548,-3.632767,0.0,-1.555806,-0.071825,0.0,8.525653,9.115133,0.0,0.016827,-0.003191,0.0
3.151,-2.513938,-3.633518,0.0,-1.538979,-0.075014,0.0,8.525653,9.115133,0.0,0.016827,-0.003189,0.0
3.161,-2.529159,-3.6343,0.0,-1.522152,-0.078199,0.0,8.525653,9.115133,0.0,0.016827,-0.003185,0.0
3.17,-2.544213,-3.635113,0.0,-1.505326,-0.081373,0.0,8.525525,9.119333,0.0,0.016826,-0.003174,0.0
3.18,-2.559098,-3.635959,0.0,-1.488499,-0.08454,0.0,8.525462,9.121399,0.0,0.016827,-0.003167,0.0
3.19,-2.573814,-3.636836,0.0,-1.471673,-0.087698,0.0,8.525399,9.123443,0.0,0.016826,-0.003158,0.0
3.201,-2.588363,-3.637744,0.0,-1.454847,-0.090849,0.0,8.525336,9.125464,0.0,0.016826,-0.003151,0.0
3.21,-2.602743,-3.638684,0.0,-1.438021,-0.093991,0.0,8.525336,9.127464,0.0,0.016826,-0.003142,0.0
3.22,-2.616955,-3.639655,0.0,-1.421195,-0.097124,0.0,8.525212,9.129438,0.0,0.016826,-0.003133,0.0
3.232,-2.630999,-3.640658,0.0,-1.40437,-0.100249,0.0,8.52515,9.131391,0.0,0.016825,-0.003125,0.0
3.24,-2.644874,-3.641692,0.0,-1.387544,-0.103364,0.0,8.52515,9.133323,0.0,0.016826,-0.003115,0.0
3.25,-2.658581,-3.642756,0.0,-1.370718,-0.10647,0.0,8.525089,9.135231,0.0,0.016826,-0.003106,0.0
3.26,-2.67212,-3.643852,0.0,-1.353892,-0.109566,0.0,8.525028,9.137116,0.0,0.016826,-0.003096,0.0
3.27,-2.685491,-3.644978,0.0,-1.337066,-0.112653,0.0,8.524908,9.138976,0.0,0.016826,-0.003087,0.0
3.28,-2.698693,-3.646136,0.0,-1.32024,-0.115726,0.0,8.524789,9.142633,0.0,0.016826,-0.003073,0.0
3.29,-2.711727,-3.647324,0.0,-1.303415,-0.118788,0.0,8.52473,9.144428,0.0,0.016825,-0.003062,0.0
3.3,-2.724593,-3.648542,0.0,-1.286589,-0.12184,0.0,8.524672,9.1462,0.0,0.016826,-0.003052,0.0
3.31,-2.737291,-3.649791,0.0,-1.269763,-0.124881,0.0,8.524614,9.147949,0.0,0.016826,-0.003041,0.0
3.32,-2.74982,-3.65107,0.0,-1.252936,-0.127914,0.0,8.524614,9.147949,0.0,0.016827,-0.003033,0.0
3.33,-2.762181,-3.652379,0.0,-1.236109,-0.130939,0.0,8.524614,9.147949,0.0,0.016827,-0.003025,0.0
3.34,-2.766446,-3.653624,0.0,-0.426499,-0.12445,0.0,411.561472,23.004053,0.0,0.80961,0.006489,0.0
3.35,-2.770543,-3.654898,0.0,-0.409661,-0.127408,0.0,8.524386,9.214807,0.0,0.016838,-0.002958,0.0
3.36,-2.774471,-3.656201,0.0,-0.392822,-0.130356,0.0,8.524386,9.214807,0.0,0.016839,-0.002948,0.0
3.37,-2.778231,-3.657534,0.0,-0.375982,-0.133294,0.0,8.524386,9.214807,0.0,0.01684,-0.002938,0.0
3.38,-2.781823,-3.658897,0.0,-0.359142,-0.136222,0.0,8.524275,9.214713,0.0,0.01684,-0.002928,0.0
3.39,-2.785246,-3.660288,0.0,-0.342301,-0.139139,0.0,8.52422,9.214631,0.0,0.016841,-0.002917,0.0
3.4,-2.7885,-3.661708,0.0,-0.32546,-0.142046,0.0,8.524165,9.214528,0.0,0.016841,-0.002907,0.0
3.41,-2.791586,-3.663158,0.0,-0.308618,-0.144941,0.0,8.524165,9.214528,0.0,0.016842,-0.002895,0.0
3.421,-2.792527,-3.664678,0.0,-0.094049,-0.152037,0.0,108.957227,9.214252,0.0,0.214569,-0.007096,0.0
3.43,-2.792527,-3.666244,0.0,-0.0,-0.156563,0.0,47.737128,9.214081,0.0,0.094049,-0.004526,0.0
3.44,-2.792358,-3.667838,0.0,0.01685,-0.159428,0.0,8.524004,9.214081,0.0,0.01685,-0.002865,0.0
3.451,-2.792021,-3.669461,0.0,0.033702,-0.162279,0.0,8.523951,9.213887,0.0,0.016852,-0.002851,0.0
3.461,-2.791516,-3.671112,0.0,0.050554,-0.165117,0.0,8.523847,9.213431,0.0,0.016852,-0.002838,0.0
3.47,-2.790842,-3.672791,0.0,0.067407,-0.167942,0.0,8.523795,9.213168,0.0,0.016853,-0.002825,0.0
3.48,-2.789999,-3.674499,0.0,0.084261,-0.170752,0.0,8.523795,9.213168,0.0,0.016854,-0.00281,0.0
3.491,-2.789999,-3.674499,0.0,0.084261,-0.170752,0.0,8.523795,9.213168,0.0,0.0,0.0,0.0
3.5,-2.787808,-3.677998,0.0,0.117972,-0.176329,0.0,8.523693,9.212577,0.0,0.033711,-0.005577,0.0
3.51,-2.78646,-3.679789,0.0,0.134829,-0.179097,0.0,8.523544,9.211519,0.0,0.016857,-0.002768,0.0
3.52,-2.784943,-3.681607,0.0,0.151687,-0.18185,0.0,8.523495,9.211122,0.0,0.016858,-0.002753,0.0
3.53,-2.783258,-3.683453,0.0,0.168546,-0.184586,0.0,8.523495,9.211122,0.0,0.016859,-0.002736,0.0
3.542,-2.783258,-3.683453,0.0,0.168546,-0.184586,0.0,8.523495,9.211122,0.0,0.0,0.0,0.0
3.55,-2.779381,-3.687226,0.0,0.202268,-0.190013,0.0,8.523351,9.209793,0.0,0.033722,-0.005427,0.0
3.56,-2.77719,-3.689153,0.0,0.21913,-0.192702,0.0,8.523304,9.209305,0.0,0.016862,-0.002689,0.0
3.57,-2.77483,-3.691107,0.0,0.235994,-0.195374,0.0,8.523304,9.209305,0.0,0.016864,-0.002672,0.0
3.58,-2.77483,-3.691107,0.0,0.235994,-0.195374,0.0,8.523304,9.209305,0.0,0.0,0.0,0.0
3.59,-2.769604,-3.695094,0.0,0.269724,-0.200666,0.0,8.523165,9.208259,0.0,0.03373,-0.005292,0.0
3.6,-2.766738,-3.697127,0.0,0.286591,-0.203286,0.0,8.523165,9.207705,0.0,0.016867,-0.00262,0.0
3.611,-2.766738,-3.697127,0.0,0.286591,-0.203286,0.0,8.523165,9.207705,0.0,0.0,0.0,0.0
3.62,-2.7605,-3.70127,0.0,0.320329,-0.208471,0.0,8.523075,9.206525,0.0,0.033738,-0.005185,0.0
3.63,-2.757128,-3.703381,0.0,0.3372,-0.211035,0.0,8.523075,9.206525,0.0,0.016871,-0.002564,0.0
3.64,-2.753587,-3.705517,0.0,0.354072,-0.213582,0.0,8.522986,9.205255,0.0,0.016872,-0.002547,0.0
3.65,-2.749878,-3.707678,0.0,0.370946,-0.216109,0.0,8.522943,9.204586,0.0,0.016874,-0.002527,0.0
3.663,-2.746,-3.709864,0.0,0.38782,-0.218617,0.0,8.5229,9.203894,0.0,0.016874,-0.002508,0.0
3.67,-2.741953,-3.712075,0.0,0.404696,-0.221105,0.0,8.522857,9.20318,0.0,0.016876,-0.002488,0.0
3.68,-2.737737,-3.714311,0.0,0.421574,-0.223572,0.0,8.522815,9.202443,0.0,0.016878,-0.002467,0.0
3.69,-2.733352,-3.716571,0.0,0.438452,-0.22602,0.0,8.522773,9.201684,0.0,0.016878,-0.002448,0.0
3.702,-2.728799,-3.718855,0.0,0.455332,-0.228446,0.0,8.522732,9.200902,0.0,0.01688,-0.002426,0.0
3.712,-2.724077,-3.721164,0.0,0.472213,-0.230852,0.0,8.522692,9.200097,0.0,0.016881,-0.002406,0.0
3.72,-2.719186,-3.723496,0.0,0.489096,-0.233236,0.0,8.522651,9.19927,0.0,0.016883,-0.002384,0.0
3.73,-2.714126,-3.725852,0.0,0.50598,-0.235596,0.0,8.522651,9.19927,0.0,0.016884,-0.00236,0.0
3.74,-2.708898,-3.728232,0.0,0.522865,-0.237936,0.0,8.522572,9.197548,0.0,0.016885,-0.00234,0.0
3.75,-2.7035,-3.730634,0.0,0.539752,-0.240254,0.0,8.522534,9.196653,0.0,0.016887,-0.002318,0.0
3.76,-2.697934,-3.73306,0.0,0.55664,-0.242549,0.0,8.522495,9.195735,0.0,0.016888,-0.002295,0.0
3.77,-2.692198,-3.735508,0.0,0.573529,-0.24482,0.0,8.522458,9.194795,0.0,0.016889,-0.002271,0.0
3.78,-2.686294,-3.737978,0.0,0.59042,-0.247067,0.0,8.522458,9.194795,0.0,0.016891,-0.002247,0.0
3.79,-2.680221,-3.740471,0.0,0.607313,-0.249291,0.0,8.522384,9.192846,0.0,0.016893,-0.002224,0.0
3.8,-2.673979,-3.742986,0.0,0.624206,-0.251491,0.0,8.522347,9.191838,0.0,0.016893,-0.0022,0.0
3.811,-2.667568,-3.745523,0.0,0.641102,-0.253665,0.0,8.522347,9.191838,0.0,0.016896,-0.002174,0.0
3.82,-2.660988,-3.748081,0.0,0.657998,-0.255814,0.0,8.522311,9.190808,0.0,0.016896,-0.002149,0.0
3.83,-2.654239,-3.75066,0.0,0.674896,-0.25794,0.0,8.522241,9.188679,0.0,0.016898,-0.002126,0.0
3.84,-2.647321,-3.753261,0.0,0.691796,-0.260038,0.0,8.522241,9.188679,0.0,0.0169,-0.002098,0.0
3.85,-2.640234,-3.755882,0.0,0.708696,-0.26211,0.0,8.522207,9.18758,0.0,0.0169,-0.002072,0.0
3.86,-2.632978,-3.758523,0.0,0.725599,-0.264156,0.0,8.52214,9.186458,0.0,0.016903,-0.002046,0.0
3.87,-2.625553,-3.761185,0.0,0.742502,-0.266178,0.0,8.522107,9.184149,0.0,0.016903,-0.002022,0.0
3.88,-2.617959,-3.763867,0.0,0.759408,-0.268173,0.0,8.522075,9.182961,0.0,0.016906,-0.001995,0.0
3.89,-2.610196,-3.766568,0.0,0.776314,-0.27014,0.0,8.522043,9.181749,0.0,0.016906,-0.001967,0.0
3.901,-2.602264,-3.769289,0.0,0.793222,-0.27208,0.0,8.522011,9.180515,0.0,0.016908,-0.00194,0.0
3.91,-2.594162,-3.772029,0.0,0.810132,-0.273991,0.0,8.52195,9.179257,0.0,0.01691,-0.001911,0.0
3.92,-2.585892,-3.774788,0.0,0.827043,-0.275875,0.0,8.52195,9.177979,0.0,0.016911,-0.001884,0.0
3.93,-2.577452,-3.777565,0.0,0.843955,-0.27773,0.0,8.521891,9.176676,0.0,0.016912,-0.001855,0.0
3.941,-2.577452,-3.777565,0.0,0.843955,-0.27773,0.0,8.521891,9.176676,0.0,0.0,0.0,0.0
3.95,-2.568844,-3.780361,0.0,0.860869,-0.279556,0.0,8.521863,9.175352,0.0,0.016914,-0.001826,0.0
3.96,-2.560066,-3.783174,0.0,0.877784,-0.281352,0.0,8.521834,9.174005,0.0,0.016915,-0.001796,0.0
3.972,-2.551119,-3.786005,0.0,0.8947,-0.283119,0.0,8.521807,9.172635,0.0,0.016916,-0.001767,0.0
3.98,-2.542003,-3.788854,0.0,0.911618,-0.284855,0.0,8.521779,9.171243,0.0,0.016918,-0.001736,0.0
3.99,-2.532717,-3.79172,0.0,0.928538,-0.286562,0.0,8.521753,9.169828,0.0,0.01692,-0.001707,0.0
4.0,-2.523263,-3.794602,0.0,0.945459,-0.288237,0.0,8.521753,9.168392,0.0,0.016921,-0.001675,0.0
4.011,-2.513639,-3.797501,0.0,0.962381,-0.289884,0.0,8.521676,9.165448,0.0,0.016922,-0.001647,0.0
4.02,-2.503846,-3.800416,0.0,0.979304,-0.291497,0.0,8.521676,9.165448,0.0,0.016923,-0.001613,0.0
4.03,-2.503846,-3.800416,0.0,0.979304,-0.291497,0.0,8.521676,9.165448,0.0,0.0,0.0,0.0
4.04,-2.483752,-3.806293,0.0,1.013156,-0.29463,0.0,8.521651,9.162416,0.0,0.033852,-0.003133,0.0
4.05,-2.473451,-3.809254,0.0,1.030083,-0.29615,0.0,8.521581,9.159292,0.0,0.016927,-0.00152,0.0
4.061,-2.462981,-3.812231,0.0,1.047012,-0.297633,0.0,8.521581,9.159292,0.0,0.016929,-0.001483,0.0
4.07,-2.452342,-3.815222,0.0,1.063942,-0.299084,0.0,8.521558,9.157697,0.0,0.01693,-0.001451,0.0
4.08,-2.441533,-3.818227,0.0,1.080874,-0.300504,0.0,8.521536,9.154438,0.0,0.016932,-0.00142,0.0
4.09,-2.430555,-3.821245,0.0,1.097807,-0.301887,0.0,8.521536,9.154438,0.0,0.016933,-0.001383,0.0
4.1,-2.419407,-3.824278,0.0,1.114741,-0.303239,0.0,8.521515,9.15109,0.0,0.016934,-0.001352,0.0
4.11,-2.408091,-3.827323,0.0,1.131677,-0.304557,0.0,8.521515,9.149382,0.0,0.016936,-0.001318,0.0
4.12,-2.396604,-3.830382,0.0,1.148613,-0.305837,0.0,8.521515,9.149382,0.0,0.016936,-0.00128,0.0
4.13,-2.384949,-3.833453,0.0,1.165551,-0.307078,0.0,8.521515,9.149382,0.0,0.016938,-0.001241,0.0
4.143,-2.373124,-3.836535,0.0,1.18249,-0.308287,0.0,8.521515,9.145898,0.0,0.016939,-0.001209,0.0
4.15,-2.36113,-3.83963,0.0,1.199431,-0.30946,0.0,8.521515,9.144123,0.0,0.016941,-0.001173,0.0
4.16,-2.36113,-3.83963,0.0,1.199431,-0.30946,0.0,8.521515,9.144123,0.0,0.0,0.0,0.0
4.17,-2.336633,-3.845853,0.0,1.233315,-0.311701,0.0,8.521515,9.140503,0.0,0.033884,-0.002241,0.0
4.181,-2.336633,-3.845853,0.0,1.233315,-0.311701,0.0,8.521515,9.140503,0.0,0.0,0.0,0.0
4.192,-2.32413,-3.848981,0.0,1.250259,-0.312761,0.0,8.521515,9.140503,0.0,0.016944,-0.00106,0.0
4.2,-2.311458,-3.852118,0.0,1.267204,-0.313781,0.0,8.521515,9.140503,0.0,0.016945,-0.00102,0.0
