t,dp1,dp2,dp3,dv1,dv2,dv3,tau1,tau2,tau3,da1,da2,da3
2.205,-1.095053,-3.441282,0.0,-1.634684,-2.0,0.0,0.002291,11.396346,0.0,0.001893,0.0,0.0
2.214,-1.111381,-3.461282,0.0,-1.632819,-2.0,0.0,0.002294,11.346668,0.0,0.001865,0.0,0.0
2.224,-1.127691,-3.481282,0.0,-1.63098,-2.0,0.0,0.002297,11.29249,0.0,0.001839,0.0,0.0
2.235,-1.143982,-3.501282,0.0,-1.62917,-2.0,0.0,0.0023,11.233836,0.0,0.00181,0.0,0.0
2.247,-1.160256,-3.521282,0.0,-1.627389,-2.0,0.0,0.002303,11.170735,0.0,0.001781,0.0,0.0
2.255,-1.176513,-3.541282,0.0,-1.625636,-2.0,0.0,0.002306,11.103214,0.0,0.001753,0.0,0.0
2.265,-1.192752,-3.561282,0.0,-1.623912,-2.0,0.0,0.002306,11.031304,0.0,0.001724,0.0,0.0
2.275,-1.208974,-3.581282,0.0,-1.622217,-2.0,0.0,0.002311,10.955037,0.0,0.001695,0.0,0.0
2.285,-1.225179,-3.601282,0.0,-1.620552,-2.0,0.0,0.002311,10.874446,0.0,0.001665,0.0,0.0
2.297,-1.241369,-3.621282,0.0,-1.618917,-2.0,0.0,0.002314,10.789567,0.0,0.001635,0.0,0.0
2.305,-1.257542,-3.641282,0.0,-1.617312,-2.0,0.0,0.002317,10.700437,0.0,0.001605,0.0,0.0
2.315,-1.273699,-3.661282,0.0,-1.615737,-2.0,0.0,0.00232,10.607093,0.0,0.001575,0.0,0.0
2.325,-1.289841,-3.681282,0.0,-1.614192,-2.0,0.0,0.002323,10.509577,0.0,0.001545,0.0,0.0
2.335,-1.305968,-3.701282,0.0,-1.612678,-2.0,0.0,0.002325,10.40793,0.0,0.001514,0.0,0.0
2.345,-1.32208,-3.721282,0.0,-1.611195,-2.0,0.0,0.002328,10.302195,0.0,0.001483,0.0,0.0
2.357,-1.338177,-3.741282,0.0,-1.609742,-2.0,0.0,0.002331,10.192416,0.0,0.001453,0.0,0.0
2.365,-1.35426,-3.761282,0.0,-1.60832,-2.0,0.0,0.002334,10.078642,0.0,0.001422,0.0,0.0
2.375,-1.37033,-3.781282,0.0,-1.606929,-2.0,0.0,0.002337,9.960918,0.0,0.001391,0.0,0.0
2.385,-1.386385,-3.801282,0.0,-1.605569,-2.0,0.0,0.00234,9.839294,0.0,0.00136,0.0,0.0
2.395,-1.402428,-3.821282,0.0,-1.604239,-2.0,0.0,0.002342,9.713822,0.0,0.00133,0.0,0.0
2.405,-1.418457,-3.841282,0.0,-1.60294,-2.0,0.0,0.002345,9.584552,0.0,0.001299,0.0,0.0
2.415,-1.450478,-3.881282,0.0,-1.600435,-2.0,0.0,0.002351,9.314839,0.0,0.002505,0.0,0.0
2.424,-1.466471,-3.901282,0.0,-1.599228,-2.0,0.0,0.002354,9.174505,0.0,0.001207,0.0,0.0
2.436,-1.466471,-3.901282,0.0,-1.599228,-2.0,0.0,0.002354,9.174505,0.0,0.0,0.0,0.0
2.444,-1.498907,-3.926991,0.0,-1.645556,-0.570851,0.0,0.002359,769.792847,0.0,-0.046328,1.429149,0.0
2.455,-1.515558,-3.926991,0.0,-1.665134,-0.0,0.0,0.002362,312.743357,0.0,-0.019578,0.570851,0.0
2.465,-1.532209,-3.926991,0.0,-1.66513,-0.0,0.0,0.002365,8.812021,0.0,4e-06,0.0,0.0
2.475,-1.532209,-3.926991,0.0,-1.66513,-0.0,0.0,0.002365,8.812021,0.0,0.0,0.0,0.0
2.485,-1.548861,-3.926991,0.0,-1.665125,-0.0,0.0,0.002368,8.812022,0.0,5e-06,0.0,0.0
2.495,-1.565512,-3.926991,0.0,-1.66512,-0.0,0.0,0.002371,8.812022,0.0,5e-06,0.0,0.0
2.506,-1.582163,-3.926991,0.0,-1.665116,-0.0,0.0,0.002374,8.812023,0.0,4e-06,0.0,0.0
2.515,-1.598814,-3.926991,0.0,-1.665111,-0.0,0.0,0.002376,8.812024,0.0,5e-06,0.0,0.0
2.525,-1.615465,-3.926991,0.0,-1.665106,-0.0,0.0,0.002379,8.812025,0.0,5e-06,0.0,0.0
2.536,-1.632116,-3.926991,0.0,-1.665102,-0.0,0.0,0.002382,8.812025,0.0,4e-06,0.0,0.0
2.544,-1.648767,-3.926991,0.0,-1.665097,-0.0,0.0,0.002385,8.812026,0.0,5e-06,0.0,0.0
2.555,-1.665418,-3.926991,0.0,-1.665092,-0.0,0.0,0.002388,8.812027,0.0,5e-06,0.0,0.0
2.564,-1.682069,-3.926991,0.0,-1.665087,-0.0,0.0,0.00239,8.812027,0.0,5e-06,0.0,0.0
2.576,-1.682069,-3.926991,0.0,-1.665087,-0.0,0.0,0.00239,8.812027,0.0,0.0,0.0,0.0
2.586,-1.69872,-3.926991,0.0,-1.665083,-0.0,0.0,0.002393,8.812028,0.0,4e-06,0.0,0.0
2.595,-1.732021,-3.926991,0.0,-1.665073,-0.0,0.0,0.002402,8.81203,0.0,1e-05,0.0,0.0
2.605,-1.732021,-3.926991,0.0,-1.665073,-0.0,0.0,0.002402,8.81203,0.0,0.0,0.0,0.0
2.618,-1.748672,-3.926991,0.0,-1.665068,-0.0,0.0,0.002405,8.81203,0.0,5e-06,0.0,0.0
2.624,-1.765322,-3.926991,0.0,-1.665064,-0.0,0.0,0.002407,8.812031,0.0,4e-06,0.0,0.0
2.635,-1.798624,-3.926991,0.0,-1.665054,-0.0,0.0,0.002413,8.812033,0.0,1e-05,0.0,0.0
2.646,-1.798624,-3.926991,0.0,-1.665054,-0.0,0.0,0.002413,8.812033,0.0,0.0,0.0,0.0
2.655,-1.815274,-3.926991,0.0,-1.665049,-0.0,0.0,0.002416,8.812033,0.0,5e-06,0.0,0.0
2.664,-1.831925,-3.926991,0.0,-1.665045,-0.0,0.0,0.002419,8.812034,0.0,4e-06,0.0,0.0
2.675,-1.848575,-3.926991,0.0,-1.66504,-0.0,0.0,0.002422,8.812035,0.0,5e-06,0.0,0.0
2.685,-1.865225,-3.926991,0.0,-1.665035,-0.0,0.0,0.002424,8.812036,0.0,5e-06,0.0,0.0
2.695,-1.881876,-3.926991,0.0,-1.66503,-0.0,0.0,0.002427,8.812036,0.0,5e-06,0.0,0.0
2.705,-1.898526,-3.926991,0.0,-1.665025,-0.0,0.0,0.00243,8.812037,0.0,5e-06,0.0,0.0
2.715,-1.915176,-3.926991,0.0,-1.665021,-0.0,0.0,0.002433,8.812038,0.0,4e-06,0.0,0.0
2.725,-1.931826,-3.926991,0.0,-1.665016,-0.0,0.0,0.002439,8.812039,0.0,5e-06,0.0,0.0
2.735,-1.948476,-3.926991,0.0,-1.665011,-0.0,0.0,0.002439,8.812039,0.0,5e-06,0.0,0.0
2.745,-1.965126,-3.926991,0.0,-1.665006,-0.0,0.0,0.002444,8.81204,0.0,5e-06,0.0,0.0
2.754,-1.981776,-3.926991,0.0,-1.665001,-0.0,0.0,0.002444,8.812041,0.0,5e-06,0.0,0.0
2.765,-1.998426,-3.926991,0.0,-1.664996,-0.0,0.0,0.002447,8.812041,0.0,5e-06,0.0,0.0
2.775,-2.015076,-3.926991,0.0,-1.664992,-0.0,0.0,0.00245,8.812042,0.0,4e-06,0.0,0.0
2.785,-2.031726,-3.926991,0.0,-1.664987,-0.0,0.0,0.002453,8.812043,0.0,5e-06,0.0,0.0
2.795,-2.048376,-3.926991,0.0,-1.664982,-0.0,0.0,0.002456,8.812044,0.0,5e-06,0.0,0.0
2.804,-2.065026,-3.926991,0.0,-1.664977,-0.0,0.0,0.002458,8.812044,0.0,5e-06,0.0,0.0
2.815,-2.081675,-3.926991,0.0,-1.664972,-0.0,0.0,0.002464,8.812045,0.0,5e-06,0.0,0.0
2.825,-2.098325,-3.926991,0.0,-1.664967,-0.0,0.0,0.002467,8.812046,0.0,5e-06,0.0,0.0
2.838,-2.098325,-3.926991,0.0,-1.664967,-0.0,0.0,0.002467,8.812046,0.0,0.0,0.0,0.0
2.845,-2.114975,-3.926991,0.0,-1.664962,-0.0,0.0,0.00247,8.812047,0.0,5e-06,0.0,0.0
2.855,-2.148274,-3.926991,0.0,-1.664953,-0.0,0.0,0.002475,8.812048,0.0,9e-06,0.0,0.0
2.865,-2.148274,-3.926991,0.0,-1.664953,-0.0,0.0,0.002475,8.812048,0.0,0.0,0.0,0.0
2.875,-2.164923,-3.926991,0.0,-1.664948,-0.0,0.0,0.002478,8.812049,0.0,5e-06,0.0,0.0
2.885,-2.181573,-3.926991,0.0,-1.664943,-0.0,0.0,0.002481,8.81205,0.0,5e-06,0.0,0.0
2.895,-2.198222,-3.926991,0.0,-1.664938,-0.0,0.0,0.002484,8.81205,0.0,5e-06,0.0,0.0
2.905,-2.214871,-3.926991,0.0,-1.664933,-0.0,0.0,0.002487,8.812051,0.0,5e-06,0.0,0.0
2.915,-2.231521,-3.926991,0.0,-1.664928,-0.0,0.0,0.00249,8.812052,0.0,5e-06,0.0,0.0
2.925,-2.24817,-3.926991,0.0,-1.664923,-0.0,0.0,0.002492,8.812053,0.0,5e-06,0.0,0.0
2.935,-2.264819,-3.926991,0.0,-1.664918,-0.0,0.0,0.002495,8.812053,0.0,5e-06,0.0,0.0
2.945,-2.281468,-3.926991,0.0,-1.664913,-0.0,0.0,0.002498,8.812054,0.0,5e-06,0.0,0.0
2.955,-2.298117,-3.926991,0.0,-1.664908,-0.0,0.0,0.002501,8.812055,0.0,5e-06,0.0,0.0
2.966,-2.298117,-3.926991,0.0,-1.664908,-0.0,0.0,0.002501,8.812055,0.0,0.0,0.0,0.0
2.975,-2.331415,-3.926991,0.0,-1.664899,-0.0,0.0,0.002507,8.812056,0.0,9e-06,0.0,0.0
2.985,-2.348064,-3.926991,0.0,-1.664894,-0.0,0.0,0.002512,8.812057,0.0,5e-06,0.0,0.0
2.995,-2.364713,-3.926991,0.0,-1.664889,-0.0,0.0,0.002515,8.812058,0.0,5e-06,0.0,0.0
3.004,-2.381362,-3.926991,0.0,-1.664884,-0.0,0.0,0.002515,8.812059,0.0,5e-06,0.0,0.0
3.014,-2.398011,-3.926991,0.0,-1.664879,-0.0,0.0,0.002518,8.81206,0.0,5e-06,0.0,0.0
3.027,-2.41466,-3.926991,0.0,-1.664874,-0.0,0.0,0.002521,8.81206,0.0,5e-06,0.0,0.0
3.035,-2.431308,-3.926991,0.0,-1.664869,-0.0,0.0,0.002526,8.812061,0.0,5e-06,0.0,0.0
3.045,-2.447957,-3.926991,0.0,-1.664864,-0.0,0.0,0.002529,8.812062,0.0,5e-06,0.0,0.0
3.055,-2.447957,-3.926991,0.0,-1.664864,-0.0,0.0,0.002529,8.812062,0.0,0.0,0.0,0.0
3.066,-2.464437,-3.926991,0.0,-1.648023,-0.0,0.0,8.52598,9.104236,0.0,0.016841,0.0,0.0
3.075,-2.480749,-3.926991,0.0,-1.631182,-0.0,0.0,8.52598,9.106463,0.0,0.016841,0.0,0.0
3.085,-2.512867,-3.926991,0.0,-1.597501,-0.0,0.0,8.525783,9.110842,0.0,0.033681,0.0,0.0
3.095,-2.512867,-3.926991,0.0,-1.597501,-0.0,0.0,8.525783,9.110842,0.0,0.0,0.0,0.0
3.107,-2.544312,-3.926991,0.0,-1.563821,-0.0,0.0,8.525653,9.115133,0.0,0.03368,0.0,0.0
3.114,-2.544312,-3.926991,0.0,-1.563821,-0.0,0.0,8.525653,9.115133,0.0,0.0,0.0,0.0
3.126,-2.575083,-3.926991,0.0,-1.530141,-0.0,0.0,8.525525,9.119333,0.0,0.03368,0.0,0.0
3.135,-2.590216,-3.926991,0.0,-1.513301,-0.0,0.0,8.525462,9.121399,0.0,0.01684,0.0,0.0
3.144,-2.605181,-3.926991,0.0,-1.496462,-0.0,0.0,8.525399,9.123443,0.0,0.016839,0.0,0.0
3.155,-2.619977,-3.926991,0.0,-1.479622,-0.0,0.0,8.525336,9.125464,0.0,0.01684,0.0,0.0
3.165,-2.634605,-3.926991,0.0,-1.462783,-0.0,0.0,8.525336,9.127464,0.0,0.016839,0.0,0.0
3.175,-2.649065,-3.926991,0.0,-1.445943,-0.0,0.0,8.525212,9.129438,0.0,0.01684,0.0,0.0
3.186,-2.663356,-3.926991,0.0,-1.429104,-0.0,0.0,8.52515,9.131391,0.0,0.016839,0.0,0.0
3.195,-2.677478,-3.926991,0.0,-1.412265,-0.0,0.0,8.52515,9.133323,0.0,0.016839,0.0,0.0
3.204,-2.691432,-3.926991,0.0,-1.395426,-0.0,0.0,8.525089,9.135231,0.0,0.016839,0.0,0.0
3.215,-2.705218,-3.926991,0.0,-1.378587,-0.0,0.0,8.525028,9.137116,0.0,0.016839,0.0,0.0
3.225,-2.705218,-3.926991,0.0,-1.378587,-0.0,0.0,8.525028,9.137116,0.0,0.0,0.0,0.0
3.235,-2.718836,-3.926991,0.0,-1.361748,-0.0,0.0,8.524908,9.138976,0.0,0.016839,0.0,0.0
3.245,-2.745566,-3.926991,0.0,-1.328072,-0.0,0.0,8.524789,9.142633,0.0,0.033676,0.0,0.0
3.254,-2.758678,-3.926991,0.0,-1.311233,-0.0,0.0,8.52473,9.144428,0.0,0.016839,0.0,0.0
3.265,-2.771622,-3.926991,0.0,-1.294395,-0.0,0.0,8.524672,9.1462,0.0,0.016838,0.0,0.0
3.274,-2.784398,-3.926991,0.0,-1.277557,-0.0,0.0,8.524614,9.147949,0.0,0.016838,0.0,0.0
3.286,-2.784398,-3.926991,0.0,-1.277557,-0.0,0.0,8.524614,9.147949,0.0,0.0,0.0,0.0
3.295,-2.792527,-3.926991,0.0,-0.0,-0.0,0.0,411.561472,23.004053,0.0,1.277557,0.0,0.0
3.307,-2.792358,-3.926991,0.0,0.016838,-0.0,0.0,8.524443,9.21482,0.0,0.016838,0.0,0.0
3.316,-2.792022,-3.926991,0.0,0.033675,-0.0,0.0,8.524386,9.214807,0.0,0.016837,0.0,0.0
3.325,-2.792022,-3.926991,0.0,0.033675,-0.0,0.0,8.524386,9.214807,0.0,0.0,0.0,0.0
3.335,-2.790843,-3.926991,0.0,0.06735,-0.0,0.0,8.524275,9.214713,0.0,0.033675,0.0,0.0
3.346,-2.790001,-3.926991,0.0,0.084188,-0.0,0.0,8.52422,9.214631,0.0,0.016838,0.0,0.0
3.354,-2.788991,-3.926991,0.0,0.101025,-0.0,0.0,8.524165,9.214528,0.0,0.016837,0.0,0.0
3.368,-2.788991,-3.926991,0.0,0.101025,-0.0,0.0,8.524165,9.214528,0.0,0.0,0.0,0.0
3.375,-2.786465,-3.926991,0.0,0.134699,-0.0,0.0,8.524058,9.214252,0.0,0.033674,0.0,0.0
3.385,-2.78495,-3.926991,0.0,0.151536,-0.0,0.0,8.524004,9.214081,0.0,0.016837,0.0,0.0
3.395,-2.78495,-3.926991,0.0,0.151536,-0.0,0.0,8.524004,9.214081,0.0,0.0,0.0,0.0
3.405,-2.783266,-3.926991,0.0,0.168372,-0.0,0.0,8.523951,9.213887,0.0,0.016836,0.0,0.0
3.414,-2.779394,-3.926991,0.0,0.202046,-0.0,0.0,8.523847,9.213431,0.0,0.033674,0.0,0.0
3.425,-2.777205,-3.926991,0.0,0.218882,-0.0,0.0,8.523795,9.213168,0.0,0.016836,0.0,0.0
3.436,-2.777205,-3.926991,0.0,0.218882,-0.0,0.0,8.523795,9.213168,0.0,0.0,0.0,0.0
3.445,-2.772322,-3.926991,0.0,0.252555,-0.0,0.0,8.523693,9.212577,0.0,0.033673,0.0,0.0
3.455,-2.772322,-3.926991,0.0,0.252555,-0.0,0.0,8.523693,9.212577,0.0,0.0,0.0,0.0
3.464,-2.766766,-3.926991,0.0,0.286227,-0.0,0.0,8.523593,9.211894,0.0,0.033672,0.0,0.0
3.474,-2.763735,-3.926991,0.0,0.303063,-0.0,0.0,8.523544,9.211519,0.0,0.016836,0.0,0.0
3.487,-2.760536,-3.926991,0.0,0.319899,-0.0,0.0,8.523495,9.211122,0.0,0.016836,0.0,0.0
3.497,-2.760536,-3.926991,0.0,0.319899,-0.0,0.0,8.523495,9.211122,0.0,0.0,0.0,0.0
3.505,-2.753633,-3.926991,0.0,0.35357,-0.0,0.0,8.523446,9.21026,0.0,0.033671,0.0,0.0
3.515,-2.749929,-3.926991,0.0,0.370406,-0.0,0.0,8.523351,9.209793,0.0,0.016836,0.0,0.0
3.525,-2.746057,-3.926991,0.0,0.387241,-0.0,0.0,8.523304,9.209305,0.0,0.016835,0.0,0.0
3.535,-2.746057,-3.926991,0.0,0.387241,-0.0,0.0,8.523304,9.209305,0.0,0.0,0.0,0.0
3.545,-2.742016,-3.926991,0.0,0.404077,-0.0,0.0,8.523304,9.208796,0.0,0.016836,0.0,0.0
3.555,-2.737807,-3.926991,0.0,0.420912,-0.0,0.0,8.523165,9.208259,0.0,0.016835,0.0,0.0
3.565,-2.733429,-3.926991,0.0,0.437747,-0.0,0.0,8.523165,9.207705,0.0,0.016835,0.0,0.0
3.575,-2.728884,-3.926991,0.0,0.454583,-0.0,0.0,8.523119,9.207126,0.0,0.016836,0.0,0.0
3.585,-2.724169,-3.926991,0.0,0.471418,-0.0,0.0,8.523075,9.206525,0.0,0.016835,0.0,0.0
3.595,-2.719287,-3.926991,0.0,0.488253,-0.0,0.0,8.52303,9.205901,0.0,0.016835,0.0,0.0
3.605,-2.714236,-3.926991,0.0,0.505087,-0.0,0.0,8.522986,9.205255,0.0,0.016834,0.0,0.0
3.615,-2.709017,-3.926991,0.0,0.521922,-0.0,0.0,8.522943,9.204586,0.0,0.016835,0.0,0.0
3.625,-2.703629,-3.926991,0.0,0.538757,-0.0,0.0,8.5229,9.203894,0.0,0.016835,0.0,0.0
3.635,-2.698073,-3.926991,0.0,0.555591,-0.0,0.0,8.522857,9.20318,0.0,0.016834,0.0,0.0
3.644,-2.692349,-3.926991,0.0,0.572426,-0.0,0.0,8.522815,9.202443,0.0,0.016835,0.0,0.0
3.655,-2.686456,-3.926991,0.0,0.58926,-0.0,0.0,8.522773,9.201684,0.0,0.016834,0.0,0.0
3.668,-2.680396,-3.926991,0.0,0.606095,-0.0,0.0,8.522732,9.200902,0.0,0.016835,0.0,0.0
3.675,-2.674166,-3.926991,0.0,0.622929,-0.0,0.0,8.522692,9.200097,0.0,0.016834,0.0,0.0
3.684,-2.667769,-3.926991,0.0,0.639763,-0.0,0.0,8.522651,9.19927,0.0,0.016834,0.0,0.0
3.695,-2.661203,-3.926991,0.0,0.656597,-0.0,0.0,8.522612,9.19842,0.0,0.016834,0.0,0.0
3.705,-2.654468,-3.926991,0.0,0.673431,-0.0,0.0,8.522572,9.197548,0.0,0.016834,0.0,0.0
3.715,-2.647566,-3.926991,0.0,0.690265,-0.0,0.0,8.522534,9.196653,0.0,0.016834,0.0,0.0
3.725,-2.640495,-3.926991,0.0,0.707099,-0.0,0.0,8.522495,9.195735,0.0,0.016834,0.0,0.0
3.735,-2.633255,-3.926991,0.0,0.723933,-0.0,0.0,8.522458,9.194795,0.0,0.016834,0.0,0.0
3.745,-2.625848,-3.926991,0.0,0.740767,-0.0,0.0,8.522458,9.193833,0.0,0.016834,0.0,0.0
3.756,-2.618272,-3.926991,0.0,0.757601,-0.0,0.0,8.522384,9.192846,0.0,0.016834,0.0,0.0
3.765,-2.610527,-3.926991,0.0,0.774434,-0.0,0.0,8.522347,9.191838,0.0,0.016833,0.0,0.0
3.775,-2.602615,-3.926991,0.0,0.791268,-0.0,0.0,8.522311,9.190808,0.0,0.016834,0.0,0.0
3.785,-2.594534,-3.926991,0.0,0.808101,-0.0,0.0,8.522276,9.189755,0.0,0.016833,0.0,0.0
3.795,-2.586284,-3.926991,0.0,0.824935,-0.0,0.0,8.522241,9.188679,0.0,0.016834,0.0,0.0
3.805,-2.577867,-3.926991,0.0,0.841768,-0.0,0.0,8.522207,9.18758,0.0,0.016833,0.0,0.0
3.814,-2.569281,-3.926991,0.0,0.858601,-0.0,0.0,8.52214,9.186458,0.0,0.016833,0.0,0.0
3.825,-2.560526,-3.926991,0.0,0.875434,-0.0,0.0,8.52214,9.185316,0.0,0.016833,0.0,0.0
3.835,-2.551604,-3.926991,0.0,0.892267,-0.0,0.0,8.522107,9.184149,0.0,0.016833,0.0,0.0
3.845,-2.542513,-3.926991,0.0,0.909101,-0.0,0.0,8.522075,9.182961,0.0,0.016834,0.0,0.0
3.854,-2.533253,-3.926991,0.0,0.925934,-0.0,0.0,8.522043,9.181749,0.0,0.016833,0.0,0.0
3.865,-2.523826,-3.926991,0.0,0.942766,-0.0,0.0,8.522011,9.180515,0.0,0.016832,0.0,0.0
3.875,-2.51423,-3.926991,0.0,0.959599,-0.0,0.0,8.52195,9.179257,0.0,0.016833,0.0,0.0
3.885,-2.504465,-3.926991,0.0,0.976432,-0.0,0.0,8.52195,9.177979,0.0,0.016833,0.0,0.0
3.894,-2.494533,-3.926991,0.0,0.993265,-0.0,0.0,8.521891,9.176676,0.0,0.016833,0.0,0.0
3.904,-2.484432,-3.926991,0.0,1.010097,-0.0,0.0,8.521863,9.175352,0.0,0.016832,0.0,0.0
3.915,-2.474162,-3.926991,0.0,1.02693,-0.0,0.0,8.521834,9.174005,0.0,0.016833,0.0,0.0
3.925,-2.463725,-3.926991,0.0,1.043763,-0.0,0.0,8.521807,9.172635,0.0,0.016833,0.0,0.0
3.934,-2.453119,-3.926991,0.0,1.060595,-0.0,0.0,8.521779,9.171243,0.0,0.016832,0.0,0.0
3.944,-2.442344,-3.926991,0.0,1.077427,-0.0,0.0,8.521753,9.169828,0.0,0.016832,0.0,0.0
3.955,-2.431402,-3.926991,0.0,1.09426,-0.0,0.0,8.521753,9.168392,0.0,0.016833,0.0,0.0
3.965,-2.420291,-3.926991,0.0,1.111092,-0.0,0.0,8.521701,9.166931,0.0,0.016832,0.0,0.0
3.975,-2.409012,-3.926991,0.0,1.127924,-0.0,0.0,8.521676,9.165448,0.0,0.016832,0.0,0.0
3.985,-2.409012,-3.926991,0.0,1.127924,-0.0,0.0,8.521676,9.165448,0.0,0.0,0.0,0.0
3.995,-2.385948,-3.926991,0.0,1.161589,-0.0,0.0,8.521651,9.162416,0.0,0.033665,0.0,0.0
4.005,-2.374164,-3.926991,0.0,1.178421,-0.0,0.0,8.521604,9.160865,0.0,0.016832,0.0,0.0
4.015,-2.362212,-3.926991,0.0,1.195253,-0.0,0.0,8.521581,9.159292,0.0,0.016832,0.0,0.0
4.024,-2.350091,-3.926991,0.0,1.212085,-0.0,0.0,8.521558,9.157697,0.0,0.016832,0.0,0.0
4.036,-2.337801,-3.926991,0.0,1.228917,-0.0,0.0,8.521536,9.156078,0.0,0.016832,0.0,0.0
4.045,-2.325344,-3.926991,0.0,1.245749,-0.0,0.0,8.521536,9.154438,0.0,0.016832,0.0,0.0
4.055,-2.325344,-3.926991,0.0,1.245749,-0.0,0.0,8.521536,9.154438,0.0,0.0,0.0,0.0
4.065,-2.299924,-3.926991,0.0,1.279413,-0.0,0.0,8.521515,9.15109,0.0,0.033664,0.0,0.0
4.075,-2.286962,-3.926991,0.0,1.296245,-0.0,0.0,8.521515,9.149382,0.0,0.016832,0.0,0.0
4.091,-2.286962,-3.926991,0.0,1.296245,-0.0,0.0,8.521515,9.149382,0.0,0.0,0.0,0.0
4.095,-2.260532,-3.926991,0.0,1.329909,-0.0,0.0,8.521515,9.145898,0.0,0.033664,0.0,0.0
4.104,-2.247064,-3.926991,0.0,1.346741,-0.0,0.0,8.521515,9.144123,0.0,0.016832,0.0,0.0
4.114,-2.233429,-3.926991,0.0,1.363573,-0.0,0.0,8.521515,9.142324,0.0,0.016832,0.0,0.0
4.125,-2.219625,-3.926991,0.0,1.380405,-0.0,0.0,8.521515,9.140503,0.0,0.016832,0.0,0.0
4.135,-2.219625,-3.926991,0.0,1.380405,-0.0,0.0,8.521515,9.140503,0.0,0.0,0.0,0.0
