dp1,dp2,dp3,tau1,tau2,tau3,actual_p1,actual_p2,actual_p3
0.990244604753393,-0.358634072928517,2.70305493539785,-3.52140269936185,-38.348721149812,-6.5175583607881,1.0002379946974,-0.1843467530498472,2.8536698062025656
0.982243788281159,-0.361043570202388,2.68957878043522,-3.5225684912317,-38.4028842893011,-6.59154466011947,1.0002209005592302,-0.18437118885392614,2.8535558058370842
0.974242971808924,-0.363453067476258,2.67610262547259,-3.52361366976034,-38.455752656053,-6.66424817076041,1.0001576495540079,-0.1843986558714716,2.8531074341816636
0.96624215533669,-0.365862564750128,2.66262647050996,-3.52452912913756,-38.5073072159415,-6.73565203545952,1.0000609768128426,-0.18442321639330028,2.8524077092597855
0.958241338864456,-0.368272062023999,2.64915031554733,-3.52530568746505,-38.5575291556955,-6.80573976711247,0.9999267194447788,-0.18444728021093826,2.851421958303061
0.950240522392222,-0.370681559297869,2.6356741605847,-3.52593409510141,-38.6063998869224,-6.87449525180558,0.9997335431731567,-0.1844730909362201,2.8499851883783327
0.942239705919988,-0.37309105657174,2.62219800562207,-3.5264050431794,-38.6539010500488,-6.94190275171652,0.9995201626383062,-0.1844950370425002,2.8483789904111414
0.934238889447754,-0.37550055384561,2.60872185065944,-3.52670917228987,-38.7000145181855,-7.00794690787611,0.9992392511227367,-0.18451748987920302,2.8462399868336785
0.92623807297552,-0.377910051119481,2.59524569569681,-3.52683708132638,-38.7447224009154,-7.07261274279124,0.9989122967665631,-0.18453741520689257,2.843722186975597
0.918237256503285,-0.380319548393351,2.58176954073417,-3.5267793364845,-38.7880070480022,-7.13588566292795,0.998578749660269,-0.1845527235459938,2.8411271434488707
0.910236440031051,-0.382729045667221,2.56829338577154,-3.52652648040507,-38.8298510530248,-7.19775146105622,0.998164565523066,-0.1845663217341475,2.837873362782902
0.902235623558816,-0.385138542941092,2.55481723080891,-3.52606904145543,-38.8702372569315,-7.25819631845393,0.9977046005570859,-0.18457575270987484,2.834224331203921
0.894234807086582,-0.387548040214962,2.54134107584628,-3.52539754314565,-38.9091487515205,-7.31720680697582,0.9972515575023332,-0.184580197745799,2.8305984107965845
0.886233990614348,-0.389957537488832,2.52786492088365,-3.52450251366386,-38.9465688828436,-7.37476989098368,0.9967048319466779,-0.18458010312258344,2.8261860092653452
0.878233174142114,-0.392367034762702,2.51438876592102,-3.52337449552457,-38.9824812545316,-7.43087292913732,0.996173831492233,-0.18457504589810003,2.821866519111217
0.87023235766988,-0.394776532036573,2.50091261095839,-3.52200405532969,-39.0168697310531,-7.48550367605716,0.995540633105109,-0.18456324357345574,2.8166762414000095
0.862231541197646,-0.397186029310443,2.48743645599576,-3.52038179362309,-39.0497184408934,-7.53865028384592,0.9948620452770953,-0.18454425339759864,2.8110707981993404
0.854230724725412,-0.399595526584313,2.47396030103313,-3.51849835482889,-39.0810117796565,-7.59030130347345,0.9941381407152523,-0.18451740132677255,2.805047255187752
0.846229908253177,-0.402005023858184,2.4604841460705,-3.51634443727715,-39.1107344131029,-7.64044568603746,0.9934479386752086,-0.184485941437588,2.7992664741681925
0.838229091780943,-0.404414521132054,2.44700799110787,-3.513910803296,-39.138871280116,-7.68907278388966,0.9927211436301491,-0.18444700748267426,2.793142963186435
0.830228275308709,-0.406824018405924,2.43353183614524,-3.51118828936057,-39.1654075955887,-7.73617235162607,0.9918707337282683,-0.18439433750034545,2.7859354315952745
0.822227458836474,-0.409233515679795,2.42005568118261,-3.50816781629858,-39.1903288532532,-7.78173454695753,0.9909752693291988,-0.1843310416200387,2.7783015144248053
0.81422664236424,-0.411643012953665,2.40657952621997,-3.5048403995301,-39.2136208284428,-7.82574993145061,0.9900348106039014,-0.18425635875947305,2.770240006676961
0.806225825892006,-0.414052510227536,2.39310337125734,-3.50119715933903,-39.2352695807714,-7.86820947113468,0.9891499751389752,-0.18417876531261962,2.7626183378883273
0.798225009419771,-0.416462007501406,2.37962721629471,-3.49722933117104,-39.2552614567612,-7.90910453699336,0.9881241922658759,-0.1840802565550028,2.753741935674291
0.790224192947537,-0.418871504775277,2.36615106133208,-3.49292827593249,-39.2735830924025,-7.94842690533071,0.9871626659047781,-0.18397990871691508,2.7453858767157246
0.782223376475303,-0.421281002049147,2.35267490636945,-3.48828549028762,-39.2902214156488,-7.98616875801534,0.9860517740283163,-0.18385460917793034,2.7356929865975315
0.774222560003069,-0.423690499323017,2.33919875140682,-3.48329261695251,-39.3051636488569,-8.02232268260802,0.9848961603667571,-0.18371396298742143,2.7255705793553626
0.766221743530835,-0.426099996596888,2.32572259644419,-3.47794145496076,-39.3183973111641,-8.05688167237415,0.9838179165417211,-0.18357352664712762,2.7160934793315104
0.758220927058601,-0.428509493870758,2.31224644148156,-3.47222396989247,-39.3299102207991,-8.08983912617365,0.9825774695338589,-0.18340130353432804,2.7051566558022495
0.750220110586367,-0.430918991144628,2.29877028651893,-3.46613230406605,-39.339690497341,-8.12118884823668,0.9812924284387783,-0.18321120619868697,2.693793051342781
0.742219294114132,-0.433328488418498,2.2852941315563,-3.45965878666965,-39.3477265639291,-8.15092504784132,0.9800978015176177,-0.18302408042822568,2.6832020291504604
0.734218477641898,-0.435737985692369,2.27181797659367,-3.4527959438246,-39.3540071494066,-8.1790423388699,0.9787281434731445,-0.18279753363673326,2.6710318736182477
0.726217661169664,-0.438147482966239,2.25834182163104,-3.44553650857583,-39.3585212904245,-8.20553573926288,0.977457418473738,-0.18257613459703295,2.659718183665792
