t,dp1,dp2,dp3,dv1,dv2,dv3,tau1,tau2,tau3,da1,da2,da3
2.162,-0.847023,-2.990855,0.0,-1.662999,-1.783681,0.0,0.002249,11.589923,0.0,0.001879,0.000541,0.0
2.172,-0.863634,-3.008687,0.0,-1.661131,-1.783194,0.0,0.002252,11.609537,0.0,0.001868,0.000487,0.0
2.182,-0.880227,-3.026514,0.0,-1.659273,-1.782733,0.0,0.00226,11.640411,0.0,0.001858,0.000461,0.0
2.192,-0.896801,-3.044337,0.0,-1.657427,-1.782348,0.0,0.00226,11.640411,0.0,0.001846,0.000385,0.0
2.203,-0.913357,-3.062158,0.0,-1.655593,-1.782031,0.0,0.002263,11.641379,0.0,0.001834,0.000317,0.0
2.212,-0.929895,-3.079976,0.0,-1.65377,-1.781776,0.0,0.002263,11.641379,0.0,0.001823,0.000255,0.0
2.222,-0.946415,-3.097792,0.0,-1.651961,-1.781625,0.0,0.002272,11.616359,0.0,0.001809,0.000151,0.0
2.232,-0.962916,-3.115607,0.0,-1.650165,-1.781523,0.0,0.002272,11.616359,0.0,0.001796,0.000102,0.0
2.242,-0.9794,-3.133422,0.0,-1.648383,-1.781538,0.0,0.002277,11.576484,0.0,0.001782,-1.5e-05,0.0
2.252,-0.995866,-3.151238,0.0,-1.646614,-1.781588,0.0,0.002277,11.576484,0.0,0.001769,-5e-05,0.0
2.262,-1.012315,-3.169056,0.0,-1.644859,-1.781775,0.0,0.00228,11.518157,0.0,0.001755,-0.000187,0.0
2.272,-1.028746,-3.186877,0.0,-1.643119,-1.782052,0.0,0.002286,11.482112,0.0,0.00174,-0.000277,0.0
2.282,-1.04516,-3.204701,0.0,-1.641393,-1.782419,0.0,0.002289,11.441501,0.0,0.001726,-0.000367,0.0
2.292,-1.061557,-3.222529,0.0,-1.639682,-1.782793,0.0,0.002289,11.441501,0.0,0.001711,-0.000374,0.0
2.302,-1.077937,-3.240362,0.0,-1.637985,-1.783346,0.0,0.002294,11.346668,0.0,0.001697,-0.000553,0.0
2.312,-1.0943,-3.258202,0.0,-1.636304,-1.783994,0.0,0.002297,11.29249,0.0,0.001681,-0.000648,0.0
2.322,-1.110646,-3.276049,0.0,-1.634638,-1.784739,0.0,0.0023,11.233836,0.0,0.001666,-0.000745,0.0
2.332,-1.126976,-3.293904,0.0,-1.632988,-1.785463,0.0,0.0023,11.233836,0.0,0.00165,-0.000724,0.0
2.342,-1.14329,-3.311766,0.0,-1.631353,-1.78616,0.0,0.0023,11.233836,0.0,0.001635,-0.000697,0.0
2.352,-1.159587,-3.329636,0.0,-1.629735,-1.787068,0.0,0.002306,11.103214,0.0,0.001618,-0.000908,0.0
2.362,-1.175868,-3.347517,0.0,-1.628132,-1.788069,0.0,0.002306,11.031304,0.0,0.001603,-0.001001,0.0
2.372,-1.175868,-3.347517,0.0,-1.628132,-1.788069,0.0,0.002306,11.031304,0.0,0.0,0.0,0.0
2.382,-1.208383,-3.383314,0.0,-1.624972,-1.790518,0.0,0.002314,10.789567,0.0,0.00316,-0.002449,0.0
2.393,-1.224618,-3.401232,0.0,-1.623417,-1.791808,0.0,0.002314,10.789567,0.0,0.001555,-0.00129,0.0
2.402,-1.240836,-3.419164,0.0,-1.621877,-1.793197,0.0,0.002317,10.700437,0.0,0.00154,-0.001389,0.0
2.412,-1.25704,-3.437111,0.0,-1.620354,-1.794684,0.0,0.00232,10.607093,0.0,0.001523,-0.001487,0.0
2.422,-1.273228,-3.455074,0.0,-1.618846,-1.796273,0.0,0.002323,10.509577,0.0,0.001508,-0.001589,0.0
2.432,-1.289402,-3.473053,0.0,-1.617355,-1.797962,0.0,0.002325,10.40793,0.0,0.001491,-0.001689,0.0
2.444,-1.305561,-3.491051,0.0,-1.615879,-1.799754,0.0,0.002328,10.302195,0.0,0.001476,-0.001792,0.0
2.452,-1.321705,-3.509067,0.0,-1.614418,-1.801648,0.0,0.002331,10.192416,0.0,0.001461,-0.001894,0.0
2.462,-1.337835,-3.527104,0.0,-1.612974,-1.803646,0.0,0.002334,10.078642,0.0,0.001444,-0.001998,0.0
2.472,-1.35395,-3.545163,0.0,-1.611541,-1.805976,0.0,0.00234,9.839294,0.0,0.001433,-0.00233,0.0
2.482,-1.370051,-3.563248,0.0,-1.610124,-1.808418,0.0,0.002342,9.713822,0.0,0.001417,-0.002442,0.0
2.492,-1.386139,-3.581355,0.0,-1.608725,-1.81073,0.0,0.002342,9.713822,0.0,0.001399,-0.002312,0.0
2.502,-1.402212,-3.599486,0.0,-1.607341,-1.813146,0.0,0.002345,9.584552,0.0,0.001384,-0.002416,0.0
2.512,-1.418272,-3.617648,0.0,-1.605963,-1.816189,0.0,0.002354,9.174505,0.0,0.001378,-0.003043,0.0
2.522,-1.434318,-3.635839,0.0,-1.604603,-1.81908,0.0,0.002354,9.174505,0.0,0.00136,-0.002891,0.0
2.532,-1.434318,-3.635839,0.0,-1.604603,-1.81908,0.0,0.002354,9.174505,0.0,0.0,0.0,0.0
2.542,-1.466682,-3.658024,0.0,-1.633205,-0.396701,0.0,0.002359,769.792847,0.0,-0.028602,1.422379,0.0
2.552,-1.48314,-3.656318,0.0,-1.645733,0.170602,0.0,0.002362,312.743357,0.0,-0.012528,0.567303,0.0
2.562,-1.499596,-3.654644,0.0,-1.645611,0.167406,0.0,0.002365,8.812021,0.0,0.000122,-0.003196,0.0
2.572,-1.516051,-3.653002,0.0,-1.645489,0.164195,0.0,0.002368,8.812022,0.0,0.000122,-0.003211,0.0
2.582,-1.516051,-3.653002,0.0,-1.645489,0.164195,0.0,0.002368,8.812022,0.0,0.0,0.0,0.0
2.592,-1.532504,-3.651392,0.0,-1.645368,0.160969,0.0,0.002371,8.812022,0.0,0.000121,-0.003226,0.0
2.602,-1.548957,-3.649815,0.0,-1.645249,0.157728,0.0,0.002374,8.812023,0.0,0.000119,-0.003241,0.0
2.612,-1.565408,-3.64827,0.0,-1.645131,0.154473,0.0,0.002379,8.812025,0.0,0.000118,-0.003255,0.0
2.625,-1.581858,-3.646758,0.0,-1.645014,0.151203,0.0,0.002379,8.812025,0.0,0.000117,-0.00327,0.0
2.632,-1.598307,-3.645279,0.0,-1.644898,0.147919,0.0,0.002382,8.812025,0.0,0.000116,-0.003284,0.0
2.642,-1.614755,-3.643833,0.0,-1.644783,0.144622,0.0,0.002385,8.812026,0.0,0.000115,-0.003297,0.0
2.652,-1.631202,-3.64242,0.0,-1.644669,0.141312,0.0,0.002388,8.812027,0.0,0.000114,-0.00331,0.0
2.662,-1.647647,-3.64104,0.0,-1.644557,0.137989,0.0,0.00239,8.812027,0.0,0.000112,-0.003323,0.0
2.672,-1.664092,-3.639693,0.0,-1.644445,0.134654,0.0,0.00239,8.812027,0.0,0.000112,-0.003335,0.0
2.682,-1.680535,-3.63838,0.0,-1.644335,0.131307,0.0,0.002402,8.81203,0.0,0.00011,-0.003347,0.0
2.692,-1.696977,-3.637101,0.0,-1.644226,0.127947,0.0,0.002402,8.81203,0.0,0.000109,-0.00336,0.0
2.702,-1.713419,-3.635855,0.0,-1.644118,0.124577,0.0,0.002405,8.81203,0.0,0.000108,-0.00337,0.0
2.712,-1.729859,-3.634643,0.0,-1.644011,0.121195,0.0,0.002405,8.81203,0.0,0.000107,-0.003382,0.0
2.722,-1.746298,-3.633465,0.0,-1.643905,0.117802,0.0,0.002413,8.812033,0.0,0.000106,-0.003393,0.0
2.732,-1.762736,-3.632321,0.0,-1.6438,0.114399,0.0,0.002413,8.812033,0.0,0.000105,-0.003403,0.0
2.745,-1.779173,-3.631211,0.0,-1.643696,0.110986,0.0,0.002416,8.812033,0.0,0.000104,-0.003413,0.0
2.752,-1.779173,-3.631211,0.0,-1.643696,0.110986,0.0,0.002416,8.812033,0.0,0.0,0.0,0.0
2.762,-1.812043,-3.629094,0.0,-1.643491,0.104131,0.0,0.002422,8.812035,0.0,0.000205,-0.006855,0.0
2.772,-1.828477,-3.628087,0.0,-1.64339,0.100689,0.0,0.002424,8.812036,0.0,0.000101,-0.003442,0.0
2.782,-1.84491,-3.627115,0.0,-1.643291,0.097239,0.0,0.002427,8.812036,0.0,9.9e-05,-0.00345,0.0
2.792,-1.84491,-3.627115,0.0,-1.643291,0.097239,0.0,0.002427,8.812036,0.0,0.0,0.0,0.0
2.802,-1.877773,-3.625274,0.0,-1.643094,0.090313,0.0,0.002433,8.812038,0.0,0.000197,-0.006926,0.0
2.812,-1.894203,-3.624406,0.0,-1.642997,0.086838,0.0,0.002439,8.812039,0.0,9.7e-05,-0.003475,0.0
2.822,-1.910632,-3.623572,0.0,-1.642901,0.083356,0.0,0.002439,8.812039,0.0,9.6e-05,-0.003482,0.0
2.832,-1.92706,-3.622774,0.0,-1.642806,0.079866,0.0,0.002444,8.81204,0.0,9.5e-05,-0.00349,0.0
2.842,-1.943487,-3.62201,0.0,-1.642713,0.07637,0.0,0.002444,8.812041,0.0,9.3e-05,-0.003496,0.0
2.852,-1.959913,-3.621281,0.0,-1.64262,0.072866,0.0,0.002447,8.812041,0.0,9.3e-05,-0.003504,0.0
2.862,-1.976339,-3.620588,0.0,-1.642527,0.069357,0.0,0.002447,8.812041,0.0,9.3e-05,-0.003509,0.0
2.872,-1.992763,-3.619929,0.0,-1.642436,0.065841,0.0,0.00245,8.812042,0.0,9.1e-05,-0.003516,0.0
2.882,-2.009187,-3.619306,0.0,-1.642346,0.06232,0.0,0.002453,8.812043,0.0,9e-05,-0.003521,0.0
2.892,-2.025609,-3.618718,0.0,-1.642257,0.058794,0.0,0.002458,8.812044,0.0,8.9e-05,-0.003526,0.0
2.902,-2.042031,-3.618165,0.0,-1.642168,0.055262,0.0,0.002458,8.812044,0.0,8.9e-05,-0.003532,0.0
2.914,-2.058452,-3.617648,0.0,-1.64208,0.051726,0.0,0.002464,8.812045,0.0,8.8e-05,-0.003536,0.0
2.922,-2.074872,-3.617166,0.0,-1.641993,0.048186,0.0,0.002467,8.812046,0.0,8.7e-05,-0.00354,0.0
2.932,-2.091291,-3.61672,0.0,-1.641907,0.044641,0.0,0.002467,8.812046,0.0,8.6e-05,-0.003545,0.0
2.942,-2.107709,-3.616309,0.0,-1.641822,0.041092,0.0,0.002475,8.812048,0.0,8.5e-05,-0.003549,0.0
2.952,-2.124126,-3.615934,0.0,-1.641738,0.03754,0.0,0.002475,8.812048,0.0,8.4e-05,-0.003552,0.0
2.962,-2.140543,-3.615594,0.0,-1.641654,0.033985,0.0,0.002475,8.812048,0.0,8.4e-05,-0.003555,0.0
2.972,-2.156959,-3.615289,0.0,-1.641571,0.030427,0.0,0.002481,8.81205,0.0,8.3e-05,-0.003558,0.0
2.982,-2.173373,-3.615021,0.0,-1.641489,0.026866,0.0,0.002481,8.81205,0.0,8.2e-05,-0.003561,0.0
2.992,-2.189787,-3.614788,0.0,-1.641408,0.023303,0.0,0.002484,8.81205,0.0,8.1e-05,-0.003563,0.0
3.002,-2.206201,-3.61459,0.0,-1.641327,0.019738,0.0,0.00249,8.812052,0.0,8.1e-05,-0.003565,0.0
3.012,-2.222613,-3.614429,0.0,-1.641247,0.016171,0.0,0.002492,8.812053,0.0,8e-05,-0.003567,0.0
3.022,-2.239025,-3.614303,0.0,-1.641168,0.012603,0.0,0.002495,8.812053,0.0,7.9e-05,-0.003568,0.0
3.032,-2.255436,-3.614212,0.0,-1.64109,0.009034,0.0,0.002501,8.812055,0.0,7.8e-05,-0.003569,0.0
3.044,-2.271846,-3.614158,0.0,-1.641012,0.005464,0.0,0.002501,8.812055,0.0,7.8e-05,-0.00357,0.0
3.052,-2.288255,-3.614139,0.0,-1.640935,0.001894,0.0,0.002501,8.812055,0.0,7.7e-05,-0.00357,0.0
3.062,-2.304664,-3.614156,0.0,-1.640858,-0.001677,0.0,0.002507,8.812056,0.0,7.7e-05,-0.003571,0.0
3.072,-2.321072,-3.614208,0.0,-1.640783,-0.005247,0.0,0.002512,8.812057,0.0,7.5e-05,-0.00357,0.0
3.084,-2.337479,-3.614296,0.0,-1.640707,-0.008817,0.0,0.002515,8.812058,0.0,7.6e-05,-0.00357,0.0
3.092,-2.353885,-3.61442,0.0,-1.640633,-0.012387,0.0,0.002518,8.81206,0.0,7.4e-05,-0.00357,0.0
3.102,-2.370291,-3.61458,0.0,-1.640559,-0.015955,0.0,0.002521,8.81206,0.0,7.4e-05,-0.003568,0.0
3.112,-2.386696,-3.614775,0.0,-1.640486,-0.019522,0.0,0.002521,8.81206,0.0,7.3e-05,-0.003567,0.0
3.122,-2.4031,-3.615006,0.0,-1.640413,-0.023087,0.0,0.002529,8.812062,0.0,7.3e-05,-0.003565,0.0
3.136,-2.419503,-3.615272,0.0,-1.64034,-0.02665,0.0,0.002529,8.812062,0.0,7.3e-05,-0.003563,0.0
3.142,-2.435738,-3.615572,0.0,-1.62351,-0.029982,0.0,8.52598,9.104236,0.0,0.01683,-0.003332,0.0
3.152,-2.451805,-3.615905,0.0,-1.606681,-0.033311,0.0,8.52598,9.106463,0.0,0.016829,-0.003329,0.0
3.162,-2.467703,-3.616271,0.0,-1.589852,-0.036632,0.0,8.525783,9.110842,0.0,0.016829,-0.003321,0.0
3.172,-2.483434,-3.616671,0.0,-1.573023,-0.039953,0.0,8.525783,9.110842,0.0,0.016829,-0.003321,0.0
3.182,-2.498996,-3.617104,0.0,-1.556195,-0.043265,0.0,8.525653,9.115133,0.0,0.016828,-0.003312,0.0
3.193,-2.514389,-3.617569,0.0,-1.539368,-0.046577,0.0,8.525653,9.115133,0.0,0.016827,-0.003312,0.0
3.205,-2.529615,-3.618068,0.0,-1.52254,-0.049888,0.0,8.525653,9.115133,0.0,0.016828,-0.003311,0.0
3.212,-2.544672,-3.6186,0.0,-1.505714,-0.053191,0.0,8.525525,9.119333,0.0,0.016826,-0.003303,0.0
3.222,-2.544672,-3.6186,0.0,-1.505714,-0.053191,0.0,8.525525,9.119333,0.0,0.0,0.0,0.0
3.232,-2.559561,-3.619165,0.0,-1.488887,-0.056488,0.0,8.525462,9.121399,0.0,0.016827,-0.003297,0.0
3.242,-2.588834,-3.620393,0.0,-1.455235,-0.063065,0.0,8.525336,9.125464,0.0,0.033652,-0.006577,0.0
3.252,-2.588834,-3.620393,0.0,-1.455235,-0.063065,0.0,8.525336,9.125464,0.0,0.0,0.0,0.0
3.262,-2.617434,-3.621753,0.0,-1.421584,-0.069618,0.0,8.525212,9.129438,0.0,0.033651,-0.006553,0.0
3.272,-2.631481,-3.622482,0.0,-1.404758,-0.072888,0.0,8.525212,9.129438,0.0,0.016826,-0.00327,0.0
3.285,-2.645361,-3.623243,0.0,-1.387933,-0.076148,0.0,8.52515,9.133323,0.0,0.016825,-0.00326,0.0
3.292,-2.645361,-3.623243,0.0,-1.387933,-0.076148,0.0,8.52515,9.133323,0.0,0.0,0.0,0.0
3.302,-2.672614,-3.624864,0.0,-1.354283,-0.082647,0.0,8.525028,9.137116,0.0,0.03365,-0.006499,0.0
3.313,-2.685989,-3.625723,0.0,-1.337458,-0.085889,0.0,8.525028,9.137116,0.0,0.016825,-0.003242,0.0
3.325,-2.699195,-3.626614,0.0,-1.320634,-0.089116,0.0,8.524789,9.142633,0.0,0.016824,-0.003227,0.0
3.332,-2.712234,-3.627537,0.0,-1.30381,-0.092336,0.0,8.52473,9.144428,0.0,0.016824,-0.00322,0.0
3.342,-2.712234,-3.627537,0.0,-1.30381,-0.092336,0.0,8.52473,9.144428,0.0,0.0,0.0,0.0
3.352,-2.737805,-3.62948,0.0,-1.270161,-0.09875,0.0,8.524614,9.147949,0.0,0.033649,-0.006414,0.0
3.362,-2.750338,-3.6305,0.0,-1.253336,-0.101947,0.0,8.524614,9.147949,0.0,0.016825,-0.003197,0.0
3.372,-2.762703,-3.631551,0.0,-1.236511,-0.105139,0.0,8.524614,9.147949,0.0,0.016825,-0.003192,0.0
3.382,-2.766974,-3.632532,0.0,-0.427103,-0.098048,0.0,411.561472,23.004053,0.0,0.809408,0.007091,0.0
3.392,-2.771077,-3.633543,0.0,-0.41027,-0.101175,0.0,8.524386,9.214807,0.0,0.016833,-0.003127,0.0
3.402,-2.775012,-3.634586,0.0,-0.393436,-0.104294,0.0,8.524386,9.214807,0.0,0.016834,-0.003119,0.0
3.414,-2.775012,-3.634586,0.0,-0.393436,-0.104294,0.0,8.524386,9.214807,0.0,0.0,0.0,0.0
3.422,-2.782375,-3.636766,0.0,-0.359767,-0.11051,0.0,8.524275,9.214713,0.0,0.033669,-0.006216,0.0
3.432,-2.785805,-3.637902,0.0,-0.342932,-0.113607,0.0,8.52422,9.214631,0.0,0.016835,-0.003097,0.0
3.442,-2.789065,-3.639069,0.0,-0.326096,-0.116695,0.0,8.524165,9.214528,0.0,0.016836,-0.003088,0.0
3.452,-2.792158,-3.640266,0.0,-0.30926,-0.119775,0.0,8.524165,9.214528,0.0,0.016836,-0.00308,0.0
3.462,-2.792527,-3.641546,0.0,-0.036871,-0.128019,0.0,138.371079,9.214252,0.0,0.272389,-0.008244,0.0
3.472,-2.79075,-3.642897,0.0,0.177638,-0.135098,0.0,108.957227,9.214252,0.0,0.214509,-0.007079,0.0
3.482,-2.788806,-3.644279,0.0,0.194484,-0.138152,0.0,8.524004,9.214081,0.0,0.016846,-0.003054,0.0
3.492,-2.788806,-3.644279,0.0,0.194484,-0.138152,0.0,8.524004,9.214081,0.0,0.0,0.0,0.0
3.502,-2.78441,-3.647133,0.0,0.228179,-0.144229,0.0,8.523847,9.213431,0.0,0.033695,-0.006077,0.0
3.513,-2.78196,-3.648606,0.0,0.245028,-0.14725,0.0,8.523795,9.213168,0.0,0.016849,-0.003021,0.0
3.522,-2.779341,-3.650108,0.0,0.261878,-0.150259,0.0,8.523795,9.213168,0.0,0.01685,-0.003009,0.0
3.534,-2.776554,-3.651641,0.0,0.278729,-0.153255,0.0,8.523795,9.213168,0.0,0.016851,-0.002996,0.0
3.542,-2.773598,-3.653203,0.0,0.295581,-0.156239,0.0,8.523693,9.212577,0.0,0.016852,-0.002984,0.0
3.554,-2.773598,-3.653203,0.0,0.295581,-0.156239,0.0,8.523693,9.212577,0.0,0.0,0.0,0.0
3.562,-2.767181,-3.656417,0.0,0.329288,-0.162172,0.0,8.523495,9.211122,0.0,0.033707,-0.005933,0.0
3.572,-2.767181,-3.656417,0.0,0.329288,-0.162172,0.0,8.523495,9.211122,0.0,0.0,0.0,0.0
3.582,-2.76372,-3.658068,0.0,0.346143,-0.165118,0.0,8.523495,9.211122,0.0,0.016855,-0.002946,0.0
3.594,-2.76009,-3.659749,0.0,0.363,-0.16805,0.0,8.523495,9.211122,0.0,0.016857,-0.002932,0.0
3.602,-2.756291,-3.661458,0.0,0.379857,-0.170969,0.0,8.523351,9.209793,0.0,0.016857,-0.002919,0.0
3.613,-2.752324,-3.663197,0.0,0.396715,-0.173874,0.0,8.523304,9.209305,0.0,0.016858,-0.002905,0.0
3.622,-2.748188,-3.664965,0.0,0.413575,-0.176765,0.0,8.523304,9.209305,0.0,0.01686,-0.002891,0.0
3.632,-2.743884,-3.666761,0.0,0.430436,-0.179639,0.0,8.523304,9.209305,0.0,0.016861,-0.002874,0.0
3.642,-2.739411,-3.668586,0.0,0.447298,-0.182499,0.0,8.523165,9.208259,0.0,0.016862,-0.00286,0.0
3.652,-2.734769,-3.67044,0.0,0.464161,-0.185344,0.0,8.523165,9.207705,0.0,0.016863,-0.002845,0.0
3.663,-2.729959,-3.672321,0.0,0.481026,-0.188173,0.0,8.523165,9.207705,0.0,0.016865,-0.002829,0.0
3.672,-2.72498,-3.674231,0.0,0.497892,-0.190986,0.0,8.523075,9.206525,0.0,0.016866,-0.002813,0.0
3.685,-2.719832,-3.676169,0.0,0.514759,-0.193782,0.0,8.523075,9.206525,0.0,0.016867,-0.002796,0.0
3.692,-2.719832,-3.676169,0.0,0.514759,-0.193782,0.0,8.523075,9.206525,0.0,0.0,0.0,0.0
3.702,-2.709031,-3.680128,0.0,0.548497,-0.199327,0.0,8.522943,9.204586,0.0,0.033738,-0.005545,0.0
3.712,-2.703378,-3.682149,0.0,0.565368,-0.202073,0.0,8.5229,9.203894,0.0,0.016871,-0.002746,0.0
3.722,-2.697555,-3.684197,0.0,0.582241,-0.204802,0.0,8.522857,9.20318,0.0,0.016873,-0.002729,0.0
3.732,-2.691564,-3.686272,0.0,0.599114,-0.207514,0.0,8.522815,9.202443,0.0,0.016873,-0.002712,0.0
3.742,-2.685404,-3.688374,0.0,0.61599,-0.210208,0.0,8.522732,9.200902,0.0,0.016876,-0.002694,0.0
3.752,-2.679075,-3.690503,0.0,0.632866,-0.212883,0.0,8.522732,9.200902,0.0,0.016876,-0.002675,0.0
3.762,-2.679075,-3.690503,0.0,0.632866,-0.212883,0.0,8.522732,9.200902,0.0,0.0,0.0,0.0
3.772,-2.665912,-3.69484,0.0,0.666624,-0.218175,0.0,8.522651,9.19927,0.0,0.033758,-0.005292,0.0
3.782,-2.659077,-3.697048,0.0,0.683505,-0.220794,0.0,8.522572,9.197548,0.0,0.016881,-0.002619,0.0
3.792,-2.652073,-3.699282,0.0,0.700388,-0.223392,0.0,8.522572,9.197548,0.0,0.016883,-0.002598,0.0
3.804,-2.6449,-3.701541,0.0,0.717272,-0.225969,0.0,8.522534,9.196653,0.0,0.016884,-0.002577,0.0
3.812,-2.637559,-3.703827,0.0,0.734158,-0.228526,0.0,8.522495,9.195735,0.0,0.016886,-0.002557,0.0
3.822,-2.630048,-3.706137,0.0,0.751045,-0.231061,0.0,8.522458,9.194795,0.0,0.016887,-0.002535,0.0
3.833,-2.622369,-3.708473,0.0,0.767933,-0.233574,0.0,8.522458,9.194795,0.0,0.016888,-0.002513,0.0
3.842,-2.614521,-3.710834,0.0,0.784824,-0.236068,0.0,8.522384,9.192846,0.0,0.016891,-0.002494,0.0
3.853,-2.606503,-3.713219,0.0,0.801715,-0.238539,0.0,8.522347,9.191838,0.0,0.016891,-0.002471,0.0
3.862,-2.598317,-3.715629,0.0,0.818609,-0.240986,0.0,8.522347,9.191838,0.0,0.016894,-0.002447,0.0
3.872,-2.589962,-3.718063,0.0,0.835504,-0.243411,0.0,8.522311,9.190808,0.0,0.016895,-0.002425,0.0
3.882,-2.581438,-3.720521,0.0,0.8524,-0.245815,0.0,8.522241,9.188679,0.0,0.016896,-0.002404,0.0
3.892,-2.572745,-3.723003,0.0,0.869298,-0.248194,0.0,8.522241,9.188679,0.0,0.016898,-0.002379,0.0
3.902,-2.563883,-3.725509,0.0,0.886198,-0.250548,0.0,8.522207,9.18758,0.0,0.0169,-0.002354,0.0
3.912,-2.554852,-3.728037,0.0,0.903099,-0.252879,0.0,8.52214,9.186458,0.0,0.016901,-0.002331,0.0
3.922,-2.545652,-3.730589,0.0,0.920002,-0.255188,0.0,8.522107,9.184149,0.0,0.016903,-0.002309,0.0
3.932,-2.536283,-3.733164,0.0,0.936907,-0.257472,0.0,8.522075,9.182961,0.0,0.016905,-0.002284,0.0
3.942,-2.526745,-3.735761,0.0,0.953813,-0.259731,0.0,8.522043,9.181749,0.0,0.016906,-0.002259,0.0
3.952,-2.517038,-3.738381,0.0,0.970721,-0.261965,0.0,8.522011,9.180515,0.0,0.016908,-0.002234,0.0
3.962,-2.507162,-3.741023,0.0,0.98763,-0.264173,0.0,8.52195,9.179257,0.0,0.016909,-0.002208,0.0
3.972,-2.497116,-3.743686,0.0,1.004541,-0.266354,0.0,8.52195,9.177979,0.0,0.016911,-0.002181,0.0
3.982,-2.486902,-3.746371,0.0,1.021454,-0.26851,0.0,8.521891,9.176676,0.0,0.016913,-0.002156,0.0
3.993,-2.476518,-3.749078,0.0,1.038368,-0.270636,0.0,8.521891,9.176676,0.0,0.016914,-0.002126,0.0
4.003,-2.465965,-3.751805,0.0,1.055284,-0.272735,0.0,8.521863,9.175352,0.0,0.016916,-0.002099,0.0
4.012,-2.455243,-3.754553,0.0,1.072202,-0.274806,0.0,8.521834,9.174005,0.0,0.016918,-0.002071,0.0
4.022,-2.444352,-3.757322,0.0,1.089121,-0.276849,0.0,8.521807,9.172635,0.0,0.016919,-0.002043,0.0
4.032,-2.433291,-3.76011,0.0,1.106042,-0.278864,0.0,8.521779,9.171243,0.0,0.016921,-0.002015,0.0
4.044,-2.422062,-3.762919,0.0,1.122965,-0.28085,0.0,8.521753,9.169828,0.0,0.016923,-0.001986,0.0
4.052,-2.410663,-3.765747,0.0,1.139889,-0.282808,0.0,8.521753,9.168392,0.0,0.016924,-0.001958,0.0
4.062,-2.399095,-3.768594,0.0,1.156815,-0.284738,0.0,8.521676,9.165448,0.0,0.016926,-0.00193,0.0
4.072,-2.387357,-3.771461,0.0,1.173743,-0.286636,0.0,8.521676,9.165448,0.0,0.016928,-0.001898,0.0
4.082,-2.375451,-3.774346,0.0,1.190672,-0.288501,0.0,8.521676,9.165448,0.0,0.016929,-0.001865,0.0
4.092,-2.363375,-3.777249,0.0,1.207602,-0.290338,0.0,8.521651,9.162416,0.0,0.01693,-0.001837,0.0
4.102,-2.351129,-3.78017,0.0,1.224535,-0.292148,0.0,8.521581,9.159292,0.0,0.016933,-0.00181,0.0
4.112,-2.338715,-3.78311,0.0,1.241469,-0.293923,0.0,8.521581,9.159292,0.0,0.016934,-0.001775,0.0
4.122,-2.326131,-3.786066,0.0,1.258404,-0.295666,0.0,8.521558,9.157697,0.0,0.016935,-0.001743,0.0
4.132,-2.313377,-3.78904,0.0,1.275341,-0.297381,0.0,8.521536,9.154438,0.0,0.016937,-0.001715,0.0
4.142,-2.300454,-3.792031,0.0,1.29228,-0.29906,0.0,8.521536,9.154438,0.0,0.016939,-0.001679,0.0
4.152,-2.287362,-3.795038,0.0,1.309221,-0.300713,0.0,8.521515,9.149382,0.0,0.016941,-0.001653,0.0
4.162,-2.2741,-3.798061,0.0,1.326163,-0.30233,0.0,8.521515,9.149382,0.0,0.016942,-0.001617,0.0
4.172,-2.260669,-3.8011,0.0,1.343106,-0.303909,0.0,8.521515,9.149382,0.0,0.016943,-0.001579,0.0
4.182,-2.260669,-3.8011,0.0,1.343106,-0.303909,0.0,8.521515,9.149382,0.0,0.0,0.0,0.0
4.192,-2.233299,-3.807225,0.0,1.376998,-0.306974,0.0,8.521515,9.144123,0.0,0.033892,-0.003065,0.0
4.202,-2.219359,-3.810309,0.0,1.393946,-0.308452,0.0,8.521515,9.144123,0.0,0.016948,-0.001478,0.0
4.212,-2.20525,-3.813408,0.0,1.410896,-0.309898,0.0,8.521515,9.140503,0.0,0.01695,-0.001446,0.0
4.222,-2.20525,-3.813408,0.0,1.410896,-0.309898,0.0,8.521515,9.140503,0.0,0.0,0.0,0.0
4.231,-2.176524,-3.819648,0.0,1.444799,-0.312674,0.0,8.521515,9.140503,0.0,0.033903,-0.002776,0.0
4.242,-2.161907,-3.822788,0.0,1.461753,-0.314002,0.0,8.521515,9.140503,0.0,0.016954,-0.001328,0.0
4.252,-2.161907,-3.822788,0.0,1.461753,-0.314002,0.0,8.521515,9.140503,0.0,0.0,0.0,0.0
4.265,-2.147119,-3.825941,0.0,1.478708,-0.315292,0.0,8.521515,9.140503,0.0,0.016955,-0.00129,0.0
4.272,-2.132163,-3.829106,0.0,1.495664,-0.31654,0.0,8.521515,9.140503,0.0,0.016956,-0.001248,0.0
4.282,-2.117037,-3.832284,0.0,1.512622,-0.317749,0.0,8.521515,9.140503,0.0,0.016958,-0.001209,0.0
4.292,-2.101741,-3.835473,0.0,1.529581,-0.318916,0.0,8.521515,9.140503,0.0,0.016959,-0.001167,0.0
4.302,-2.086275,-3.838673,0.0,1.546541,-0.320042,0.0,8.521515,9.140503,0.0,0.01696,-0.001126,0.0
4.312,-2.07064,-3.841885,0.0,1.563502,-0.321126,0.0,8.521515,9.140503,0.0,0.016961,-0.001084,0.0
