dp1,dp2,dp3,tau1,tau2,tau3,actual_p1,actual_p2,actual_p3
0.998245421225627,-0.356224575654647,2.71653109036048,-3.52012531570811,-38.2932824884682,-6.44230649698312,1.0058776485107737,-0.18426897815494195,2.860720380596132
0.990244604753393,-0.358634072928517,2.70305493539785,-3.52140269936185,-38.348721149812,-6.5175583607881,1.005859652639112,-0.18429286897240893,2.860594781732471
0.982243788281159,-0.361043570202388,2.68957878043522,-3.5225684912317,-38.4028842893011,-6.59154466011947,1.005795358532535,-0.18432009264023552,2.8601369371825567
0.974242971808924,-0.363453067476258,2.67610262547259,-3.52361366976034,-38.455752656053,-6.66424817076041,1.0056845257687235,-0.18434760902800176,2.859336705614444
0.96624215533669,-0.365862564750128,2.66262647050996,-3.52452912913756,-38.5073072159415,-6.73565203545952,1.005545070207179,-0.18437222195827388,2.8583171399432334
0.958241338864456,-0.368272062023999,2.64915031554733,-3.52530568746505,-38.5575291556955,-6.80573976711247,1.0053460858750645,-0.1843989782120278,2.8568452787593723
0.950240522392222,-0.370681559297869,2.6356741605847,-3.52593409510141,-38.6063998869224,-6.87449525180558,1.0051274495474065,-0.18442211381631335,2.85520957731808
0.942239705919988,-0.37309105657174,2.62219800562207,-3.5264050431794,-38.6539010500488,-6.94190275171652,1.0048406568968642,-0.1844463206785175,2.853040730536449
0.934238889447754,-0.37550055384561,2.60872185065944,-3.52670917228987,-38.7000145181855,-7.00794690787611,1.0045431440567705,-0.18446632046376737,2.8507671181604253
0.92623807297552,-0.377910051119481,2.59524569569681,-3.52683708132638,-38.7447224009154,-7.07261274279124,1.0041688758426337,-0.18448607879229448,2.847878264689489
0.918237256503285,-0.380319548393351,2.58176954073417,-3.5267793364845,-38.7880070480022,-7.13588566292795,1.0037486898629948,-0.18450278664827247,2.844602574148182
0.910236440031051,-0.382729045667221,2.56829338577154,-3.52652648040507,-38.8298510530248,-7.19775146105622,1.0033313395234118,-0.18451467462323765,2.8413189574052784
0.902235623558816,-0.385138542941092,2.55481723080891,-3.52606904145543,-38.8702372569315,-7.25819631845393,1.0028241546856156,-0.18452384940697336,2.8372933943445937
