time_elapsed,injected_tau1,injected_tau2,injected_tau3,gazebo_pos1,gazebo_pos2,gazebo_pos3,gazebo_vel1,gazebo_vel2,gazebo_vel3
0.9698,17.1691,20.0306,1.1446,-0.4111,-3.9270,0.2800,1.4856,-0.0000,1.5389
0.9798,17.3242,20.2116,1.1549,-0.3960,-3.9270,0.2959,1.5123,-0.0000,1.5827
0.9898,17.4773,20.3902,1.1652,-0.3806,-3.9270,0.3121,1.5392,-0.0000,1.6258
0.9998,17.6301,20.5684,1.1753,-0.3649,-3.9270,0.3288,1.5663,-0.0000,1.6682
1.0097,17.7819,20.7455,1.1855,-0.3490,-3.9270,0.3459,1.5935,-0.0000,1.7098
1.0198,17.9337,20.9226,1.1956,-0.3328,-3.9270,0.3634,1.6209,-0.0000,1.7507
1.0298,18.0842,21.0983,1.2056,-0.3163,-3.9270,0.3813,1.6484,-0.0000,1.7908
1.0397,18.2340,21.2730,1.2156,-0.2995,-3.9270,0.3996,1.6761,-0.0000,1.8300
1.0498,18.3843,21.4484,1.2256,-0.2825,-3.9270,0.4183,1.7039,-0.0000,1.8685
1.0598,18.5322,21.6209,1.2355,-0.2652,-3.9270,0.4374,1.7319,-0.0000,1.9060
1.0698,18.6801,21.7935,1.2453,-0.2476,-3.9270,0.4568,1.7600,-0.0000,1.9427
1.0798,18.8278,21.9657,1.2552,-0.2297,-3.9270,0.4766,1.7882,-0.0000,1.9785
1.0898,18.9738,22.1361,1.2649,-0.2115,-3.9270,0.4966,1.8168,-0.0000,2.0000
1.0998,19.1192,22.3057,1.2746,-0.1930,-3.9270,0.5166,1.8459,0.0000,2.0000
1.1098,19.2641,22.4747,1.2843,-0.1743,-3.9270,0.5366,1.8752,0.0002,2.0000
1.1198,19.4081,22.6428,1.2939,-0.1552,-3.9270,0.5566,1.9046,0.0006,2.0000
1.1298,19.5522,22.8109,1.3035,-0.1359,-3.9270,0.5766,1.9342,0.0012,2.0000
1.1398,19.6951,22.9776,1.3130,-0.1163,-3.9270,0.5966,1.9638,0.0019,2.0000
1.1498,19.8371,23.1433,1.3225,-0.0963,-3.9269,0.6166,1.9936,0.0028,2.0000
1.1598,19.9782,23.3079,1.3319,-0.0763,-3.9269,0.6366,2.0000,0.0056,2.0000
1.1698,20.1171,23.4699,1.3411,-0.0563,-3.9268,0.6566,2.0000,0.0088,2.0000
1.1798,20.2566,23.6327,1.3504,-0.0363,-3.9267,0.6766,2.0000,0.0122,2.0000
1.1900,20.3981,23.7977,1.3599,-0.0163,-3.9265,0.6966,2.0000,0.0157,2.0000
1.1998,20.5330,23.9552,1.3689,0.0037,-3.9263,0.7166,2.0000,0.0192,2.0000
1.2098,20.6701,24.1151,1.3780,0.0237,-3.9261,0.7366,2.0000,0.0228,2.0000
1.2198,20.8068,24.2746,1.3871,0.0437,-3.9258,0.7566,2.0000,0.0264,2.0000
1.2298,20.9417,24.4320,1.3961,0.0637,-3.9255,0.7766,2.0000,0.0302,2.0000
1.2398,21.0766,24.5894,1.4051,0.0837,-3.9252,0.7966,2.0000,0.0340,2.0000
1.2498,21.2099,24.7449,1.4140,0.1037,-3.9248,0.8166,2.0000,0.0379,2.0000
1.2599,21.3446,24.9021,1.4230,0.1237,-3.9244,0.8366,2.0000,0.0418,2.0000
1.2699,21.4762,25.0556,1.4317,0.1437,-3.9239,0.8566,2.0000,0.0458,2.0000
1.2798,21.6067,25.2078,1.4404,0.1637,-3.9234,0.8766,2.0000,0.0499,2.0000
1.2899,21.7387,25.3619,1.4492,0.1837,-3.9229,0.8966,2.0000,0.0540,2.0000
1.2999,21.8674,25.5120,1.4578,0.2037,-3.9223,0.9166,2.0000,0.0581,2.0000
1.3099,21.9963,25.6624,1.4664,0.2237,-3.9217,0.9366,2.0000,0.0623,2.0000
1.3198,22.1226,25.8098,1.4748,0.2437,-3.9210,0.9566,2.0000,0.0666,2.0000
1.3299,22.2512,25.9598,1.4834,0.2637,-3.9203,0.9766,2.0000,0.0709,2.0000
1.3400,22.3785,26.1082,1.4919,0.2837,-3.9195,0.9966,2.0000,0.0753,2.0000
1.3499,22.5017,26.2520,1.5001,0.3037,-3.9188,1.0166,2.0000,0.0797,2.0000
1.3598,22.6254,26.3962,1.5084,0.3237,-3.9179,1.0366,2.0000,0.0841,2.0000
1.3697,22.7475,26.5388,1.5165,0.3437,-3.9170,1.0566,2.0000,0.0886,2.0000
1.3798,22.8708,26.6826,1.5247,0.3637,-3.9161,1.0766,2.0000,0.0931,1.9999
1.3898,22.9924,26.8244,1.5328,0.3837,-3.9151,1.0966,2.0000,0.0979,1.9981
1.3998,23.1134,26.9656,1.5409,0.4037,-3.9141,1.1165,2.0000,0.1030,1.9948
1.4098,23.2330,27.1052,1.5489,0.4237,-3.9130,1.1364,2.0000,0.1084,1.9898
1.4198,23.3515,27.2434,1.5568,0.4437,-3.9119,1.1562,2.0000,0.1141,1.9832
1.4298,23.4689,27.3803,1.5646,0.4637,-3.9107,1.1760,2.0000,0.1201,1.9751
1.4398,23.5866,27.5177,1.5724,0.4837,-3.9094,1.1956,2.0000,0.1264,1.9653
1.4498,23.7023,27.6527,1.5802,0.5037,-3.9081,1.2152,2.0000,0.1330,1.9540
1.4598,23.8175,27.7871,1.5878,0.5237,-3.9067,1.2346,2.0000,0.1399,1.9411
1.4698,23.9316,27.9202,1.5954,0.5437,-3.9052,1.2538,2.0000,0.1470,1.9266
1.4798,24.0443,28.0516,1.6030,0.5637,-3.9037,1.2730,2.0000,0.1544,1.9107
1.4898,24.1567,28.1828,1.6104,0.5837,-3.9020,1.2919,2.0000,0.1621,1.8932
1.4998,24.2683,28.3130,1.6179,0.6037,-3.9003,1.3106,2.0000,0.1701,1.8742
1.5100,24.3812,28.4447,1.6254,0.6237,-3.8985,1.3292,2.0000,0.1783,1.8537
1.5198,24.4880,28.5693,1.6325,0.6437,-3.8967,1.3475,2.0000,0.1868,1.8318
1.5298,24.5965,28.6959,1.6398,0.6637,-3.8947,1.3656,2.0000,0.1955,1.8084
1.5399,24.7048,28.8222,1.6470,0.6837,-3.8927,1.3834,2.0000,0.2045,1.7837
1.5498,24.8098,28.9448,1.6540,0.7037,-3.8905,1.4010,2.0000,0.2137,1.7576
1.5598,24.9157,29.0684,1.6610,0.7237,-3.8883,1.4183,2.0000,0.2231,1.7301
1.5698,25.0202,29.1903,1.6680,0.7437,-3.8860,1.4353,2.0000,0.2328,1.7013
1.5798,25.1238,29.3111,1.6749,0.7637,-3.8836,1.4520,2.0000,0.2426,1.6713
1.5898,25.2266,29.4310,1.6818,0.7837,-3.8810,1.4684,2.0000,0.2527,1.6399
1.5998,25.3278,29.5491,1.6885,0.8037,-3.8784,1.4845,2.0000,0.2630,1.6074
1.6098,25.4285,29.6666,1.6952,0.8237,-3.8757,1.5002,2.0000,0.2734,1.5737
1.6198,25.5279,29.7825,1.7019,0.8437,-3.8728,1.5156,2.0000,0.2841,1.5388
1.6298,25.6263,29.8974,1.7084,0.8637,-3.8699,1.5306,2.0000,0.2949,1.5028
1.6398,25.7241,30.0114,1.7149,0.8837,-3.8668,1.5453,2.0000,0.3058,1.4658
1.6498,25.8203,30.1236,1.7214,0.9037,-3.8636,1.5596,2.0000,0.3169,1.4277
1.6598,25.9160,30.2353,1.7277,0.9237,-3.8604,1.5735,2.0000,0.3282,1.3886
1.6698,26.0102,30.3452,1.7340,0.9437,-3.8570,1.5869,2.0000,0.3396,1.3485
1.6798,26.1036,30.4542,1.7402,0.9637,-3.8535,1.6000,2.0000,0.3511,1.3075
1.6898,26.1963,30.5624,1.7464,0.9837,-3.8498,1.6127,2.0000,0.3627,1.2656
1.6998,26.2873,30.6686,1.7525,1.0037,-3.8461,1.6249,2.0000,0.3744,1.2228
1.7098,26.3779,30.7742,1.7585,1.0237,-3.8422,1.6367,2.0000,0.3862,1.1792
1.7199,26.4678,30.8791,1.7645,1.0437,-3.8382,1.6480,2.0000,0.3981,1.1348
1.7299,26.5556,30.9816,1.7704,1.0637,-3.8341,1.6589,2.0000,0.4101,1.0897
1.7398,26.6423,31.0827,1.7762,1.0837,-3.8299,1.6694,2.0000,0.4221,1.0439
1.7498,26.7287,31.1835,1.7819,1.1037,-3.8256,1.6794,2.0000,0.4342,0.9973
1.7598,26.8137,31.2827,1.7876,1.1237,-3.8211,1.6889,2.0000,0.4464,0.9502
1.7699,26.8981,31.3811,1.7932,1.1437,-3.8165,1.6979,2.0000,0.4586,0.9024
1.7798,26.9805,31.4773,1.7987,1.1637,-3.8118,1.7064,2.0000,0.4708,0.8540
1.7898,27.0627,31.5731,1.8042,1.1837,-3.8070,1.7145,2.0000,0.4830,0.8051
1.7999,27.1437,31.6676,1.8096,1.2037,-3.8020,1.7220,2.0000,0.4953,0.7557
1.8097,27.2225,31.7595,1.8148,1.2237,-3.7970,1.7291,2.0000,0.5075,0.7059
1.8198,27.3019,31.8522,1.8201,1.2437,-3.7918,1.7356,2.0000,0.5198,0.6555
1.8298,27.3792,31.9424,1.8253,1.2637,-3.7864,1.7417,2.0000,0.5320,0.6048
1.8398,27.4558,32.0317,1.8304,1.2837,-3.7810,1.7472,2.0000,0.5443,0.5536
1.8499,27.5319,32.1205,1.8355,1.3037,-3.7754,1.7522,2.0000,0.5565,0.5021
1.8598,27.6057,32.2066,1.8404,1.3237,-3.7698,1.7567,2.0000,0.5687,0.4503
1.8698,27.6790,32.2922,1.8453,1.3437,-3.7639,1.7607,2.0000,0.5808,0.3982
1.8798,27.7509,32.3760,1.8501,1.3637,-3.7580,1.7642,2.0000,0.5929,0.3458
1.8898,27.8221,32.4591,1.8548,1.3837,-3.7520,1.7671,2.0000,0.6050,0.2932
1.8998,27.8922,32.5409,1.8595,1.4037,-3.7458,1.7695,2.0000,0.6170,0.2403
1.9098,27.9606,32.6207,1.8640,1.4237,-3.7395,1.7714,2.0000,0.6289,0.1873
1.9197,28.0281,32.6995,1.8685,1.4437,-3.7331,1.7727,2.0000,0.6408,0.1341
1.9298,28.0950,32.7775,1.8730,1.4637,-3.7266,1.7735,2.0000,0.6526,0.0807
1.9399,28.1613,32.8549,1.8774,1.4837,-3.7199,1.7738,2.0000,0.6643,0.0272
1.9498,28.2251,32.9293,1.8817,1.5037,-3.7132,1.7736,2.0000,0.6760,-0.0263
1.9598,28.2884,33.0031,1.8859,1.5237,-3.7063,1.7728,2.0000,0.6876,-0.0800
1.9698,28.3506,33.0757,1.8900,1.5437,-3.6993,1.7714,2.0000,0.6990,-0.1337
1.9798,28.4118,33.1471,1.8941,1.5637,-3.6922,1.7695,2.0000,0.7104,-0.1874
1.9898,28.4715,33.2168,1.8981,1.5837,-3.6850,1.7671,2.0000,0.7217,-0.2411
1.9998,28.5303,33.2853,1.9020,1.6037,-3.6777,1.7642,2.0000,0.7328,-0.2949
2.0097,28.5879,33.3525,1.9059,1.6237,-3.6702,1.7607,2.0000,0.7439,-0.3485
2.0198,28.6449,33.4190,1.9097,1.6437,-3.6627,1.7567,2.0000,0.7548,-0.4022
2.0298,28.7000,33.4834,1.9133,1.6637,-3.6550,1.7521,2.0000,0.7657,-0.4557
2.0398,28.7545,33.5469,1.9170,1.6837,-3.6472,1.7470,2.0000,0.7764,-0.5092
2.0498,28.8075,33.6087,1.9205,1.7037,-3.6394,1.7414,2.0000,0.7870,-0.5625
2.0598,28.8598,33.6698,1.9240,1.7237,-3.6314,1.7352,2.0000,0.7974,-0.6158
2.0698,28.9107,33.7292,1.9274,1.7437,-3.6233,1.7286,2.0000,0.8078,-0.6688
2.0798,28.9604,33.7872,1.9307,1.7637,-3.6151,1.7213,2.0000,0.8180,-0.7217
2.0898,29.0091,33.8440,1.9339,1.7837,-3.6069,1.7136,2.0000,0.8280,-0.7744
2.0998,29.0565,33.8993,1.9371,1.8037,-3.5985,1.7053,2.0000,0.8380,-0.8269
2.1098,29.1029,33.9533,1.9402,1.8237,-3.5900,1.6965,2.0000,0.8478,-0.8791
2.1198,29.1481,34.0061,1.9432,1.8437,-3.5814,1.6872,2.0000,0.8574,-0.9311
2.1298,29.1919,34.0572,1.9461,1.8637,-3.5728,1.6774,2.0000,0.8669,-0.9829
2.1398,29.2351,34.1076,1.9490,1.8837,-3.5640,1.6670,2.0000,0.8763,-1.0343
2.1498,29.2767,34.1561,1.9518,1.9037,-3.5551,1.6562,2.0000,0.8855,-1.0855
2.1598,29.3171,34.2033,1.9545,1.9237,-3.5462,1.6448,2.0000,0.8945,-1.1363
2.1698,29.3565,34.2492,1.9571,1.9437,-3.5372,1.6330,2.0000,0.9034,-1.1868
2.1798,29.3948,34.2939,1.9597,1.9637,-3.5280,1.6206,2.0000,0.9121,-1.2369
2.1899,29.4322,34.3375,1.9621,1.9837,-3.5188,1.6077,2.0000,0.9207,-1.2866
2.1999,29.4683,34.3797,1.9646,2.0037,-3.5095,1.5944,2.0000,0.9291,-1.3359
2.2098,29.5027,34.4199,1.9668,2.0237,-3.5002,1.5805,2.0000,0.9373,-1.3848
2.2198,29.5364,34.4591,1.9691,2.0437,-3.4907,1.5662,2.0000,0.9454,-1.4332
2.2297,29.5685,34.4966,1.9712,2.0637,-3.4812,1.5514,2.0000,0.9533,-1.4812
2.2399,29.6002,34.5336,1.9733,2.0837,-3.4716,1.5361,2.0000,0.9610,-1.5286
2.2499,29.6304,34.5688,1.9754,2.1037,-3.4619,1.5203,2.0000,0.9686,-1.5756
2.2599,29.6594,34.6026,1.9773,2.1237,-3.4521,1.5041,2.0000,0.9760,-1.6220
2.2699,29.6870,34.6348,1.9791,2.1437,-3.4423,1.4874,2.0000,0.9832,-1.6679
2.2798,29.7133,34.6655,1.9809,2.1637,-3.4324,1.4703,2.0000,0.9902,-1.7132
2.2900,29.7391,34.6956,1.9826,2.1837,-3.4224,1.4527,2.0000,0.9970,-1.7579
2.2999,29.7633,34.7238,1.9842,2.2037,-3.4124,1.4347,2.0000,1.0037,-1.8020
2.3098,29.7860,34.7503,1.9857,2.2237,-3.4023,1.4163,2.0000,1.0102,-1.8454
2.3198,29.8079,34.7759,1.9872,2.2437,-3.3921,1.3974,2.0000,1.0164,-1.8882
2.3298,29.8286,34.8001,1.9886,2.2637,-3.3819,1.3781,2.0000,1.0225,-1.9303
2.3399,29.8484,34.8232,1.9899,2.2837,-3.3716,1.3583,2.0000,1.0284,-1.9717
2.3499,29.8667,34.8445,1.9911,2.3037,-3.3613,1.3383,2.0000,1.0321,-2.0000
2.3598,29.8836,34.8642,1.9922,2.3237,-3.3510,1.3183,2.0000,1.0310,-2.0000
2.3698,29.8997,34.8830,1.9933,2.3437,-3.3407,1.2983,2.0000,1.0298,-2.0000
2.3798,29.9145,34.9002,1.9943,2.3637,-3.3304,1.2783,2.0000,1.0285,-2.0000
2.3898,29.9281,34.9162,1.9952,2.3837,-3.3201,1.2583,2.0000,1.0272,-2.0000
2.3998,29.9406,34.9307,1.9960,2.4037,-3.3099,1.2383,2.0000,1.0259,-2.0000
2.4098,29.9518,34.9438,1.9968,2.4237,-3.2996,1.2183,2.0000,1.0245,-2.0000
2.4198,29.9619,34.9556,1.9975,2.4437,-3.2894,1.1983,2.0000,1.0231,-2.0000
2.4298,29.9708,34.9660,1.9981,2.4637,-3.2792,1.1783,2.0000,1.0216,-2.0000
2.4399,29.9786,34.9750,1.9986,2.4837,-3.2690,1.1583,2.0000,1.0201,-2.0000
2.4498,29.9851,34.9826,1.9990,2.5037,-3.2588,1.1383,2.0000,1.0185,-2.0000
2.4598,29.9904,34.9888,1.9994,2.5237,-3.2486,1.1183,2.0000,1.0169,-2.0000
2.4698,29.9946,34.9937,1.9996,2.5437,-3.2385,1.0983,2.0000,1.0153,-2.0000
2.4798,29.9976,34.9972,1.9998,2.5637,-3.2283,1.0783,2.0000,1.0137,-2.0000
2.4898,29.9994,34.9993,2.0000,2.5837,-3.2182,1.0583,2.0000,1.0121,-2.0000
2.4998,30.0000,35.0000,2.0000,2.6037,-3.2081,1.0383,2.0000,1.0104,-2.0000
2.5098,29.9994,34.9993,2.0000,2.6237,-3.1980,1.0183,2.0000,1.0087,-2.0000
2.5198,29.9977,34.9973,1.9998,2.6437,-3.1880,0.9983,2.0000,1.0070,-2.0000
2.5298,29.9947,34.9939,1.9996,2.6637,-3.1779,0.9783,2.0000,1.0053,-2.0000
2.5398,29.9906,34.9891,1.9994,2.6837,-3.1679,0.9583,2.0000,1.0036,-2.0000
2.5498,29.9853,34.9829,1.9990,2.7037,-3.1578,0.9383,2.0000,1.0018,-2.0000
2.5598,29.9789,34.9753,1.9986,2.7237,-3.1478,0.9183,2.0000,1.0001,-2.0000
2.5698,29.9712,34.9664,1.9981,2.7437,-3.1379,0.8983,2.0000,0.9984,-2.0000
2.5798,29.9623,34.9560,1.9975,2.7637,-3.1279,0.8783,2.0000,0.9966,-2.0000
2.5898,29.9523,34.9443,1.9968,2.7837,-3.1179,0.8583,2.0000,0.9949,-2.0000
2.5998,29.9410,34.9312,1.9961,2.7925,-3.1081,0.8390,0.8861,0.9872,-1.9324
2.6098,29.9286,34.9167,1.9952,2.7925,-3.0983,0.8201,0.0000,0.9810,-1.8893
2.6198,29.9151,34.9009,1.9943,2.7925,-3.0884,0.8009,0.0000,0.9835,-1.9211
2.6298,29.9003,34.8837,1.9934,2.7925,-3.0786,0.7814,0.0000,0.9860,-1.9525
