time_elapsed,injected_tau1,injected_tau2,injected_tau3,gazebo_pos1,gazebo_pos2,gazebo_pos3,gazebo_vel1,gazebo_vel2,gazebo_vel3
0.8099,5.9087,5.9087,0.1688,1.4256,-3.9270,1.0228,0.5059,-0.0000,-1.8738
0.8201,5.9819,5.9819,0.1709,1.4308,-3.9270,1.0040,0.5165,-0.0000,-1.8883
0.8300,6.0536,6.0536,0.1730,1.4360,-3.9270,0.9849,0.5271,-0.0000,-1.9016
0.8400,6.1260,6.1260,0.1750,1.4414,-3.9270,0.9658,0.5378,-0.0000,-1.9136
0.8500,6.1978,6.1978,0.1771,1.4469,-3.9270,0.9466,0.5487,-0.0000,-1.9244
0.8599,6.2696,6.2696,0.1791,1.4525,-3.9270,0.9272,0.5597,-0.0000,-1.9338
0.8700,6.3419,6.3419,0.1812,1.4582,-3.9270,0.9078,0.5707,-0.0000,-1.9420
0.8799,6.4132,6.4132,0.1832,1.4640,-3.9270,0.8883,0.5819,-0.0000,-1.9488
0.8899,6.4855,6.4855,0.1853,1.4700,-3.9270,0.8688,0.5932,-0.0000,-1.9544
0.8999,6.5575,6.5575,0.1874,1.4760,-3.9270,0.8492,0.6047,-0.0000,-1.9586
0.9099,6.6295,6.6295,0.1894,1.4822,-3.9270,0.8296,0.6162,-0.0000,-1.9615
0.9200,6.7022,6.7022,0.1915,1.4884,-3.9270,0.8099,0.6278,-0.0000,-1.9631
0.9299,6.7732,6.7732,0.1935,1.4948,-3.9270,0.7903,0.6395,-0.0000,-1.9633
0.9399,6.8456,6.8456,0.1956,1.5014,-3.9270,0.7707,0.6514,-0.0000,-1.9622
0.9499,6.9173,6.9173,0.1976,1.5080,-3.9270,0.7511,0.6633,-0.0000,-1.9598
0.9599,6.9893,6.9893,0.1997,1.5147,-3.9270,0.7315,0.6754,-0.0000,-1.9560
0.9700,7.0613,7.0613,0.2018,1.5216,-3.9270,0.7120,0.6875,-0.0000,-1.9509
0.9799,7.1329,7.1329,0.2038,1.5286,-3.9270,0.6926,0.6998,-0.0000,-1.9445
0.9900,7.2049,7.2049,0.2059,1.5357,-3.9270,0.6732,0.7121,-0.0000,-1.9367
0.9999,7.2764,7.2764,0.2079,1.5430,-3.9270,0.6539,0.7245,-0.0000,-1.9277
1.0099,7.3480,7.3480,0.2099,1.5503,-3.9270,0.6348,0.7371,-0.0000,-1.9173
1.0200,7.4199,7.4199,0.2120,1.5578,-3.9270,0.6157,0.7497,-0.0000,-1.9057
1.0299,7.4913,7.4913,0.2140,1.5655,-3.9270,0.5968,0.7625,-0.0000,-1.8927
1.0399,7.5630,7.5630,0.2161,1.5732,-3.9270,0.5780,0.7753,-0.0000,-1.8785
1.0499,7.6346,7.6346,0.2181,1.5811,-3.9270,0.5594,0.7882,-0.0000,-1.8631
1.0599,7.7060,7.7060,0.2202,1.5891,-3.9270,0.5409,0.8013,-0.0000,-1.8463
1.0699,7.7777,7.7777,0.2222,1.5973,-3.9270,0.5226,0.8144,-0.0000,-1.8284
1.0799,7.8489,7.8489,0.2243,1.6055,-3.9270,0.5045,0.8276,-0.0000,-1.8093
1.0899,7.9204,7.9204,0.2263,1.6139,-3.9270,0.4866,0.8410,-0.0000,-1.7889
1.0999,7.9917,7.9917,0.2283,1.6225,-3.9270,0.4689,0.8544,-0.0000,-1.7674
1.1099,8.0630,8.0630,0.2304,1.6312,-3.9270,0.4515,0.8679,-0.0000,-1.7447
1.1200,8.1348,8.1348,0.2324,1.6400,-3.9270,0.4343,0.8815,-0.0000,-1.7209
1.1299,8.2056,8.2056,0.2344,1.6489,-3.9270,0.4173,0.8953,-0.0000,-1.6960
1.1399,8.2769,8.2769,0.2365,1.6580,-3.9270,0.4006,0.9091,-0.0000,-1.6700
1.1499,8.3481,8.3481,0.2385,1.6673,-3.9270,0.3842,0.9230,-0.0000,-1.6429
1.1599,8.4193,8.4193,0.2406,1.6766,-3.9270,0.3681,0.9371,-0.0000,-1.6148
1.1699,8.4906,8.4906,0.2426,1.6861,-3.9270,0.3522,0.9512,-0.0000,-1.5856
1.1799,8.5615,8.5615,0.2446,1.6958,-3.9270,0.3366,0.9654,-0.0000,-1.5555
1.1900,8.6332,8.6332,0.2467,1.7056,-3.9270,0.3214,0.9798,-0.0000,-1.5243
1.1999,8.7036,8.7036,0.2487,1.7155,-3.9270,0.3065,0.9942,-0.0000,-1.4923
1.2099,8.7746,8.7746,0.2507,1.7256,-3.9270,0.2919,1.0088,-0.0000,-1.4593
1.2200,8.8460,8.8460,0.2527,1.7359,-3.9270,0.2776,1.0234,-0.0000,-1.4254
1.2299,8.9165,8.9165,0.2548,1.7462,-3.9270,0.2637,1.0382,-0.0000,-1.3906
1.2399,8.9874,8.9874,0.2568,1.7568,-3.9270,0.2502,1.0531,-0.0000,-1.3550
1.2499,9.0582,9.0582,0.2588,1.7675,-3.9270,0.2370,1.0681,-0.0000,-1.3186
1.2599,9.1289,9.1289,0.2608,1.7783,-3.9270,0.2242,1.0832,-0.0000,-1.2814
1.2700,9.2001,9.2001,0.2629,1.7893,-3.9270,0.2117,1.0983,-0.0000,-1.2434
1.2799,9.2704,9.2704,0.2649,1.8004,-3.9270,0.1997,1.1137,-0.0000,-1.2047
1.2899,9.3410,9.3410,0.2669,1.8117,-3.9270,0.1880,1.1291,-0.0000,-1.1653
1.2999,9.4116,9.4116,0.2689,1.8231,-3.9270,0.1768,1.1446,-0.0000,-1.1252
1.3099,9.4822,9.4822,0.2709,1.8347,-3.9270,0.1659,1.1602,-0.0000,-1.0845
1.3199,9.5529,9.5529,0.2729,1.8465,-3.9270,0.1555,1.1760,-0.0000,-1.0431
1.3299,9.6233,9.6233,0.2750,1.8584,-3.9270,0.1455,1.1918,-0.0000,-1.0011
1.3400,9.6943,9.6943,0.2770,1.8705,-3.9270,0.1359,1.2078,-0.0000,-0.9585
1.3499,9.7638,9.7638,0.2790,1.8827,-3.9270,0.1268,1.2239,-0.0000,-0.9154
1.3599,9.8341,9.8341,0.2810,1.8951,-3.9270,0.1180,1.2401,-0.0000,-0.8717
1.3699,9.9046,9.9046,0.2830,1.9077,-3.9270,0.1098,1.2564,-0.0000,-0.8276
1.3799,9.9748,9.9748,0.2850,1.9204,-3.9270,0.1019,1.2728,-0.0000,-0.7829
1.3900,10.0458,10.0458,0.2870,1.9333,-3.9270,0.0946,1.2893,-0.0000,-0.7378
1.4000,10.1160,10.1160,0.2890,1.9464,-3.9270,0.0876,1.3059,-0.0000,-0.6923
1.4099,10.1853,10.1853,0.2910,1.9596,-3.9270,0.0812,1.3227,-0.0000,-0.6464
1.4199,10.2554,10.2554,0.2930,1.9730,-3.9270,0.0752,1.3395,-0.0000,-0.6001
1.4299,10.3256,10.3256,0.2950,1.9866,-3.9270,0.0696,1.3565,-0.0000,-0.5535
1.4399,10.3960,10.3960,0.2970,2.0003,-3.9270,0.0646,1.3735,-0.0000,-0.5065
1.4499,10.4657,10.4657,0.2990,2.0142,-3.9270,0.0600,1.3907,-0.0000,-0.4592
1.4599,10.5359,10.5359,0.3010,2.0283,-3.9270,0.0559,1.4079,-0.0000,-0.4116
1.4699,10.6055,10.6055,0.3030,2.0425,-3.9270,0.0522,1.4253,-0.0000,-0.3638
1.4799,10.6753,10.6753,0.3050,2.0570,-3.9270,0.0491,1.4428,-0.0000,-0.3158
1.4900,10.7455,10.7455,0.3070,2.0716,-3.9270,0.0464,1.4603,-0.0000,-0.2675
1.4999,10.8147,10.8147,0.3090,2.0864,-3.9270,0.0442,1.4780,-0.0000,-0.2190
1.5100,10.8850,10.8850,0.3110,2.1013,-3.9270,0.0425,1.4958,-0.0000,-0.1704
1.5200,10.9547,10.9547,0.3130,2.1164,-3.9270,0.0413,1.5136,-0.0000,-0.1216
1.5299,11.0240,11.0240,0.3150,2.1318,-3.9270,0.0406,1.5316,-0.0000,-0.0727
1.5399,11.0933,11.0933,0.3170,2.1473,-3.9270,0.0403,1.5496,-0.0000,-0.0237
1.5499,11.1630,11.1630,0.3189,2.1629,-3.9270,0.0406,1.5678,-0.0000,0.0254
1.5600,11.2327,11.2327,0.3209,2.1788,-3.9270,0.0413,1.5860,-0.0000,0.0746
1.5699,11.3020,11.3020,0.3229,2.1948,-3.9270,0.0426,1.6043,-0.0000,0.1238
1.5799,11.3711,11.3711,0.3249,2.2111,-3.9270,0.0443,1.6227,-0.0000,0.1730
1.5898,11.4399,11.4399,0.3269,2.2275,-3.9270,0.0465,1.6412,-0.0000,0.2222
1.5999,11.5094,11.5094,0.3288,2.2441,-3.9270,0.0492,1.6598,-0.0000,0.2713
1.6099,11.5790,11.5790,0.3308,2.2609,-3.9270,0.0524,1.6785,-0.0000,0.3205
1.6199,11.6478,11.6478,0.3328,2.2778,-3.9270,0.0561,1.6972,-0.0000,0.3695
1.6299,11.7169,11.7169,0.3348,2.2950,-3.9270,0.0603,1.7160,-0.0000,0.4185
1.6399,11.7863,11.7863,0.3368,2.3123,-3.9270,0.0650,1.7349,-0.0000,0.4673
1.6499,11.8553,11.8553,0.3387,2.3299,-3.9270,0.0701,1.7538,-0.0000,0.5160
1.6599,11.9239,11.9239,0.3407,2.3476,-3.9270,0.0758,1.7729,-0.0000,0.5646
1.6699,11.9928,11.9928,0.3427,2.3655,-3.9270,0.0819,1.7920,-0.0000,0.6130
1.6799,12.0617,12.0617,0.3446,2.3836,-3.9270,0.0885,1.8111,-0.0000,0.6611
1.6899,12.1305,12.1305,0.3466,2.4019,-3.9270,0.0956,1.8303,-0.0000,0.7091
1.6999,12.1991,12.1991,0.3485,2.4204,-3.9270,0.1032,1.8496,-0.0000,0.7568
1.7099,12.2678,12.2678,0.3505,2.4391,-3.9270,0.1112,1.8690,-0.0000,0.8042
1.7199,12.3365,12.3365,0.3525,2.4580,-3.9270,0.1197,1.8884,-0.0000,0.8514
1.7299,12.4055,12.4055,0.3544,2.4771,-3.9270,0.1287,1.9078,-0.0000,0.8982
1.7400,12.4744,12.4744,0.3564,2.4964,-3.9270,0.1382,1.9273,-0.0000,0.9448
1.7500,12.5429,12.5429,0.3584,2.5158,-3.9270,0.1481,1.9469,-0.0000,0.9909
1.7599,12.6105,12.6105,0.3603,2.5355,-3.9270,0.1585,1.9665,-0.0000,1.0367
1.7700,12.6793,12.6793,0.3623,2.5554,-3.9270,0.1693,1.9861,-0.0000,1.0821
1.7800,12.7482,12.7482,0.3642,2.5754,-3.9270,0.1805,2.0000,-0.0000,1.1276
1.7899,12.8154,12.8154,0.3662,2.5954,-3.9270,0.1923,2.0000,-0.0000,1.1738
1.8000,12.8844,12.8844,0.3681,2.6154,-3.9270,0.2045,2.0000,-0.0000,1.2196
1.8100,12.9525,12.9525,0.3701,2.6354,-3.9270,0.2171,2.0000,-0.0000,1.2647
1.8198,13.0194,13.0194,0.3720,2.6554,-3.9270,0.2302,2.0000,-0.0000,1.3092
1.8299,13.0878,13.0878,0.3739,2.6754,-3.9270,0.2438,2.0000,-0.0000,1.3531
1.8400,13.1565,13.1565,0.3759,2.6954,-3.9270,0.2577,2.0000,-0.0000,1.3964
1.8499,13.2239,13.2239,0.3778,2.7154,-3.9270,0.2721,2.0000,-0.0000,1.4389
1.8599,13.2917,13.2917,0.3798,2.7354,-3.9270,0.2869,2.0000,-0.0000,1.4807
1.8700,13.3603,13.3603,0.3817,2.7554,-3.9270,0.3021,2.0000,-0.0000,1.5218
1.8800,13.4278,13.4278,0.3837,2.7754,-3.9270,0.3178,2.0000,-0.0000,1.5621
1.8899,13.4950,13.4950,0.3856,2.7925,-3.9270,0.3340,1.7165,0.0027,1.6267
1.8999,13.5624,13.5624,0.3875,2.7925,-3.9260,0.3513,0.0000,0.0977,1.7305
1.9099,13.6301,13.6301,0.3894,2.7925,-3.9252,0.3691,0.0000,0.0793,1.7825
1.9201,13.6985,13.6985,0.3914,2.7925,-3.9246,0.3875,0.0000,0.0609,1.8333
1.9299,13.7650,13.7650,0.3933,2.7925,-3.9242,0.4063,0.0000,0.0425,1.8831
1.9399,13.8325,13.8325,0.3952,2.7925,-3.9239,0.4256,0.0000,0.0242,1.9318
1.9499,13.8997,13.8997,0.3971,2.7925,-3.9239,0.4454,0.0000,0.0059,1.9793
1.9599,13.9669,13.9669,0.3991,2.7925,-3.9239,0.4654,0.0000,-0.0083,2.0000
1.9700,14.0344,14.0344,0.4010,2.7925,-3.9241,0.4854,0.0000,-0.0196,2.0000
1.9800,14.1014,14.1014,0.4029,2.7925,-3.9244,0.5054,0.0000,-0.0308,2.0000
1.9899,14.1683,14.1683,0.4048,2.7925,-3.9249,0.5254,0.0000,-0.0420,2.0000
1.9999,14.2352,14.2352,0.4067,2.7925,-3.9254,0.5454,0.0000,-0.0533,2.0000
2.0099,14.3022,14.3022,0.4086,2.7925,-3.9260,0.5654,0.0000,-0.0646,2.0000
2.0199,14.3692,14.3692,0.4105,2.7925,-3.9268,0.5854,0.0000,-0.0759,2.0000
2.0299,14.4359,14.4359,0.4125,2.7925,-3.9270,0.6049,0.0000,-0.0188,1.9508
2.0400,14.5028,14.5028,0.4144,2.7925,-3.9270,0.6244,0.0000,-0.0000,1.9449
2.0499,14.5693,14.5693,0.4163,2.7925,-3.9270,0.6440,0.0000,-0.0000,1.9596
2.0599,14.6360,14.6360,0.4182,2.7925,-3.9270,0.6637,0.0000,-0.0000,1.9730
2.0699,14.7026,14.7026,0.4201,2.7925,-3.9270,0.6836,0.0000,-0.0000,1.9852
2.0799,14.7690,14.7690,0.4220,2.7925,-3.9270,0.7035,0.0000,-0.0000,1.9961
2.0899,14.8355,14.8355,0.4239,2.7925,-3.9270,0.7235,0.0000,-0.0000,2.0000
2.0999,14.9017,14.9017,0.4258,2.7925,-3.9270,0.7435,0.0000,-0.0000,2.0000
2.1099,14.9677,14.9677,0.4276,2.7925,-3.9270,0.7635,0.0000,-0.0000,2.0000
2.1199,15.0344,15.0344,0.4296,2.7925,-3.9270,0.7835,0.0000,-0.0000,2.0000
2.1299,15.1004,15.1004,0.4314,2.7925,-3.9270,0.8035,0.0000,-0.0000,2.0000
2.1400,15.1671,15.1671,0.4333,2.7925,-3.9270,0.8235,0.0000,-0.0000,2.0000
2.1499,15.2325,15.2325,0.4352,2.7925,-3.9270,0.8435,0.0000,-0.0000,2.0000
2.1599,15.2987,15.2987,0.4371,2.7925,-3.9270,0.8635,0.0000,-0.0000,2.0000
2.1699,15.3645,15.3645,0.4390,2.7925,-3.9270,0.8835,0.0000,-0.0000,1.9991
2.1799,15.4299,15.4299,0.4409,2.7925,-3.9270,0.9035,0.0000,-0.0000,1.9969
2.1900,15.4965,15.4965,0.4428,2.7925,-3.9270,0.9234,0.0000,-0.0000,1.9934
2.1999,15.5617,15.5617,0.4446,2.7925,-3.9270,0.9433,0.0000,-0.0000,1.9887
2.2099,15.6270,15.6270,0.4465,2.7925,-3.9270,0.9631,0.0000,-0.0000,1.9826
2.2200,15.6931,15.6931,0.4484,2.7925,-3.9270,0.9829,0.0000,-0.0000,1.9753
2.2299,15.7580,15.7580,0.4502,2.7925,-3.9270,1.0025,0.0000,-0.0000,1.9666
2.2399,15.8235,15.8235,0.4521,2.7925,-3.9270,1.0221,0.0000,-0.0000,1.9568
2.2499,15.8888,15.8888,0.4540,2.7925,-3.9270,1.0416,0.0000,-0.0000,1.9457
2.2599,15.9541,15.9541,0.4558,2.7925,-3.9270,1.0609,0.0000,-0.0000,1.9333
2.2701,16.0206,16.0206,0.4577,2.7925,-3.9270,1.0801,0.0000,-0.0000,1.9197
2.2799,16.0844,16.0844,0.4596,2.7925,-3.9270,1.0992,0.0000,-0.0000,1.9050
2.2899,16.1495,16.1495,0.4614,2.7925,-3.9270,1.1180,0.0000,-0.0000,1.8890
2.2999,16.2148,16.2148,0.4633,2.7925,-3.9270,1.1368,0.0000,-0.0000,1.8719
2.3099,16.2796,16.2796,0.4651,2.7925,-3.9270,1.1553,0.0000,-0.0000,1.8536
2.3200,16.3454,16.3454,0.4670,2.7925,-3.9270,1.1736,0.0000,-0.0000,1.8342
2.3301,16.4104,16.4104,0.4689,2.7925,-3.9270,1.1918,0.0000,-0.0000,1.8137
2.3399,16.4742,16.4742,0.4707,2.7925,-3.9270,1.2097,0.0000,-0.0000,1.7921
2.3499,16.5388,16.5388,0.4725,2.7925,-3.9270,1.2274,0.0000,-0.0000,1.7694
2.3599,16.6033,16.6033,0.4744,2.7925,-3.9270,1.2448,0.0000,-0.0000,1.7456
2.3699,16.6679,16.6679,0.4762,2.7925,-3.9270,1.2621,0.0000,-0.0000,1.7209
2.3799,16.7320,16.7320,0.4781,2.7925,-3.9270,1.2790,0.0000,-0.0000,1.6951
2.3900,16.7968,16.7968,0.4799,2.7925,-3.9270,1.2957,0.0000,-0.0000,1.6684
2.3999,16.8605,16.8605,0.4817,2.7925,-3.9270,1.3121,0.0000,-0.0000,1.6407
2.4099,16.9247,16.9247,0.4836,2.7925,-3.9270,1.3282,0.0000,-0.0000,1.6121
2.4200,16.9895,16.9895,0.4854,2.7925,-3.9270,1.3440,0.0000,-0.0000,1.5826
2.4299,17.0534,17.0534,0.4872,2.7925,-3.9270,1.3596,0.0000,-0.0000,1.5522
2.4399,17.1174,17.1174,0.4891,2.7925,-3.9270,1.3748,0.0000,-0.0000,1.5210
2.4499,17.1807,17.1807,0.4909,2.7925,-3.9270,1.3897,0.0000,-0.0000,1.4889
2.4599,17.2450,17.2450,0.4927,2.7925,-3.9270,1.4042,0.0000,-0.0000,1.4561
2.4700,17.3089,17.3089,0.4945,2.7925,-3.9270,1.4185,0.0000,-0.0000,1.4224
2.4799,17.3724,17.3724,0.4964,2.7925,-3.9270,1.4323,0.0000,-0.0000,1.3880
2.4899,17.4360,17.4360,0.4982,2.7925,-3.9270,1.4459,0.0000,-0.0000,1.3529
2.4999,17.4992,17.4992,0.5000,2.7925,-3.9270,1.4590,0.0000,-0.0000,1.3171
2.5099,17.5626,17.5626,0.5018,2.7925,-3.9270,1.4718,0.0000,-0.0000,1.2807
2.5199,17.6260,17.6260,0.5036,2.7925,-3.9270,1.4843,0.0000,-0.0000,1.2436
2.5299,17.6895,17.6895,0.5054,2.7925,-3.9270,1.4963,0.0000,-0.0000,1.2058
2.5400,17.7535,17.7535,0.5072,2.7925,-3.9270,1.5080,0.0000,-0.0000,1.1675
2.5499,17.8159,17.8159,0.5090,2.7925,-3.9270,1.5193,0.0000,-0.0000,1.1286
2.5599,17.8788,17.8788,0.5108,2.7925,-3.9270,1.5302,0.0000,-0.0000,1.0892
2.5699,17.9419,17.9419,0.5126,2.7925,-3.9270,1.5407,0.0000,-0.0000,1.0493
2.5799,18.0045,18.0045,0.5144,2.7925,-3.9270,1.5508,0.0000,-0.0000,1.0088
2.5900,18.0679,18.0679,0.5162,2.7925,-3.9270,1.5604,0.0000,-0.0000,0.9679
2.5999,18.1301,18.1301,0.5180,2.7925,-3.9270,1.5697,0.0000,-0.0000,0.9266
2.6099,18.1931,18.1931,0.5198,2.7925,-3.9270,1.5786,0.0000,-0.0000,0.8848
2.6200,18.2559,18.2559,0.5216,2.7925,-3.9270,1.5870,0.0000,-0.0000,0.8427
