time_elapsed,injected_tau1,injected_tau2,injected_tau3,gazebo_pos1,gazebo_pos2,gazebo_pos3,gazebo_vel1,gazebo_vel2,gazebo_vel3
0.0000,0.0000,0.0000,0.0000,0.0020,0.7854,1.6403,-0.0105,0.0000,0.8351
0.0100,0.3773,0.3773,0.3773,0.0019,0.7854,1.6491,-0.0112,0.0000,0.8787
0.0200,0.7523,0.7523,0.7523,0.0018,0.7854,1.6583,-0.0118,0.0000,0.9219
0.0300,1.1303,1.1303,1.1303,0.0016,0.7854,1.6680,-0.0120,0.0000,0.9682
0.0400,1.5078,1.5078,1.5078,0.0015,0.7854,1.6782,-0.0116,0.0000,1.0177
0.0500,1.8848,1.8848,1.8848,0.0014,0.7854,1.6889,-0.0106,0.0000,1.0704
0.0600,2.2628,2.2628,2.2628,0.0013,0.7854,1.7001,-0.0092,0.0000,1.1262
0.0700,2.6364,2.6364,2.6364,0.0013,0.7854,1.7120,-0.0072,0.0000,1.1851
0.0800,3.0160,3.0160,3.0160,0.0012,0.7854,1.7244,-0.0047,0.0000,1.2470
0.0900,3.3911,3.3911,3.3911,0.0012,0.7854,1.7376,-0.0016,0.0000,1.3119
0.1000,3.7658,3.7658,3.7658,0.0012,0.7854,1.7514,0.0020,0.0000,1.3798
0.1100,4.1431,4.1431,4.1431,0.0013,0.7854,1.7659,0.0061,0.0000,1.4505
0.1199,4.5162,4.5162,4.5162,0.0014,0.7854,1.7811,0.0108,0.0000,1.5242
0.1300,4.8956,4.8956,4.8956,0.0015,0.7854,1.7971,0.0159,0.0000,1.6006
0.1400,5.2710,5.2710,5.2710,0.0018,0.7854,1.8139,0.0217,0.0000,1.6798
0.1500,5.6449,5.6449,5.6449,0.0020,0.7854,1.8315,0.0279,0.0000,1.7617
0.1600,6.0219,6.0219,6.0219,0.0024,0.7854,1.8500,0.0347,0.0000,1.8463
0.1700,6.3967,6.3967,6.3967,0.0028,0.7854,1.8693,0.0421,0.0000,1.9334
0.1801,6.7764,6.7764,6.7764,0.0033,0.7854,1.8896,0.0500,0.0000,2.0230
0.1900,7.1457,7.1457,7.1457,0.0039,0.7854,1.9096,0.0602,0.0000,2.0000
0.2000,7.5199,7.5199,7.5199,0.0046,0.7854,1.9296,0.0708,0.0000,2.0000
0.2100,7.8945,7.8945,7.8945,0.0054,0.7854,1.9496,0.0820,0.0000,2.0000
0.2200,8.2673,8.2673,8.2673,0.0064,0.7854,1.9696,0.0939,0.0000,2.0000
0.2301,8.6434,8.6434,8.6434,0.0074,0.7854,1.9896,0.1063,0.0000,2.0000
0.2400,9.0140,9.0140,9.0140,0.0086,0.7854,2.0096,0.1195,0.0000,2.0000
0.2500,9.3858,9.3858,9.3858,0.0100,0.7854,2.0296,0.1333,0.0000,2.0000
0.2600,9.7589,9.7589,9.7589,0.0114,0.7854,2.0496,0.1477,0.0000,2.0000
0.2700,10.1283,10.1283,10.1283,0.0131,0.7854,2.0696,0.1628,0.0000,2.0000
0.2800,10.4998,10.4998,10.4998,0.0149,0.7854,2.0896,0.1786,0.0000,2.0000
0.2900,10.8722,10.8722,10.8722,0.0168,0.7854,2.1096,0.1950,0.0000,2.0000
0.3000,11.2412,11.2412,11.2412,0.0189,0.7854,2.1296,0.2120,0.0000,2.0000
0.3100,11.6134,11.6134,11.6134,0.0212,0.7854,2.1496,0.2298,0.0000,2.0000
0.3200,11.9823,11.9823,11.9823,0.0237,0.7854,2.1696,0.2482,0.0000,2.0000
0.3301,12.3538,12.3538,12.3538,0.0264,0.7854,2.1896,0.2672,0.0000,2.0000
0.3401,12.7242,12.7242,12.7242,0.0293,0.7854,2.2096,0.2870,0.0000,2.0000
0.3500,13.0888,13.0888,13.0888,0.0323,0.7854,2.2296,0.3074,0.0000,2.0000
0.3600,13.4553,13.4553,13.4553,0.0356,0.7854,2.2496,0.3285,0.0000,2.0000
0.3700,13.8216,13.8216,13.8216,0.0391,0.7854,2.2696,0.3502,0.0000,2.0000
0.3800,14.1901,14.1901,14.1901,0.0428,0.7854,2.2896,0.3726,0.0000,2.0000
0.3900,14.5559,14.5559,14.5559,0.0468,0.7854,2.3096,0.3957,0.0000,2.0000
0.4000,14.9213,14.9213,14.9213,0.0510,0.7854,2.3296,0.4195,0.0000,2.0000
0.4100,15.2862,15.2862,15.2862,0.0554,0.7854,2.3496,0.4440,0.0000,2.0000
0.4200,15.6503,15.6503,15.6503,0.0601,0.7854,2.3696,0.4691,0.0000,2.0000
0.4300,16.0143,16.0143,16.0143,0.0651,0.7854,2.3896,0.4949,0.0000,2.0000
0.4400,16.3771,16.3771,16.3771,0.0703,0.7854,2.4096,0.5214,0.0000,2.0000
0.4500,16.7397,16.7397,16.7397,0.0758,0.7854,2.4296,0.5485,0.0000,2.0000
