t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_model_1,tau_model_2,tau_model_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3
0.110,-0.00001936,0.78539206,2.35620457,-0.00052553,-0.00016558,0.00027356,-0.00946662,-0.00298263,0.00492783,-0.00076811,0.79310723,2.34895411,-0.00104236,-0.01847602,0.00577908,-0.01541773,-21.86900590,-0.00147362,-0.14215496,-0.45393880,-0.04703162,-0.15757269,-22.32294471,-0.04850524,-0.20424133,-22.43349910,-0.07493673,0.00074875,-0.00771517,0.00725046,0.00051683,0.01831044,-0.00550552
0.120,-0.00002510,0.78539025,2.35620756,-0.00062437,-0.00019672,0.00032501,-0.01030102,-0.00324553,0.00536218,-0.00078853,0.79287764,2.34903386,-0.00129215,-0.01959679,0.00632793,-0.01677670,-21.86976649,-0.00159790,-0.12459333,-0.41094483,-0.03905152,-0.14137003,-22.28071132,-0.04064942,-0.18914251,-22.39360923,-0.06784278,0.00076343,-0.00748739,0.00717370,0.00066778,0.01940007,-0.00600292
0.130,-0.00003187,0.78538812,2.35621108,-0.00073153,-0.00023048,0.00038080,-0.01113108,-0.00350705,0.00579426,-0.00081100,0.79263824,2.34911949,-0.00153100,-0.02068265,0.00688682,-0.01812860,-21.87052930,-0.00172007,-0.10691205,-0.36748117,-0.03101569,-0.12504066,-22.23801047,-0.03273576,-0.17353777,-22.35251610,-0.06053915,0.00077913,-0.00725012,0.00709159,0.00079947,0.02045217,-0.00650602
0.140,-0.00003976,0.78538564,2.35621519,-0.00084698,-0.00026686,0.00044089,-0.01195682,-0.00376722,0.00622410,-0.00083534,0.79238963,2.34921110,-0.00175652,-0.02172718,0.00745524,-0.01947349,-21.87129487,-0.00183993,-0.08920992,-0.32374775,-0.02296510,-0.10868341,-22.19504262,-0.02480503,-0.15757269,-22.31051434,-0.05308549,0.00079558,-0.00700399,0.00700409,0.00090954,0.02146032,-0.00701435
0.150,-0.00004884,0.78538278,2.35621991,-0.00097065,-0.00030582,0.00050527,-0.01277823,-0.00402602,0.00665168,-0.00086131,0.79213244,2.34930875,-0.00196685,-0.02272521,0.00803273,-0.02081133,-21.87206394,-0.00195754,-0.07157553,-0.27992696,-0.01493739,-0.09238687,-22.15199090,-0.01689493,-0.14137003,-22.26785166,-0.04553201,0.00081247,-0.00674966,0.00691116,0.00099620,0.02241939,-0.00752746
0.160,-0.00005920,0.78537951,2.35622531,-0.00110253,-0.00034737,0.00057392,-0.01359533,-0.00428346,0.00707702,-0.00088873,0.79186729,2.34941252,-0.00216056,-0.02367268,0.00861884,-0.02214217,-21.87283696,-0.00207264,-0.05408990,-0.23618389,-0.00696626,-0.07623207,-22.10902085,-0.00903890,-0.12504066,-22.22475292,-0.03792435,0.00082953,-0.00648778,0.00681279,0.00105803,0.02332531,-0.00804492
0.170,-0.00007092,0.78537582,2.35623141,-0.00124255,-0.00039149,0.00064680,-0.01440812,-0.00453955,0.00750012,-0.00091738,0.79159481,2.34952248,-0.00233657,-0.02456637,0.00921312,-0.02346601,-21.87361409,-0.00218516,-0.03682633,-0.19267000,0.00091706,-0.06029234,-22.06628409,-0.00126810,-0.10868341,-22.18141891,-0.03030301,0.00084646,-0.00621899,0.00670893,0.00109402,0.02417488,-0.00856632
0.180,-0.00008408,0.78537167,2.35623826,-0.00139067,-0.00043816,0.00072391,-0.01521662,-0.00479428,0.00792098,-0.00094704,0.79131565,2.34963869,-0.00249412,-0.02540374,0.00981505,-0.02478287,-21.87439620,-0.00229502,-0.01985343,-0.14952796,0.00868346,-0.04463630,-22.02392416,0.00638843,-0.09238687,-22.13803297,-0.02270536,0.00086296,-0.00594398,0.00659957,0.00110345,0.02496558,-0.00909114
0.190,-0.00009876,0.78536705,2.35624590,-0.00154686,-0.00048737,0.00080522,-0.01602082,-0.00504766,0.00833961,-0.00097753,0.79103045,2.34976120,-0.00263268,-0.02618287,0.01042409,-0.02609276,-21.87518331,-0.00240204,-0.00323347,-0.10688719,0.01630656,-0.02932622,-21.98207050,0.01390452,-0.07623207,-22.09476073,-0.01516449,0.00087877,-0.00566340,0.00648470,0.00108582,0.02569550,-0.00961887
0.200,-0.00011504,0.78536192,2.35625437,-0.00171108,-0.00053911,0.00089070,-0.01682075,-0.00529969,0.00875600,-0.00100863,0.79073984,2.34989006,-0.00275196,-0.02690230,0.01103959,-0.02739571,-21.87597638,-0.00250620,0.01297419,-0.06487281,0.02376098,-0.01442152,-21.94084918,0.02125478,-0.06029234,-22.05175380,-0.00771115,0.00089359,-0.00537792,0.00636431,0.00104088,0.02636319,-0.01014889
0.210,-0.00013301,0.78535626,2.35626373,-0.00188327,-0.00059336,0.00098033,-0.01761639,-0.00555037,0.00917018,-0.00104014,0.79044447,2.35002531,-0.00285182,-0.02756099,0.01166086,-0.02869170,-21.87677556,-0.00260724,0.02871557,-0.02359771,0.03102409,0.00002388,-21.90037327,0.02841685,-0.04463630,-22.00915563,-0.00037391,0.00090713,-0.00508821,0.00623842,0.00096855,0.02696763,-0.01068053
0.220,-0.00015273,0.78535004,2.35627400,-0.00206339,-0.00065011,0.00107409,-0.01840776,-0.00579971,0.00958212,-0.00107188,0.79014497,2.35016697,-0.00293231,-0.02815825,0.01228714,-0.02998076,-21.87758167,-0.00270522,0.04394020,0.01682888,0.03807386,0.01395944,-21.86075278,0.03536864,-0.02932622,-21.96709547,0.00682155,0.00091915,-0.00479493,0.00610703,0.00086892,0.02750814,-0.01121305
0.230,-0.00017430,0.78534325,2.35628522,-0.00225141,-0.00070935,0.00117196,-0.01919488,-0.00604770,0.00999185,-0.00110365,0.78984197,2.35031506,-0.00299361,-0.02869372,0.01291757,-0.03126293,-21.87839470,-0.00279995,0.05860083,0.05630822,0.04489069,0.02733790,-21.82208648,0.04209074,-0.01442152,-21.92569912,0.01385034,0.00092935,-0.00449872,0.00597016,0.00074220,0.02798437,-0.01174561
0.240,-0.00019779,0.78533585,2.35629745,-0.00244727,-0.00077106,0.00127392,-0.01997774,-0.00629436,0.01039937,-0.00113528,0.78953609,2.35046958,-0.00303601,-0.02916729,0.01355126,-0.03253820,-21.87921547,-0.00289127,0.07265395,0.09474556,0.05145605,0.04011575,-21.78446991,0.04856478,0.00002388,-21.88507928,0.02069069,0.00093749,-0.00420024,0.00582787,0.00058874,0.02839623,-0.01227734
0.250,-0.00022327,0.78532782,2.35631071,-0.00265095,-0.00083523,0.00137994,-0.02075635,-0.00653967,0.01080467,-0.00116660,0.78922795,2.35063053,-0.00305993,-0.02957908,0.01418721,-0.03380658,-21.88004443,-0.00297920,0.08605917,0.13205282,0.05775264,0.05225259,-21.74799161,0.05477343,0.01395944,-21.84534555,0.02732109,0.00094333,-0.00390013,0.00568018,0.00040898,0.02874385,-0.01280727
0.260,-0.00025083,0.78531913,2.35632506,-0.00286239,-0.00090185,0.00149001,-0.02153072,-0.00678365,0.01120777,-0.00119744,0.78891814,2.35079789,-0.00306586,-0.02992946,0.01482441,-0.03506809,-21.88088208,-0.00306354,0.09877897,0.16814891,0.06376500,0.06371088,-21.71273317,0.06070146,0.02733790,-21.80659619,0.03372275,0.00094661,-0.00359901,0.00552717,0.00020347,0.02902761,-0.01333440
0.270,-0.00028055,0.78530977,2.35634053,-0.00308155,-0.00097090,0.00160409,-0.02230086,-0.00702630,0.01160867,-0.00122764,0.78860727,2.35097163,-0.00305442,-0.03021896,0.01546174,-0.03632275,-21.88172853,-0.00314413,0.11077965,0.20296009,0.06947909,0.07445690,-21.67876844,0.06633496,0.04011575,-21.76892618,0.03987791,0.00094709,-0.00329750,0.00536890,-0.00002713,0.02924806,-0.01385765
0.280,-0.00031249,0.78529971,2.35635716,-0.00330839,-0.00104237,0.00172217,-0.02306678,-0.00726761,0.01200736,-0.00125706,0.78829590,2.35115170,-0.00302626,-0.03044831,0.01609806,-0.03757059,-21.88258439,-0.00322092,0.12203055,0.23641661,0.07488193,0.08445997,-21.64616778,0.07166101,0.05225259,-21.73242342,0.04576992,0.00094457,-0.00299619,0.00520546,-0.00028213,0.02940594,-0.01437589
0.290,-0.00034674,0.78528892,2.35637498,-0.00354287,-0.00111625,0.00184423,-0.02382847,-0.00750760,0.01240386,-0.00128555,0.78798462,2.35133805,-0.00298214,-0.03061841,0.01673217,-0.03881158,-21.88345037,-0.00329391,0.13250236,0.26845352,0.07996154,0.09369078,-21.61499685,0.07666763,0.06371088,-21.69716882,0.05138421,0.00093881,-0.00269570,0.00503693,-0.00056073,0.02950216,-0.01488794
0.300,-0.00038337,0.78527738,2.35639405,-0.00378494,-0.00119252,0.00197024,-0.02458596,-0.00774626,0.01279817,-0.00131301,0.78767396,2.35153059,-0.00292287,-0.03073029,0.01736284,-0.04004578,-21.88432667,-0.00336282,0.14217096,0.29901551,0.08470826,0.10212517,-21.58531116,0.08134544,0.07445690,-21.66323548,0.05670755,0.00092964,-0.00239658,0.00486346,-0.00086207,0.02953777,-0.01539260
0.310,-0.00042246,0.78526506,2.35641440,-0.00403457,-0.00127117,0.00210019,-0.02533925,-0.00798360,0.01319029,-0.00133929,0.78736446,2.35172926,-0.00284932,-0.03078513,0.01798878,-0.04127320,-21.88521398,-0.00342765,0.15101326,0.32804955,0.08911285,0.10974006,-21.55716443,0.08568520,0.08445997,-21.63069295,0.06172771,0.00091683,-0.00209940,0.00468514,-0.00118525,0.02951396,-0.01588859
0.320,-0.00046409,0.78525194,2.35643607,-0.00429172,-0.00135218,0.00223404,-0.02608834,-0.00821961,0.01358023,-0.00136431,0.78705664,2.35193394,-0.00276240,-0.03078425,0.01860868,-0.04249382,-21.88611261,-0.00348827,0.15900993,0.35551052,0.09316785,0.11651610,-21.53060209,0.08967958,0.09369078,-21.59960606,0.06643343,0.00090022,-0.00180470,0.00450213,-0.00152932,0.02943207,-0.01637464
0.330,-0.00050832,0.78523801,2.35645910,-0.00455633,-0.00143555,0.00237179,-0.02683324,-0.00845431,0.01396799,-0.00138796,0.78675101,2.35214453,-0.00266311,-0.03072906,0.01922122,-0.04370769,-21.88702261,-0.00354447,0.16614601,0.38136088,0.09686749,0.12243831,-21.50566174,0.09332302,0.10212517,-21.57002941,0.07081602,0.00087964,-0.00151300,0.00431457,-0.00189322,0.02929351,-0.01684943
0.340,-0.00055524,0.78522322,2.35648352,-0.00482837,-0.00152127,0.00251340,-0.02757396,-0.00868769,0.01435357,-0.00141017,0.78644804,2.35236090,-0.00255244,-0.03062110,0.01982504,-0.04491481,-21.88794528,-0.00359638,0.17240531,0.40556155,0.10020572,0.12749049,-21.48238372,0.09660934,0.10974006,-21.54201581,0.07486695,0.00085493,-0.00122482,0.00412262,-0.00227593,0.02909983,-0.01731164
0.350,-0.00060491,0.78520757,2.35650938,-0.00510779,-0.00160930,0.00265885,-0.02831051,-0.00891975,0.01473698,-0.00143085,0.78614819,2.35258290,-0.00243146,-0.03046202,0.02041878,-0.04611521,-21.88888025,-0.00364367,0.17777937,0.42808893,0.10317993,0.13166416,-21.46079133,0.09953626,0.11651610,-21.51560970,0.07857959,0.00082594,-0.00094062,0.00392648,-0.00267633,0.02885272,-0.01775993
0.360,-0.00065742,0.78519103,2.35653671,-0.00539456,-0.00169966,0.00280813,-0.02904289,-0.00915050,0.01511822,-0.00144996,0.78585191,2.35281038,-0.00230125,-0.03025354,0.02100105,-0.04730888,-21.88982825,-0.00368634,0.18225851,0.44891785,0.10578715,0.13494963,-21.44091039,0.10210081,0.12243831,-21.49084768,0.08194909,0.00079254,-0.00066088,0.00372633,-0.00309331,0.02855388,-0.01819292
0.370,-0.00071283,0.78517357,2.35656555,-0.00568864,-0.00179231,0.00296121,-0.02977111,-0.00937994,0.01549729,-0.00146744,0.78555962,2.35304316,-0.00216294,-0.02999749,0.02157049,-0.04849586,-21.89078988,-0.00372431,0.18583768,0.46803063,0.10802611,0.13734183,-21.42275925,0.10430180,0.12749049,-21.46776906,0.08496995,0.00075461,-0.00038605,0.00352239,-0.00352570,0.02820518,-0.01860928
0.380,-0.00077122,0.78515518,2.35659595,-0.00598997,-0.00188725,0.00311807,-0.03049519,-0.00960807,0.01587421,-0.00148326,0.78527171,2.35328108,-0.00201766,-0.02969575,0.02212571,-0.04967616,-21.89176512,-0.00375732,0.18851483,0.48541772,0.10989740,0.13883867,-21.40634740,0.10614008,0.13166416,-21.44639606,0.08764057,0.00071204,-0.00011653,0.00331487,-0.00397231,0.02780850,-0.01900764
0.390,-0.00083265,0.78513582,2.35662793,-0.00629853,-0.00198447,0.00327868,-0.03121511,-0.00983490,0.01624896,-0.00149739,0.78498857,2.35352392,-0.00186659,-0.02935029,0.02266535,-0.05084977,-21.89275503,-0.00378549,0.19028880,0.50106891,0.11140131,0.13943903,-21.39168612,0.10761582,0.13494963,-21.42675344,0.08995867,0.00066474,0.00014725,0.00310401,-0.00443194,0.02736582,-0.01938667
0.400,-0.00089721,0.78511548,2.35666153,-0.00661426,-0.00208394,0.00344304,-0.03193091,-0.01006042,0.01662157,-0.00150983,0.78471055,2.35377148,-0.00171091,-0.02896313,0.02318806,-0.05201676,-21.89375961,-0.00380862,0.19116218,0.51498494,0.11254066,0.13914542,-21.37877467,0.10873204,0.13734183,-21.40885841,0.09192371,0.00061262,0.00040493,0.00289005,-0.00490335,0.02687919,-0.01974502
0.410,-0.00096496,0.78509413,2.35669680,-0.00693713,-0.00218567,0.00361111,-0.03264257,-0.01028465,0.01699202,-0.00152057,0.78443799,2.35402354,-0.00155182,-0.02853637,0.02369251,-0.05317710,-21.89477947,-0.00382659,0.19113993,0.52716885,0.11331884,0.13796284,-21.36761062,0.10949226,0.13883867,-21.39271937,0.09353715,0.00055561,0.00065614,0.00267326,-0.00538531,0.02635070,-0.02008140
0.420,-0.00103598,0.78507176,2.35673377,-0.00726710,-0.00228963,0.00378287,-0.03335011,-0.01050757,0.01736033,-0.00152964,0.78417120,2.35427986,-0.00139052,-0.02807211,0.02417739,-0.05433081,-21.89581464,-0.00383924,0.19022954,0.53763077,0.11374066,0.13589873,-21.35818387,0.10990143,0.13943903,-21.37834644,0.09479980,0.00049366,0.00090056,0.00245391,-0.00587658,0.02578248,-0.02039452
0.430,-0.00111033,0.78504833,2.35677247,-0.00760412,-0.00239582,0.00395831,-0.03405354,-0.01072920,0.01772650,-0.00153705,0.78391046,2.35454020,-0.00122824,-0.02757254,0.02464143,-0.05547793,-21.89686616,-0.00384664,0.18843989,0.54638112,0.11381105,0.13296196,-21.35048504,0.10996441,0.13914542,-21.36573777,0.09571526,0.00042672,0.00113787,0.00223227,-0.00637588,0.02517672,-0.02068312
0.440,-0.00118808,0.78502384,2.35681294,-0.00794815,-0.00250421,0.00413740,-0.03475286,-0.01094953,0.01809053,-0.00154285,0.78365604,2.35480429,-0.00106618,-0.02703985,0.02508339,-0.05661845,-21.89793373,-0.00384853,0.18578420,0.55344164,0.11353737,0.12916576,-21.34449209,0.10968884,0.13796284,-21.35488973,0.09628763,0.00035477,0.00136780,0.00200865,-0.00688197,0.02453564,-0.02094599
0.450,-0.00126931,0.78499824,2.35685523,-0.00829916,-0.00261480,0.00432011,-0.03544808,-0.01116857,0.01845243,-0.00154709,0.78340819,2.35507187,-0.00090557,-0.02647627,0.02550206,-0.05775239,-21.89901852,-0.00384489,0.18227455,0.55883104,0.11292648,0.12452216,-21.34018748,0.10908159,0.13589873,-21.34579111,0.09652239,0.00027778,0.00159005,0.00178336,-0.00739359,0.02386147,-0.02118195
0.460,-0.00135409,0.78497153,2.35689936,-0.00865710,-0.00272758,0.00450644,-0.03613921,-0.01138633,0.01881219,-0.00154983,0.78316712,2.35534266,-0.00074762,-0.02588404,0.02589630,-0.05887980,-21.90012040,-0.00383561,0.17792791,0.56257850,0.11198727,0.11904811,-21.33754191,0.10815167,0.13296196,-21.33843136,0.09642490,0.00019574,0.00180441,0.00155670,-0.00790948,0.02315646,-0.02138986
0.470,-0.00144248,0.78494368,2.35694537,-0.00902193,-0.00284253,0.00469635,-0.03682625,-0.01160279,0.01916983,-0.00155114,0.78293302,2.35561637,-0.00059354,-0.02526543,0.02626500,-0.06000064,-21.90123997,-0.00382059,0.17276229,0.56471403,0.11072892,0.11276165,-21.33652593,0.10690834,0.12916576,-21.33278729,0.09600330,0.00010866,0.00201066,0.00132900,-0.00842839,0.02242290,-0.02156865
0.480,-0.00153455,0.78491467,2.35699330,-0.00939361,-0.00295963,0.00488983,-0.03750922,-0.01181797,0.01952535,-0.00155112,0.78270607,2.35589271,-0.00044452,-0.02462271,0.02660710,-0.06111498,-21.90237756,-0.00379971,0.16679779,0.56527311,0.10916179,0.10568282,-21.33710445,0.10536208,0.12452216,-21.32884021,0.09526488,0.00001657,0.00220860,0.00110059,-0.00894909,0.02166308,-0.02171727
0.490,-0.00163037,0.78488448,2.35704318,-0.00977210,-0.00307888,0.00508685,-0.03818812,-0.01203187,0.01987875,-0.00154985,0.78248643,2.35617136,-0.00030173,-0.02395814,0.02692162,-0.06222280,-21.90353358,-0.00377290,0.16005586,0.56429384,0.10729671,0.09783305,-21.33923975,0.10352382,0.11904811,-21.32655970,0.09421907,-0.00008052,0.00239805,0.00087182,-0.00947037,0.02087926,-0.02183477
0.500,-0.00173002,0.78485309,2.35709505,-0.01015736,-0.00320026,0.00528739,-0.03886295,-0.01224449,0.02023003,-0.00154745,0.78227422,2.35645201,-0.00016636,-0.02327397,0.02720764,-0.06332413,-21.90470834,-0.00374001,0.15255950,0.56181861,0.10514549,0.08923537,-21.34288973,0.10140548,0.11276165,-21.32591519,0.09287550,-0.00018257,0.00257887,0.00064304,-0.00999100,0.02007371,-0.02192025
0.510,-0.00183354,0.78482047,2.35714894,-0.01054935,-0.00332377,0.00549144,-0.03953373,-0.01245583,0.02057920,-0.00154404,0.78206954,2.35673436,-0.00003954,-0.02257247,0.02746428,-0.06441899,-21.90590253,-0.00370106,0.14433421,0.55789141,0.10272020,0.07991522,-21.34801112,0.09901915,0.10568282,-21.32687047,0.09124499,-0.00028950,0.00275093,0.00041458,-0.01050981,0.01924870,-0.02197284
0.520,-0.00194103,0.78478661,2.35720489,-0.01094802,-0.00344938,0.00569897,-0.04020046,-0.01266590,0.02092627,-0.00153975,0.78187248,2.35701806,0.00007761,-0.02185586,0.02769075,-0.06550738,-21.90711618,-0.00365582,0.13540575,0.55256223,0.10003420,0.06989836,-21.35455395,0.09637837,0.09783305,-21.32938673,0.08933874,-0.00040128,0.00291413,0.00018683,-0.01102563,0.01840648,-0.02199178
0.530,-0.00205253,0.78475148,2.35726293,-0.01135334,-0.00357708,0.00590996,-0.04086315,-0.01287469,0.02127123,-0.00153472,0.78168310,2.35730279,0.00018399,-0.02112636,0.02788633,-0.06658934,-21.90834996,-0.00360431,0.12580235,0.54588098,0.09710074,0.05921301,-21.36246898,0.09349643,0.08923537,-21.33342082,0.08716894,-0.00051781,0.00306838,-0.00003986,-0.01153733,0.01754928,-0.02197637
0.540,-0.00216811,0.78471506,2.35732310,-0.01176527,-0.00370687,0.00612439,-0.04152181,-0.01308221,0.02161409,-0.00152910,0.78150144,2.35758821,0.00027853,-0.02038613,0.02805039,-0.06766487,-21.90960422,-0.00354638,0.11555292,0.53790168,0.09393399,0.04788805,-21.37170254,0.09038761,0.07991522,-21.33892839,0.08474787,-0.00063901,0.00321362,-0.00026511,-0.01204380,0.01667926,-0.02192600
0.550,-0.00228785,0.78467733,2.35738543,-0.01218377,-0.00383872,0.00634224,-0.04217644,-0.01328847,0.02195486,-0.00152305,0.78132753,2.35787400,0.00036019,-0.01963733,0.02818234,-0.06873399,-21.91087934,-0.00348196,0.10468695,0.52868036,0.09054842,0.03595296,-21.38219898,0.08706646,0.06989836,-21.34585848,0.08208927,-0.00076480,0.00334980,-0.00048857,-0.01254396,0.01579861,-0.02184010
0.560,-0.00241181,0.78463828,2.35744995,-0.01260879,-0.00397263,0.00656348,-0.04282705,-0.01349346,0.02229353,-0.00151673,0.78116137,2.35815979,0.00042796,-0.01888207,0.02828171,-0.06979671,-21.91217540,-0.00341091,0.09323627,0.51827654,0.08695917,0.02343956,-21.39389887,0.08354826,0.05921301,-21.35416084,0.07920651,-0.00089508,0.00347691,-0.00070984,-0.01303675,0.01490944,-0.02171823
0.570,-0.00254005,0.78459787,2.35751671,-0.01304030,-0.00410859,0.00678810,-0.04347366,-0.01369718,0.02263012,-0.00151034,0.78100294,2.35844527,0.00048087,-0.01812241,0.02834810,-0.07085307,-21.91349326,-0.00333317,0.08123233,0.50674861,0.08318127,0.01037926,-21.40674465,0.07984810,0.04788805,-21.36378082,0.07611398,-0.00102971,0.00359493,-0.00092856,-0.01352117,0.01401382,-0.02156000
0.580,-0.00267264,0.78455610,2.35758573,-0.01347825,-0.00424657,0.00701607,-0.04411625,-0.01389964,0.02296463,-0.00150405,0.78085219,2.35873007,0.00051798,-0.01736037,0.02838119,-0.07190304,-21.91483277,-0.00324859,0.06870868,0.49416083,0.07923068,-0.00319437,-21.42067195,0.07598208,0.03595296,-21.37466185,0.07282623,-0.00116859,0.00370391,-0.00114434,-0.01399623,0.01311380,-0.02136512
0.590,-0.00280964,0.78451294,2.35765704,-0.01392261,-0.00438657,0.00724738,-0.04475486,-0.01410084,0.02329705,-0.00149805,0.78070909,2.35901387,0.00053839,-0.01659792,0.02838075,-0.07294670,-21.91619464,-0.00315718,0.05569824,0.48057480,0.07512282,-0.01724846,-21.43561984,0.07196563,0.02343956,-21.38674358,0.06935855,-0.00131159,0.00380385,-0.00135683,-0.01446100,0.01221135,-0.02113337
0.600,-0.00295111,0.78446836,2.35773069,-0.01437333,-0.00452858,0.00748201,-0.04538947,-0.01430079,0.02362739,-0.00149255,0.78057355,2.35929631,0.00054124,-0.01583697,0.02834663,-0.07398401,-21.91757941,-0.00305880,0.04223510,0.46605472,0.07087372,-0.03174891,-21.45152469,0.06781492,0.01037926,-21.39996759,0.06572596,-0.00145856,0.00389481,-0.00156562,-0.01491457,0.01130839,-0.02086462
