t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_delan_1,tau_delan_2,tau_delan_3,tau_dnn_1,tau_dnn_2,tau_dnn_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3,gru_active
0.130,-0.00003187,0.78538812,2.35621108,-0.00073153,-0.00023048,0.00038080,-0.01113108,-0.00350705,0.00579426,-0.00001843,0.78503359,2.35778657,-0.00114488,0.00968016,-0.00714762,-0.07067910,-21.88677406,-0.00122667,-0.07067910,-21.88677406,-0.00122667,0.00062424,-0.04066105,-0.00168932,-0.07005486,-21.92743511,-0.00291599,-0.05977555,-21.92364231,-0.00182971,-0.00001344,0.00035453,-0.00157549,0.00041335,-0.00991064,0.00752842,0
0.140,-0.00003976,0.78538564,2.35621519,-0.00084698,-0.00026686,0.00044089,-0.01195682,-0.00376722,0.00622410,-0.00003285,0.78512713,2.35771477,-0.00121912,0.00959874,-0.00715574,-0.07579938,-21.88875008,-0.00119527,-0.07579938,-21.88875008,-0.00119527,0.00063975,-0.04283597,-0.00053346,-0.07515963,-21.93158605,-0.00172873,-0.06492677,-21.92788427,-0.00057054,-0.00000691,0.00025851,-0.00149958,0.00037214,-0.00986560,0.00759663,0
0.150,-0.00004884,0.78538278,2.35621991,-0.00097065,-0.00030582,0.00050527,-0.01277823,-0.00402602,0.00665168,-0.00004832,0.78521935,2.35764392,-0.00130101,0.00950454,-0.00713817,-0.08089302,-21.89072037,-0.00116135,-0.08089302,-21.89072037,-0.00116135,0.00065199,-0.04493641,0.00056460,-0.08024102,-21.93565678,-0.00059675,-0.07005486,-21.93204607,0.00062673,-0.00000052,0.00016343,-0.00142401,0.00033036,-0.00981036,0.00764344,0
0.160,-0.00005920,0.78537951,2.35622531,-0.00110253,-0.00034737,0.00057392,-0.01359533,-0.00428346,0.00707702,-0.00006491,0.78531013,2.35757426,-0.00139058,0.00939782,-0.00709516,-0.08595951,-21.89269066,-0.00112691,-0.08595951,-21.89269066,-0.00112691,0.00066087,-0.04696161,0.00160314,-0.08529864,-21.93965227,0.00047623,-0.07515963,-21.93612488,0.00175433,0.00000571,0.00006938,-0.00134895,0.00028805,-0.00974519,0.00766908,0
0.170,-0.00007092,0.78537582,2.35623141,-0.00124255,-0.00039149,0.00064680,-0.01440812,-0.00453955,0.00750012,-0.00008271,0.78539935,2.35750602,-0.00148785,0.00927888,-0.00702716,-0.09099980,-21.89466286,-0.00108519,-0.09099980,-21.89466286,-0.00108519,0.00066652,-0.04891030,0.00258038,-0.09033328,-21.94357316,0.00149519,-0.08024102,-21.94011780,0.00281483,0.00001179,-0.00002353,-0.00127461,0.00024530,-0.00967037,0.00767396,0
0.180,-0.00008408,0.78537167,2.35623826,-0.00139067,-0.00043816,0.00072391,-0.01521662,-0.00479428,0.00792098,-0.00010178,0.78548690,2.35743945,-0.00159281,0.00914800,-0.00693478,-0.09601353,-21.89663124,-0.00104690,-0.09601353,-21.89663124,-0.00104690,0.00066899,-0.05078210,0.00349556,-0.09534454,-21.94741334,0.00244866,-0.08529864,-21.94402995,0.00380506,0.00001770,-0.00011523,-0.00120119,0.00020214,-0.00958616,0.00765869,0
0.190,-0.00009876,0.78536705,2.35624590,-0.00154686,-0.00048737,0.00080522,-0.01602082,-0.00504766,0.00833961,-0.00012222,0.78557268,2.35737474,-0.00170548,0.00900550,-0.00681873,-0.10100038,-21.89859390,-0.00100397,-0.10100038,-21.89859390,-0.00100397,0.00066828,-0.05257603,0.00434808,-0.10033210,-21.95116993,0.00334412,-0.09033328,-21.94786215,0.00473049,0.00002346,-0.00020563,-0.00112884,0.00015862,-0.00949287,0.00762395,0
0.200,-0.00011504,0.78536192,2.35625437,-0.00171108,-0.00053911,0.00089070,-0.01682075,-0.00529969,0.00875600,-0.00014409,0.78565659,2.35731211,-0.00182583,0.00885167,-0.00667985,-0.10596073,-21.90056229,-0.00096115,-0.10596073,-21.90056229,-0.00096115,0.00066442,-0.05429200,0.00513783,-0.10529632,-21.95485429,0.00417668,-0.09534454,-21.95160844,0.00558025,0.00002905,-0.00029467,-0.00105774,0.00011475,-0.00939078,0.00757055,0
0.210,-0.00013301,0.78535626,2.35626373,-0.00188327,-0.00059336,0.00098033,-0.01761639,-0.00555037,0.00917018,-0.00016747,0.78573851,2.35725174,-0.00195386,0.00868685,-0.00651901,-0.11089459,-21.90253067,-0.00091635,-0.11089459,-21.90253067,-0.00091635,0.00065728,-0.05592952,0.00586527,-0.11023731,-21.95846019,0.00494892,-0.10033210,-21.95526613,0.00636238,0.00003446,-0.00038225,-0.00098801,0.00007059,-0.00928021,0.00749934,0
0.220,-0.00015273,0.78535004,2.35627400,-0.00206339,-0.00065011,0.00107409,-0.01840776,-0.00579971,0.00958212,-0.00019243,0.78581836,2.35719383,-0.00208955,0.00851136,-0.00633719,-0.11580220,-21.90449333,-0.00086807,-0.11580220,-21.90449333,-0.00086807,0.00064715,-0.05748848,0.00653063,-0.11515505,-21.96198181,0.00566256,-0.10529632,-21.95884674,0.00707255,0.00003970,-0.00046832,-0.00091983,0.00002616,-0.00916147,0.00741128,0
0.230,-0.00017430,0.78534325,2.35628522,-0.00225141,-0.00070935,0.00117196,-0.01919488,-0.00604770,0.00999185,-0.00021906,0.78589604,2.35713853,-0.00223288,0.00832553,-0.00613538,-0.12068327,-21.90645981,-0.00081653,-0.12068327,-21.90645981,-0.00081653,0.00063369,-0.05896839,0.00713468,-0.12004958,-21.96542819,0.00631815,-0.11023731,-21.96234421,0.00771390,0.00004476,-0.00055279,-0.00085331,-0.00001853,-0.00903488,0.00730734,0
0.240,-0.00019779,0.78533585,2.35629745,-0.00244727,-0.00077106,0.00127392,-0.01997774,-0.00629436,0.01039937,-0.00024743,0.78597146,2.35708600,-0.00238383,0.00812970,-0.00591461,-0.12553817,-21.90842628,-0.00076413,-0.12553817,-21.90842628,-0.00076413,0.00061706,-0.06036958,0.00767865,-0.12492111,-21.96879586,0.00691452,-0.11515505,-21.96575290,0.00828871,0.00004964,-0.00063561,-0.00078855,-0.00006344,-0.00890076,0.00718853,0
0.250,-0.00022327,0.78532782,2.35631071,-0.00265095,-0.00083523,0.00137994,-0.02075635,-0.00653967,0.01080467,-0.00027761,0.78604454,2.35703641,-0.00254237,0.00792420,-0.00567592,-0.13036658,-21.91039467,-0.00070797,-0.13036658,-21.91039467,-0.00070797,0.00059733,-0.06169202,0.00816341,-0.12976925,-21.97208669,0.00745544,-0.12004958,-21.96908204,0.00879808,0.00005434,-0.00071672,-0.00072570,-0.00010858,-0.00875943,0.00705586,0
0.260,-0.00025083,0.78531913,2.35632506,-0.00286239,-0.00090185,0.00149001,-0.02153072,-0.00678365,0.01120777,-0.00030968,0.78611519,2.35698987,-0.00270848,0.00770937,-0.00542037,-0.13516897,-21.91236687,-0.00064816,-0.13516897,-21.91236687,-0.00064816,0.00057435,-0.06293604,0.00859058,-0.13459462,-21.97530291,0.00794242,-0.12492111,-21.97232830,0.00924139,0.00005885,-0.00079606,-0.00066481,-0.00015391,-0.00861122,0.00691038,0
0.270,-0.00028055,0.78530977,2.35634053,-0.00308155,-0.00097090,0.00160409,-0.02230086,-0.00702630,0.01160867,-0.00034371,0.78618333,2.35694652,-0.00288213,0.00748555,-0.00514903,-0.13994487,-21.91434288,-0.00058627,-0.13994487,-21.91434288,-0.00058627,0.00054807,-0.06410150,0.00896149,-0.13939679,-21.97844438,0.00837522,-0.12976925,-21.97549375,0.00962294,0.00006316,-0.00087356,-0.00060599,-0.00019942,-0.00845645,0.00675312,0
0.280,-0.00031249,0.78529971,2.35635716,-0.00330839,-0.00104237,0.00172217,-0.02306678,-0.00726761,0.01200736,-0.00037978,0.78624889,2.35690647,-0.00306331,0.00725309,-0.00486296,-0.14469488,-21.91632271,-0.00052319,-0.14469488,-21.91632271,-0.00052319,0.00051874,-0.06518889,0.00927776,-0.14417614,-21.98151159,0.00875458,-0.13459462,-21.97858077,0.00994479,0.00006729,-0.00094918,-0.00054931,-0.00024508,-0.00829546,0.00658513,0
0.290,-0.00034674,0.78528892,2.35637498,-0.00354287,-0.00111625,0.00184423,-0.02382847,-0.00750760,0.01240386,-0.00041796,0.78631179,2.35686983,-0.00325199,0.00701233,-0.00456321,-0.14941843,-21.91830444,-0.00045587,-0.14941843,-21.91830444,-0.00045587,0.00048616,-0.06619878,0.00954101,-0.14893227,-21.98450322,0.00908514,-0.13939679,-21.98158940,0.01020720,0.00007122,-0.00102287,-0.00049485,-0.00029088,-0.00812858,0.00640744,0
0.300,-0.00038337,0.78527738,2.35639405,-0.00378494,-0.00119252,0.00197024,-0.02458596,-0.00774626,0.01279817,-0.00045832,0.78637196,2.35683669,-0.00344813,0.00676360,-0.00425083,-0.15411662,-21.92028618,-0.00038464,-0.15411662,-21.92028618,-0.00038464,0.00045042,-0.06713153,0.00975333,-0.15366619,-21.98741771,0.00936869,-0.14417614,-21.98452030,0.01041142,0.00007495,-0.00109458,-0.00044264,-0.00033681,-0.00795612,0.00622107,0
0.310,-0.00042246,0.78526506,2.35641440,-0.00403457,-0.00127117,0.00210019,-0.02533925,-0.00798360,0.01319029,-0.00050095,0.78642934,2.35680715,-0.00365173,0.00650725,-0.00392685,-0.15878837,-21.92228127,-0.00031188,-0.15878837,-21.92228127,-0.00031188,0.00041145,-0.06798788,0.00991656,-0.15837691,-21.99026915,0.00960468,-0.14893227,-21.98737231,0.01056260,0.00007849,-0.00116428,-0.00039275,-0.00038284,-0.00777842,0.00602704,0
0.320,-0.00046409,0.78525194,2.35643607,-0.00429172,-0.00135218,0.00223404,-0.02608834,-0.00821961,0.01358023,-0.00054590,0.78648387,2.35678126,-0.00386274,0.00624361,-0.00359229,-0.16343431,-21.92427635,-0.00023551,-0.16343431,-21.92427635,-0.00023551,0.00036918,-0.06876835,0.01003268,-0.16306513,-21.99304470,0.00979718,-0.15366619,-21.99014405,0.01066300,0.00008181,-0.00123193,-0.00034519,-0.00042898,-0.00759579,0.00582633,0
0.330,-0.00050832,0.78523801,2.35645910,-0.00455633,-0.00143555,0.00237179,-0.02683324,-0.00845431,0.01396799,-0.00059327,0.78653548,2.35675910,-0.00408115,0.00597300,-0.00324815,-0.16805452,-21.92627335,-0.00015362,-0.16805452,-21.92627335,-0.00015362,0.00032388,-0.06947333,0.01010385,-0.16773065,-21.99574668,0.00995023,-0.15837691,-21.99284975,0.01071255,0.00008495,-0.00129747,-0.00030000,-0.00047518,-0.00740855,0.00561994,0
0.340,-0.00055524,0.78522322,2.35648352,-0.00482837,-0.00152127,0.00251340,-0.02757396,-0.00868769,0.01435357,-0.00064311,0.78658412,2.35674073,-0.00430693,0.00569577,-0.00289540,-0.17264864,-21.92828178,-0.00007025,-0.17264864,-21.92828178,-0.00007025,0.00027529,-0.07010428,0.01013203,-0.17237335,-21.99838606,0.01006178,-0.16306513,-21.99547674,0.01071575,0.00008787,-0.00136090,-0.00025721,-0.00052144,-0.00721704,0.00540880,0
0.350,-0.00060491,0.78520757,2.35650938,-0.00510779,-0.00160930,0.00265885,-0.02831051,-0.00891975,0.01473698,-0.00069551,0.78662974,2.35672619,-0.00454006,0.00541224,-0.00253499,-0.17721710,-21.93029785,0.00001890,-0.17721710,-21.93029785,0.00001890,0.00022367,-0.07066129,0.01011956,-0.17699343,-22.00095914,0.01013845,-0.16773065,-21.99802751,0.01067709,0.00009060,-0.00142217,-0.00021681,-0.00056773,-0.00702154,0.00519384,0
0.360,-0.00065742,0.78519103,2.35653671,-0.00539456,-0.00169966,0.00280813,-0.02904289,-0.00915050,0.01511822,-0.00075052,0.78667228,2.35671553,-0.00478051,0.00512274,-0.00216782,-0.18175966,-21.93232346,0.00010970,-0.18175966,-21.93232346,0.00010970,0.00016875,-0.07114556,0.01006858,-0.18159091,-22.00346902,0.01017829,-0.17237335,-22.00051317,0.01059494,0.00009310,-0.00148125,-0.00017882,-0.00061405,-0.00682240,0.00497595,0
0.370,-0.00071283,0.78517357,2.35656555,-0.00568864,-0.00179231,0.00296121,-0.02977111,-0.00937994,0.01549729,-0.00080824,0.78671170,2.35670877,-0.00502826,0.00482756,-0.00179480,-0.18627645,-21.93434334,0.00020575,-0.18627645,-21.93434334,0.00020575,0.00011076,-0.07155804,0.00998134,-0.18616570,-22.00590138,0.01018709,-0.17699343,-22.00293017,0.01047632,0.00009541,-0.00153813,-0.00014322,-0.00066038,-0.00661987,0.00475601,0
0.380,-0.00077122,0.78515518,2.35659595,-0.00598997,-0.00188725,0.00311807,-0.03049519,-0.00960807,0.01587421,-0.00086872,0.78674796,2.35670595,-0.00528328,0.00452704,-0.00141677,-0.19076808,-21.93638039,0.00030679,-0.19076808,-21.93638039,0.00030679,0.00004963,-0.07189942,0.00986027,-0.19071844,-22.00827981,0.01016707,-0.18159091,-22.00528175,0.01031964,0.00009750,-0.00159278,-0.00011000,-0.00070669,-0.00641429,0.00453484,0
0.390,-0.00083265,0.78513582,2.35662793,-0.00629853,-0.00198447,0.00327868,-0.03121511,-0.00983490,0.01624896,-0.00093205,0.78678100,2.35670707,-0.00554555,0.00422147,-0.00103458,-0.19523390,-21.93842506,0.00040992,-0.19523390,-21.93842506,0.00040992,-0.00001444,-0.07217118,0.00970742,-0.19524834,-22.01059624,0.01011733,-0.18616570,-22.00755377,0.01013109,0.00009940,-0.00164518,-0.00007914,-0.00075298,-0.00620594,0.00431326,0
0.400,-0.00089721,0.78511548,2.35666153,-0.00661426,-0.00208394,0.00344304,-0.03193091,-0.01006042,0.01662157,-0.00099828,0.78681081,2.35671214,-0.00581504,0.00391117,-0.00064901,-0.19967413,-21.94047737,0.00051757,-0.19967413,-21.94047737,0.00051757,-0.00008169,-0.07237394,0.00952514,-0.19975582,-22.01285131,0.01004271,-0.19071844,-22.00976993,0.00991322,0.00010107,-0.00169533,-0.00005061,-0.00079922,-0.00599511,0.00409205,0
0.410,-0.00096496,0.78509413,2.35669680,-0.00693713,-0.00218567,0.00361111,-0.03264257,-0.01028465,0.01699202,-0.00106750,0.78683733,2.35672118,-0.00609174,0.00359641,-0.00026083,-0.20408873,-21.94253922,0.00063021,-0.20408873,-21.94253922,0.00063021,-0.00015192,-0.07250910,0.00931585,-0.20424065,-22.01504832,0.00994606,-0.19524834,-22.01192232,0.00966547,0.00010254,-0.00174320,-0.00002438,-0.00084539,-0.00578208,0.00387194,0
0.420,-0.00103598,0.78507176,2.35673377,-0.00726710,-0.00228963,0.00378287,-0.03335011,-0.01050757,0.01736033,-0.00113977,0.78686054,2.35673417,-0.00637561,0.00327751,0.00012924,-0.20847763,-21.94461250,0.00074653,-0.20847763,-21.94461250,0.00074653,-0.00022523,-0.07257739,0.00908176,-0.20870286,-22.01718990,0.00982829,-0.19975582,-22.01401171,0.00939299,0.00010379,-0.00178878,-0.00000040,-0.00089149,-0.00556714,0.00365363,0
0.430,-0.00111033,0.78504833,2.35677247,-0.00760412,-0.00239582,0.00395831,-0.03405354,-0.01072920,0.01772650,-0.00121517,0.78688040,2.35675112,-0.00666663,0.00295473,0.00052051,-0.21284162,-21.94668961,0.00086522,-0.21284162,-21.94668961,0.00086522,-0.00030141,-0.07258046,0.00882507,-0.21314303,-22.01927007,0.00969028,-0.20424065,-22.01604152,0.00909891,0.00010484,-0.00183207,0.00002135,-0.00093749,-0.00535055,0.00343780,0
0.440,-0.00118808,0.78502384,2.35681294,-0.00794815,-0.00250421,0.00413740,-0.03475286,-0.01094953,0.01809053,-0.00129376,0.78689689,2.35677199,-0.00696478,0.00262836,0.00091231,-0.21718025,-21.94877625,0.00099240,-0.21718025,-21.94877625,0.00099240,-0.00038043,-0.07251886,0.00854804,-0.21756068,-22.02129510,0.00954044,-0.20870286,-22.01801452,0.00878444,0.00010568,-0.00187305,0.00004095,-0.00098337,-0.00513257,0.00322509,0
0.450,-0.00126931,0.78499824,2.35685523,-0.00829916,-0.00261480,0.00432011,-0.03544808,-0.01116857,0.01845243,-0.00137562,0.78690999,2.35679679,-0.00727004,0.00229866,0.00130401,-0.22149359,-21.95088387,0.00112086,-0.22149359,-21.95088387,0.00112086,-0.00046241,-0.07239457,0.00825310,-0.22195599,-22.02327844,0.00937396,-0.21314303,-22.01992486,0.00845072,0.00010631,-0.00191175,0.00005844,-0.00102912,-0.00491346,0.00301610,0
0.460,-0.00135409,0.78497153,2.35689936,-0.00865710,-0.00272758,0.00450644,-0.03613921,-0.01138633,0.01881219,-0.00146081,0.78691966,2.35682547,-0.00758238,0.00196592,0.00169504,-0.22578125,-21.95299149,0.00125779,-0.22578125,-21.95299149,0.00125779,-0.00054730,-0.07220830,0.00794226,-0.22632854,-22.02519979,0.00920005,-0.21756068,-22.02177894,0.00810638,0.00010672,-0.00194813,0.00007389,-0.00107472,-0.00469350,0.00281140,0
0.470,-0.00144248,0.78494368,2.35694537,-0.00902193,-0.00284253,0.00469635,-0.03682625,-0.01160279,0.01916983,-0.00154941,0.78692590,2.35685801,-0.00790177,0.00163037,0.00208484,-0.23004422,-21.95512009,0.00139727,-0.23004422,-21.95512009,0.00139727,-0.00063491,-0.07196148,0.00761769,-0.23067913,-22.02708156,0.00901496,-0.22195599,-22.02359030,0.00774683,0.00010693,-0.00198222,0.00008736,-0.00112016,-0.00447290,0.00261151,0
0.480,-0.00153455,0.78491467,2.35699330,-0.00939361,-0.00295963,0.00488983,-0.03750922,-0.01181797,0.01952535,-0.00164149,0.78692868,2.35689438,-0.00822820,0.00129228,0.00247291,-0.23428211,-21.95725822,0.00154277,-0.23428211,-21.95725822,0.00154277,-0.00072523,-0.07165530,0.00728158,-0.23500733,-22.02891352,0.00882435,-0.22632854,-22.02533879,0.00738149,0.00010694,-0.00201401,0.00009892,-0.00116541,-0.00425191,0.00241692,0
0.490,-0.00163037,0.78488448,2.35704318,-0.00977210,-0.00307888,0.00508685,-0.03818812,-0.01203187,0.01987875,-0.00173711,0.78692799,2.35693454,-0.00856165,0.00095189,0.00285877,-0.23849441,-21.95940399,0.00169359,-0.23849441,-21.95940399,0.00169359,-0.00081822,-0.07129108,0.00693590,-0.23931263,-22.03069507,0.00862949,-0.23067913,-22.02704691,0.00700678,0.00010674,-0.00204351,0.00010864,-0.00121045,-0.00403077,0.00222808,0
0.500,-0.00173002,0.78485309,2.35709505,-0.01015736,-0.00320026,0.00528739,-0.03886295,-0.01224449,0.02023003,-0.00183634,0.78692381,2.35697846,-0.00890208,0.00060942,0.00324198,-0.24268222,-21.96156693,0.00184712,-0.24268222,-21.96156693,0.00184712,-0.00091402,-0.07087006,0.00658274,-0.24359624,-22.03243699,0.00842986,-0.23500733,-22.02870454,0.00662853,0.00010632,-0.00207072,0.00011659,-0.00125528,-0.00380968,0.00204541,0
0.510,-0.00183354,0.78482047,2.35714894,-0.01054935,-0.00332377,0.00549144,-0.03953373,-0.01245583,0.02057920,-0.00193926,0.78691613,2.35702609,-0.00924947,0.00026512,0.00362215,-0.24684499,-21.96374130,0.00200860,-0.24684499,-21.96374130,0.00200860,-0.00101215,-0.07039387,0.00622401,-0.24785715,-22.03413517,0.00823261,-0.23931263,-22.03031118,0.00624817,0.00010572,-0.00209566,0.00012285,-0.00129988,-0.00358889,0.00186929,0
0.520,-0.00194103,0.78478661,2.35720489,-0.01094802,-0.00344938,0.00569897,-0.04020046,-0.01266590,0.02092627,-0.00204593,0.78690495,2.35707738,-0.00960381,-0.00008079,0.00399888,-0.25098249,-21.96592712,0.00217398,-0.25098249,-21.96592712,0.00217398,-0.00111305,-0.06986346,0.00586169,-0.25209554,-22.03579059,0.00803567,-0.24359624,-22.03187773,0.00586531,0.00010490,-0.00211834,0.00012751,-0.00134421,-0.00336859,0.00170009,0
0.530,-0.00205253,0.78475148,2.35726293,-0.01135334,-0.00357708,0.00590996,-0.04086315,-0.01287469,0.02127123,-0.00215641,0.78689025,2.35713229,-0.00996506,-0.00042810,0.00437186,-0.25509530,-21.96813583,0.00234538,-0.25509530,-21.96813583,0.00234538,-0.00121625,-0.06928045,0.00549756,-0.25631155,-22.03741628,0.00784295,-0.24785715,-22.03340016,0.00548721,0.00010388,-0.00213877,0.00013064,-0.00138828,-0.00314898,0.00153810,0
0.540,-0.00216811,0.78471506,2.35732310,-0.01176527,-0.00370687,0.00612439,-0.04152181,-0.01308221,0.02161409,-0.00227079,0.78687203,2.35719076,-0.01033321,-0.00077659,0.00474078,-0.25918323,-21.97034836,0.00252335,-0.25918323,-21.97034836,0.00252335,-0.00132177,-0.06864622,0.00513350,-0.26050499,-22.03899458,0.00765685,-0.25209554,-22.03487955,0.00511190,0.00010268,-0.00215697,0.00013234,-0.00143206,-0.00293028,0.00138361,0
