t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_model_1,tau_model_2,tau_model_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3
0.100,0.00001157,0.78538859,2.35620227,0.00034566,-0.00028606,0.00023242,0.00685503,-0.00567313,0.00460942,0.00174331,0.76952424,2.36653212,0.00591204,0.00443724,0.01488819,0.00769712,-21.86409709,-0.00053326,0.48536451,1.53339472,0.23420180,0.49306163,-20.33070237,0.23366854,0.55315478,-20.20412496,0.25546374,-0.00173174,0.01586435,-0.01032985,-0.00556638,-0.00472330,-0.01465577
0.110,0.00001538,0.78538543,2.35620483,0.00041754,-0.00034555,0.00028076,0.00752143,-0.00622463,0.00505751,0.00182917,0.76967398,2.36666747,0.00658054,0.00707141,0.01454988,0.00844547,-21.86448708,-0.00058794,0.45233280,1.46203302,0.21885250,0.46077827,-20.40245406,0.21826456,0.52394425,-20.26983554,0.24167280,-0.00181379,0.01571145,-0.01046264,-0.00616300,-0.00741696,-0.01426912
0.120,0.00001994,0.78538166,2.35620790,0.00049607,-0.00041054,0.00033357,0.00818437,-0.00677327,0.00550328,0.00192093,0.76984890,2.36679771,0.00722938,0.00967664,0.01416836,0.00918996,-21.86489033,-0.00064303,0.41814516,1.38777809,0.20297917,0.42733512,-20.47711224,0.20233613,0.49306163,-20.33944854,0.22715663,-0.00190099,0.01553276,-0.01058981,-0.00673331,-0.01008718,-0.01383479
0.130,0.00002532,0.78537721,2.35621152,0.00058122,-0.00048101,0.00039082,0.00884387,-0.00731907,0.00594674,0.00201815,0.77004809,2.36692229,0.00785257,0.01223732,0.01374081,0.00993063,-21.86530869,-0.00069873,0.38301480,1.31106429,0.18667721,0.39294543,-20.55424440,0.18597848,0.46077827,-20.41241374,0.21203549,-0.00199283,0.01532912,-0.01071077,-0.00727135,-0.01271833,-0.01334999
0.140,0.00003159,0.78537202,2.35621573,0.00067294,-0.00055692,0.00045249,0.00949994,-0.00786202,0.00638789,0.00212038,0.77027060,2.36704066,0.00844523,0.01474064,0.01326491,0.01066749,-21.86574366,-0.00075516,0.34713513,1.23228744,0.17003381,0.35780262,-20.63345623,0.16927865,0.42733512,-20.48823754,0.19641753,-0.00208879,0.01510142,-0.01082493,-0.00777229,-0.01529756,-0.01281242
0.150,0.00003880,0.78536605,2.35622058,0.00077120,-0.00063824,0.00051857,0.01015257,-0.00840212,0.00682673,0.00222716,0.77051542,2.36715227,0.00900343,0.01717601,0.01273887,0.01140055,-21.86619612,-0.00081227,0.31068374,1.15181432,0.15312990,0.32208429,-20.71438181,0.15231764,0.39294543,-20.56648547,0.18039811,-0.00218836,0.01485063,-0.01093169,-0.00823223,-0.01781425,-0.01222030
0.160,0.00004704,0.78535924,2.35622612,0.00087598,-0.00072495,0.00058902,0.01080177,-0.00893940,0.00726326,0.00233802,0.77078153,2.36725656,0.00952396,0.01953466,0.01216134,0.01212980,-21.86666757,-0.00087011,0.27382551,1.06998298,0.13604018,0.28595531,-20.79668459,0.13517007,0.35780262,-20.64676152,0.16406426,-0.00229098,0.01457771,-0.01103044,-0.00864798,-0.02025961,-0.01157232
0.170,0.00005635,0.78535153,2.35623238,0.00098723,-0.00081702,0.00066383,0.01144755,-0.00947384,0.00769749,0.00245247,0.77106786,2.36735297,0.01000425,0.02180924,0.01153143,0.01285528,-21.86715957,-0.00092889,0.23671151,0.98710813,0.11883408,0.24956680,-20.88005144,0.11790520,0.32208429,-20.72869831,0.14749679,-0.00239612,0.01428367,-0.01112059,-0.00901702,-0.02262626,-0.01086760
0.180,0.00006680,0.78534288,2.35623941,0.00110492,-0.00091442,0.00074296,0.01208992,-0.01000545,0.00812943,0.00257003,0.77137332,2.36744098,0.01044225,0.02399364,0.01084862,0.01357702,-21.86767298,-0.00098853,0.19948649,0.90349092,0.10157807,0.21306351,-20.96418206,0.10058954,0.28595531,-20.81195801,0.13076997,-0.00250323,0.01396956,-0.01120157,-0.00933733,-0.02490806,-0.01010566
0.190,0.00007847,0.78533323,2.35624725,0.00122902,-0.00101712,0.00082641,0.01272887,-0.01053424,0.00855907,0.00269022,0.77169682,2.36752003,0.01083637,0.02608273,0.01011278,0.01429499,-21.86820936,-0.00104918,0.16228634,0.81941374,0.08433437,0.17658133,-21.04879562,0.08328519,0.24956680,-20.89622644,0.11395257,-0.00261175,0.01363641,-0.01127278,-0.00960735,-0.02709985,-0.00928637
0.200,0.00009140,0.78532252,2.35625595,0.00135948,-0.00112509,0.00091414,0.01336443,-0.01106022,0.00898643,0.00281254,0.77203723,2.36758961,0.01118538,0.02807222,0.00932412,0.01500925,-21.86877016,-0.00111089,0.12523807,0.73514490,0.06716201,0.14024732,-21.13362526,0.06605112,0.21306351,-20.98120242,0.09711047,-0.00272114,0.01328529,-0.01133366,-0.00982590,-0.02919731,-0.00840998
0.210,0.00010568,0.78531071,2.35626555,0.00149629,-0.00123831,0.00100613,0.01399658,-0.01158338,0.00941150,0.00293652,0.77239341,2.36764921,0.01148842,0.02995856,0.00848318,0.01571978,-21.86935631,-0.00117367,0.08846564,0.65094349,0.05011776,0.10418543,-21.21841282,0.04894408,0.17658133,-21.06660440,0.08030501,-0.00283084,0.01291730,-0.01138366,-0.00999213,-0.03119687,-0.00747705
0.220,0.00012135,0.78529774,2.35627609,0.00163941,-0.00135675,0.00110236,0.01462535,-0.01210374,0.00983429,0.00306166,0.77276420,2.36769835,0.01174489,0.03173882,0.00759081,0.01642663,-21.86996934,-0.00123765,0.05208359,0.56705337,0.03325490,0.06851022,-21.30291597,0.03201725,0.14024732,-21.15216505,0.06359427,-0.00294031,0.01253354,-0.01142226,-0.01010548,-0.03309557,-0.00648845
0.230,0.00013849,0.78528355,2.35628761,0.00178879,-0.00148038,0.00120281,0.01525072,-0.01262129,0.01025480,0.00318749,0.77314846,2.36773655,0.01195447,0.03341061,0.00664814,0.01712978,-21.87061079,-0.00130296,0.01620256,0.48370812,0.01662427,0.03333234,-21.38690268,0.01532131,0.10418543,-21.23762582,0.04703401,-0.00304900,0.01213509,-0.01144894,-0.01016568,-0.03489099,-0.00544533
0.240,0.00015715,0.78526811,2.35630016,0.00194441,-0.00160917,0.00130745,0.01587272,-0.01313605,0.01067304,0.00331354,0.77354503,2.36776337,0.01211707,0.03497208,0.00565660,0.01782928,-21.87128122,-0.00136947,-0.01907144,0.40113537,0.00027520,-0.00124215,-21.47014586,-0.00109427,0.06851022,-21.32274420,0.03067626,-0.00315639,0.01172308,-0.01146321,-0.01017266,-0.03658125,-0.00434915
0.250,0.00017739,0.78525135,2.35631377,0.00210623,-0.00174309,0.00141626,0.01649135,-0.01364801,0.01108901,0.00343934,0.77395274,2.36777839,0.01223283,0.03642178,0.00461784,0.01852515,-21.87198252,-0.00143743,-0.05364000,0.31954547,-0.01574701,-0.03511485,-21.55243705,-0.01718444,0.03333234,-21.40728812,0.01457052,-0.00326195,0.01129861,-0.01146462,-0.01012660,-0.03816487,-0.00320158
0.260,0.00019929,0.78523323,2.35632850,0.00227422,-0.00188212,0.00152922,0.01710660,-0.01415719,0.01150271,0.00356444,0.77437043,2.36778120,0.01230205,0.03775871,0.00353379,0.01921736,-21.87271550,-0.00150673,-0.08740661,0.23914509,-0.03139796,-0.06818924,-21.63357040,-0.03290469,-0.00124215,-21.49103061,-0.00123507,-0.00336515,0.01086280,-0.01145270,-0.01002783,-0.03964083,-0.00200457
0.270,0.00022290,0.78521369,2.35634437,0.00244835,-0.00202622,0.00164631,0.01771849,-0.01466358,0.01191416,0.00368839,0.77479696,2.36777145,0.01232526,0.03898223,0.00240657,0.01990597,-21.87348180,-0.00157761,-0.12028315,0.16012511,-0.04663714,-0.10037718,-21.71335669,-0.04821475,-0.03511485,-21.57376345,-0.01669690,-0.00346549,0.01041673,-0.01142708,-0.00987691,-0.04100845,-0.00076026
0.280,0.00024828,0.78519269,2.35636144,0.00262858,-0.00217538,0.00176750,0.01832703,-0.01516720,0.01232335,0.00381075,0.77523118,2.36774880,0.01230312,0.04009207,0.00123855,0.02059100,-21.87428224,-0.00164995,-0.15218442,0.08267127,-0.06142517,-0.13159342,-21.79161097,-0.06307512,-0.06818924,-21.65528120,-0.03177193,-0.00356247,0.00996151,-0.01138736,-0.00967454,-0.04226745,0.00052895
0.290,0.00027549,0.78517017,2.35637973,0.00281488,-0.00232956,0.00189277,0.01893221,-0.01566804,0.01273028,0.00393112,0.77567194,2.36771293,0.01223646,0.04108828,0.00003229,0.02127244,-21.87511846,-0.00172401,-0.18303209,0.00695414,-0.07572642,-0.16175965,-21.86816433,-0.07745044,-0.10037718,-21.73539514,-0.04642149,-0.00365563,0.00949823,-0.01133320,-0.00942158,-0.04341784,0.00186048
0.300,0.00030460,0.78514608,2.35639931,0.00300722,-0.00248873,0.00202209,0.01953405,-0.01616611,0.01313497,0.00404908,0.77611814,2.36766358,0.01212626,0.04197122,-0.00120949,0.02195034,-21.87599150,-0.00179966,-0.21275093,-0.06686151,-0.08950649,-0.19080060,-21.94285301,-0.09130615,-0.13159342,-21.81392099,-0.06060772,-0.00374448,0.00902794,-0.01126427,-0.00911904,-0.04445995,0.00323158
0.310,0.00033566,0.78512038,2.35642019,0.00320555,-0.00265287,0.00215546,0.02013255,-0.01666142,0.01353741,0.00416423,0.77656867,2.36760051,0.01197363,0.04274155,-0.00248385,0.02262470,-21.87690250,-0.00187710,-0.24127271,-0.13862389,-0.10273436,-0.21864802,-22.01552639,-0.10461146,-0.16175965,-21.89069061,-0.07429696,-0.00382857,0.00855171,-0.01118032,-0.00876808,-0.04539442,0.00463931
0.320,0.00036873,0.78509301,2.35644243,0.00340986,-0.00282195,0.00229283,0.02072772,-0.01715398,0.01393760,0.00427622,0.77702243,2.36752352,0.01177980,0.04340022,-0.00378773,0.02329554,-21.87785285,-0.00195631,-0.26853373,-0.20819153,-0.11538123,-0.24523819,-22.08604438,-0.11733755,-0.19080060,-21.96554112,-0.08745646,-0.00390749,0.00807058,-0.01108109,-0.00836994,-0.04622217,0.00608056
0.330,0.00040387,0.78506392,2.35646606,0.00362010,-0.00299594,0.00243420,0.02131956,-0.01764377,0.01433557,0.00438467,0.77747836,2.36743244,0.01154613,0.04394842,-0.00511791,0.02396289,-21.87884380,-0.00203744,-0.29447578,-0.27543371,-0.12742100,-0.27051288,-22.15427752,-0.12945845,-0.21864802,-22.03832290,-0.10005723,-0.00398080,0.00758556,-0.01096638,-0.00792603,-0.04694436,0.00755211
0.340,0.00044115,0.78503307,2.35649113,0.00383624,-0.00317482,0.00257954,0.02190808,-0.01813082,0.01473129,0.00448925,0.77793541,2.36732713,0.01127409,0.04438761,-0.00647103,0.02462677,-21.87987628,-0.00212042,-0.31904438,-0.34022773,-0.13882948,-0.29441761,-22.22010400,-0.14094990,-0.24523819,-22.10889696,-0.11207234,-0.00404810,0.00709766,-0.01083600,-0.00743785,-0.04756243,0.00905057
0.350,0.00048062,0.78500041,2.35651766,0.00405825,-0.00335855,0.00272882,0.02249328,-0.01861513,0.01512479,0.00458963,0.77839256,2.36720752,0.01096524,0.04471946,-0.00784363,0.02528718,-21.88095161,-0.00220544,-0.34219236,-0.40246495,-0.14958591,-0.31690518,-22.28341656,-0.15179135,-0.27051288,-22.17713502,-0.12347774,-0.00410901,0.00660785,-0.01068986,-0.00690699,-0.04807801,0.01057245
0.360,0.00052233,0.78496589,2.35654571,0.00428609,-0.00354711,0.00288203,0.02307517,-0.01909669,0.01551606,0.00468553,0.77884882,2.36707354,0.01062125,0.04494588,-0.00923213,0.02594417,-21.88207087,-0.00229244,-0.36387699,-0.46204520,-0.15967133,-0.33793282,-22.34411607,-0.16196376,-0.29441761,-22.24291658,-0.13425110,-0.00416320,0.00611707,-0.01052783,-0.00633516,-0.04849299,0.01211416
0.370,0.00056636,0.78492945,2.35657532,0.00451974,-0.00374047,0.00303913,0.02365376,-0.01957553,0.01590512,0.00477664,0.77930320,2.36692519,0.01024386,0.04506898,-0.01063285,0.02659774,-21.88323563,-0.00238154,-0.38406029,-0.51888118,-0.16906993,-0.35746255,-22.40211681,-0.17145146,-0.31690518,-22.30613571,-0.14437383,-0.00421028,0.00562625,-0.01034987,-0.00572412,-0.04880945,0.01367198
0.380,0.00061275,0.78489106,2.35660651,0.00475915,-0.00393861,0.00320012,0.02422905,-0.02005163,0.01629195,0.00486272,0.77975477,2.36676249,0.00983491,0.04509108,-0.01204207,0.02724793,-21.88444660,-0.00247281,-0.40271021,-0.57289368,-0.17776799,-0.37546228,-22.45734028,-0.18024080,-0.33793282,-22.36669475,-0.15382891,-0.00424997,0.00513629,-0.01015598,-0.00507576,-0.04902969,0.01524219
0.390,0.00066156,0.78485067,2.35663933,0.00500431,-0.00414150,0.00336497,0.02480105,-0.02052501,0.01667657,0.00494353,0.78020263,2.36658552,0.00939629,0.04501465,-0.01345597,0.02789474,-21.88570497,-0.00256625,-0.41979913,-0.62401481,-0.18575427,-0.39190438,-22.50971979,-0.18832052,-0.35746255,-22.42450949,-0.16260264,-0.00428197,0.00464804,-0.00994619,-0.00439198,-0.04915615,0.01682094
0.400,0.00071285,0.78480822,2.35667382,0.00525516,-0.00434910,0.00353365,0.02536976,-0.02099566,0.01705898,0.00501884,0.78064588,2.36639437,0.00892997,0.04484235,-0.01487069,0.02853821,-21.88701224,-0.00266198,-0.43530556,-0.67218928,-0.19302051,-0.40676735,-22.55920152,-0.19568249,-0.37546228,-22.47950301,-0.17068337,-0.00430599,0.00416234,-0.00972055,-0.00367481,-0.04919145,0.01840434
0.410,0.00076668,0.78476367,2.35671002,0.00551169,-0.00456140,0.00370614,0.02593519,-0.02146361,0.01743918,0.00508846,0.78108369,2.36618920,0.00843796,0.04457700,-0.01628234,0.02917835,-21.88836937,-0.00276001,-0.44921176,-0.71736946,-0.19956029,-0.42003341,-22.60573883,-0.20232031,-0.39190438,-22.53161026,-0.17806187,-0.00432178,0.00367998,-0.00947918,-0.00292627,-0.04913840,0.01998848
0.420,0.00082311,0.78471697,2.35674796,0.00577386,-0.00477837,0.00388242,0.02649735,-0.02192884,0.01781718,0.00515221,0.78151524,2.36597019,0.00792235,0.04422154,-0.01768701,0.02981520,-21.88977761,-0.00286047,-0.46150578,-0.75951987,-0.20537009,-0.43169058,-22.64929747,-0.20823056,-0.40676735,-22.58077911,-0.18473198,-0.00432910,0.00320173,-0.00922223,-0.00214849,-0.04899991,0.02156943
0.430,0.00088218,0.78466808,2.35678768,0.00604163,-0.00499997,0.00406247,0.02705624,-0.02239137,0.01819299,0.00520995,0.78193976,2.36573757,0.00738524,0.04377906,-0.01908076,0.03044876,-21.89123790,-0.00296336,-0.47218057,-0.79861315,-0.21044825,-0.44173181,-22.68985104,-0.21341161,-0.42003341,-22.62696465,-0.19068929,-0.00432777,0.00272832,-0.00894989,-0.00134361,-0.04877903,0.02314323
0.440,0.00094396,0.78461696,2.35682922,0.00631497,-0.00522618,0.00424627,0.02761186,-0.02285120,0.01856660,0.00526155,0.78235650,2.36549160,0.00682877,0.04325276,-0.02045968,0.03107906,-21.89275117,-0.00306866,-0.48123253,-0.83463160,-0.21479538,-0.45015348,-22.72738277,-0.21786405,-0.43169058,-22.67013440,-0.19593234,-0.00431759,0.00226046,-0.00866238,-0.00051380,-0.04847894,0.02470595
0.450,0.00100850,0.78456355,2.35687262,0.00659385,-0.00545698,0.00443380,0.02816423,-0.02330833,0.01893802,0.00530689,0.78276475,2.36523260,0.00625514,0.04264593,-0.02181987,0.03170613,-21.89431891,-0.00317652,-0.48866474,-0.86757054,-0.21841502,-0.45695861,-22.76188945,-0.22159154,-0.44173181,-22.71026377,-0.20046140,-0.00429839,0.00179880,-0.00835998,0.00033871,-0.04810291,0.02625367
0.460,0.00107585,0.78450780,2.35691791,0.00687825,-0.00569234,0.00462503,0.02871334,-0.02376277,0.01930725,0.00534589,0.78316385,2.36496090,0.00566653,0.04196198,-0.02315744,0.03232998,-21.89594245,-0.00328706,-0.49448432,-0.89743368,-0.22131275,-0.46215434,-22.79337613,-0.22459981,-0.45015348,-22.74733783,-0.20427897,-0.00427004,0.00134395,-0.00804299,0.00121172,-0.04765432,0.02778247
0.470,0.00114608,0.78444968,2.35696513,0.00716811,-0.00593223,0.00481994,0.02925921,-0.02421452,0.01967430,0.00537851,0.78355317,2.36467688,0.00506517,0.04120437,-0.02446856,0.03295065,-21.89762237,-0.00340021,-0.49870076,-0.92423001,-0.22349541,-0.46575011,-22.82185238,-0.22689563,-0.45695861,-22.78135523,-0.20739058,-0.00423243,0.00089651,-0.00771175,0.00210294,-0.04713660,0.02928850
0.480,0.00121923,0.78438914,2.35701432,0.00746342,-0.00617662,0.00501851,0.02980185,-0.02466360,0.02003917,0.00540468,0.78393210,2.36438096,0.00445327,0.04037665,-0.02574945,0.03356816,-21.89935992,-0.00351605,-0.50132994,-0.94798073,-0.22497256,-0.46776177,-22.84734065,-0.22848860,-0.46215434,-22.81232286,-0.20980375,-0.00418545,0.00045704,-0.00736664,0.00301015,-0.04655327,0.03076796
0.490,0.00129537,0.78432614,2.35706551,0.00776414,-0.00642549,0.00522071,0.03034124,-0.02510999,0.02040187,0.00542441,0.78430010,2.36407358,0.00383305,0.03948240,-0.02699639,0.03418252,-21.90115606,-0.00363461,-0.50239037,-0.96871451,-0.22575556,-0.46820785,-22.86987057,-0.22939017,-0.46575011,-22.84025220,-0.21152702,-0.00412904,0.00002604,-0.00700807,0.00393109,-0.04590789,0.03221710
0.500,0.00137453,0.78426062,2.35711875,0.00807023,-0.00667881,0.00542654,0.03087741,-0.02555372,0.02076240,0.00543768,0.78465664,2.36375525,0.00320675,0.03852525,-0.02820574,0.03479377,-21.90301226,-0.00375599,-0.50190685,-0.98647036,-0.22585794,-0.46711308,-22.88948262,-0.22961393,-0.46776177,-22.86516756,-0.21257170,-0.00406315,-0.00039602,-0.00663650,0.00486348,-0.04520406,0.03363228
0.510,0.00145679,0.78419255,2.35717405,0.00838167,-0.00693656,0.00563595,0.03141036,-0.02599478,0.02112076,0.00544454,0.78500124,2.36342646,0.00257655,0.03750888,-0.02937396,0.03540193,-21.90492933,-0.00388030,-0.49990493,-1.00129273,-0.22529483,-0.46450300,-22.90622206,-0.22917513,-0.46820785,-22.88710046,-0.21295088,-0.00398775,-0.00080869,-0.00625241,0.00580512,-0.04444544,0.03500991
0.520,0.00154218,0.78412187,2.35723148,0.00869843,-0.00719870,0.00584894,0.03194009,-0.02643318,0.02147696,0.00544503,0.78533345,2.36308778,0.00194467,0.03643697,-0.03049757,0.03600701,-21.90690858,-0.00400748,-0.49641613,-1.01323465,-0.22408282,-0.46040912,-22.92014324,-0.22809030,-0.46711308,-22.90609323,-0.21267972,-0.00390285,-0.00121158,-0.00585630,0.00675376,-0.04363567,0.03634651
0.530,0.00163077,0.78404856,2.35729105,0.00902047,-0.00746521,0.00606549,0.03246661,-0.02686892,0.02183100,0.00543922,0.78565287,2.36273977,0.00131326,0.03531320,-0.03157324,0.03660906,-21.90895054,-0.00413758,-0.49147289,-1.02235382,-0.22224004,-0.45486383,-22.93130435,-0.22637762,-0.46450300,-22.92219301,-0.21177501,-0.00380845,-0.00160431,-0.00544872,0.00770721,-0.04277841,0.03763873
0.540,0.00172261,0.78397255,2.35735280,0.00934775,-0.00773607,0.00628556,0.03298993,-0.02730201,0.02218288,0.00542721,0.78595912,2.36238306,0.00068448,0.03414128,-0.03259773,0.03720809,-21.91105701,-0.00427081,-0.48511390,-1.02872077,-0.21978718,-0.44790581,-22.93977778,-0.22405799,-0.46040912,-22.93545598,-0.21025469,-0.00370460,-0.00198657,-0.00503026,0.00866327,-0.04187735,0.03888329
0.550,0.00181775,0.78389382,2.35741677,0.00968025,-0.00801124,0.00650914,0.03351005,-0.02773245,0.02253262,0.00540909,0.78625188,2.36201828,0.00006042,0.03292486,-0.03356794,0.03780412,-21.91322830,-0.00440703,-0.47737778,-1.03240446,-0.21674468,-0.43957366,-22.94563276,-0.22115171,-0.45486383,-22.94594216,-0.20813833,-0.00359134,-0.00235806,-0.00460151,0.00961983,-0.04093610,0.04007708
0.560,0.00191623,0.78381232,2.35748299,0.01001794,-0.00829071,0.00673620,0.03402697,-0.02816025,0.02288021,0.00538500,0.78653084,2.36164608,-0.00055684,0.03166760,-0.03448091,0.03839718,-21.91546572,-0.00454637,-0.46830856,-1.03348567,-0.21313561,-0.42991139,-22.94895139,-0.21768198,-0.44790581,-22.95372570,-0.20544809,-0.00346877,-0.00271852,-0.00416309,0.01057478,-0.03995831,0.04121711
0.570,0.00201812,0.78372799,2.35755150,0.01036078,-0.00857444,0.00696673,0.03454071,-0.02858542,0.02322565,0.00535510,0.78679573,2.36126715,-0.00116527,0.03037313,-0.03533379,0.03898729,-21.91777076,-0.00468896,-0.45795172,-1.03205059,-0.20898412,-0.41896442,-22.94982135,-0.21367308,-0.43957366,-22.95887762,-0.20220549,-0.00333698,-0.00306774,-0.00371565,0.01152605,-0.03894757,0.04230052
0.580,0.00212347,0.78364081,2.35762234,0.01070874,-0.00886241,0.00720071,0.03505127,-0.02900795,0.02356896,0.00531954,0.78704634,2.36088221,-0.00176290,0.02904501,-0.03612393,0.03957450,-21.92014372,-0.00483466,-0.44635386,-1.02818526,-0.20431439,-0.40677936,-22.94832898,-0.20914905,-0.42991139,-22.96148171,-0.19843482,-0.00319607,-0.00340553,-0.00325987,0.01247164,-0.03790742,0.04332464
0.590,0.00223231,0.78355073,2.35769553,0.01106180,-0.00915459,0.00743811,0.03555865,-0.02942785,0.02391013,0.00527851,0.78728246,2.36049198,-0.00234779,0.02768677,-0.03684879,0.04015880,-21.92258596,-0.00498367,-0.43356674,-1.02198639,-0.19915298,-0.39340794,-22.94457235,-0.20413665,-0.41896442,-22.96162737,-0.19416140,-0.00304620,-0.00373173,-0.00279645,0.01340959,-0.03684136,0.04428690
0.600,0.00234472,0.78345771,2.35777111,0.01141991,-0.00945096,0.00767890,0.03606287,-0.02984513,0.02424917,0.00523222,0.78750393,2.36009720,-0.00291808,0.02630187,-0.03750601,0.04074025,-21.92509838,-0.00513598,-0.41964107,-1.01355166,-0.19352653,-0.37890082,-22.93865004,-0.19866251,-0.40677936,-22.95940257,-0.18941020,-0.00288750,-0.00404622,-0.00232609,0.01433799,-0.03575283,0.04518491
0.610,0.00246073,0.78336170,2.35784912,0.01178304,-0.00975148,0.00792308,0.03656392,-0.03025979,0.02458608,0.00518089,0.78771062,2.35969864,-0.00347195,0.02489371,-0.03809342,0.04131884,-21.92768220,-0.00529167,-0.40463187,-1.00298442,-0.18746284,-0.36331302,-22.93066662,-0.19275450,-0.39340794,-22.95490696,-0.18420882,-0.00272016,-0.00434892,-0.00184952,0.01525499,-0.03464519,0.04601650
