t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_model_1,tau_model_2,tau_model_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3
0.160,0.00004042,0.78534146,2.35622027,0.00075210,-0.00105344,0.00047884,0.00925779,-0.01292329,0.00587422,-0.00080149,0.79123351,2.35034905,-0.00202153,-0.01932724,0.00568064,0.00740960,-21.87448308,-0.00256536,-0.05281412,-0.25886223,-0.01623270,-0.04540452,-22.13334531,-0.01879806,-0.09624889,-22.23099119,-0.04264669,0.00084191,-0.00589205,0.00587122,0.00277363,0.01827380,-0.00520180
0.170,0.00004841,0.78533026,2.35622535,0.00084743,-0.00118647,0.00053931,0.00980799,-0.01368259,0.00621936,-0.00082698,0.79100612,2.35042568,-0.00215347,-0.02018028,0.00617637,0.00785490,-21.87550465,-0.00274427,-0.03639121,-0.22190529,-0.00942009,-0.02853631,-22.09740994,-0.01216436,-0.07932973,-22.19442009,-0.03611643,0.00087539,-0.00567586,0.00579967,0.00300090,0.01899381,-0.00563706
0.180,0.00005739,0.78531770,2.35623106,0.00094825,-0.00132707,0.00060321,0.01035490,-0.01443627,0.00656194,-0.00085298,0.79077205,2.35050761,-0.00226516,-0.02098694,0.00668054,0.00829821,-21.87655705,-0.00292696,-0.02010904,-0.18528315,-0.00271233,-0.01181083,-22.06184020,-0.00563929,-0.06235755,-22.15781596,-0.02961113,0.00091037,-0.00545435,0.00572345,0.00321341,0.01965987,-0.00607733
0.190,0.00006740,0.78530370,2.35623743,0.00105452,-0.00147518,0.00067054,0.01089852,-0.01518435,0.00690198,-0.00087927,0.79053184,2.35059490,-0.00235597,-0.02174547,0.00719269,0.00873953,-21.87764249,-0.00311378,-0.00402388,-0.14911672,0.00386575,0.00471565,-22.02675921,0.00075197,-0.04540452,-22.12133479,-0.02316264,0.00094667,-0.00522814,0.00564253,0.00341049,0.02027029,-0.00652215
0.200,0.00007849,0.78528817,2.35624449,0.00116621,-0.00163074,0.00074125,0.01143885,-0.01592684,0.00723947,-0.00090560,0.79028602,2.35068762,-0.00242543,-0.02245456,0.00771230,0.00917887,-21.87876350,-0.00330513,0.01181186,-0.11352049,0.01029069,0.02099073,-21.99228399,0.00698556,-0.02853631,-22.08511902,-0.01679992,0.00098409,-0.00499785,0.00555687,0.00359164,0.02082382,-0.00697105
0.210,0.00009074,0.78527106,2.35625227,0.00128328,-0.00179370,0.00081532,0.01197591,-0.01666376,0.00757443,-0.00093177,0.79003513,2.35078580,-0.00247327,-0.02311329,0.00823877,0.00961627,-21.87992138,-0.00350115,0.02735295,-0.07859526,0.01654200,0.03696922,-21.95851664,0.01304086,-0.01181083,-22.04929547,-0.01054837,0.00102251,-0.00476407,0.00546647,0.00375655,0.02131959,-0.00742345
0.220,0.00010418,0.78525227,2.35626080,0.00140572,-0.00196400,0.00089273,0.01250969,-0.01739511,0.00790687,-0.00095755,0.78977968,2.35088949,-0.00249934,-0.02372104,0.00877141,0.01005172,-21.88111893,-0.00370229,0.04255270,-0.04444321,0.02259901,0.05260442,-21.92556214,0.01889671,0.00471565,-22.01398705,-0.00443270,0.00106173,-0.00452741,0.00537131,0.00390506,0.02175704,-0.00787868
0.230,0.00011887,0.78523175,2.35627013,0.00153347,-0.00214158,0.00097345,0.01304021,-0.01812091,0.00823678,-0.00098271,0.78952021,2.35099873,-0.00250360,-0.02427750,0.00930947,0.01048526,-21.88235734,-0.00390858,0.05737182,-0.01115117,0.02844445,0.06785708,-21.89350851,0.02453587,0.02099073,-21.97931055,0.00152372,0.00110158,-0.00428846,0.00527140,0.00403707,0.02213592,-0.00833602
0.240,0.00013486,0.78520942,2.35628028,0.00166651,-0.00232640,0.00105745,0.01356746,-0.01884118,0.00856417,-0.00100705,0.78925724,2.35111353,-0.00248615,-0.02478258,0.00985215,0.01091688,-21.88363889,-0.00412041,0.07177134,0.02119335,0.03406084,0.08268822,-21.86244555,0.02994043,0.03696922,-21.94536773,0.00730076,0.00114191,-0.00404782,0.00516675,0.00415266,0.02245618,-0.00879470
0.250,0.00015222,0.78518520,2.35629129,0.00180481,-0.00251839,0.00114472,0.01409147,-0.01955593,0.00888906,-0.00103035,0.78899126,2.35123391,-0.00244717,-0.02523642,0.01039856,0.01134664,-21.88496572,-0.00433804,0.08571665,0.05251078,0.03943258,0.09706328,-21.83245494,0.03509454,0.05260442,-21.91226318,0.01287783,0.00118257,-0.00380606,0.00505738,0.00425198,0.02271803,-0.00925384
0.260,0.00017098,0.78515903,2.35630319,0.00194833,-0.00271750,0.00123523,0.01461224,-0.02026517,0.00921144,-0.00105241,0.78872278,2.35135986,-0.00238693,-0.02563935,0.01094774,0.01177454,-21.88633942,-0.00456169,0.09917474,0.08272845,0.04454557,0.11094928,-21.80361097,0.03998388,0.06785708,-21.88008444,0.01823823,0.00122339,-0.00356375,0.00494333,0.00433526,0.02292185,-0.00971251
0.270,0.00019120,0.78513083,2.35631601,0.00209704,-0.00292367,0.00132894,0.01512976,-0.02096891,0.00953132,-0.00107304,0.78845228,2.35149138,-0.00230577,-0.02599188,0.01149869,0.01220059,-21.88776221,-0.00479168,0.11211568,0.11177690,0.04938644,0.12431627,-21.77598532,0.04459476,0.08268822,-21.84892080,0.02336465,0.00126424,-0.00332145,0.00482463,0.00440281,0.02306821,-0.01016975
0.280,0.00021294,0.78510053,2.35632978,0.00225091,-0.00313686,0.00142584,0.01564406,-0.02166717,0.00984871,-0.00109203,0.78818025,2.35162843,-0.00220410,-0.02629470,0.01205037,0.01262484,-21.88923600,-0.00502829,0.12451266,0.13959350,0.05394339,0.13713750,-21.74964250,0.04891510,0.09706328,-21.81885337,0.02824184,0.00130497,-0.00307972,0.00470135,0.00445501,0.02315784,-0.01062453
0.290,0.00023624,0.78506807,2.35634453,0.00240991,-0.00335700,0.00152591,0.01615514,-0.02235996,0.01016362,-0.00110920,0.78790715,2.35177098,-0.00208239,-0.02654861,0.01260166,0.01304730,-21.89076239,-0.00527172,0.13634130,0.16612262,0.05820618,0.14938861,-21.72463978,0.05293446,0.11094928,-21.78995579,0.03285612,0.00134544,-0.00283908,0.00457355,0.00449230,0.02319161,-0.01107575
0.300,0.00026115,0.78503337,2.35636031,0.00257400,-0.00358404,0.00162911,0.01666300,-0.02304730,0.01047605,-0.00112438,0.78763342,2.35191899,-0.00194119,-0.02675459,0.01315142,0.01346798,-21.89234347,-0.00552216,0.14757937,0.19131193,0.06216548,0.16104736,-21.70103154,0.05664332,0.12431627,-21.76229906,0.03719441,0.00138553,-0.00260005,0.00444132,0.00451519,0.02317055,-0.01152231
0.310,0.00028773,0.78499636,2.35637713,0.00274316,-0.00381793,0.00173542,0.01716764,-0.02372920,0.01078600,-0.00113738,0.78735951,2.35207239,-0.00178108,-0.02691371,0.01369846,0.01388690,-21.89398127,-0.00578003,0.15820746,0.21511386,0.06581279,0.17209436,-21.67886742,0.06003276,0.13713750,-21.73594696,0.04124531,0.00142511,-0.00236315,0.00430474,0.00452424,0.02309578,-0.01196304
0.320,0.00031603,0.78495699,2.35639503,0.00291735,-0.00405860,0.00184482,0.01766909,-0.02440566,0.01109348,-0.00114806,0.78708583,2.35223110,-0.00160268,-0.02702718,0.01424157,0.01430412,-21.89567701,-0.00604539,0.16821000,0.23749100,0.06914203,0.18251412,-21.65818601,0.06309664,0.14938861,-21.71095597,0.04499901,0.00146409,-0.00212884,0.00416393,0.00452003,0.02296858,-0.01239675
0.330,0.00034610,0.78491517,2.35641403,0.00309653,-0.00430602,0.00195728,0.01816734,-0.02507671,0.01139851,-0.00115625,0.78681280,2.35239503,-0.00140668,-0.02709632,0.01477952,0.01471963,-21.89743328,-0.00631870,0.17757099,0.25840334,0.07214655,0.19229062,-21.63902994,0.06582785,0.16104736,-21.68737967,0.04844664,0.00150235,-0.00189763,0.00401900,0.00450321,0.02279030,-0.01282224
0.340,0.00037798,0.78487084,2.35643418,0.00328068,-0.00456012,0.00207278,0.01866241,-0.02574236,0.01170107,-0.00116180,0.78654078,2.35256409,-0.00119377,-0.02712253,0.01531103,0.01513347,-21.89925155,-0.00660004,0.18627916,0.27782293,0.07482250,0.20141262,-21.62142861,0.06822245,0.17209436,-21.66526684,0.05157997,0.00153978,-0.00166994,0.00387009,0.00447445,0.02256241,-0.01323825
0.350,0.00041173,0.78482394,2.35645550,0.00346977,-0.00482085,0.00219130,0.01915429,-0.02640262,0.01200119,-0.00116457,0.78627017,2.35273815,-0.00096470,-0.02710731,0.01583483,0.01554564,-21.90113348,-0.00688968,0.19432571,0.29572513,0.07716660,0.20987135,-21.60540834,0.07027692,0.18251412,-21.64465519,0.05439352,0.00157630,-0.00144623,0.00371735,0.00443447,0.02228646,-0.01364353
0.360,0.00044739,0.78477440,2.35647802,0.00366376,-0.00508816,0.00231280,0.01964300,-0.02705750,0.01229887,-0.00116444,0.78600130,2.35291709,-0.00072026,-0.02705225,0.01634964,0.01595620,-21.90308097,-0.00718787,0.20170288,0.31208902,0.07917650,0.21765908,-21.59099195,0.07198863,0.19229062,-21.62558641,0.05688081,0.00161183,-0.00122690,0.00356093,0.00438402,0.02196409,-0.01403684
0.370,0.00048502,0.78472216,2.35650176,0.00386262,-0.00536198,0.00243726,0.02012854,-0.02770702,0.01259410,-0.00116128,0.78573450,2.35310077,-0.00046123,-0.02695900,0.01685417,0.01636515,-21.90509570,-0.00749490,0.20840675,0.32690032,0.08085126,0.22477190,-21.57819538,0.07335636,0.20141262,-21.60808897,0.05903858,0.00164630,-0.00101234,0.00340099,0.00432385,0.02159702,-0.01441691
0.380,0.00052466,0.78466714,2.35652677,0.00406632,-0.00564228,0.00256467,0.02061093,-0.02835120,0.01288691,-0.00115498,0.78547010,2.35328903,-0.00018843,-0.02682932,0.01734712,0.01677253,-21.90717974,-0.00781095,0.21443411,0.34014766,0.08219083,0.23120664,-21.56703208,0.07437988,0.20987135,-21.59218822,0.06086393,0.00167964,-0.00080296,0.00323774,0.00425475,0.02118704,-0.01478245
0.390,0.00056636,0.78460929,2.35655307,0.00427483,-0.00592899,0.00269499,0.02109015,-0.02899004,0.01317729,-0.00114544,0.78520838,2.35348170,0.00009729,-0.02666497,0.01782722,0.01717834,-21.90933445,-0.00813625,0.21978563,0.35182770,0.08319668,0.23696397,-21.55750675,0.07506044,0.21765908,-21.57790598,0.06235488,0.00171180,-0.00059909,0.00307137,0.00417754,0.02073598,-0.01513223
0.400,0.00061017,0.78454854,2.35658068,0.00448811,-0.00622206,0.00282821,0.02156624,-0.02962355,0.01346525,-0.00113255,0.78494962,2.35367861,0.00039507,-0.02646782,0.01829318,0.01758265,-21.91156177,-0.00847110,0.22446294,0.36193867,0.08387070,0.24204559,-21.54962310,0.07539960,0.22477190,-21.56525720,0.06351082,0.00174272,-0.00040108,0.00290207,0.00409304,0.02024576,-0.01546497
0.410,0.00065614,0.78448483,2.35660964,0.00470614,-0.00652144,0.00296429,0.02203918,-0.03025176,0.01375080,-0.00111624,0.78469406,2.35387957,0.00070406,-0.02623976,0.01874376,0.01798545,-21.91386328,-0.00881566,0.22847089,0.37048600,0.08421643,0.24645634,-21.54337727,0.07540078,0.23120664,-21.55425429,0.06433213,0.00177238,-0.00020923,0.00273007,0.00400208,0.01971832,-0.01577947
0.420,0.00070431,0.78441809,2.35663998,0.00492888,-0.00682708,0.00310322,0.02250899,-0.03087467,0.01403394,-0.00109643,0.78444195,2.35408436,0.00102337,-0.02598273,0.01917773,0.01838677,-21.91624083,-0.00917018,0.23181509,0.37747743,0.08423795,0.25020186,-21.53876340,0.07506777,0.23696397,-21.54490093,0.06482063,0.00180074,-0.00002386,0.00255562,0.00390551,0.01915565,-0.01607451
0.430,0.00075473,0.78434827,2.35667172,0.00515631,-0.00713892,0.00324496,0.02297567,-0.03149230,0.01431468,-0.00107305,0.78419348,2.35429279,0.00135212,-0.02569870,0.01959386,0.01878665,-21.91869582,-0.00953488,0.23450461,0.38292758,0.08394070,0.25329125,-21.53576824,0.07440582,0.24204559,-21.53719979,0.06497846,0.00182778,0.00015479,0.00237893,0.00380419,0.01855978,-0.01634890
0.440,0.00080745,0.78427529,2.35670489,0.00538839,-0.00745691,0.00338950,0.02343924,-0.03210466,0.01459303,-0.00104603,0.78394885,2.35450461,0.00168944,-0.02538968,0.01999100,0.01918511,-21.92123041,-0.00991008,0.23654888,0.38685137,0.08333031,0.25573400,-21.53437904,0.07342024,0.24645634,-21.53114596,0.06480957,0.00185348,0.00032644,0.00220028,0.00369895,0.01793277,-0.01660150
0.450,0.00086252,0.78419911,2.35673951,0.00562508,-0.00778099,0.00353682,0.02389970,-0.03271176,0.01486898,-0.00101534,0.78370824,2.35471960,0.00203443,-0.02505770,0.02036800,0.01958219,-21.92384568,-0.01029591,0.23796126,0.38927319,0.08241437,0.25754345,-21.53457249,0.07211846,0.25020186,-21.52673253,0.06431828,0.00187786,0.00049087,0.00201991,0.00359065,0.01727671,-0.01683118
0.460,0.00091997,0.78411965,2.35677563,0.00586637,-0.00811112,0.00368687,0.02435705,-0.03331362,0.01514256,-0.00098092,0.78347178,2.35493751,0.00238623,-0.02470478,0.02072375,0.01997790,-21.92654369,-0.01069258,0.23875435,0.39021640,0.08120045,0.25873225,-21.53632729,0.07050787,0.25329125,-21.52394521,0.06351031,0.00190089,0.00064787,0.00183812,0.00348014,0.01659366,-0.01703688
0.470,0.00097986,0.78403687,2.35681326,0.00611221,-0.00844725,0.00383966,0.02481130,-0.03391025,0.01541375,-0.00094275,0.78323960,2.35515809,0.00274395,-0.02433300,0.02105721,0.02037227,-21.92932556,-0.01110030,0.23894514,0.38971250,0.07969763,0.25931741,-21.53961305,0.06859734,0.25573400,-21.52277022,0.06239144,0.00192261,0.00079727,0.00165517,0.00336826,0.01588575,-0.01721755
0.480,0.00104223,0.78395069,2.35685243,0.00636259,-0.00878931,0.00399514,0.02526246,-0.03450167,0.01568258,-0.00090080,0.78301181,2.35538106,0.00310674,-0.02394439,0.02136737,0.02076533,-21.93219348,-0.01151938,0.23854971,0.38779143,0.07791476,0.25931504,-21.54440205,0.06639538,0.25754345,-21.52318320,0.06096954,0.00194303,0.00093888,0.00147137,0.00325585,0.01515508,-0.01737223
0.490,0.00110712,0.78386106,2.35689317,0.00661745,-0.00913726,0.00415330,0.02571054,-0.03508789,0.01594904,-0.00085505,0.78278851,2.35560617,0.00347375,-0.02354103,0.02165327,0.02115711,-21.93514875,-0.01194998,0.23758695,0.38449061,0.07586231,0.25874406,-21.55065814,0.06391233,0.25873225,-21.52516182,0.05925238,0.00196217,0.00107255,0.00128700,0.00314370,0.01440377,-0.01749997
0.500,0.00117459,0.78376792,2.35693551,0.00687679,-0.00949105,0.00431411,0.02615554,-0.03566891,0.01621314,-0.00080550,0.78256974,2.35583314,0.00384413,-0.02312495,0.02191402,0.02154763,-21.93819293,-0.01239227,0.23607788,0.37984958,0.07355114,0.25762551,-21.55834335,0.06115887,0.25931741,-21.52867470,0.05724920,0.00198009,0.00119818,0.00110237,0.00303266,0.01363390,-0.01759991
0.510,0.00124467,0.78367122,2.35697946,0.00714055,-0.00985063,0.00447756,0.02659747,-0.03624476,0.01647489,-0.00075214,0.78235556,2.35606167,0.00421707,-0.02269820,0.02214878,0.02193694,-21.94132746,-0.01284655,0.23404326,0.37391055,0.07099259,0.25598019,-21.56741692,0.05814604,0.25931504,-21.53369309,0.05496885,0.00199681,0.00131566,0.00091779,0.00292348,0.01284757,-0.01767122
0.520,0.00131742,0.78357089,2.35702507,0.00740873,-0.01021593,0.00464360,0.02703634,-0.03681545,0.01673430,-0.00069498,0.78214599,2.35629148,0.00459177,-0.02226278,0.02235678,0.02232504,-21.94455409,-0.01331293,0.23150660,0.36671862,0.06819881,0.25383164,-21.57783548,0.05488589,0.25874406,-21.54017987,0.05242194,0.00201240,0.00142490,0.00073359,0.00281696,0.01204685,-0.01771318
0.530,0.00139286,0.78346688,2.35707234,0.00768127,-0.01058692,0.00481223,0.02747216,-0.03738099,0.01699136,-0.00063404,0.78194105,2.35652226,0.00496746,-0.02182070,0.02253731,0.02271199,-21.94787431,-0.01379175,0.22849024,0.35832023,0.06518193,0.25120224,-21.58955408,0.05139018,0.25762551,-21.54809612,0.04961942,0.00202690,0.00152583,0.00055008,0.00271381,0.01123378,-0.01772508
0.540,0.00147106,0.78335914,2.35712132,0.00795816,-0.01096353,0.00498342,0.02790492,-0.03794139,0.01724609,-0.00056933,0.78174071,2.35675373,0.00534337,-0.02137392,0.02268973,0.02309779,-21.95128925,-0.01428301,0.22502139,0.34876855,0.06195575,0.24811918,-21.60252070,0.04767274,0.25598019,-21.55740012,0.04657254,0.00204039,0.00161843,0.00036759,0.00261479,0.01041039,-0.01770631
0.550,0.00155204,0.78324759,2.35717202,0.00823936,-0.01134573,0.00515715,0.02833465,-0.03849667,0.01749849,-0.00050088,0.78154496,2.35698558,0.00571878,-0.02092439,0.02281348,0.02348250,-21.95480123,-0.01478718,0.22112292,0.33811045,0.05853249,0.24460542,-21.61669077,0.04374531,0.25383164,-21.56804759,0.04329353,0.00205292,0.00170263,0.00018644,0.00252058,0.00957866,-0.01765633
0.560,0.00163586,0.78313220,2.35722447,0.00852484,-0.01173345,0.00533339,0.02876134,-0.03904685,0.01774857,-0.00042872,0.78135373,2.35721750,0.00609298,-0.02047398,0.02290805,0.02386611,-21.95841094,-0.01530427,0.21682387,0.32640463,0.05492691,0.24068998,-21.63200631,0.03962265,0.25120224,-21.57999268,0.03979429,0.00206458,0.00177847,0.00000697,0.00243186,0.00874053,-0.01757466
0.570,0.00172255,0.78301291,2.35727870,0.00881458,-0.01212665,0.00551211,0.02918500,-0.03959192,0.01799633,-0.00035290,0.78116696,2.35744918,0.00646531,-0.02002458,0.02297304,0.02424867,-21.96211994,-0.01583445,0.21215082,0.31370601,0.05115296,0.23639949,-21.64841393,0.03531851,0.24811918,-21.59318252,0.03608873,0.00207545,0.00184595,-0.00017048,0.00234927,0.00789793,-0.01746093
0.580,0.00181216,0.78288965,2.35733472,0.00910853,-0.01252527,0.00569331,0.02960564,-0.04013192,0.01824178,-0.00027345,0.78098458,2.35768031,0.00683513,-0.01957798,0.02300811,0.02463021,-21.96593027,-0.01637815,0.20713087,0.30006902,0.04722431,0.23176108,-21.66586125,0.03084616,0.24460542,-21.60757168,0.03218866,0.00208561,0.00190507,-0.00034559,0.00227340,0.00705271,-0.01731480
0.590,0.00190474,0.78276238,2.35739257,0.00940668,-0.01292927,0.00587694,0.03002326,-0.04066684,0.01848493,-0.00019043,0.78080648,2.35791059,0.00720182,-0.01913596,0.02301299,0.02501075,-21.96984280,-0.01693536,0.20179400,0.28555511,0.04315620,0.22680475,-21.68428769,0.02622084,0.24068998,-21.62310137,0.02810884,0.00209517,0.00195590,-0.00051802,0.00220486,0.00620669,-0.01713605
0.600,0.00200031,0.78263105,2.35745227,0.00970899,-0.01333859,0.00606300,0.03043788,-0.04119671,0.01872578,-0.00010389,0.78063255,2.35813970,0.00756480,-0.01870022,0.02298750,0.02539033,-21.97385889,-0.01750628,0.19616825,0.27022405,0.03896338,0.22155858,-21.70363483,0.02145711,0.23639949,-21.63971742,0.02386299,0.00210420,0.00199850,-0.00068743,0.00214419,0.00536163,-0.01692450
0.610,0.00209893,0.78249559,2.35751384,0.01001543,-0.01375319,0.00625145,0.03084950,-0.04172154,0.01896433,-0.00001390,0.78046266,2.35836734,0.00792355,-0.01827243,0.02293155,0.02576898,-21.97798048,-0.01809124,0.19028253,0.25413363,0.03466008,0.21605151,-21.72384685,0.01656884,0.23176108,-21.65736672,0.01946431,0.00211283,0.00203293,-0.00085350,0.00209188,0.00451924,-0.01668010
