t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3
0.130,-0.00003253,0.78538878,2.35618248,-0.00074656,-0.00021545,-0.00027558,-0.01135980,-0.00327833,-0.00419322,0.00038939,0.78118598,2.35556849,-0.00276258,0.04758648,-0.09238596,0.00155572,-22.66780670,0.99734364,0.00155572,-22.66780670,0.99734364,0.00167063,-22.51892814,0.81633869,-0.00042192,0.00420280,0.00061399,0.00201602,-0.04780193,0.09211038
0.140,-0.00004058,0.78538645,2.35617951,-0.00086438,-0.00024945,-0.00031907,-0.01220250,-0.00352153,-0.00450428,0.00036167,0.78161507,2.35487713,-0.00276494,0.04641718,-0.08657365,0.00104931,-22.71343740,1.04227460,0.00104931,-22.71343740,1.04227460,0.00176567,-22.61716043,0.94272468,-0.00040225,0.00377138,0.00130238,0.00190056,-0.04666663,0.08625458
0.150,-0.00004984,0.78538378,2.35617609,-0.00099060,-0.00028588,-0.00036566,-0.01304080,-0.00376345,-0.00481372,0.00033428,0.78201170,2.35432928,-0.00275827,0.04472877,-0.07862630,0.00025768,-22.73466001,1.04433689,0.00025768,-22.73466001,1.04433689,0.00155572,-22.68763846,1.02473576,-0.00038412,0.00337208,0.00184681,0.00176767,-0.04501465,0.07826064
0.160,-0.00006042,0.78538073,2.35617219,-0.00112518,-0.00032472,-0.00041533,-0.01387469,-0.00400410,-0.00512153,0.00030728,0.78237428,2.35393070,-0.00274394,0.04261098,-0.06893434,-0.00080954,-22.73429477,1.00654090,-0.00080954,-22.73429477,1.00654090,0.00104931,-22.73156622,1.06220384,-0.00036770,0.00300645,0.00224149,0.00161876,-0.04293570,0.06851901
0.170,-0.00007238,0.78537728,2.35616777,-0.00126808,-0.00036596,-0.00046808,-0.01470418,-0.00424349,-0.00542772,0.00028066,0.78270245,2.35368129,-0.00272328,0.04016240,-0.05793591,-0.00214012,-22.71571618,0.93324367,-0.00214012,-22.71571618,0.93324367,0.00025768,-22.75106833,1.05680719,-0.00035304,0.00267483,0.00248648,0.00145520,-0.04052836,0.05746783
0.180,-0.00008581,0.78537340,2.35616282,-0.00141925,-0.00040958,-0.00052388,-0.01552929,-0.00448161,-0.00573229,0.00025446,0.78299699,2.35357563,-0.00269757,0.03748541,-0.04609347,-0.00372355,-22.68266303,0.82985491,-0.00372355,-22.68266303,0.82985491,-0.00080954,-22.74902200,1.01182397,-0.00034027,0.00237641,0.00258719,0.00127832,-0.03789499,0.04556959
0.190,-0.00010079,0.78536908,2.35615729,-0.00157865,-0.00045558,-0.00058272,-0.01635002,-0.00471846,-0.00603524,0.00022867,0.78325970,2.35360356,-0.00266795,0.03468168,-0.03387196,-0.00554972,-22.63904349,0.70251353,-0.00554972,-22.63904349,0.70251353,-0.00214012,-22.72885141,0.93184739,-0.00032946,0.00210938,0.00255373,0.00108930,-0.03513726,0.03328924
0.200,-0.00011741,0.78536428,2.35615115,-0.00174623,-0.00050395,-0.00064458,-0.01716638,-0.00495406,-0.00633658,0.00020329,0.78349316,2.35375095,-0.00263548,0.03184797,-0.02171905,-0.00760999,-22.58876609,0.55778517,-0.00760999,-22.58876609,0.55778517,-0.00372355,-22.69433645,0.82248506,-0.00032070,0.00187112,0.00240020,0.00088925,-0.03235192,0.02107447
0.210,-0.00013574,0.78535899,2.35614438,-0.00192196,-0.00055466,-0.00070945,-0.01797837,-0.00518839,-0.00663631,0.00017831,0.78370063,2.35400060,-0.00260106,0.02907271,-0.01004803,-0.00989625,-22.53556751,0.40236200,-0.00989625,-22.53556751,0.40236200,-0.00554972,-22.64941695,0.69003101,-0.00031405,0.00165836,0.00214378,0.00067910,-0.02962737,0.00933858
0.220,-0.00015587,0.78535318,2.35613695,-0.00210579,-0.00060771,-0.00077730,-0.01878601,-0.00542146,-0.00693443,0.00015372,0.78388578,2.35433309,-0.00256548,0.02643314,0.00077619,-0.01240258,-22.48288677,0.24278454,-0.01240258,-22.48288677,0.24278454,-0.00760999,-22.59802332,0.54116075,-0.00030959,0.00146740,0.00180386,0.00045969,-0.02704085,-0.00155349
0.230,-0.00017788,0.78534683,2.35612883,-0.00229767,-0.00066309,-0.00084813,-0.01958929,-0.00565329,-0.00723095,0.00012951,0.78405251,2.35472772,-0.00252938,0.02399326,0.01044778,-0.01512399,-22.43374616,0.08519903,-0.01512399,-22.43374616,0.08519903,-0.00989625,-22.54390433,0.38263072,-0.00030739,0.00129432,0.00140111,0.00023171,-0.02465635,-0.01129591
0.240,-0.00020185,0.78533991,2.35611998,-0.00249756,-0.00072077,-0.00092192,-0.02038824,-0.00588385,-0.00752586,0.00010566,0.78420481,2.35516338,-0.00249329,0.02180247,0.01872733,-0.01805702,-22.39067073,-0.06484897,-0.01805702,-22.39067073,-0.06484897,-0.01240258,-22.49050182,0.22100155,-0.00030751,0.00113510,0.00095660,-0.00000427,-0.02252324,-0.01964925
0.250,-0.00022786,0.78533241,2.35611038,-0.00270542,-0.00078076,-0.00099864,-0.02118285,-0.00611317,-0.00781917,0.00008215,0.78434654,2.35561939,-0.00245763,0.01989496,0.02544574,-0.02119943,-22.35562871,-0.20257288,-0.02119943,-22.35562871,-0.20257288,-0.01512399,-22.44083237,0.06239854,-0.00031001,0.00098587,0.00049099,-0.00024779,-0.02067572,-0.02644438
0.260,-0.00025599,0.78532429,2.35610000,-0.00292120,-0.00084303,-0.00107830,-0.02197313,-0.00634124,-0.00811089,0.00005897,0.78448128,2.35607622,-0.00242272,0.01828976,0.03050501,-0.02454990,-22.33001068,-0.32406772,-0.02454990,-22.33001068,-0.32406772,-0.01805702,-22.39740782,-0.08769037,-0.00031496,0.00084301,0.00002378,-0.00049848,-0.01913279,-0.03158331
0.270,-0.00028631,0.78531554,2.35608881,-0.00314487,-0.00090758,-0.00116086,-0.02275910,-0.00656806,-0.00840101,0.00003610,0.78461225,2.35651611,-0.00238884,0.01699143,0.03387603,-0.02810762,-22.31461825,-0.42638024,-0.02810762,-22.31461825,-0.42638024,-0.02119943,-22.36217693,-0.22456744,-0.00032241,0.00070329,-0.00042730,-0.00075603,-0.01789901,-0.03503689
0.280,-0.00031891,0.78530613,2.35607677,-0.00337637,-0.00097439,-0.00124631,-0.02354075,-0.00679364,-0.00868954,0.00001352,0.78474215,2.35692358,-0.00235621,0.01599123,0.03559395,-0.03187290,-22.30969418,-0.50753973,-0.03187290,-22.30969418,-0.50753973,-0.02454990,-22.33650598,-0.34444158,-0.00033243,0.00056398,-0.00084681,-0.00102016,-0.01696562,-0.03684026
0.290,-0.00035386,0.78529604,2.35606387,-0.00361567,-0.00104345,-0.00133464,-0.02431810,-0.00701798,-0.00897648,-0.00000880,0.78487316,2.35728582,-0.00232501,0.01526870,0.03575129,-0.03584561,-22.31495992,-0.56653947,-0.03584561,-22.31495992,-0.56653947,-0.02810762,-22.32116882,-0.44449189,-0.00034506,0.00042288,-0.00122195,-0.00129066,-0.01631215,-0.03708593
0.300,-0.00039125,0.78528525,2.35605007,-0.00386272,-0.00111474,-0.00142584,-0.02509115,-0.00724107,-0.00926184,-0.00003086,0.78500685,2.35759286,-0.00229546,0.01479366,0.03448950,-0.04002627,-22.32967626,-0.60329686,-0.04002627,-22.32967626,-0.60329686,-0.03187290,-22.31637844,-0.52289179,-0.00036039,0.00027840,-0.00154279,-0.00156726,-0.01590840,-0.03591534
0.310,-0.00043114,0.78527374,2.35603534,-0.00411748,-0.00118826,-0.00151987,-0.02585992,-0.00746293,-0.00954561,-0.00005271,0.78514417,2.35783775,-0.00226777,0.01452827,0.03198934,-0.04441365,-22.35271666,-0.61856724,-0.04441365,-22.35271666,-0.61856724,-0.03584561,-22.32182596,-0.57878391,-0.00037843,0.00012957,-0.00180241,-0.00184971,-0.01571653,-0.03350921
0.320,-0.00047362,0.78526148,2.35601966,-0.00437990,-0.00126400,-0.00161674,-0.02662440,-0.00768355,-0.00982780,-0.00007437,0.78528549,2.35801649,-0.00224219,0.01442931,0.02846059,-0.04900724,-22.38264928,-0.61383947,-0.04900724,-22.38264928,-0.61383947,-0.04002627,-22.33674249,-0.61223402,-0.00039925,-0.00002401,-0.00199683,-0.00213771,-0.01569331,-0.03007733
0.330,-0.00051877,0.78524845,2.35600300,-0.00464995,-0.00134193,-0.00171642,-0.02738461,-0.00790294,-0.01010841,-0.00009586,0.78543063,2.35812793,-0.00221905,0.01445047,0.02413153,-0.05380548,-22.41781857,-0.59121419,-0.05380548,-22.41781857,-0.59121419,-0.04441365,-22.35997362,-0.62413941,-0.00042291,-0.00018218,-0.00212493,-0.00243090,-0.01579240,-0.02584795
0.340,-0.00056665,0.78523463,2.35598532,-0.00492758,-0.00142205,-0.00181890,-0.02814055,-0.00812110,-0.01038745,-0.00011724,0.78557890,2.35817353,-0.00219869,0.01454443,0.01923869,-0.05880454,-22.45643585,-0.55326838,-0.05880454,-22.45643585,-0.55326838,-0.04900724,-22.39006243,-0.61611956,-0.00044941,-0.00034427,-0.00218821,-0.00272889,-0.01596648,-0.02105759
0.350,-0.00061734,0.78522000,2.35596661,-0.00521275,-0.00150435,-0.00192417,-0.02889223,-0.00833803,-0.01066492,-0.00013854,0.78572916,2.35815706,-0.00218156,0.01466494,0.01401718,-0.06400063,-22.49666227,-0.50290735,-0.06400063,-22.49666227,-0.50290735,-0.05380548,-22.42533181,-0.59039052,-0.00047880,-0.00050916,-0.00219045,-0.00303119,-0.01616929,-0.01594135
0.360,-0.00067093,0.78520454,2.35594683,-0.00550541,-0.00158881,-0.00203220,-0.02963966,-0.00855373,-0.01094081,-0.00015982,0.78587996,2.35808422,-0.00216816,0.01476859,0.00869195,-0.06938917,-22.53668759,-0.44323182,-0.06938917,-22.53668759,-0.44323182,-0.05880454,-22.46397562,-0.54962651,-0.00051111,-0.00067542,-0.00213739,-0.00333725,-0.01635740,-0.01072415
0.370,-0.00072748,0.78518822,2.35592596,-0.00580553,-0.00167542,-0.00214298,-0.03038285,-0.00876820,-0.01121515,-0.00018114,0.78602955,2.35796227,-0.00215906,0.01481630,0.00347022,-0.07496312,-22.57480352,-0.37739500,-0.07496312,-22.57480352,-0.37739500,-0.06400063,-22.50414199,-0.49680986,-0.00054634,-0.00084133,-0.00203631,-0.00364647,-0.01649172,-0.00561320
0.380,-0.00078706,0.78517102,2.35590396,-0.00611305,-0.00176417,-0.00225650,-0.03112180,-0.00898146,-0.01148791,-0.00020256,0.78617604,2.35779958,-0.00215488,0.01477456,-0.00146473,-0.08071445,-22.60945986,-0.30848282,-0.08071445,-22.60945986,-0.30848282,-0.06938917,-22.54401225,-0.43509704,-0.00058450,-0.00100502,-0.00189562,-0.00395817,-0.01653873,-0.00079177
0.390,-0.00084976,0.78515293,2.35588082,-0.00642795,-0.00185505,-0.00237273,-0.03185652,-0.00919349,-0.01175912,-0.00022417,0.78631746,2.35760519,-0.00215631,0.01461626,-0.00595823,-0.08663552,-22.63931339,-0.23939495,-0.08663552,-22.63931339,-0.23939495,-0.07496312,-22.58187421,-0.36767563,-0.00062559,-0.00116453,-0.00172437,-0.00427164,-0.01647131,0.00358550
0.400,-0.00091565,0.78513392,2.35585650,-0.00675017,-0.00194804,-0.00249167,-0.03258702,-0.00940431,-0.01202877,-0.00024604,0.78645182,2.35738844,-0.00216409,0.01432131,-0.00988749,-0.09271622,-22.66327007,-0.17276025,-0.09271622,-22.66327007,-0.17276025,-0.08071445,-22.61617808,-0.29764519,-0.00066961,-0.00131790,-0.00153194,-0.00458608,-0.01626935,0.00739582
0.410,-0.00098479,0.78511396,2.35583098,-0.00707967,-0.00204313,-0.00261330,-0.03331331,-0.00961391,-0.01229686,-0.00026828,0.78657725,2.35715853,-0.00217896,0.01387679,-0.01316321,-0.09894535,-22.68050562,-0.11085415,-0.09894535,-22.68050562,-0.11085415,-0.08663552,-22.64558502,-0.22789977,-0.00071651,-0.00146329,-0.00132755,-0.00490071,-0.01591992,0.01054991
0.420,-0.00105726,0.78509305,2.35580422,-0.00741642,-0.00214031,-0.00273760,-0.03403539,-0.00982229,-0.01256340,-0.00029098,0.78669203,2.35692424,-0.00220173,0.01327697,-0.01572987,-0.10531213,-22.69047043,-0.05555035,-0.10531213,-22.69047043,-0.05555035,-0.09271622,-22.66900881,-0.16104532,-0.00076628,-0.00159898,-0.00112002,-0.00521469,-0.01541728,0.01299227
0.430,-0.00113314,0.78507115,2.35577622,-0.00776037,-0.00223957,-0.00286457,-0.03475327,-0.01002947,-0.01282839,-0.00031425,0.78679463,2.35669355,-0.00223319,0.01252285,-0.01756467,-0.11180501,-22.69290318,-0.00827841,-0.11180501,-22.69290318,-0.00827841,-0.09894535,-22.68563587,-0.09931961,-0.00081889,-0.00172348,-0.00091733,-0.00552718,-0.01476242,0.01470010
0.440,-0.00121250,0.78504825,2.35574692,-0.00811147,-0.00234089,-0.00299417,-0.03546696,-0.01023543,-0.01309183,-0.00033822,0.78688382,2.35647347,-0.00227412,0.01162171,-0.01867528,-0.11841161,-22.68780536,0.02997575,-0.11841161,-22.68780536,0.02997575,-0.10531213,-22.69492957,-0.04454679,-0.00087428,-0.00183557,-0.00072655,-0.00583735,-0.01396260,0.01568111
0.450,-0.00129540,0.78502432,2.35571632,-0.00846969,-0.00244427,-0.00312640,-0.03617647,-0.01044019,-0.01335373,-0.00036301,0.78695861,2.35626987,-0.00232531,0.01058623,-0.01909668,-0.12511913,-22.67543171,0.05868185,-0.12511913,-22.67543171,0.05868185,-0.11180501,-22.69664309,0.00190203,-0.00093239,-0.00193429,-0.00055355,-0.00614438,-0.01303050,0.01597028
0.460,-0.00138191,0.78499936,2.35568439,-0.00883499,-0.00254969,-0.00326124,-0.03688180,-0.01064374,-0.01361409,-0.00038875,0.78701837,2.35608728,-0.00238750,0.00943367,-0.01888721,-0.13191515,-22.65625073,0.07773084,-0.13191515,-22.65625073,0.07773084,-0.11841161,-22.69079335,0.03910516,-0.00099316,-0.00201901,-0.00040289,-0.00644749,-0.01198336,0.01562597
0.470,-0.00147212,0.78497332,2.35565109,-0.00920731,-0.00265714,-0.00339867,-0.03758296,-0.01084609,-0.01387290,-0.00041558,0.78706276,2.35592893,-0.00246139,0.00818479,-0.01812412,-0.13878822,-22.63092752,0.08740135,-0.13878822,-22.63092752,0.08740135,-0.12511913,-22.67765078,0.06659926,-0.00105654,-0.00208944,-0.00027784,-0.00674592,-0.01084193,0.01472545
0.480,-0.00156608,0.78494621,2.35561641,-0.00958663,-0.00276661,-0.00353869,-0.03827996,-0.01104724,-0.01413019,-0.00044365,0.78709173,2.35579670,-0.00254764,0.00686284,-0.01689875,-0.14572569,-22.60026319,0.08831768,-0.14572569,-22.60026319,0.08831768,-0.13191515,-22.65769923,0.08434217,-0.00112243,-0.00214552,-0.00018029,-0.00703899,-0.00962945,0.01336006
0.490,-0.00166387,0.78491798,2.35558031,-0.00997290,-0.00287809,-0.00368127,-0.03897280,-0.01124719,-0.01438593,-0.00047309,0.78710554,2.35569120,-0.00264684,0.00549248,-0.01531172,-0.15271655,-22.56517836,0.08138481,-0.15271655,-22.56517836,0.08138481,-0.13878822,-22.63161823,0.09267667,-0.00119078,-0.00218756,-0.00011089,-0.00732606,-0.00837057,0.01163045
0.500,-0.00176556,0.78488864,2.35554277,-0.01036608,-0.00299155,-0.00382640,-0.03966150,-0.01144594,-0.01464015,-0.00050407,0.78710472,2.35561182,-0.00275954,0.00409879,-0.01346810,-0.15974999,-22.52664746,0.06773294,-0.15974999,-22.52664746,0.06773294,-0.14572569,-22.60022205,0.09228630,-0.00126149,-0.00221608,-0.00006905,-0.00760654,-0.00709034,0.00964170
0.510,-0.00187122,0.78485815,2.35550377,-0.01076612,-0.00310700,-0.00397407,-0.04034607,-0.01164350,-0.01489284,-0.00053673,0.78709000,2.35555695,-0.00288619,0.00270626,-0.01147292,-0.16681578,-22.48568289,0.04864962,-0.16681578,-22.48568289,0.04864962,-0.15271655,-22.56444270,0.08412850,-0.00133449,-0.00223185,-0.00005318,-0.00787993,-0.00581326,0.00749885
0.520,-0.00198091,0.78482649,2.35546328,-0.01117298,-0.00322442,-0.00412426,-0.04102650,-0.01183986,-0.01514401,-0.00057123,0.78706234,2.35552405,-0.00302719,0.00133802,-0.00942710,-0.17390406,-22.44328131,0.02551315,-0.17390406,-22.44328131,0.02551315,-0.15974999,-22.52526411,0.06937775,-0.00140968,-0.00223585,-0.00006077,-0.00814579,-0.00456244,0.00530284
0.530,-0.00209470,0.78479365,2.35542128,-0.01158663,-0.00334379,-0.00427694,-0.04170280,-0.01203504,-0.01539365,-0.00060773,0.78702280,2.35550991,-0.00318286,0.00001506,-0.00742388,-0.18100640,-22.40039295,-0.00026721,-0.18100640,-22.40039295,-0.00026721,-0.16681578,-22.48370599,0.04935673,-0.00148697,-0.00222915,-0.00008863,-0.00840377,-0.00335885,0.00314694
0.540,-0.00221266,0.78475961,2.35537773,-0.01200703,-0.00346511,-0.00443212,-0.04237500,-0.01222903,-0.01564178,-0.00064638,0.78697258,2.35551079,-0.00335345,-0.00124430,-0.00554594,-0.18811505,-22.35789743,-0.02731416,-0.18811505,-22.35789743,-0.02731416,-0.17390406,-22.44077012,0.02546921,-0.00156628,-0.00221297,-0.00013306,-0.00865358,-0.00222081,0.00111382
0.550,-0.00233486,0.78472434,2.35533263,-0.01243412,-0.00358837,-0.00458978,-0.04304308,-0.01242183,-0.01588838,-0.00068734,0.78691291,2.35552264,-0.00353914,-0.00242486,-0.00386315,-0.19522284,-22.31657914,-0.05432416,-0.19522284,-22.31657914,-0.05432416,-0.18100640,-22.39740968,-0.00085982,-0.00164752,-0.00218857,-0.00019001,-0.00889498,-0.00116351,-0.00072663
0.560,-0.00246137,0.78468784,2.35528593,-0.01286787,-0.00371355,-0.00474989,-0.04370706,-0.01261345,-0.01613348,-0.00073077,0.78684506,2.35554130,-0.00374007,-0.00351480,-0.00243105,-0.20232376,-22.27710158,-0.08012465,-0.20232376,-22.27710158,-0.08012465,-0.18811505,-22.35450511,-0.02824677,-0.00173060,-0.00215722,-0.00025537,-0.00912780,-0.00019875,-0.00231884
0.570,-0.00259224,0.78465007,2.35523762,-0.01330825,-0.00384063,-0.00491244,-0.04436695,-0.01280388,-0.01637706,-0.00077682,0.78677028,2.35556263,-0.00395628,-0.00450581,-0.00129003,-0.20941154,-22.24000963,-0.10369573,-0.20941154,-22.24000963,-0.10369573,-0.19522284,-22.31283973,-0.05539067,-0.00181542,-0.00212021,-0.00032501,-0.00935197,0.00066518,-0.00362241
0.580,-0.00272756,0.78461102,2.35518767,-0.01375520,-0.00396962,-0.00507742,-0.04502275,-0.01299314,-0.01661914,-0.00082564,0.78668973,2.35558272,-0.00418780,-0.00539303,-0.00046517,-0.21648222,-22.20571082,-0.12420406,-0.21648222,-22.20571082,-0.12420406,-0.20232376,-22.27307423,-0.08112937,-0.00190192,-0.00207871,-0.00039505,-0.00956740,0.00142341,-0.00461225
0.590,-0.00286737,0.78457067,2.35513607,-0.01420869,-0.00410049,-0.00524482,-0.04567448,-0.01318122,-0.01685971,-0.00087739,0.78660452,2.35559801,-0.00443459,-0.00617494,0.00003334,-0.22353035,-22.17448023,-0.14101289,-0.22353035,-22.17448023,-0.14101289,-0.20941154,-22.23574929,-0.10446016,-0.00198998,-0.00203385,-0.00046194,-0.00977410,0.00207445,-0.00527816
0.600,-0.00301175,0.78452900,2.35508277,-0.01466867,-0.00423324,-0.00541461,-0.04632213,-0.01336813,-0.01709877,-0.00093222,0.78651565,2.35560537,-0.00469657,-0.00685309,0.00020916,-0.23055274,-22.14646545,-0.15369741,-0.23055274,-22.14646545,-0.15369741,-0.21648222,-22.20126705,-0.12457237,-0.00207953,-0.00198665,-0.00052260,-0.00997210,0.00261985,-0.00562377
0.610,-0.00316076,0.78448600,2.35502776,-0.01513512,-0.00436785,-0.00558679,-0.04696572,-0.01355387,-0.01733634,-0.00099027,0.78642397,2.35560224,-0.00497366,-0.00743174,0.00007843,-0.23754606,-22.12169176,-0.16203129,-0.23754606,-22.12169176,-0.16203129,-0.22353035,-22.16989638,-0.14085600,-0.00217049,-0.00193797,-0.00057448,-0.01016146,0.00306389,-0.00566522
0.620,-0.00331447,0.78444164,2.35497103,-0.01560798,-0.00450431,-0.00576133,-0.04760525,-0.01373843,-0.01757241,-0.00105169,0.78633022,2.35558660,-0.00526571,-0.00791745,-0.00033210,-0.24450738,-22.10008170,-0.16598216,-0.24450738,-22.10008170,-0.16598216,-0.23055274,-22.14177817,-0.15291557,-0.00226278,-0.00188858,-0.00061557,-0.01034227,0.00341314,-0.00542923
0.630,-0.00347295,0.78439590,2.35491253,-0.01608721,-0.00464262,-0.00593823,-0.04824074,-0.01392182,-0.01780698,-0.00111662,0.78623500,2.35555708,-0.00557259,-0.00831859,-0.00098700,-0.25143432,-22.08146445,-0.16570188,-0.25143432,-22.08146445,-0.16570188,-0.23754606,-22.11693074,-0.16055542,-0.00235633,-0.00183910,-0.00064455,-0.01051462,0.00367597,-0.00495123
0.640,-0.00363624,0.78434878,2.35485225,-0.01657278,-0.00478275,-0.00611747,-0.04887218,-0.01410405,-0.01804007,-0.00118521,0.78613876,2.35551292,-0.00589414,-0.00864492,-0.00184444,-0.25832334,-22.06558953,-0.16149232,-0.25832334,-22.06558953,-0.16149232,-0.24450738,-22.09526976,-0.16377379,-0.00245103,-0.00178998,-0.00066067,-0.01067864,0.00386217,-0.00427303
0.650,-0.00380442,0.78430024,2.35479017,-0.01706464,-0.00492469,-0.00629903,-0.04949960,-0.01428512,-0.01827166,-0.00125759,0.78604183,2.35545392,-0.00623020,-0.00890701,-0.00285832,-0.26517288,-22.05215903,-0.15378701,-0.26517288,-22.05215903,-0.15378701,-0.25143432,-22.07661780,-0.16275189,-0.00254683,-0.00174159,-0.00066375,-0.01083444,0.00398232,-0.00344071
