t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_delan_1,tau_delan_2,tau_delan_3,tau_dnn_1,tau_dnn_2,tau_dnn_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3,gru_active
0.100,0.00000219,0.78539741,2.35619583,0.00006544,-0.00002268,0.00004017,0.00130232,-0.00045130,0.00079945,-0.00062651,0.79304377,2.35246810,-0.00046589,0.00691666,-0.00459866,0.00609938,-21.86233139,-0.00117326,0.00609938,-21.86233139,-0.00117326,0.01049972,-0.22601510,0.06009521,0.01659910,-22.08834649,0.05892195,0.01516819,-22.09511730,0.06495210,0.00062870,-0.00764636,0.00372773,0.00053133,-0.00693934,0.00463883,0
0.110,0.00000291,0.78539716,2.35619628,0.00007911,-0.00002741,0.00004856,0.00143039,-0.00049568,0.00087806,-0.00062841,0.79308218,2.35247281,-0.00039700,0.00614771,-0.00333132,0.00686186,-21.86250496,-0.00113223,0.00686186,-21.86250496,-0.00113223,0.01042927,-0.22317583,0.05689623,0.01729113,-22.08568079,0.05576400,0.01589136,-22.09264939,0.06162664,0.00063132,-0.00768502,0.00372347,0.00047611,-0.00617512,0.00337988,0
0.120,0.00000377,0.78539686,2.35619681,0.00009405,-0.00003259,0.00005773,0.00155806,-0.00053992,0.00095643,-0.00062953,0.79311252,2.35249027,-0.00032572,0.00536920,-0.00206195,0.00762242,-21.86268616,-0.00109082,0.00762242,-21.86268616,-0.00109082,0.01034691,-0.22009050,0.05352930,0.01796933,-22.08277666,0.05243848,0.01659910,-22.08986332,0.05804886,0.00063330,-0.00771566,0.00370654,0.00041977,-0.00540179,0.00211968,0
0.130,0.00000479,0.78539650,2.35619743,0.00011027,-0.00003821,0.00006769,0.00168534,-0.00058403,0.00103457,-0.00062985,0.79313490,2.35251995,-0.00025237,0.00458631,-0.00080453,0.00838067,-21.86286354,-0.00105169,0.00838067,-21.86286354,-0.00105169,0.01025342,-0.21678805,0.05003660,0.01863410,-22.07965159,0.04898491,0.01729113,-22.08679962,0.05428014,0.00063464,-0.00773840,0.00367748,0.00036264,-0.00462452,0.00087222,0
0.140,0.00000598,0.78539609,2.35619816,0.00012776,-0.00004427,0.00007843,0.00181223,-0.00062800,0.00111246,-0.00062937,0.79314943,2.35256127,-0.00017720,0.00380318,0.00042972,0.00913606,-21.86304283,-0.00101052,0.00913606,-21.86304283,-0.00101052,0.01014930,-0.21329191,0.04645374,0.01928537,-22.07633475,0.04544321,0.01796933,-22.08350356,0.05037225,0.00063535,-0.00775334,0.00363689,0.00030496,-0.00384745,-0.00035129,0
0.150,0.00000735,0.78539562,2.35619900,0.00014651,-0.00005077,0.00008994,0.00193873,-0.00067184,0.00119011,-0.00062807,0.79315626,2.35261365,-0.00010042,0.00302313,0.00163183,0.00988958,-21.86321640,-0.00096942,0.00988958,-21.86321640,-0.00096942,0.01003495,-0.20962216,0.04281077,0.01992453,-22.07283856,0.04184134,0.01863410,-22.07999307,0.04636582,0.00063542,-0.00776064,0.00358535,0.00024693,-0.00307390,-0.00154189,0
0.160,0.00000892,0.78539507,2.35619996,0.00016653,-0.00005771,0.00010223,0.00206484,-0.00071554,0.00126753,-0.00062595,0.79315552,2.35267649,-0.00002220,0.00224881,0.00279468,0.01064097,-21.86339760,-0.00092850,0.01064097,-21.86339760,-0.00092850,0.00991087,-0.20579601,0.03913357,0.02055184,-22.06919361,0.03820507,0.01928537,-22.07629768,0.04230161,0.00063487,-0.00776045,0.00352347,0.00018873,-0.00230652,-0.00269245,0
0.170,0.00001069,0.78539446,2.35620105,0.00018781,-0.00006508,0.00011529,0.00219056,-0.00075910,0.00134470,-0.00062299,0.79314735,2.35274915,0.00005731,0.00148239,0.00391258,0.01138963,-21.86357689,-0.00088860,0.01138963,-21.86357689,-0.00088860,0.00977722,-0.20182728,0.03544445,0.02116685,-22.06540417,0.03455585,0.01992453,-22.07243012,0.03820819,0.00063368,-0.00775289,0.00345190,0.00013050,-0.00154747,-0.00379729,0
0.180,0.00001268,0.78539377,2.35620227,0.00021034,-0.00007289,0.00012912,0.00231589,-0.00080254,0.00142163,-0.00061919,0.79313191,2.35283101,0.00013799,0.00072561,0.00498110,0.01213595,-21.86375999,-0.00084379,0.01213595,-21.86375999,-0.00084379,0.00963438,-0.19772897,0.03176269,0.02177033,-22.06148896,0.03091890,0.02055184,-22.06842124,0.03411174,0.00063187,-0.00773814,0.00337126,0.00007235,-0.00079850,-0.00485198,0
0.190,0.00001490,0.78539300,2.35620364,0.00023412,-0.00008113,0.00014372,0.00244083,-0.00084583,0.00149833,-0.00061454,0.79310933,2.35292145,0.00021975,-0.00002010,0.00599677,0.01288010,-21.86394310,-0.00080204,0.01288010,-21.86394310,-0.00080204,0.00948260,-0.19351200,0.02810543,0.02236270,-22.05745510,0.02730340,0.02116685,-22.06427555,0.03003397,0.00062944,-0.00771633,0.00328219,0.00001437,-0.00006103,-0.00585305,0
0.200,0.00001736,0.78539215,2.35620515,0.00025916,-0.00008981,0.00015909,0.00256538,-0.00088899,0.00157479,-0.00060903,0.79307979,2.35301983,0.00030249,-0.00075357,0.00695695,0.01362204,-21.86411858,-0.00075979,0.01362204,-21.86411858,-0.00075979,0.00932213,-0.18918617,0.02448735,0.02294418,-22.05330474,0.02372756,0.02177033,-22.06001197,0.02600016,0.00062639,-0.00768764,0.00318532,-0.00004333,0.00066376,-0.00679786,0
0.210,0.00002009,0.78539120,2.35620682,0.00028543,-0.00009891,0.00017521,0.00268954,-0.00093202,0.00165100,-0.00060266,0.79304345,2.35312551,0.00038612,-0.00147385,0.00785968,0.01436135,-21.86430359,-0.00071569,0.01436135,-21.86430359,-0.00071569,0.00915342,-0.18476069,0.02092179,0.02351478,-22.04906428,0.02020610,0.02236270,-22.05563776,0.02201946,0.00062275,-0.00765225,0.00308131,-0.00010069,0.00137494,-0.00768447,0
0.220,0.00002308,0.78539017,2.35620866,0.00031294,-0.00010845,0.00019210,0.00281331,-0.00097491,0.00172698,-0.00059542,0.79300046,2.35323786,0.00047058,-0.00218012,0.00870357,0.01509877,-21.86449051,-0.00067436,0.01509877,-21.86449051,-0.00067436,0.00897641,-0.18024324,0.01742059,0.02407518,-22.04473375,0.01674623,0.02294418,-22.05115526,0.01810993,0.00061850,-0.00761029,0.00297080,-0.00015764,0.00207167,-0.00851147,0
0.230,0.00002635,0.78538903,2.35621067,0.00034170,-0.00011841,0.00020975,0.00293670,-0.00101767,0.00180272,-0.00058731,0.79295099,2.35335626,0.00055579,-0.00287175,0.00948773,0.01583362,-21.86467552,-0.00063157,0.01583362,-21.86467552,-0.00063157,0.00879145,-0.17564185,0.01399408,0.02462507,-22.04031737,0.01336252,0.02351478,-22.04659096,0.01428601,0.00061366,-0.00756196,0.00285441,-0.00021409,0.00275334,-0.00927798,0
0.240,0.00002992,0.78538780,2.35621285,0.00037168,-0.00012880,0.00022816,0.00305969,-0.00106029,0.00187823,-0.00057831,0.79289522,2.35348009,0.00064169,-0.00354820,0.01021165,0.01656617,-21.86486816,-0.00058811,0.01656617,-21.86486816,-0.00058811,0.00859885,-0.17096296,0.01065154,0.02516502,-22.03583112,0.01006343,0.02407518,-22.04194498,0.01055453,0.00060823,-0.00750742,0.00273276,-0.00027001,0.00341940,-0.00998349,0
0.250,0.00003379,0.78538646,2.35621523,0.00040289,-0.00013961,0.00024732,0.00318230,-0.00110278,0.00195349,-0.00056843,0.79283330,2.35360875,0.00072823,-0.00420901,0.01087519,0.01729668,-21.86505318,-0.00054174,0.01729668,-21.86505318,-0.00054174,0.00839868,-0.16621346,0.00740159,0.02569536,-22.03126664,0.00685985,0.02462507,-22.03722164,0.00692962,0.00060222,-0.00744684,0.00260648,-0.00032534,0.00406940,-0.01062787,0
0.260,0.00003798,0.78538500,2.35621780,0.00043532,-0.00015085,0.00026723,0.00330453,-0.00114513,0.00202852,-0.00055767,0.79276542,2.35374164,0.00081534,-0.00485384,0.01147851,0.01802454,-21.86524391,-0.00049735,0.01802454,-21.86524391,-0.00049735,0.00819127,-0.16139970,0.00425144,0.02621581,-22.02664361,0.00375409,0.02516502,-22.03243696,0.00341919,0.00059565,-0.00738042,0.00247616,-0.00038002,0.00470299,-0.01121128,0
0.270,0.00004250,0.78538344,2.35622058,0.00046898,-0.00016252,0.00028789,0.00342637,-0.00118735,0.00210331,-0.00054601,0.79269174,2.35387816,0.00090297,-0.00548239,0.01202205,0.01875022,-21.86543465,-0.00045339,0.01875022,-21.86543465,-0.00045339,0.00797684,-0.15652694,0.00120788,0.02672706,-22.02196158,0.00075449,0.02569536,-22.02758262,0.00003352,0.00058851,-0.00730830,0.00234242,-0.00043399,0.00531987,-0.01173416,0
0.280,0.00004736,0.78538175,2.35622356,0.00050385,-0.00017460,0.00030929,0.00354782,-0.00122944,0.00217787,-0.00053346,0.79261243,2.35401776,0.00099106,-0.00609442,0.01250646,0.01947383,-21.86562729,-0.00040691,0.01947383,-21.86562729,-0.00040691,0.00775556,-0.15160127,-0.00172347,0.02722939,-22.01722855,-0.00213038,0.02621581,-22.02267836,-0.00322576,0.00058082,-0.00723068,0.00220580,-0.00048721,0.00591982,-0.01219717,0
0.290,0.00005258,0.78537994,2.35622677,0.00053993,-0.00018711,0.00033144,0.00366888,-0.00127140,0.00225219,-0.00052000,0.79252768,2.35415987,0.00107958,-0.00668975,0.01293261,0.02019474,-21.86581993,-0.00036164,0.02019474,-21.86581993,-0.00036164,0.00752780,-0.14662775,-0.00453710,0.02772254,-22.01244768,-0.00489875,0.02672706,-22.01772371,-0.00635104,0.00057258,-0.00714774,0.00206690,-0.00053965,0.00650264,-0.01260117,0
0.300,0.00005816,0.78537801,2.35623019,0.00057722,-0.00020003,0.00035434,0.00378956,-0.00131322,0.00232627,-0.00050565,0.79243764,2.35430395,0.00116846,-0.00726825,0.01330153,0.02091343,-21.86601830,-0.00031394,0.02091343,-21.86601830,-0.00031394,0.00729362,-0.14161126,-0.00722886,0.02820705,-22.00762956,-0.00754280,0.02722939,-22.01272667,-0.00933453,0.00056381,-0.00705963,0.00192624,-0.00059124,0.00706822,-0.01294719,0
0.310,0.00006413,0.78537594,2.35623386,0.00061572,-0.00021337,0.00037797,0.00390986,-0.00135490,0.00240011,-0.00049040,0.79234249,2.35444949,0.00125765,-0.00782983,0.01361443,0.02163013,-21.86621857,-0.00026718,0.02163013,-21.86621857,-0.00026718,0.00705354,-0.13655713,-0.00979445,0.02868367,-22.00277570,-0.01006163,0.02772254,-22.00769040,-0.01217531,0.00055453,-0.00696655,0.00178437,-0.00064193,0.00761646,-0.01323646,0
0.320,0.00007048,0.78537374,2.35623776,0.00065542,-0.00022713,0.00040234,0.00402977,-0.00139646,0.00247372,-0.00047425,0.79224241,2.35459596,0.00134713,-0.00837442,0.01387266,0.02234474,-21.86642075,-0.00021956,0.02234474,-21.86642075,-0.00021956,0.00680746,-0.13146967,-0.01223089,0.02915220,-21.99789042,-0.01245045,0.02820705,-22.00262546,-0.01486646,0.00054473,-0.00686867,0.00164180,-0.00069171,0.00814729,-0.01347032,0
0.330,0.00007724,0.78537140,2.35624190,0.00069632,-0.00024130,0.00042744,0.00414930,-0.00143788,0.00254709,-0.00045719,0.79213756,2.35474289,0.00143683,-0.00890200,0.01407767,0.02305655,-21.86661911,-0.00017144,0.02305655,-21.86661911,-0.00017144,0.00655591,-0.12635348,-0.01453540,0.02961246,-21.99297259,-0.01470684,0.02868367,-21.99753333,-0.01740798,0.00053443,-0.00676616,0.00149901,-0.00074051,0.00866070,-0.01365023,0
0.340,0.00008441,0.78536891,2.35624631,0.00073841,-0.00025588,0.00045328,0.00426844,-0.00147916,0.00262023,-0.00043922,0.79202812,2.35488980,0.00152671,-0.00941257,0.01423105,0.02376610,-21.86682701,-0.00012156,0.02376610,-21.86682701,-0.00012156,0.00629894,-0.12121304,-0.01670541,0.03006505,-21.98804005,-0.01682698,0.02915220,-21.99241828,-0.01979604,0.00052363,-0.00665921,0.00135651,-0.00078830,0.00915669,-0.01377777,0
0.350,0.00009201,0.78536628,2.35625097,0.00078168,-0.00027088,0.00047985,0.00438720,-0.00152032,0.00269314,-0.00042036,0.79191425,2.35503625,0.00161673,-0.00990615,0.01433446,0.02447340,-21.86703300,-0.00007250,0.02447340,-21.86703300,-0.00007250,0.00603693,-0.11605223,-0.01873955,0.03051033,-21.98308523,-0.01881205,0.02961246,-21.98727914,-0.02202920,0.00051237,-0.00654797,0.00121472,-0.00083505,0.00963527,-0.01385461,0
0.360,0.00010005,0.78536349,2.35625591,0.00082615,-0.00028629,0.00050714,0.00450558,-0.00156134,0.00276580,-0.00040058,0.79179612,2.35518180,0.00170685,-0.01038281,0.01438969,0.02517881,-21.86723900,-0.00001930,0.02517881,-21.86723900,-0.00001930,0.00577015,-0.11087541,-0.02063629,0.03094896,-21.97811441,-0.02065559,0.03006505,-21.98213366,-0.02410466,0.00050063,-0.00643263,0.00107411,-0.00088070,0.01009652,-0.01388255,0
0.370,0.00010854,0.78536055,2.35626112,0.00087179,-0.00030211,0.00053516,0.00462358,-0.00160223,0.00283824,-0.00037991,0.79167390,2.35532605,0.00179703,-0.01084261,0.01439855,0.02588161,-21.86744881,0.00002892,0.02588161,-21.86744881,0.00002892,0.00549878,-0.10568612,-0.02239501,0.03138039,-21.97313492,-0.02236609,0.03051033,-21.97697422,-0.02602463,0.00048845,-0.00631335,0.00093507,-0.00092524,0.01054050,-0.01386339,0
0.380,0.00011749,0.78535745,2.35626661,0.00091862,-0.00031833,0.00056390,0.00474119,-0.00164299,0.00291044,-0.00035833,0.79154776,2.35546861,0.00188723,-0.01128565,0.01436297,0.02658205,-21.86766434,0.00007927,0.02658205,-21.86766434,0.00007927,0.00522310,-0.10048819,-0.02401535,0.03180514,-21.96815253,-0.02393608,0.03094896,-21.97180702,-0.02778370,0.00047582,-0.00619031,0.00079800,-0.00096861,0.01096732,-0.01379907,0
0.390,0.00012691,0.78535418,2.35627240,0.00096662,-0.00033497,0.00059337,0.00485843,-0.00168361,0.00298240,-0.00033585,0.79141784,2.35560912,0.00197740,-0.01171204,0.01428489,0.02728034,-21.86788177,0.00013446,0.02728034,-21.86788177,0.00013446,0.00494332,-0.09528552,-0.02549712,0.03222366,-21.96316729,-0.02536265,0.03138039,-21.96663932,-0.02939141,0.00046276,-0.00606366,0.00066328,-0.00101078,0.01137707,-0.01369152,0
0.400,0.00013683,0.78535075,2.35627848,0.00101579,-0.00035200,0.00062355,0.00497528,-0.00172411,0.00305413,-0.00031247,0.79128433,2.35574722,0.00206752,-0.01212191,0.01416631,0.02797658,-21.86810303,0.00018596,0.02797658,-21.86810303,0.00018596,0.00466000,-0.09008107,-0.02684103,0.03263657,-21.95818409,-0.02665507,0.03180514,-21.96147677,-0.03084137,0.00044930,-0.00593358,0.00053126,-0.00105173,0.01176991,-0.01354276,0
0.410,0.00014723,0.78534714,2.35628487,0.00106612,-0.00036945,0.00065445,0.00509175,-0.00176447,0.00312563,-0.00028820,0.79114737,2.35588261,0.00215754,-0.01251540,0.01400929,0.02867060,-21.86832047,0.00024047,0.02867060,-21.86832047,0.00024047,0.00437291,-0.08487875,-0.02804773,0.03304350,-21.95319921,-0.02780725,0.03222366,-21.95631936,-0.03213177,0.00043543,-0.00580023,0.00040226,-0.00109142,0.01214595,-0.01335484,0
0.420,0.00015815,0.78534336,2.35629157,0.00111762,-0.00038729,0.00068606,0.00520784,-0.00180470,0.00319689,-0.00026302,0.79100712,2.35601496,0.00224743,-0.01289267,0.01381590,0.02936190,-21.86854362,0.00029431,0.02936190,-21.86854362,0.00029431,0.00408278,-0.07968132,-0.02911849,0.03344468,-21.94822494,-0.02882418,0.03263657,-21.95117186,-0.03327294,0.00042117,-0.00566376,0.00027661,-0.00112981,0.01250538,-0.01312984,0
0.430,0.00016959,0.78533939,2.35629860,0.00117028,-0.00040554,0.00071839,0.00532355,-0.00184479,0.00326792,-0.00023696,0.79086375,2.35614402,0.00233716,-0.01325388,0.01358824,0.03005123,-21.86877060,0.00035178,0.03005123,-21.86877060,0.00035178,0.00378970,-0.07449241,-0.03005465,0.03384093,-21.94326301,-0.02970287,0.03304350,-21.94603045,-0.03425988,0.00040655,-0.00552436,0.00015458,-0.00116688,0.01284834,-0.01286985,0
0.440,0.00018156,0.78533525,2.35630594,0.00122409,-0.00042419,0.00075142,0.00543888,-0.00188476,0.00333872,-0.00021001,0.79071740,2.35626951,0.00242669,-0.01359922,0.01332842,0.03073851,-21.86900139,0.00040512,0.03073851,-21.86900139,0.00040512,0.00349390,-0.06931443,-0.03085842,0.03423241,-21.93831582,-0.03045330,0.03344468,-21.94090732,-0.03509866,0.00039157,-0.00538215,0.00003643,-0.00120260,0.01317503,-0.01257700,0
0.450,0.00019408,0.78533091,2.35631363,0.00127905,-0.00044324,0.00078516,0.00555383,-0.00192459,0.00340928,-0.00018217,0.79056822,2.35639120,0.00251599,-0.01392887,0.01303856,0.03142318,-21.86922836,0.00046405,0.03142318,-21.86922836,0.00046405,0.00319581,-0.06415093,-0.03153152,0.03461899,-21.93337930,-0.03106746,0.03384093,-21.93580410,-0.03578737,0.00037625,-0.00523731,-0.00007757,-0.00123694,0.01348563,-0.01225340,0
0.460,0.00020715,0.78532638,2.35632165,0.00133516,-0.00046268,0.00081961,0.00566840,-0.00196430,0.00347961,-0.00015345,0.79041636,2.35650887,0.00260504,-0.01424304,0.01272080,0.03210571,-21.86946869,0.00052242,0.03210571,-21.86946869,0.00052242,0.00289552,-0.05900437,-0.03207668,0.03500123,-21.92847306,-0.03155426,0.03423241,-21.93072305,-0.03633705,0.00036060,-0.00508998,-0.00018722,-0.00126988,0.01378036,-0.01190119,0
0.470,0.00022078,0.78532165,2.35633002,0.00139242,-0.00048252,0.00085475,0.00578260,-0.00200387,0.00354971,-0.00012385,0.79026198,2.35662234,0.00269380,-0.01454191,0.01237724,0.03278597,-21.86970711,0.00058022,0.03278597,-21.86970711,0.00058022,0.00259331,-0.05387768,-0.03249648,0.03537929,-21.92358479,-0.03191626,0.03461899,-21.92566003,-0.03674076,0.00034463,-0.00494033,-0.00029232,-0.00130138,0.01405939,-0.01152249,0
0.480,0.00023500,0.78531673,2.35633875,0.00145082,-0.00050276,0.00089060,0.00589641,-0.00204331,0.00361958,-0.00009337,0.79010521,2.35673142,0.00278224,-0.01482572,0.01201002,0.03346404,-21.86995125,0.00064137,0.03346404,-21.86995125,0.00064137,0.00228972,-0.04877315,-0.03279380,0.03575377,-21.91872440,-0.03215243,0.03500123,-21.92063449,-0.03700844,0.00032837,-0.00478848,-0.00039267,-0.00133142,0.01432296,-0.01111942,0
0.490,0.00024980,0.78531160,2.35634783,0.00151035,-0.00052339,0.00092714,0.00600985,-0.00208262,0.00368922,-0.00006202,0.78994619,2.35683597,0.00287034,-0.01509467,0.01162123,0.03414026,-21.87018967,0.00070191,0.03414026,-21.87018967,0.00070191,0.00198470,-0.04369370,-0.03297205,0.03612496,-21.91388336,-0.03227013,0.03537929,-21.91563403,-0.03714369,0.00031182,-0.00463459,-0.00048814,-0.00135999,0.01457128,-0.01069409,0
0.500,0.00026521,0.78530626,2.35635729,0.00157101,-0.00054441,0.00096438,0.00612291,-0.00212180,0.00375862,-0.00002981,0.78978507,2.35693585,0.00295807,-0.01534898,0.01121295,0.03481341,-21.87043953,0.00076443,0.03481341,-21.87043953,0.00076443,0.00167881,-0.03864169,-0.03303430,0.03649222,-21.90908122,-0.03226987,0.03575377,-21.91066843,-0.03714649,0.00029502,-0.00447881,-0.00057856,-0.00138706,0.01480457,-0.01024857,0
0.510,0.00028123,0.78530071,2.35636712,0.00163280,-0.00056582,0.00100232,0.00623560,-0.00216085,0.00382779,0.00000326,0.78962199,2.35703095,0.00304541,-0.01558889,0.01078723,0.03548476,-21.87068939,0.00082716,0.03548476,-21.87068939,0.00082716,0.00137218,-0.03361945,-0.03298433,0.03685694,-21.90430884,-0.03215717,0.03612496,-21.90572906,-0.03702517,0.00027797,-0.00432128,-0.00066383,-0.00141261,0.01502307,-0.00978491,0
0.520,0.00029787,0.78529494,2.35637734,0.00169572,-0.00058763,0.00104094,0.00634791,-0.00219977,0.00389674,0.00003719,0.78945707,2.35712118,0.00313234,-0.01581462,0.01034610,0.03615395,-21.87094498,0.00089012,0.03615395,-21.87094498,0.00089012,0.00106506,-0.02862949,-0.03282579,0.03721901,-21.89957447,-0.03193567,0.03649222,-21.90083532,-0.03678122,0.00026068,-0.00416213,-0.00074384,-0.00143662,0.01522699,-0.00930516,0
0.530,0.00031515,0.78528895,2.35638795,0.00175976,-0.00060982,0.00108025,0.00645984,-0.00223856,0.00396545,0.00007198,0.78929045,2.35720646,0.00321883,-0.01602639,0.00989155,0.03682082,-21.87120628,0.00095200,0.03682082,-21.87120628,0.00095200,0.00075785,-0.02367389,-0.03256265,0.03757867,-21.89488017,-0.03161065,0.03685694,-21.89597798,-0.03642111,0.00024317,-0.00400150,-0.00081851,-0.00145907,0.01541657,-0.00881130,0
0.540,0.00033307,0.78528274,2.35639895,0.00182492,-0.00063240,0.00112025,0.00657140,-0.00227722,0.00403393,0.00010761,0.78912226,2.35728673,0.00330486,-0.01622445,0.00942552,0.03748539,-21.87146759,0.00102136,0.03748539,-21.87146759,0.00102136,0.00045068,-0.01875477,-0.03219905,0.03793607,-21.89022236,-0.03117769,0.03721901,-21.89116516,-0.03594940,0.00022546,-0.00383952,-0.00088778,-0.00147994,0.01559205,-0.00830527,0
0.550,0.00035165,0.78527631,2.35641035,0.00189119,-0.00065536,0.00116093,0.00668258,-0.00231575,0.00410218,0.00014408,0.78895264,2.35736196,0.00339042,-0.01640902,0.00894993,0.03814803,-21.87173271,0.00108668,0.03814803,-21.87173271,0.00108668,0.00014394,-0.01387411,-0.03173913,0.03829197,-21.88560682,-0.03065245,0.03757867,-21.88639880,-0.03537223,0.00020757,-0.00367633,-0.00095161,-0.00149923,0.01575366,-0.00778900,0
