t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_delan_1,tau_delan_2,tau_delan_3,tau_dnn_1,tau_dnn_2,tau_dnn_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3,gru_active
0.130,0.00000297,0.78539731,2.35619317,0.00006838,-0.00001963,-0.00003039,0.00104634,-0.00030034,-0.00046504,0.00059902,0.77806461,2.35982007,0.00014961,-0.00274253,-0.00102349,0.00448624,-21.86290359,-0.00231695,0.00448624,-21.86290359,-0.00231695,-0.00911128,0.19713000,-0.04471690,-0.00462504,-21.66577359,-0.04703384,-0.00581226,-21.65890115,-0.05136682,-0.00059605,0.00733270,-0.00362690,-0.00008123,0.00272290,0.00099310,0
0.140,0.00000371,0.78539710,2.35619284,0.00007924,-0.00002275,-0.00003522,0.00112541,-0.00032303,-0.00050018,0.00059848,0.77806364,2.35976611,0.00009873,-0.00208121,-0.00211643,0.00495051,-21.86308289,-0.00237481,0.00495051,-21.86308289,-0.00237481,-0.00896921,0.19384152,-0.04130310,-0.00401870,-21.66924136,-0.04367791,-0.00522284,-21.66239489,-0.04763959,-0.00059477,0.00733346,-0.00357327,-0.00001949,0.00205846,0.00208121,0
0.150,0.00000456,0.78539685,2.35619246,0.00009089,-0.00002609,-0.00004040,0.00120427,-0.00034567,-0.00053523,0.00059746,0.77806901,2.35970273,0.00004853,-0.00142660,-0.00317182,0.00541342,-21.86326981,-0.00243395,0.00541342,-21.86326981,-0.00243395,-0.00881806,0.19042587,-0.03786209,-0.00340464,-21.67284394,-0.04029603,-0.00462504,-21.66604221,-0.04386485,-0.00059290,0.00732784,-0.00351027,0.00004236,0.00140051,0.00313142,0
0.160,0.00000553,0.78539658,2.35619203,0.00010333,-0.00002966,-0.00004592,0.00128293,-0.00036825,-0.00057019,0.00059597,0.77808059,2.35963051,-0.00000085,-0.00078051,-0.00418456,0.00587544,-21.86344719,-0.00249273,0.00587544,-21.86344719,-0.00249273,-0.00865811,0.18689598,-0.03441411,-0.00278268,-21.67655121,-0.03690684,-0.00401870,-21.66982025,-0.04006652,-0.00059044,0.00731599,-0.00343848,0.00010418,0.00075085,0.00413864,0
0.170,0.00000663,0.78539626,2.35619154,0.00011655,-0.00003345,-0.00005180,0.00136139,-0.00039077,-0.00060506,0.00059402,0.77809823,2.35955002,-0.00004930,-0.00014439,-0.00515065,0.00633627,-21.86363411,-0.00255093,0.00633627,-21.86363411,-0.00255093,-0.00848965,0.18326207,-0.03097695,-0.00215337,-21.68037204,-0.03352789,-0.00340464,-21.67372591,-0.03627157,-0.00058739,0.00729803,-0.00335848,0.00016585,0.00011094,0.00509885,0
0.180,0.00000786,0.78539591,2.35619100,0.00013056,-0.00003747,-0.00005802,0.00143965,-0.00041323,-0.00063985,0.00059163,0.77812178,2.35946186,-0.00009675,0.00048056,-0.00606702,0.00679578,-21.86382103,-0.00261312,0.00679578,-21.86382103,-0.00261312,-0.00831300,0.17953418,-0.02756579,-0.00151722,-21.68428685,-0.03017891,-0.00278268,-21.67772891,-0.03249879,-0.00058377,0.00727413,-0.00327086,0.00022731,-0.00051803,0.00600900,0
0.190,0.00000924,0.78539551,2.35619038,0.00014534,-0.00004172,-0.00006460,0.00151771,-0.00043564,-0.00067454,0.00058881,0.77815110,2.35936661,-0.00014311,0.00109337,-0.00693132,0.00725417,-21.86400986,-0.00267330,0.00725417,-21.86400986,-0.00267330,-0.00812826,0.17572039,-0.02419457,-0.00087409,-21.68828947,-0.02686788,-0.00215337,-21.68183794,-0.02876578,-0.00057957,0.00724441,-0.00317623,0.00028845,-0.00113509,0.00686672,0
0.200,0.00001077,0.78539507,2.35618970,0.00016091,-0.00004619,-0.00007152,0.00159557,-0.00045799,-0.00070914,0.00058557,0.77818603,2.35926488,-0.00018832,0.00169326,-0.00774185,0.00771101,-21.86419678,-0.00273585,0.00771101,-21.86419678,-0.00273585,-0.00793574,0.17182877,-0.02087490,-0.00022473,-21.69236801,-0.02361074,-0.00151722,-21.68603332,-0.02509217,-0.00057480,0.00720904,-0.00307518,0.00034923,-0.00173945,0.00767033,0
0.210,0.00001246,0.78539459,2.35618895,0.00017725,-0.00005088,-0.00007878,0.00167322,-0.00048028,-0.00074365,0.00058192,0.77822642,2.35915724,-0.00023232,0.00227959,-0.00849744,0.00816716,-21.86438560,-0.00279723,0.00816716,-21.86438560,-0.00279723,-0.00773563,0.16786640,-0.01761745,0.00043153,-21.69651921,-0.02041468,-0.00087409,-21.69030874,-0.02148578,-0.00056946,0.00716817,-0.00296829,0.00040957,-0.00233047,0.00841866,0
0.220,0.00001432,0.78539405,2.35618813,0.00019437,-0.00005579,-0.00008639,0.00175068,-0.00050251,-0.00077808,0.00057789,0.77827210,2.35904427,-0.00027506,0.00285182,-0.00919734,0.00862207,-21.86458015,-0.00286266,0.00862207,-21.86458015,-0.00286266,-0.00752810,0.16383929,-0.01443164,0.00109397,-21.70074086,-0.01729430,-0.00022473,-21.69465227,-0.01796223,-0.00056357,0.00712195,-0.00285614,0.00046943,-0.00290761,0.00911095,0
0.230,0.00001635,0.78539347,2.35618722,0.00021227,-0.00006093,-0.00009434,0.00182793,-0.00052468,-0.00081241,0.00057348,0.77832293,2.35892654,-0.00031648,0.00340954,-0.00984117,0.00907551,-21.86477089,-0.00292458,0.00907551,-21.86477089,-0.00292458,-0.00731346,0.15975396,-0.01132606,0.00176206,-21.70501693,-0.01425064,0.00043153,-21.69906055,-0.01452835,-0.00055713,0.00707054,-0.00273932,0.00052875,-0.00347047,0.00974683,0
0.240,0.00001857,0.78539283,2.35618624,0.00023093,-0.00006629,-0.00010264,0.00190498,-0.00054680,-0.00084666,0.00056872,0.77837874,2.35880462,-0.00035654,0.00395240,-0.01042889,0.00952763,-21.86496735,-0.00299045,0.00952763,-21.86496735,-0.00299045,-0.00709176,0.15561563,-0.00830789,0.00243587,-21.70935172,-0.01129834,0.00109397,-21.70353136,-0.01119827,-0.00055015,0.00701409,-0.00261838,0.00058747,-0.00401869,0.01032625,0
0.250,0.00002097,0.78539214,2.35618517,0.00025036,-0.00007186,-0.00011127,0.00198184,-0.00056886,-0.00088082,0.00056360,0.77843937,2.35867906,-0.00039520,0.00448014,-0.01096073,0.00997946,-21.86515999,-0.00305333,0.00997946,-21.86515999,-0.00305333,-0.00686344,0.15142992,-0.00538396,0.00311602,-21.71373006,-0.00843730,0.00176206,-21.70804860,-0.00797252,-0.00054263,0.00695277,-0.00249389,0.00064556,-0.00455200,0.01084946,0
0.260,0.00002358,0.78539140,2.35618401,0.00027057,-0.00007766,-0.00012025,0.00205849,-0.00059086,-0.00091488,0.00055816,0.77850467,2.35855039,-0.00043242,0.00499253,-0.01143715,0.01042913,-21.86536217,-0.00312157,0.01042913,-21.86536217,-0.00312157,-0.00662836,0.14720178,-0.00256018,0.00380077,-21.71816038,-0.00568176,0.00243587,-21.71261658,-0.00486514,-0.00053458,0.00688673,-0.00236638,0.00070299,-0.00507019,0.01131690,0
0.270,0.00002639,0.78539059,2.35618276,0.00029153,-0.00008368,-0.00012957,0.00213494,-0.00061281,-0.00094886,0.00055241,0.77857447,2.35841916,-0.00046815,0.00548943,-0.01185881,0.01087818,-21.86556053,-0.00318600,0.01087818,-21.86556053,-0.00318600,-0.00638704,0.14293554,0.00015829,0.00449115,-21.72262499,-0.00302771,0.00311602,-21.71722013,-0.00187539,-0.00052602,0.00681612,-0.00223640,0.00075968,-0.00557311,0.01172924,0
0.280,0.00002941,0.78538972,2.35618142,0.00031326,-0.00008992,-0.00013923,0.00221119,-0.00063469,-0.00098275,0.00054636,0.77864862,2.35828586,-0.00050237,0.00597072,-0.01222659,0.01132594,-21.86576462,-0.00325731,0.01132594,-21.86576462,-0.00325731,-0.00613960,0.13863600,0.00276695,0.00518634,-21.72712862,-0.00049036,0.00380077,-21.72186767,0.00098320,-0.00051695,0.00674110,-0.00210444,0.00081563,-0.00606064,0.01208736,0
0.290,0.00003266,0.78538879,2.35617998,0.00033576,-0.00009637,-0.00014923,0.00228724,-0.00065652,-0.00101655,0.00054003,0.77872695,2.35815099,-0.00053504,0.00643632,-0.01254149,0.01177277,-21.86596870,-0.00332454,0.01177277,-21.86596870,-0.00332454,-0.00588606,0.13430756,0.00526170,0.00588671,-21.73166115,0.00193717,0.00449115,-21.72654154,0.00371538,-0.00050737,0.00666184,-0.00197101,0.00087080,-0.00653269,0.01239226,0
0.300,0.00003613,0.78538779,2.35617843,0.00035901,-0.00010305,-0.00015956,0.00236310,-0.00067830,-0.00105027,0.00053344,0.77880931,2.35801505,-0.00056612,0.00688619,-0.01280467,0.01221795,-21.86617661,-0.00339375,0.01221795,-21.86617661,-0.00339375,-0.00562695,0.12995401,0.00763911,0.00659101,-21.73622260,0.00424535,0.00518634,-21.73124652,0.00630675,-0.00049731,0.00657848,-0.00183662,0.00092513,-0.00698924,0.01264511,0
0.310,0.00003984,0.78538673,2.35617678,0.00038302,-0.00010994,-0.00017023,0.00243875,-0.00070001,-0.00108389,0.00052660,0.77889553,2.35787850,-0.00059558,0.00732032,-0.01301743,0.01266230,-21.86638641,-0.00346396,0.01266230,-21.86638641,-0.00346396,-0.00536226,0.12557968,0.00989641,0.00730005,-21.74080674,0.00643245,0.00588671,-21.73597251,0.00876502,-0.00048676,0.00649120,-0.00170172,0.00097860,-0.00743026,0.01284720,0
0.320,0.00004379,0.78538559,2.35617503,0.00040778,-0.00011705,-0.00018124,0.00251420,-0.00072167,-0.00111742,0.00051953,0.77898547,2.35774177,-0.00062338,0.00773874,-0.01318115,0.01310542,-21.86659813,-0.00353761,0.01310542,-21.86659813,-0.00353761,-0.00509234,0.12118783,0.01203127,0.00801309,-21.74541030,0.00849366,0.00659101,-21.74071960,0.01108151,-0.00047574,0.00640012,-0.00156674,0.00103116,-0.00785579,0.01299991,0
0.330,0.00004800,0.78538439,2.35617316,0.00043330,-0.00012437,-0.00019258,0.00258946,-0.00074327,-0.00115087,0.00051225,0.77907897,2.35760531,-0.00064950,0.00814149,-0.01329733,0.01354745,-21.86680794,-0.00360831,0.01354745,-21.86680794,-0.00360831,-0.00481720,0.11678269,0.01404158,0.00873025,-21.75002525,0.01043327,0.00730005,-21.74548160,0.01325538,-0.00046425,0.00630542,-0.00143215,0.00108280,-0.00826586,0.01310475,0
0.340,0.00005246,0.78538311,2.35617117,0.00045957,-0.00013191,-0.00020425,0.00266452,-0.00076481,-0.00118423,0.00050478,0.77917587,2.35746953,-0.00067390,0.00852863,-0.01336755,0.01398805,-21.86702919,-0.00368475,0.01398805,-21.86702919,-0.00368475,-0.00453735,0.11236718,0.01592595,0.00945070,-21.75466201,0.01224120,0.00801309,-21.75025532,0.01528276,-0.00045232,0.00620724,-0.00129836,0.00113347,-0.00866054,0.01316330,0
0.350,0.00005719,0.78538175,2.35616907,0.00048659,-0.00013967,-0.00021626,0.00273937,-0.00078630,-0.00121750,0.00049713,0.77927602,2.35733482,-0.00069655,0.00890025,-0.01339346,0.01442752,-21.86725044,-0.00375878,0.01442752,-21.86725044,-0.00375878,-0.00425282,0.10794470,0.01768351,0.01017470,-21.75930575,0.01392473,0.00873025,-21.75503281,0.01716888,-0.00043994,0.00610573,-0.00116575,0.00118314,-0.00903992,0.01317720,0
0.360,0.00006219,0.78538031,2.35616685,0.00051436,-0.00014764,-0.00022860,0.00281403,-0.00080773,-0.00125068,0.00048933,0.77937927,2.35720155,-0.00071742,0.00925646,-0.01337680,0.01486592,-21.86746979,-0.00383633,0.01486592,-21.86746979,-0.00383633,-0.00396395,0.10351851,0.01931359,0.01090196,-21.76395127,0.01547726,0.00945070,-21.75982456,0.01890461,-0.00042714,0.00600104,-0.00103470,0.00123178,-0.00940410,0.01314820,0
0.370,0.00006748,0.78537879,2.35616450,0.00054287,-0.00015582,-0.00024128,0.00288849,-0.00082910,-0.00128377,0.00048140,0.77948548,2.35707008,-0.00073649,0.00959739,-0.01331934,0.01530325,-21.86769485,-0.00391501,0.01530325,-21.86769485,-0.00391501,-0.00367081,0.09909175,0.02081588,0.01163245,-21.76860310,0.01690087,0.01017470,-21.76461582,0.02049820,-0.00041392,0.00589331,-0.00090558,0.00127936,-0.00975321,0.01307806,0
0.380,0.00007305,0.78537719,2.35616202,0.00057213,-0.00016422,-0.00025428,0.00296276,-0.00085042,-0.00131678,0.00047334,0.77959448,2.35694075,-0.00075373,0.00992316,-0.01322290,0.01573949,-21.86791992,-0.00399169,0.01573949,-21.86791992,-0.00399169,-0.00337385,0.09466734,0.02219065,0.01236564,-21.77325258,0.01819896,0.01090196,-21.76940151,0.02194406,-0.00040029,0.00578271,-0.00077873,0.00132586,-0.01008738,0.01296862,0
0.390,0.00007893,0.78537551,2.35615941,0.00060213,-0.00017283,-0.00026761,0.00303682,-0.00087168,-0.00134970,0.00046519,0.77970614,2.35681386,-0.00076910,0.01023393,-0.01308937,0.01617442,-21.86815071,-0.00407315,0.01617442,-21.86815071,-0.00407315,-0.00307300,0.09024820,0.02343844,0.01310142,-21.77790251,0.01936529,0.01163245,-21.77418623,0.02324526,-0.00038626,0.00566937,-0.00065445,0.00137123,-0.01040676,0.01282176,0
0.400,0.00008510,0.78537374,2.35615667,0.00063286,-0.00018166,-0.00028127,0.00311069,-0.00089288,-0.00138253,0.00045696,0.77982032,2.35668971,-0.00078259,0.01052987,-0.01292063,0.01660817,-21.86838913,-0.00415470,0.01660817,-21.86838913,-0.00415470,-0.00276893,0.08583680,0.02456016,0.01383925,-21.78255233,0.02040546,0.01236564,-21.77896142,0.02440616,-0.00037186,0.00555342,-0.00053304,0.00141545,-0.01071153,0.01263936,0
0.410,0.00009158,0.78537188,2.35615379,0.00066434,-0.00019069,-0.00029526,0.00318435,-0.00091403,-0.00141527,0.00044867,0.77993687,2.35656859,-0.00079417,0.01081115,-0.01271861,0.01704103,-21.86862183,-0.00423857,0.01704103,-21.86862183,-0.00423857,-0.00246163,0.08143588,0.02555692,0.01457939,-21.78718595,0.02131835,0.01310142,-21.78373000,0.02542157,-0.00035709,0.00543501,-0.00041480,0.00145851,-0.01100184,0.01242335,0
0.420,0.00009839,0.78536992,2.35615076,0.00069655,-0.00019994,-0.00030958,0.00325783,-0.00093512,-0.00144792,0.00044034,0.78005565,2.35645074,-0.00080381,0.01107795,-0.01248526,0.01747226,-21.86886215,-0.00432051,0.01747226,-21.86886215,-0.00432051,-0.00215121,0.07704766,0.02643012,0.01532105,-21.79181449,0.02210961,0.01383925,-21.78849151,0.02629806,-0.00034195,0.00531427,-0.00029998,0.00150036,-0.01127789,0.01217568,0
0.430,0.00010552,0.78536788,2.35614759,0.00072949,-0.00020939,-0.00032422,0.00333110,-0.00095615,-0.00148049,0.00043200,0.78017653,2.35633639,-0.00081149,0.01133047,-0.01222253,0.01790286,-21.86910820,-0.00440827,0.01790286,-21.86910820,-0.00440827,-0.00183816,0.07267518,0.02718176,0.01606470,-21.79643302,0.02277349,0.01457939,-21.79322996,0.02703552,-0.00032648,0.00519135,-0.00018880,0.00154098,-0.01153986,0.01189831,0
0.440,0.00011298,0.78536573,2.35614428,0.00076317,-0.00021906,-0.00033919,0.00340418,-0.00097712,-0.00151297,0.00042365,0.78029938,2.35622577,-0.00081720,0.01156891,-0.01193238,0.01833186,-21.86935425,-0.00449730,0.01833186,-21.86935425,-0.00449730,-0.00152266,0.06831997,0.02781390,0.01680920,-21.80103428,0.02331660,0.01532105,-21.79795660,0.02764057,-0.00031067,0.00506635,-0.00008149,0.00158037,-0.01178797,0.01159319,0
0.450,0.00012078,0.78536349,2.35614081,0.00079758,-0.00022893,-0.00035448,0.00347706,-0.00099804,-0.00154536,0.00041533,0.78042405,2.35611907,-0.00082090,0.01179347,-0.01161677,0.01875995,-21.86960220,-0.00458599,0.01875995,-21.86960220,-0.00458599,-0.00120493,0.06398489,0.02832867,0.01755501,-21.80561732,0.02374268,0.01606470,-21.80266660,0.02810847,-0.00029455,0.00493944,0.00002174,0.00161848,-0.01202240,0.01126229,0
0.460,0.00012893,0.78536115,2.35613719,0.00083271,-0.00023902,-0.00037009,0.00354974,-0.00101891,-0.00157766,0.00040706,0.78055042,2.35601647,-0.00082257,0.01200438,-0.01127767,0.01918683,-21.86986160,-0.00467545,0.01918683,-21.86986160,-0.00467545,-0.00088521,0.05967177,0.02872881,0.01830162,-21.81018983,0.02405336,0.01680920,-21.80735282,0.02844679,-0.00027813,0.00481073,0.00012072,0.00165528,-0.01224340,0.01090758,0
0.470,0.00013744,0.78535871,2.35613341,0.00086857,-0.00024931,-0.00038603,0.00362222,-0.00103971,-0.00160988,0.00039885,0.78067836,2.35591812,-0.00082221,0.01220184,-0.01091703,0.01961250,-21.87011909,-0.00476802,0.01961250,-21.87011909,-0.00476802,-0.00056366,0.05538282,0.02901699,0.01904884,-21.81473628,0.02424896,0.01755501,-21.81201443,0.02866023,-0.00026141,0.00468035,0.00021529,0.00169078,-0.01245115,0.01053100,0
0.480,0.00014631,0.78535617,2.35612946,0.00090516,-0.00025981,-0.00040229,0.00369451,-0.00106046,-0.00164201,0.00039072,0.78080775,2.35582416,-0.00081978,0.01238608,-0.01053676,0.02003711,-21.87037659,-0.00486191,0.02003711,-21.87037659,-0.00486191,-0.00024065,0.05112002,0.02919609,0.01979645,-21.81925656,0.02433419,0.01830162,-21.81665923,0.02875133,-0.00024441,0.00454842,0.00030530,0.00172494,-0.01264589,0.01013447,0
0.490,0.00015555,0.78535352,2.35612536,0.00094246,-0.00027052,-0.00041887,0.00376661,-0.00108116,-0.00167405,0.00038270,0.78093846,2.35573471,-0.00081528,0.01255732,-0.01013878,0.02046064,-21.87064552,-0.00495711,0.02046064,-21.87064552,-0.00495711,0.00008358,0.04688509,0.02926961,0.02054422,-21.82376043,0.02431250,0.01904884,-21.82127180,0.02872138,-0.00022715,0.00441506,0.00039065,0.00175774,-0.01282784,0.00971991,0
0.500,0.00016516,0.78535076,2.35612109,0.00098049,-0.00028144,-0.00043577,0.00383850,-0.00110179,-0.00170600,0.00037482,0.78107037,2.35564988,-0.00080868,0.01271579,-0.00972497,0.02088274,-21.87091637,-0.00505657,0.02088274,-21.87091637,-0.00505657,0.00040871,0.04267989,0.02924067,0.02129145,-21.82823647,0.02418410,0.01979645,-21.82585217,0.02857596,-0.00020966,0.00428039,0.00047121,0.00178917,-0.01299723,0.00928920,0
0.510,0.00017516,0.78534789,2.35611664,0.00101923,-0.00029256,-0.00045299,0.00391020,-0.00112237,-0.00173787,0.00036708,0.78120337,2.35556974,-0.00079997,0.01286172,-0.00929719,0.02130400,-21.87118912,-0.00515370,0.02130400,-21.87118912,-0.00515370,0.00073467,0.03850630,0.02911266,0.02203867,-21.83268281,0.02395896,0.02054422,-21.83041019,0.02831942,-0.00019192,0.00414452,0.00054690,0.00181920,-0.01315428,0.00884420,0
0.520,0.00018555,0.78534490,2.35611202,0.00105869,-0.00030388,-0.00047053,0.00398171,-0.00114290,-0.00176965,0.00035951,0.78133733,2.35549436,-0.00078914,0.01299534,-0.00885727,0.02172388,-21.87146568,-0.00525506,0.02172388,-21.87146568,-0.00525506,0.00106110,0.03436583,0.02888944,0.02278498,-21.83709985,0.02363439,0.02129145,-21.83493457,0.02795285,-0.00017396,0.00400757,0.00061766,0.00184783,-0.01329922,0.00838674,0
0.530,0.00019633,0.78534181,2.35610723,0.00109886,-0.00031541,-0.00048838,0.00405302,-0.00116337,-0.00180134,0.00035214,0.78147214,2.35542380,-0.00077618,0.01311687,-0.00840698,0.02214289,-21.87174988,-0.00535929,0.02214289,-21.87174988,-0.00535929,0.00138764,0.03026063,0.02857481,0.02353053,-21.84148925,0.02321551,0.02203867,-21.83942355,0.02748703,-0.00015581,0.00386967,0.00068343,0.00187504,-0.01343228,0.00791860,0
0.540,0.00020753,0.78533860,2.35610226,0.00113975,-0.00032715,-0.00050656,0.00412413,-0.00118378,-0.00183295,0.00034498,0.78160770,2.35535809,-0.00076106,0.01322655,-0.00794808,0.02256073,-21.87203789,-0.00546210,0.02256073,-21.87203789,-0.00546210,0.00171441,0.02619182,0.02817252,0.02427514,-21.84584607,0.02271041,0.02278498,-21.84387765,0.02692007,-0.00013745,0.00373090,0.00074417,0.00190081,-0.01355370,0.00744152,0
0.550,0.00021913,0.78533526,2.35609710,0.00118135,-0.00033909,-0.00052504,0.00419505,-0.00120413,-0.00186447,0.00033806,0.78174389,2.35529724,-0.00074379,0.01332461,-0.00748227,0.02297756,-21.87232780,-0.00557002,0.02297756,-21.87232780,-0.00557002,0.00204073,0.02216081,0.02768654,0.02501829,-21.85016700,0.02211652,0.02353053,-21.84829865,0.02625793,-0.00011893,0.00359137,0.00079986,0.00192514,-0.01366370,0.00695723,0
