t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_delan_1,tau_delan_2,tau_delan_3,tau_dnn_1,tau_dnn_2,tau_dnn_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3,gru_active
0.130,0.00002177,0.78536759,2.35620839,0.00049935,-0.00070029,0.00031831,0.00758729,-0.01061158,0.00482344,0.00054768,0.77914309,2.35799389,0.00109860,-0.01248793,0.00636390,0.03907447,-21.93267250,-0.00907341,0.03907447,-21.93267250,-0.00907341,-0.00909356,0.21469922,-0.03834280,0.02998091,-21.71797328,-0.04741621,0.02377839,-21.70056838,-0.05181000,-0.00052591,0.00622450,-0.00178550,-0.00059925,0.01178764,-0.00604559,0
0.140,0.00002715,0.78536004,2.35621182,0.00057803,-0.00081029,0.00036831,0.00814744,-0.01138780,0.00517627,0.00055852,0.77903984,2.35802233,0.00109514,-0.01194734,0.00548398,0.04208564,-21.93808556,-0.00964047,0.04208564,-21.93808556,-0.00964047,-0.00901183,0.21385152,-0.03634499,0.03307382,-21.72423403,-0.04598546,0.02688222,-21.70673023,-0.05017090,-0.00053137,0.00632020,-0.00181051,-0.00051711,0.01113705,-0.00511567,0
0.150,0.00003335,0.78535136,2.35621577,0.00066229,-0.00092803,0.00042183,0.00870427,-0.01215837,0.00552653,0.00056953,0.77894183,2.35804265,0.00109658,-0.01141071,0.00462104,0.04507930,-21.94349480,-0.01020950,0.04507930,-21.94349480,-0.01020950,-0.00891887,0.21282571,-0.03426850,0.03616043,-21.73066908,-0.04447800,0.02998091,-21.71307286,-0.04843232,-0.00053618,0.00640953,-0.00182688,-0.00043429,0.01048268,-0.00419921,0
0.160,0.00004042,0.78534146,2.35622027,0.00075210,-0.00105344,0.00047884,0.00925779,-0.01292329,0.00587422,0.00058076,0.77884896,2.35805521,0.00110307,-0.01087980,0.00377976,0.04805636,-21.94889641,-0.01077737,0.04805636,-21.94889641,-0.01077737,-0.00881509,0.21163137,-0.03212938,0.03924128,-21.73726504,-0.04290675,0.03307382,-21.71959050,-0.04661342,-0.00054034,0.00649250,-0.00183494,-0.00035097,0.00982636,-0.00330092,0
0.170,0.00004841,0.78533026,2.35622535,0.00084743,-0.00118647,0.00053931,0.00980799,-0.01368259,0.00621936,0.00059225,0.77876111,2.35806038,0.00111469,-0.01035607,0.00296402,0.05101563,-21.95429039,-0.01134856,0.05101563,-21.95429039,-0.01134856,-0.00870080,0.21027692,-0.02994185,0.04231484,-21.74401347,-0.04129040,0.03616043,-21.72627665,-0.04473641,-0.00054384,0.00656915,-0.00183503,-0.00026726,0.00916960,-0.00242471,0
0.180,0.00005739,0.78531770,2.35623106,0.00094825,-0.00132707,0.00060321,0.01035490,-0.01443627,0.00656194,0.00060407,0.77867816,2.35805854,0.00113153,-0.00984074,0.00217705,0.05395806,-21.95968819,-0.01191872,0.05395806,-21.95968819,-0.01191872,-0.00857600,0.20877024,-0.02771836,0.04538206,-21.75091794,-0.03963708,0.03924128,-21.73311766,-0.04281481,-0.00054668,0.00663954,-0.00182748,-0.00018328,0.00851367,-0.00157384,0
0.190,0.00006740,0.78530370,2.35623743,0.00105452,-0.00147518,0.00067054,0.01089852,-0.01518435,0.00690198,0.00061627,0.77859999,2.35805009,0.00115366,-0.00933486,0.00142150,0.05688365,-21.96508598,-0.01249075,0.05688365,-21.96508598,-0.01249075,-0.00844111,0.20711797,-0.02547028,0.04844254,-21.75796801,-0.03796102,0.04231484,-21.74010487,-0.04086782,-0.00054887,0.00670371,-0.00181266,-0.00009914,0.00785968,-0.00075096,0
0.200,0.00007849,0.78528817,2.35624449,0.00116621,-0.00163074,0.00074125,0.01143885,-0.01592684,0.00723947,0.00062891,0.77852646,2.35803543,0.00118112,-0.00883931,0.00069956,0.05979216,-21.97048569,-0.01306196,0.05979216,-21.97048569,-0.01306196,-0.00829638,0.20532586,-0.02320806,0.05149578,-21.76515983,-0.03627003,0.04538206,-21.74724161,-0.03890396,-0.00055042,0.00676171,-0.00179094,-0.00001491,0.00720857,0.00004169,0
0.210,0.00009074,0.78527106,2.35625227,0.00128328,-0.00179370,0.00081532,0.01197591,-0.01666376,0.00757443,0.00064203,0.77845745,2.35801496,0.00121396,-0.00835486,0.00001305,0.06268384,-21.97589111,-0.01363941,0.06268384,-21.97589111,-0.01363941,-0.00814159,0.20340012,-0.02094119,0.05454225,-21.77249100,-0.03458060,0.04844254,-21.75451724,-0.03693778,-0.00055129,0.00681361,-0.00176269,0.00006932,0.00656116,0.00080227,0
0.220,0.00010418,0.78525227,2.35626080,0.00140572,-0.00196400,0.00089273,0.01250969,-0.01739511,0.00790687,0.00065570,0.77839281,2.35798911,0.00125221,-0.00788221,-0.00063657,0.06555828,-21.98130035,-0.01421731,0.06555828,-21.98130035,-0.01421731,-0.00797722,0.20134536,-0.01867836,0.05758106,-21.77995500,-0.03289566,0.05149578,-21.76192771,-0.03497732,-0.00055152,0.00685946,-0.00172831,0.00015351,0.00591821,0.00152930,0
0.230,0.00011887,0.78523175,2.35627013,0.00153347,-0.00214158,0.00097345,0.01304021,-0.01812091,0.00823678,0.00066997,0.77833240,2.35795828,0.00129591,-0.00742192,-0.00124811,0.06841641,-21.98671913,-0.01479715,0.06841641,-21.98671913,-0.01479715,-0.00780336,0.19916710,-0.01642733,0.06061305,-21.78755203,-0.03122448,0.05454225,-21.76947046,-0.03303922,-0.00055110,0.00689935,-0.00168815,0.00023756,0.00528034,0.00222156,0
0.240,0.00013486,0.78520942,2.35628028,0.00166651,-0.00232640,0.00105745,0.01356746,-0.01884118,0.00856417,0.00068490,0.77827607,2.35792290,0.00134507,-0.00697453,-0.00182068,0.07125736,-21.99215508,-0.01537965,0.07125736,-21.99215508,-0.01537965,-0.00762018,0.19686975,-0.01419562,0.06363718,-21.79528532,-0.02957528,0.05758106,-21.77713882,-0.03112648,-0.00055004,0.00693335,-0.00164262,0.00032144,0.00464813,0.00287813,0
0.250,0.00015222,0.78518520,2.35629129,0.00180481,-0.00251839,0.00114472,0.01409147,-0.01955593,0.00888906,0.00070054,0.77822369,2.35788337,0.00139972,-0.00654050,-0.00235355,0.07408188,-21.99760246,-0.01596637,0.07408188,-21.99760246,-0.01596637,-0.00742759,0.19445767,-0.01198993,0.06665429,-21.80314480,-0.02795630,0.06061305,-21.78493283,-0.02924838,-0.00054832,0.00696151,-0.00159208,0.00040509,0.00402211,0.00349827,0
0.260,0.00017098,0.78515903,2.35630319,0.00194833,-0.00271750,0.00123523,0.01461224,-0.02026517,0.00921144,0.00071694,0.77817509,2.35784013,0.00145988,-0.00612024,-0.00284624,0.07688951,-22.00306511,-0.01655592,0.07688951,-22.00306511,-0.01655592,-0.00722608,0.19193541,-0.00981662,0.06966344,-21.81112970,-0.02637254,0.06363718,-21.79285559,-0.02741313,-0.00054596,0.00698394,-0.00153694,0.00048845,0.00340274,0.00408147,0
0.270,0.00019120,0.78513083,2.35631601,0.00209704,-0.00292367,0.00132894,0.01512976,-0.02096891,0.00953132,0.00073417,0.77813014,2.35779358,0.00152558,-0.00571413,-0.00329842,0.07968055,-22.00854111,-0.01714950,0.07968055,-22.00854111,-0.01714950,-0.00701568,0.18930695,-0.00768158,0.07266487,-21.81923416,-0.02483108,0.06665429,-21.80089690,-0.02562883,-0.00054297,0.00700069,-0.00147757,0.00057146,0.00279046,0.00462736,0
0.280,0.00021294,0.78510053,2.35632978,0.00225091,-0.00313686,0.00142584,0.01564406,-0.02166717,0.00984871,0.00075227,0.77808866,2.35774414,0.00159681,-0.00532249,-0.00370992,0.08245503,-22.01403999,-0.01774729,0.08245503,-22.01403999,-0.01774729,-0.00679643,0.18657624,-0.00559022,0.07565860,-21.82746375,-0.02333751,0.06966344,-21.80905590,-0.02390034,-0.00053933,0.00701187,-0.00141436,0.00065410,0.00218563,0.00513576,0
0.290,0.00023624,0.78506807,2.35634453,0.00240991,-0.00335700,0.00152591,0.01615514,-0.02235996,0.01016362,0.00077131,0.77805051,2.35769221,0.00167361,-0.00494563,-0.00408072,0.08521331,-22.01955795,-0.01834943,0.08521331,-22.01955795,-0.01834943,-0.00656866,0.18374754,-0.00354750,0.07864465,-21.83581041,-0.02189693,0.07266487,-21.81732663,-0.02223451,-0.00053507,0.00701756,-0.00134768,0.00073630,0.00158863,0.00560663,0
0.300,0.00026115,0.78503337,2.35636031,0.00257400,-0.00358404,0.00162911,0.01666300,-0.02304730,0.01047605,0.00079134,0.77801553,2.35763819,0.00175598,-0.00458382,-0.00441096,0.08795469,-22.02509880,-0.01895520,0.08795469,-22.02509880,-0.01895520,-0.00633258,0.18082437,-0.00155784,0.08162211,-21.84427443,-0.02051303,0.07565860,-21.82571457,-0.02063667,-0.00053019,0.00701784,-0.00127788,0.00081802,0.00099978,0.00604007,0
0.310,0.00028773,0.78499636,2.35637713,0.00274316,-0.00381793,0.00173542,0.01716764,-0.02372920,0.01078600,0.00081242,0.77798355,2.35758248,0.00184395,-0.00423728,-0.00470086,0.09067991,-22.03066826,-0.01956560,0.09067991,-22.03066826,-0.01956560,-0.00608819,0.17781042,0.00037432,0.08459172,-21.85285783,-0.01919127,0.07864465,-21.83421158,-0.01911165,-0.00052469,0.00701281,-0.00120535,0.00089921,0.00041935,0.00643628,0
0.320,0.00031603,0.78495699,2.35639503,0.00291735,-0.00405860,0.00184482,0.01766909,-0.02440566,0.01109348,0.00083460,0.77795442,2.35752548,0.00193752,-0.00390623,-0.00495078,0.09338867,-22.03625870,-0.02018111,0.09338867,-22.03625870,-0.02018111,-0.00583569,0.17470989,0.00224525,0.08755297,-21.86154881,-0.01793586,0.08162211,-21.84281788,-0.01766277,-0.00051857,0.00700257,-0.00113045,0.00097983,-0.00015237,0.00679560,0
0.330,0.00034610,0.78491517,2.35641403,0.00309653,-0.00430602,0.00195728,0.01816734,-0.02507671,0.01139851,0.00085795,0.77792797,2.35746756,0.00203670,-0.00359088,-0.00516116,0.09608130,-22.04187965,-0.02080246,0.09608130,-22.04187965,-0.02080246,-0.00557530,0.17152567,0.00405130,0.09050600,-21.87035398,-0.01675117,0.08459172,-21.85153543,-0.01629513,-0.00051185,0.00698720,-0.00105353,0.00105983,-0.00071514,0.00711844,0
0.340,0.00037798,0.78487084,2.35643418,0.00328068,-0.00456012,0.00207278,0.01866241,-0.02574236,0.01170107,0.00088251,0.77790404,2.35740909,0.00214151,-0.00329137,-0.00533255,0.09875743,-22.04753304,-0.02142856,0.09875743,-22.04753304,-0.02142856,-0.00530732,0.16826155,0.00578957,0.09345011,-21.87927149,-0.01563898,0.08755297,-21.86035238,-0.01501250,-0.00050453,0.00696680,-0.00097491,0.00113917,-0.00126875,0.00740533,0
0.350,0.00041173,0.78482394,2.35645550,0.00346977,-0.00482085,0.00219130,0.01915429,-0.02640262,0.01200119,0.00090834,0.77788247,2.35735044,0.00225197,-0.00300787,-0.00546559,0.10141774,-22.05322075,-0.02206081,0.10141774,-22.05322075,-0.02206081,-0.00503180,0.16492109,0.00745715,0.09638595,-21.88829966,-0.01460366,0.09050600,-21.86927531,-0.01381881,-0.00049661,0.00694147,-0.00089494,0.00121780,-0.00181298,0.00765689,0
0.360,0.00044739,0.78477440,2.35647802,0.00366376,-0.00508816,0.00231280,0.01964300,-0.02705750,0.01229887,0.00093550,0.77786308,2.35729197,0.00236807,-0.00274049,-0.00556099,0.10406160,-22.05894089,-0.02269907,0.10406160,-22.05894089,-0.02269907,-0.00474907,0.16150757,0.00905149,0.09931253,-21.89743331,-0.01364758,0.09345011,-21.87830231,-0.01271539,-0.00048811,0.00691132,-0.00081395,0.00129569,-0.00234767,0.00787379,0
0.370,0.00048502,0.78472216,2.35650176,0.00386262,-0.00536198,0.00243726,0.02012854,-0.02770702,0.01259410,0.00096405,0.77784572,2.35723402,0.00248984,-0.00248935,-0.00561954,0.10668959,-22.06469917,-0.02334335,0.10668959,-22.06469917,-0.02334335,-0.00445919,0.15802454,0.01057028,0.10223041,-21.90667463,-0.01277307,0.09638595,-21.88743168,-0.01170606,-0.00047903,0.00687644,-0.00073226,0.00137278,-0.00287263,0.00805680,0
0.380,0.00052466,0.78466714,2.35652677,0.00406632,-0.00564228,0.00256467,0.02061093,-0.02835120,0.01288691,0.00099405,0.77783022,2.35717692,0.00261728,-0.00225456,-0.00564211,0.10930152,-22.07049179,-0.02399365,0.10930152,-22.07049179,-0.02399365,-0.00416248,0.15447476,0.01201197,0.10513904,-21.91601703,-0.01198169,0.09931253,-21.89665824,-0.01079269,-0.00046939,0.00683692,-0.00065015,0.00144904,-0.00338772,0.00820678,0
0.390,0.00056636,0.78460929,2.35655307,0.00427483,-0.00592899,0.00269499,0.02109015,-0.02899004,0.01317729,0.00102555,0.77781641,2.35712100,0.00275040,-0.00203617,-0.00562960,0.11189733,-22.07633018,-0.02465243,0.11189733,-22.07633018,-0.02465243,-0.00385914,0.15086187,0.01337479,0.10803819,-21.92546831,-0.01127763,0.10223041,-21.90598412,-0.00997703,-0.00045919,0.00679288,-0.00056793,0.00152443,-0.00389282,0.00832459,0
0.400,0.00061017,0.78454854,2.35658068,0.00448811,-0.00622206,0.00282821,0.02156624,-0.02962355,0.01346525,0.00105860,0.77780413,2.35706657,0.00288922,-0.00183426,-0.00558299,0.11447739,-22.08220482,-0.02531800,0.11447739,-22.08220482,-0.02531800,-0.00354936,0.14718886,0.01465739,0.11092803,-21.93501596,-0.01066061,0.10513904,-21.91540276,-0.00926010,-0.00044843,0.00674441,-0.00048589,0.00159889,-0.00438780,0.00841120,0
0.410,0.00065614,0.78448483,2.35660964,0.00470614,-0.00652144,0.00296429,0.02203918,-0.03025176,0.01375080,0.00109328,0.77779320,2.35701392,0.00303374,-0.00164889,-0.00550332,0.11704177,-22.08812523,-0.02599029,0.11704177,-22.08812523,-0.02599029,-0.00323332,0.14345889,0.01585885,0.11380845,-21.94466634,-0.01013144,0.10803819,-21.92492194,-0.00864548,-0.00043714,0.00669163,-0.00040428,0.00167240,-0.00487255,0.00846761,0
0.420,0.00070431,0.78441809,2.35663998,0.00492888,-0.00682708,0.00310322,0.02250899,-0.03087467,0.01403394,0.00112962,0.77778346,2.35696336,0.00318397,-0.00148007,-0.00539167,0.11959022,-22.09409142,-0.02666987,0.11959022,-22.09409142,-0.02666987,-0.00291137,0.13967479,0.01697851,0.11667885,-21.95441662,-0.00969136,0.11092803,-21.93452914,-0.00813225,-0.00042531,0.00663463,-0.00032338,0.00174491,-0.00534701,0.00849489,0
0.430,0.00075473,0.78434827,2.35667172,0.00515631,-0.00713892,0.00324496,0.02297567,-0.03149230,0.01431468,0.00116770,0.77777475,2.35691514,0.00333991,-0.00132784,-0.00524914,0.12212290,-22.10010529,-0.02735586,0.12212290,-22.10010529,-0.02735586,-0.00258367,0.13583990,0.01801573,0.11953923,-21.96426539,-0.00934014,0.11380845,-21.94423076,-0.00772065,-0.00041297,0.00657352,-0.00024342,0.00181640,-0.00581108,0.00849410,0
0.440,0.00080745,0.78427529,2.35670489,0.00538839,-0.00745691,0.00338950,0.02343924,-0.03210466,0.01459303,0.00120757,0.77776690,2.35686954,0.00350158,-0.00119222,-0.00507690,0.12463996,-22.10616302,-0.02805231,0.12463996,-22.10616302,-0.02805231,-0.00225044,0.13195667,0.01897033,0.12238952,-21.97420635,-0.00908198,0.11667885,-21.95402395,-0.00741128,-0.00040012,0.00650839,-0.00016465,0.00188681,-0.00626469,0.00846640,0
0.450,0.00086252,0.78419911,2.35673951,0.00562508,-0.00778099,0.00353682,0.02389970,-0.03271176,0.01486898,0.00124928,0.77775974,2.35682680,0.00366898,-0.00107320,-0.00487611,0.12714149,-22.11227226,-0.02875523,0.12714149,-22.11227226,-0.02875523,-0.00191187,0.12802858,0.01984223,0.12522962,-21.98424368,-0.00891300,0.11953923,-21.96390732,-0.00720326,-0.00038676,0.00643937,-0.00008729,0.00195610,-0.00670779,0.00841293,0
0.460,0.00091997,0.78411965,2.35677563,0.00586637,-0.00811112,0.00368687,0.02435705,-0.03331362,0.01514256,0.00129289,0.77775310,2.35678716,0.00384212,-0.00097077,-0.00464801,0.12962750,-22.11844254,-0.02946727,0.12962750,-22.11844254,-0.02946727,-0.00156842,0.12405791,0.02063192,0.12805908,-21.99438463,-0.00883535,0.12238952,-21.97387461,-0.00710014,-0.00037292,0.00636655,-0.00001153,0.00202425,-0.00714035,0.00833488,0
0.470,0.00097986,0.78403687,2.35681326,0.00611221,-0.00844725,0.00383966,0.02481130,-0.03391025,0.01541375,0.00133847,0.77774683,2.35675085,0.00402100,-0.00088492,-0.00439381,0.13209796,-22.12466049,-0.03018626,0.13209796,-22.12466049,-0.03018626,-0.00122015,0.12004793,0.02133972,0.13087781,-22.00461256,-0.00884654,0.12522962,-21.98393000,-0.00709739,-0.00035861,0.00629004,0.00006241,0.00209121,-0.00756233,0.00823347,0
0.480,0.00104223,0.78395069,2.35685243,0.00636259,-0.00878931,0.00399514,0.02526246,-0.03450167,0.01568258,0.00138607,0.77774075,2.35671808,0.00420562,-0.00081562,-0.00411478,0.13455254,-22.13093567,-0.03091664,0.13455254,-22.13093567,-0.03091664,-0.00086735,0.11600099,0.02196627,0.13368519,-22.01493468,-0.00895037,0.12805908,-21.99408076,-0.00719652,-0.00034384,0.00620994,0.00013435,0.00215697,-0.00797369,0.00810992,0
0.490,0.00110712,0.78386106,2.35689317,0.00661745,-0.00913726,0.00415330,0.02571054,-0.03508789,0.01594904,0.00143574,0.77773471,2.35668903,0.00439599,-0.00076284,-0.00381216,0.13699253,-22.13726234,-0.03165527,0.13699253,-22.13726234,-0.03165527,-0.00051042,0.11191997,0.02251252,0.13648211,-22.02534237,-0.00914275,0.13087781,-22.00431031,-0.00739438,-0.00032862,0.00612635,0.00020414,0.00222146,-0.00837442,0.00796546,0
0.500,0.00117459,0.78376792,2.35693551,0.00687679,-0.00949105,0.00431411,0.02615554,-0.03566891,0.01621314,0.00148754,0.77772853,2.35666391,0.00459212,-0.00072654,-0.00348725,0.13941677,-22.14365387,-0.03240253,0.13941677,-22.14365387,-0.03240253,-0.00014932,0.10780750,0.02297959,0.13926745,-22.03584637,-0.00942294,0.13368519,-22.01462586,-0.00769411,-0.00031295,0.00603939,0.00027160,0.00228467,-0.00876451,0.00780136,0
0.510,0.00124467,0.78367122,2.35697946,0.00714055,-0.00985063,0.00447756,0.02659747,-0.03624476,0.01647489,0.00154154,0.77772206,2.35664287,0.00479399,-0.00070666,-0.00314133,0.14182602,-22.15010452,-0.03316041,0.14182602,-22.15010452,-0.03316041,0.00021540,0.10366636,0.02336856,0.14204142,-22.04643816,-0.00979185,0.13648211,-22.02501885,-0.00809097,-0.00029687,0.00594916,0.00033659,0.00234656,-0.00914397,0.00761889,0
0.520,0.00131742,0.78357089,2.35702507,0.00740873,-0.01021593,0.00464360,0.02703634,-0.03681545,0.01673430,0.00159778,0.77771513,2.35662608,0.00500162,-0.00070316,-0.00277568,0.14422013,-22.15661621,-0.03392626,0.14422013,-22.15661621,-0.03392626,0.00058379,0.09949895,0.02368109,0.14480392,-22.05711727,-0.01024517,0.13926745,-22.03550006,-0.00858357,-0.00028036,0.00585576,0.00039899,0.00240711,-0.00951277,0.00741928,0
0.530,0.00139286,0.78346688,2.35707234,0.00768127,-0.01058692,0.00481223,0.02747216,-0.03738099,0.01699136,0.00165633,0.77770759,2.35661369,0.00521501,-0.00071596,-0.00239159,0.14659904,-22.16318893,-0.03470225,0.14659904,-22.16318893,-0.03470225,0.00095516,0.09530786,0.02391852,0.14755420,-22.06788107,-0.01078373,0.14204142,-22.04606098,-0.00917220,-0.00026347,0.00575929,0.00045865,0.00246626,-0.00987096,0.00720382,0
0.540,0.00147106,0.78335914,2.35712132,0.00795816,-0.01096353,0.00498342,0.02790492,-0.03794139,0.01724609,0.00171725,0.77769927,2.35660583,0.00543415,-0.00074500,-0.00199033,0.14896274,-22.16983414,-0.03549001,0.14896274,-22.16983414,-0.03549001,0.00132968,0.09109588,0.02408286,0.15029241,-22.07873826,-0.01140715,0.14480392,-22.05670120,-0.00985189,-0.00024619,0.00565987,0.00051549,0.00252401,-0.01021853,0.00697375,0
0.550,0.00155204,0.78324759,2.35717202,0.00823936,-0.01134573,0.00515715,0.02833465,-0.03849667,0.01749849,0.00178059,0.77769001,2.35660261,0.00565904,-0.00079021,-0.00157318,0.15131141,-22.17654228,-0.03628890,0.15131141,-22.17654228,-0.03628890,0.00170671,0.08686477,0.02417580,0.15301812,-22.08967751,-0.01211310,0.14755420,-22.06741815,-0.01062287,-0.00022855,0.00555758,0.00056941,0.00258032,-0.01055552,0.00673033,0
