t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_model_1,tau_model_2,tau_model_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3
0.100,0.00000219,0.78539741,2.35619583,0.00006544,-0.00002268,0.00004017,0.00130232,-0.00045130,0.00079945,-0.00004235,0.78614739,2.35486151,0.00048140,-0.00642616,0.00445024,0.00180467,-21.86036097,0.00009023,0.01343872,0.03829176,0.01410338,0.01524339,-21.82206921,0.01419362,0.00995124,-21.83250356,0.00976993,0.00004454,-0.00074998,0.00133432,-0.00041596,0.00640348,-0.00441007
0.110,0.00000291,0.78539716,2.35619628,0.00007911,-0.00002741,0.00004856,0.00143039,-0.00049568,0.00087806,-0.00003712,0.78608061,2.35491322,0.00049189,-0.00648908,0.00463052,0.00198214,-21.86033578,0.00010006,0.01576217,0.04480711,0.01497106,0.01774431,-21.81552867,0.01507112,0.01264382,-21.82550061,0.01067258,0.00004003,-0.00068345,0.00128306,-0.00041278,0.00646167,-0.00458196
0.120,0.00000377,0.78539686,2.35619681,0.00009405,-0.00003259,0.00005773,0.00155806,-0.00053992,0.00095643,-0.00003169,0.78601355,2.35496669,0.00050479,-0.00654334,0.00480970,0.00215906,-21.86031164,0.00011007,0.01800469,0.05112663,0.01578802,0.02016375,-21.80918500,0.01589809,0.01264382,-21.82548648,0.01058463,0.00003546,-0.00061669,0.00123012,-0.00041074,0.00651075,-0.00475197
0.130,0.00000479,0.78539650,2.35619743,0.00011027,-0.00003821,0.00006769,0.00168534,-0.00058403,0.00103457,-0.00002602,0.78594632,2.35502188,0.00052031,-0.00658821,0.00498680,0.00233544,-21.86028879,0.00012025,0.02015696,0.05723000,0.01655120,0.02249239,-21.80305879,0.01667146,0.01524339,-21.81870780,0.01143457,0.00003081,-0.00054982,0.00117555,-0.00041004,0.00655000,-0.00491911
0.140,0.00000598,0.78539609,2.35619816,0.00012776,-0.00004427,0.00007843,0.00181223,-0.00062800,0.00111246,-0.00002005,0.78587912,2.35507869,0.00053941,-0.00662110,0.00516039,0.00251128,-21.86026679,0.00013082,0.02219107,0.06306215,0.01725091,0.02470234,-21.79720464,0.01738173,0.02016375,-21.80582512,0.01305750,0.00002603,-0.00048303,0.00111947,-0.00041165,0.00657683,-0.00508196
0.150,0.00000735,0.78539562,2.35619900,0.00014651,-0.00005077,0.00008994,0.00193873,-0.00067184,0.00119011,-0.00001376,0.78581207,2.35513707,0.00056193,-0.00664229,0.00532990,0.00268657,-21.86024595,0.00014169,0.02410463,0.06861681,0.01788669,0.02679121,-21.79162914,0.01802838,0.02249239,-21.79970586,0.01375225,0.00002111,-0.00041645,0.00106193,-0.00041542,0.00659152,-0.00523996
0.160,0.00000892,0.78539507,2.35619996,0.00016653,-0.00005771,0.00010223,0.00206484,-0.00071554,0.00126753,-0.00000714,0.78574517,2.35519699,0.00058696,-0.00665405,0.00549549,0.00286133,-21.86022678,0.00015281,0.02591479,0.07392483,0.01846504,0.02877612,-21.78630196,0.01861785,0.02249239,-21.79971413,0.01367533,0.00001606,-0.00035010,0.00100297,-0.00042043,0.00659634,-0.00539326
0.170,0.00001069,0.78539446,2.35620105,0.00018781,-0.00006508,0.00011529,0.00219056,-0.00075910,0.00134470,-0.00000013,0.78567863,2.35525836,0.00061527,-0.00665421,0.00565581,0.00303555,-21.86020863,0.00016437,0.02759859,0.07894196,0.01897853,0.03063414,-21.78126667,0.01914290,0.02679121,-21.78830179,0.01495998,0.00001082,-0.00028417,0.00094269,-0.00042746,0.00658913,-0.00554052
0.180,0.00001268,0.78539377,2.35620227,0.00021034,-0.00007289,0.00012912,0.00231589,-0.00080254,0.00142163,0.00000728,0.78561252,2.35532111,0.00064667,-0.00664320,0.00581051,0.00320922,-21.86019212,0.00017624,0.02915500,0.08366342,0.01942687,0.03236422,-21.77652870,0.01960312,0.02877612,-21.78299688,0.01548054,0.00000540,-0.00021875,0.00088116,-0.00043633,0.00657031,-0.00568139
0.190,0.00001490,0.78539300,2.35620364,0.00023412,-0.00008113,0.00014372,0.00244083,-0.00084583,0.00149833,0.00001509,0.78554689,2.35538520,0.00068033,-0.00662316,0.00596011,0.00338237,-21.86017706,0.00018857,0.03060014,0.08811974,0.01981638,0.03398251,-21.77205733,0.02000495,0.02877612,-21.78302043,0.01541341,-0.00000019,-0.00015389,0.00081844,-0.00044621,0.00654203,-0.00581639
0.200,0.00001736,0.78539215,2.35620515,0.00025916,-0.00008981,0.00015909,0.00256538,-0.00088899,0.00157479,0.00002335,0.78548190,2.35545052,0.00071685,-0.00659233,0.00610319,0.00355497,-21.86016357,0.00020127,0.03191526,0.09227301,0.02014091,0.03547023,-21.76789056,0.02034218,0.03236422,-21.77327878,0.01633691,-0.00000599,-0.00008975,0.00075463,-0.00045769,0.00650252,-0.00594410
0.210,0.00002009,0.78539120,2.35620682,0.00028543,-0.00009891,0.00017521,0.00268954,-0.00093202,0.00165100,0.00003207,0.78541755,2.35551704,0.00075547,-0.00655277,0.00624047,0.00372702,-21.86015210,0.00021434,0.03311492,0.09614873,0.02040557,0.03684195,-21.76400337,0.02061992,0.03236422,-21.77331166,0.01627696,-0.00001198,-0.00002635,0.00068978,-0.00047004,0.00645386,-0.00606526
0.220,0.00002308,0.78539017,2.35620866,0.00031294,-0.00010845,0.00019210,0.00281331,-0.00097491,0.00172698,0.00004125,0.78535396,2.35558469,0.00079616,-0.00650447,0.00637151,0.00389854,-21.86014197,0.00022800,0.03419696,0.09974389,0.02061067,0.03809550,-21.76039808,0.02083867,0.03398251,-21.76887755,0.01662263,-0.00001817,0.00003621,0.00062397,-0.00048322,0.00639602,-0.00617941
0.230,0.00002635,0.78538903,2.35621067,0.00034170,-0.00011841,0.00020975,0.00293670,-0.00101767,0.00180272,0.00005092,0.78529119,2.35565338,0.00083886,-0.00644751,0.00649592,0.00406954,-21.86013408,0.00024204,0.03515870,0.10305036,0.02075533,0.03922824,-21.75708372,0.02099737,0.03547023,-21.76475224,0.01690759,-0.00002457,0.00009784,0.00055729,-0.00049716,0.00632910,-0.00628617
0.240,0.00002992,0.78538780,2.35621285,0.00037168,-0.00012880,0.00022816,0.00305969,-0.00106029,0.00187823,0.00006109,0.78522934,2.35572304,0.00088348,-0.00638205,0.00661337,0.00423998,-21.86012785,0.00025659,0.03600066,0.10606855,0.02084043,0.04024064,-21.75405930,0.02109702,0.03684195,-21.76091054,0.01713706,-0.00003117,0.00015846,0.00048981,-0.00051180,0.00625325,-0.00638521
0.250,0.00003379,0.78538646,2.35621523,0.00040289,-0.00013961,0.00024732,0.00318230,-0.00110278,0.00195349,0.00007180,0.78516852,2.35579353,0.00093030,-0.00630706,0.00672240,0.00440989,-21.86012366,0.00027172,0.03671281,0.10877890,0.02086403,0.04112271,-21.75134476,0.02113576,0.03922824,-21.75404267,0.01747262,-0.00003801,0.00021794,0.00042170,-0.00052741,0.00616745,-0.00647508
0.260,0.00003798,0.78538500,2.35621780,0.00043532,-0.00015085,0.00026723,0.00330453,-0.00114513,0.00202852,0.00008305,0.78510880,2.35586478,0.00097905,-0.00622320,0.00682300,0.00457929,-21.86012187,0.00028730,0.03729788,0.11118461,0.02082733,0.04187716,-21.74893727,0.02111463,0.04024064,-21.75107348,0.01753463,-0.00004507,0.00027620,0.00035302,-0.00054373,0.00607235,-0.00655577
0.270,0.00004250,0.78538344,2.35622058,0.00046898,-0.00016252,0.00028789,0.00342637,-0.00118735,0.00210331,0.00009486,0.78505025,2.35593670,0.00102952,-0.00613107,0.00691511,0.00474814,-21.86012177,0.00030360,0.03776064,0.11329526,0.02073307,0.04250878,-21.74682652,0.02103667,0.04112271,-21.74841743,0.01754004,-0.00005236,0.00033319,0.00028388,-0.00056054,0.00596855,-0.00662722
0.280,0.00004736,0.78538175,2.35622356,0.00050385,-0.00017460,0.00030929,0.00354782,-0.00122944,0.00217787,0.00010723,0.78499290,2.35600924,0.00108123,-0.00603217,0.00699989,0.00491645,-21.86012432,0.00032034,0.03810797,0.11512172,0.02058287,0.04302442,-21.74500260,0.02090321,0.04112271,-21.74847702,0.01750864,-0.00005987,0.00038885,0.00021432,-0.00057738,0.00585757,-0.00669060
0.290,0.00005258,0.78537994,2.35622677,0.00053993,-0.00018711,0.00033144,0.00366888,-0.00127140,0.00225219,0.00012016,0.78493683,2.35608227,0.00113430,-0.00592582,0.00707570,0.00508422,-21.86012902,0.00033780,0.03833814,0.11666103,0.02037844,0.04342236,-21.74346800,0.02071623,0.04250878,-21.74402312,0.01738510,-0.00006758,0.00044311,0.00014450,-0.00059437,0.00573871,-0.00674426
0.300,0.00005816,0.78537801,2.35623019,0.00057722,-0.00020003,0.00035434,0.00378956,-0.00131322,0.00232627,0.00013367,0.78488207,2.35615575,0.00118835,-0.00581337,0.00714382,0.00525147,-21.86013599,0.00035584,0.03845742,0.11792443,0.02012134,0.04370889,-21.74221156,0.02047717,0.04250878,-21.74408852,0.01736258,-0.00007551,0.00049594,0.00007444,-0.00061113,0.00561334,-0.00678948
0.310,0.00006413,0.78537594,2.35623386,0.00061572,-0.00021337,0.00037797,0.00390986,-0.00135490,0.00240011,0.00014775,0.78482867,2.35622959,0.00124328,-0.00569502,0.00720390,0.00541820,-21.86014556,0.00037459,0.03846842,0.11891510,0.01981334,0.04388662,-21.74123045,0.02018794,0.04302442,-21.74233261,0.01721114,-0.00008362,0.00054727,0.00000427,-0.00062756,0.00548165,-0.00682593
0.320,0.00007048,0.78537374,2.35623776,0.00065542,-0.00022713,0.00040234,0.00402977,-0.00139646,0.00247372,0.00016241,0.78477668,2.35630370,0.00129895,-0.00557106,0.00725566,0.00558438,-21.86015759,0.00039400,0.03837287,0.11963765,0.01945610,0.04395725,-21.74051994,0.01985010,0.04342236,-21.74086840,0.01701076,-0.00009193,0.00059706,-0.00006594,-0.00064353,0.00534393,-0.00685332
0.330,0.00007724,0.78537140,2.35624190,0.00069632,-0.00024130,0.00042744,0.00414930,-0.00143788,0.00254709,0.00017765,0.78472616,2.35637793,0.00135530,-0.00544127,0.00729753,0.00575004,-21.86017228,0.00041405,0.03817403,0.12009748,0.01905291,0.04392407,-21.74007481,0.01946696,0.04388662,-21.73870451,0.01647637,-0.00010041,0.00064524,-0.00013603,-0.00065898,0.00519997,-0.00687009
0.340,0.00008441,0.78536891,2.35624631,0.00073841,-0.00025588,0.00045328,0.00426844,-0.00147916,0.00262023,0.00019347,0.78467713,2.35645225,0.00141213,-0.00530663,0.00733101,0.00591517,-21.86018974,0.00043489,0.03787517,0.12030056,0.01860442,0.04379034,-21.73988918,0.01903931,0.04388662,-21.73877910,0.01647220,-0.00010906,0.00069178,-0.00020594,-0.00067372,0.00505075,-0.00687773
0.350,0.00009201,0.78536628,2.35625097,0.00078168,-0.00027088,0.00047985,0.00438720,-0.00152032,0.00269314,0.00020988,0.78462963,2.35652655,0.00146930,-0.00516746,0.00735588,0.00607977,-21.86020983,0.00045644,0.03748033,0.12025405,0.01811277,0.04356010,-21.73995577,0.01856922,0.04395725,-21.73814496,0.01613486,-0.00011787,0.00073665,-0.00027558,-0.00068762,0.00489658,-0.00687603
0.360,0.00010005,0.78536349,2.35625591,0.00082615,-0.00028629,0.00050714,0.00450558,-0.00156134,0.00276580,0.00022687,0.78458370,2.35660070,0.00152664,-0.00502381,0.00737056,0.00624385,-21.86023291,0.00047878,0.03699570,0.11997060,0.01758289,0.04323954,-21.74026231,0.01806167,0.04379034,-21.73759274,0.01533200,-0.00012682,0.00077979,-0.00034479,-0.00070049,0.00473752,-0.00686342
0.370,0.00010854,0.78536055,2.35626112,0.00087179,-0.00030211,0.00053516,0.00462358,-0.00160223,0.00283824,0.00024443,0.78453936,2.35667465,0.00158408,-0.00487639,0.00737667,0.00640740,-21.86025876,0.00050191,0.03642256,0.11945189,0.01701419,0.04282996,-21.74080687,0.01751610,0.04379034,-21.73767211,0.01534181,-0.00013589,0.00082119,-0.00041353,-0.00071229,0.00457428,-0.00684151
0.380,0.00011749,0.78535745,2.35626661,0.00091862,-0.00031833,0.00056390,0.00474119,-0.00164299,0.00291044,0.00026257,0.78449664,2.35674825,0.00164137,-0.00472541,0.00737263,0.00657041,-21.86028763,0.00052581,0.03576952,0.11871560,0.01641252,0.04233993,-21.74157203,0.01693833,0.04323954,-21.73812608,0.01438141,-0.00014508,0.00086081,-0.00048164,-0.00072275,0.00440708,-0.00680873
0.390,0.00012691,0.78535418,2.35627240,0.00096662,-0.00033497,0.00059337,0.00485843,-0.00168361,0.00298240,0.00028127,0.78445555,2.35682148,0.00169853,-0.00457137,0.00736006,0.00673292,-21.86031965,0.00055057,0.03503581,0.11775901,0.01577658,0.04176873,-21.74256064,0.01632715,0.04323954,-21.73820768,0.01440049,-0.00015436,0.00089863,-0.00054908,-0.00073191,0.00423640,-0.00676669
0.400,0.00013683,0.78535075,2.35627848,0.00101579,-0.00035200,0.00062355,0.00497528,-0.00172411,0.00305413,0.00030052,0.78441610,2.35689417,0.00175526,-0.00441465,0.00733741,0.00689488,-21.86035463,0.00057618,0.03423366,0.11660632,0.01511337,0.04112854,-21.74374831,0.01568955,0.04233993,-21.73959979,0.01330360,-0.00016369,0.00093465,-0.00061569,-0.00073947,0.00406265,-0.00671386
0.410,0.00014723,0.78534714,2.35628487,0.00106612,-0.00036945,0.00065445,0.00509175,-0.00176447,0.00312563,0.00032032,0.78437831,2.35696625,0.00181145,-0.00425565,0.00730494,0.00705633,-21.86039300,0.00060265,0.03336553,0.11526412,0.01442484,0.04042186,-21.74512889,0.01502749,0.04176873,-21.74067131,0.01272339,-0.00017309,0.00096883,-0.00068138,-0.00074533,0.00388620,-0.00665049
0.420,0.00015815,0.78534336,2.35629157,0.00111762,-0.00038729,0.00068606,0.00520784,-0.00180470,0.00319689,0.00034066,0.78434219,2.35703761,0.00186699,-0.00409478,0.00726287,0.00721725,-21.86043448,0.00063003,0.03243840,0.11374435,0.01371391,0.03965565,-21.74669013,0.01434394,0.04112854,-21.74194223,0.01212122,-0.00018251,0.00100117,-0.00074604,-0.00074937,0.00370749,-0.00657681
0.430,0.00016959,0.78533939,2.35629860,0.00117028,-0.00040554,0.00071839,0.00532355,-0.00184479,0.00326792,0.00036152,0.78430774,2.35710818,0.00192179,-0.00393241,0.00721140,0.00737765,-21.86047952,0.00065833,0.03145593,0.11205466,0.01298277,0.03883358,-21.74842485,0.01364111,0.04042186,-21.74340623,0.01149898,-0.00019193,0.00103165,-0.00080958,-0.00075151,0.00352687,-0.00649301
0.440,0.00018156,0.78533525,2.35630594,0.00122409,-0.00042419,0.00075142,0.00543888,-0.00188476,0.00333872,0.00038290,0.78427495,2.35717787,0.00197576,-0.00376892,0.00715074,0.00753752,-21.86052767,0.00068756,0.03042375,0.11020684,0.01223416,0.03796128,-21.75032083,0.01292172,0.03965565,-21.74505092,0.01085958,-0.00020134,0.00106030,-0.00087193,-0.00075167,0.00334473,-0.00639932
0.450,0.00019408,0.78533091,2.35631363,0.00127905,-0.00044324,0.00078516,0.00555383,-0.00192459,0.00340928,0.00040477,0.78424385,2.35724664,0.00202876,-0.00360428,0.00708235,0.00769688,-21.86057955,0.00071777,0.02934016,0.10819069,0.01146545,0.03703703,-21.75238885,0.01218322,0.03883358,-21.74513496,0.01090535,-0.00021069,0.00108706,-0.00093301,-0.00074971,0.00316104,-0.00629719
0.460,0.00020715,0.78532638,2.35632165,0.00133516,-0.00046268,0.00081961,0.00566840,-0.00196430,0.00347961,0.00042714,0.78421441,2.35731437,0.00208078,-0.00343928,0.00700481,0.00785570,-21.86063501,0.00074889,0.02821760,0.10603870,0.01068513,0.03607331,-21.75459631,0.01143403,0.03796128,-21.74884868,0.00953563,-0.00021999,0.00111197,-0.00099272,-0.00074562,0.00297660,-0.00618520
0.470,0.00022078,0.78532165,2.35633002,0.00139242,-0.00048252,0.00085475,0.00578260,-0.00200387,0.00354971,0.00044999,0.78418662,2.35738096,0.00213174,-0.00327423,0.00691838,0.00801403,-21.86069418,0.00078101,0.02706079,0.10376001,0.00989559,0.03507482,-21.75693416,0.01067660,0.03703703,-21.75099931,0.00885367,-0.00022921,0.00113503,-0.00105094,-0.00073932,0.00279171,-0.00606363
0.480,0.00023500,0.78531673,2.35633875,0.00145082,-0.00050276,0.00089060,0.00589641,-0.00204331,0.00361958,0.00047331,0.78416049,2.35744639,0.00218190,-0.00310892,0.00682453,0.00817182,-21.86075673,0.00081425,0.02586603,0.10134525,0.00909417,0.03403784,-21.75941148,0.00990842,0.03703703,-21.75108235,0.00891174,-0.00023831,0.00115624,-0.00110764,-0.00073108,0.00260616,-0.00593393
0.490,0.00024980,0.78531160,2.35634783,0.00151035,-0.00052339,0.00092714,0.00600985,-0.00208262,0.00368922,0.00049709,0.78413598,2.35751053,0.00223080,-0.00294428,0.00672200,0.00832909,-21.86082330,0.00084841,0.02464818,0.09882622,0.00828907,0.03297727,-21.76199708,0.00913748,0.03507482,-21.75570900,0.00746940,-0.00024729,0.00117562,-0.00116270,-0.00072045,0.00242089,-0.00579486
0.500,0.00026521,0.78530626,2.35635729,0.00157101,-0.00054441,0.00096438,0.00612291,-0.00212180,0.00375862,0.00052131,0.78411312,2.35757336,0.00227874,-0.00277993,0.00661224,0.00848585,-21.86089371,0.00088369,0.02340240,0.09619111,0.00747727,0.03188825,-21.76470260,0.00836096,0.03507482,-21.75579071,0.00753512,-0.00025610,0.00119314,-0.00121607,-0.00070773,0.00223552,-0.00564786
0.510,0.00028123,0.78530071,2.35636712,0.00163280,-0.00056582,0.00100232,0.00623560,-0.00216085,0.00382779,0.00054596,0.78409184,2.35763476,0.00232525,-0.00261690,0.00649416,0.00864210,-21.86096802,0.00092003,0.02214569,0.09347607,0.00666770,0.03078779,-21.76749195,0.00758773,0.03297727,-21.76093318,0.00606752,-0.00026473,0.00120887,-0.00126764,-0.00069245,0.00205108,-0.00549184
0.520,0.00029787,0.78529494,2.35637734,0.00169572,-0.00058763,0.00104094,0.00634791,-0.00219977,0.00389674,0.00057103,0.78407216,2.35769470,0.00237069,-0.00245469,0.00636917,0.00879783,-21.86104638,0.00095749,0.02087052,0.09066478,0.00585635,0.02966835,-21.77038160,0.00681384,0.03297727,-21.76101305,0.00614038,-0.00027316,0.00122278,-0.00131736,-0.00067497,0.00186706,-0.00532823
0.530,0.00031515,0.78528895,2.35638795,0.00175976,-0.00060982,0.00108025,0.00645984,-0.00223856,0.00396545,0.00059649,0.78405402,2.35775308,0.00241459,-0.00229438,0.00623633,0.00895303,-21.86112881,0.00099607,0.01959542,0.08779544,0.00505247,0.02854845,-21.77333338,0.00604854,0.03078779,-21.76658523,0.00466884,-0.00028134,0.00123493,-0.00136513,-0.00065483,0.00168456,-0.00515608
0.540,0.00033307,0.78528274,2.35639895,0.00182492,-0.00063240,0.00112025,0.00657140,-0.00227722,0.00403393,0.00062235,0.78403744,2.35780987,0.00245735,-0.00213536,0.00609697,0.00910773,-21.86121531,0.00103578,0.01831189,0.08485062,0.00425173,0.02741962,-21.77636469,0.00528751,0.03078779,-21.76666278,0.00474828,-0.00028928,0.00124530,-0.00141092,-0.00063243,0.00150296,-0.00497672
0.550,0.00035165,0.78527631,2.35641035,0.00189119,-0.00065536,0.00116093,0.00668258,-0.00231575,0.00410218,0.00064858,0.78402238,2.35786501,0.00249887,-0.00197799,0.00595120,0.00926191,-21.86130579,0.00107668,0.01702674,0.08184387,0.00345733,0.02628864,-21.77946193,0.00453401,0.02966835,-21.76962868,0.00405690,-0.00029693,0.00125393,-0.00145466,-0.00060768,0.00132263,-0.00479027
0.560,0.00037090,0.78526964,2.35642217,0.00195857,-0.00067871,0.00120229,0.00679339,-0.00235414,0.00417020,0.00067518,0.78400882,2.35791844,0.00253909,-0.00182253,0.00579915,0.00941558,-21.86140072,0.00111877,0.01574490,0.07878504,0.00267174,0.02516048,-21.78261568,0.00379051,0.02854845,-21.77265529,0.00337703,-0.00030428,0.00126082,-0.00149627,-0.00058052,0.00114382,-0.00459686
0.570,0.00039082,0.78526273,2.35643440,0.00202705,-0.00070244,0.00124433,0.00690382,-0.00239241,0.00423799,0.00070211,0.78399669,2.35797007,0.00257760,-0.00167014,0.00564027,0.00956873,-21.86150019,0.00116198,0.01448318,0.07571041,0.00190337,0.02405191,-21.78578979,0.00306535,0.02628864,-21.77885545,0.00195220,-0.00031129,0.00126604,-0.00153567,-0.00055055,0.00096770,-0.00439594
0.580,0.00041144,0.78525559,2.35644706,0.00209664,-0.00072656,0.00128705,0.00701388,-0.00243055,0.00430555,0.00072938,0.78398599,2.35801990,0.00261484,-0.00151998,0.00547574,0.00972138,-21.86160375,0.00120651,0.01323431,0.07260320,0.00114820,0.02295569,-21.78900055,0.00235472,0.02628864,-21.77892718,0.00204293,-0.00031794,0.00126960,-0.00157284,-0.00051820,0.00079342,-0.00418869
0.590,0.00043276,0.78524820,2.35646014,0.00216733,-0.00075106,0.00133044,0.00712356,-0.00246856,0.00437288,0.00075696,0.78397670,2.35806785,0.00265074,-0.00137233,0.00530578,0.00987350,-21.86171208,0.00125217,0.01200191,0.06947108,0.00040792,0.02187541,-21.79224100,0.00166010,0.02516048,-21.78215100,0.00139255,-0.00032420,0.00127150,-0.00160771,-0.00048341,0.00062127,-0.00397534
0.600,0.00045479,0.78524056,2.35647367,0.00223911,-0.00077593,0.00137450,0.00723287,-0.00250644,0.00443998,0.00078484,0.78396874,2.35811388,0.00268495,-0.00122836,0.00513006,0.01002512,-21.86182495,0.00129916,0.01080353,0.06635194,-0.00030875,0.02082865,-21.79547301,0.00099041,0.02295569,-21.78860232,0.00005327,-0.00033005,0.00127182,-0.00164021,-0.00044584,0.00045243,-0.00375556
0.610,0.00047755,0.78523268,2.35648764,0.00231199,-0.00080118,0.00141924,0.00734181,-0.00254419,0.00450685,0.00081301,0.78396210,2.35815797,0.00271788,-0.00108713,0.00494959,0.01017623,-21.86194214,0.00134747,0.00963057,0.06322648,-0.00100644,0.01980680,-21.79871567,0.00034103,0.02295569,-21.78866883,0.00015062,-0.00033546,0.00127058,-0.00167033,-0.00040589,0.00028595,-0.00353035
0.620,0.00050103,0.78522454,2.35650206,0.00238595,-0.00082681,0.00146464,0.00745038,-0.00258181,0.00457350,0.00084145,0.78395676,2.35820006,0.00274952,-0.00094889,0.00476465,0.01032684,-21.86206419,0.00139705,0.00848601,0.06010226,-0.00168346,0.01881285,-21.80196193,-0.00028642,0.02187541,-21.79197390,-0.00044482,-0.00034042,0.00126778,-0.00169800,-0.00036357,0.00012208,-0.00330001
