t,q_des_1,q_des_2,q_des_3,q_act_1,q_act_2,q_act_3,dv1,dv2,dv3,qd1,qd2,qd3,tau_total_1,tau_total_2,tau_total_3,tau_sensed1,tau_sensed2,tau_sensed3
1.150,0.01297807,0.76778820,2.36419902,-0.00021114,0.86010564,2.36894263,0.03189293,-0.04262545,0.01937520,0.02084162,0.18475918,0.08479721,0.82109802,-27.02255874,-1.28872975,0.85613953,-26.57261963,-1.37785827
1.160,0.01329944,0.76735880,2.36439420,0.00008834,0.86168727,2.36941525,0.03238237,-0.04325623,0.01966192,0.02311802,0.17811017,0.07541347,0.80143566,-27.23773588,-1.23463354,0.83936024,-26.85178788,-1.35193974
1.170,0.01362572,0.76692307,2.36459226,0.00041185,0.86317996,2.36980348,0.03287437,-0.04388966,0.01994985,0.02542647,0.17089989,0.06626582,0.78046259,-27.41732112,-1.16983329,0.82109802,-27.09719328,-1.30814118
1.180,0.01395694,0.76648100,2.36479320,0.00075943,0.86457859,2.37011798,0.03336890,-0.04452572,0.02023896,0.02775919,0.16314067,0.05756187,0.75827167,-27.56070089,-1.09798985,0.80143566,-27.30766739,-1.25035854
1.190,0.01429311,0.76603255,2.36499704,0.00113099,0.86587846,2.37037003,0.03386595,-0.04516434,0.02052925,0.03010845,0.15485236,0.04947254,0.73495862,-27.66761328,-1.02248745,0.78046259,-27.48231482,-1.18243556
1.200,0.01463426,0.76557770,2.36520379,0.00152640,0.86707539,2.37057103,0.03436547,-0.04580550,0.02082068,0.03246655,0.14606251,0.04212956,0.71062280,-27.73816482,-0.94634390,0.75827167,-27.62054738,-1.10804017
1.210,0.01498043,0.76511643,2.36541346,0.00194544,0.86816577,2.37073213,0.03486745,-0.04644914,0.02111325,0.03482590,0.13680628,0.03562470,0.68536711,-27.77284029,-0.87213678,0.73495862,-27.72213207,-1.03054251
1.220,0.01533162,0.76464871,2.36562606,0.00238782,0.86914662,2.37086381,0.03537187,-0.04709523,0.02140692,0.03717902,0.12712590,0.03001049,0.65929440,-27.77250257,-0.80195627,0.71062280,-27.78720721,-0.95292783
1.230,0.01568787,0.76417452,2.36584160,0.00285320,0.87001564,2.37097559,0.03587868,-0.04774372,0.02170169,0.03951861,0.11707000,0.02530240,0.63251049,-27.73836994,-0.73737983,0.68536711,-27.81629144,-0.87772585
1.240,0.01604920,0.76369383,2.36606010,0.00334114,0.87077125,2.37107581,0.03638788,-0.04839457,0.02199753,0.04183758,0.10669262,0.02148218,0.60512161,-27.67199313,-0.67946898,0.65929440,-27.81028281,-0.80696703
1.250,0.01641564,0.76320662,2.36628156,0.00385118,0.87141255,2.37117143,0.03689943,-0.04904775,0.02229443,0.04412907,0.09605211,0.01850213,0.57723409,-27.57521418,-0.62879105,0.63251049,-27.77043523,-0.74216083
1.260,0.01678720,0.76271287,2.36650599,0.00438277,0.87193938,2.37126797,0.03741331,-0.04970320,0.02259236,0.04638654,0.08520989,0.01629012,0.54895294,-27.45012279,-0.58545042,0.60512161,-27.69833474,-0.68429603
1.270,0.01716391,0.76221255,2.36673341,0.00493532,0.87235225,2.37136946,0.03792950,-0.05036088,0.02289131,0.04860374,0.07422915,0.01475497,0.52038298,-27.29901074,-0.54913789,0.57723409,-27.59585765,-0.63386581
1.280,0.01754580,0.76170564,2.36696382,0.00550820,0.87265232,2.37147850,0.03844796,-0.05102076,0.02319125,0.05077479,0.06317358,0.01379210,0.49162695,-27.12431536,-0.51919658,0.54895294,-27.46512621,-0.59090217
1.290,0.01793288,0.76119212,2.36719723,0.00610072,0.87284136,2.37159630,0.03896867,-0.05168279,0.02349218,0.05289420,0.05210604,0.01328909,0.46278443,-26.92856728,-0.49468591,0.52038298,-27.30846246,-0.55502792
1.300,0.01832518,0.76067198,2.36743367,0.00671217,0.87292167,2.37172287,0.03949161,-0.05234693,0.02379406,0.05495687,0.04108748,0.01313102,0.43395303,-26.71433744,-0.47445395,0.49162695,-27.12833126,-0.52552499
1.310,0.01872272,0.76014518,2.36767312,0.00734179,0.87289608,2.37185715,0.04001675,-0.05301315,0.02409689,0.05695814,0.03017579,0.01320535,0.40522632,-26.48419578,-0.45722147,0.46278443,-26.92728764,-0.50140009
1.320,0.01912552,0.75961171,2.36791561,0.00798880,0.87276781,2.37199724,0.04054407,-0.05368139,0.02440063,0.05889382,0.01942495,0.01340626,0.37669411,-26.24065261,-0.44164034,0.43395303,-26.70792365,-0.48145845
1.330,0.01953361,0.75907154,2.36816113,0.00865239,0.87254043,2.37214058,0.04107354,-0.05435162,0.02470528,0.06076014,0.00888424,0.01363825,0.34844238,-25.98613103,-0.42637392,0.40522632,-26.47282684,-0.46438857
1.340,0.01994700,0.75852467,2.36840971,0.00933174,0.87221781,2.37228420,0.04160514,-0.05502380,0.02501082,0.06255379,-0.00140228,0.01381899,0.32055172,-25.72292196,-0.41014693,0.37669411,-26.22452169,-0.44882095
1.350,0.02036572,0.75797106,2.36866135,0.01002600,0.87180403,2.37242488,0.04213884,-0.05569788,0.02531722,0.06427195,-0.01139618,0.01388141,0.29309887,-25.45317150,-0.39180825,0.34844238,-25.96544208,-0.43340825
1.360,0.02078978,0.75741071,2.36891606,0.01073433,0.87130332,2.37255944,0.04267461,-0.05637383,0.02562447,0.06591223,-0.02106485,0.01377490,0.26615472,-25.17884628,-0.37036754,0.32055172,-25.69788654,-0.41687462
1.370,0.02121921,0.75684358,2.36917385,0.01145587,0.87072001,2.37268482,0.04321244,-0.05705161,0.02593255,0.06747267,-0.03038150,0.01346581,0.23978643,-24.90173589,-0.34502912,0.29309887,-25.42400576,-0.39807752
1.380,0.02165404,0.75626967,2.36943472,0.01218976,0.87005845,2.37279833,0.04375230,-0.05773117,0.02624144,0.06895177,-0.03932507,0.01293716,0.21405593,-24.62343104,-0.31521467,0.26615472,-25.14576840,-0.37604314
1.390,0.02209427,0.75568895,2.36969868,0.01293515,0.86932300,2.37289773,0.04429416,-0.05841248,0.02655113,0.07034841,-0.04787989,0.01218774,0.18901869,-24.34533900,-0.28057076,0.23978643,-24.86496370,-0.34999886
1.400,0.02253993,0.75510141,2.36996574,0.01369117,0.86851799,2.37298132,0.04483800,-0.05909550,0.02686159,0.07166189,-0.05603536,0.01123066,0.16472692,-24.06867870,-0.24097103,0.21405593,-24.58318015,-0.31939439
1.410,0.02299103,0.75450703,2.37023591,0.01445699,0.86764763,2.37304806,0.04538379,-0.05978018,0.02717281,0.07289187,-0.06378541,0.01009146,0.14122690,-23.79449733,-0.19650708,0.18901869,-24.30182123,-0.28390769
1.420,0.02344761,0.75390580,2.37050920,0.01523177,0.86671607,2.37309755,0.04593151,-0.06046648,0.02748477,0.07403835,-0.07112797,0.00880587,0.11856188,-23.52368170,-0.14747200,0.16472692,-24.02210088,-0.24344557
1.430,0.02390967,0.75329770,2.37078561,0.01601468,0.86572734,2.37313007,0.04648114,-0.06115438,0.02779744,0.07510166,-0.07806437,0.00741737,0.09676860,-23.25697992,-0.09433846,0.14122690,-23.74506054,-0.19813302
1.440,0.02437724,0.75268271,2.37106515,0.01680493,0.86468532,2.37314654,0.04703265,-0.06184382,0.02811083,0.07608244,-0.08459877,0.00597473,0.07588083,-22.99501660,-0.03772662,0.11856188,-23.47158073,-0.14829540
1.450,0.02485033,0.75206082,2.37134783,0.01760172,0.86359378,2.37314847,0.04758601,-0.06253476,0.02842489,0.07698159,-0.09073749,0.00452942,0.05592714,-22.73831308,0.02162549,0.09676860,-23.20240310,-0.09443520
1.460,0.02532896,0.75143201,2.37163365,0.01840428,0.86245637,2.37313792,0.04814121,-0.06322718,0.02873963,0.07780029,-0.09648851,0.00313327,0.03693286,-22.48731161,0.08289580,0.07588083,-22.93814582,-0.03719904
1.470,0.02581316,0.75079627,2.37192262,0.01921187,0.86127659,2.37311737,0.04869822,-0.06392103,0.02905501,0.07853995,-0.10186089,0.00183627,0.01891972,-22.24238894,0.14521466,0.05592714,-22.67932406,0.02265285
1.480,0.02630293,0.75015359,2.37221475,0.02002376,0.86005784,2.37308967,0.04925701,-0.06461626,0.02937103,0.07920217,-0.10686435,0.00068460,0.00190427,-22.00387736,0.20769798,0.03693286,-22.42637425,0.08428101
1.490,0.02679831,0.74950394,2.37251005,0.02083925,0.85880342,2.37305789,0.04981756,-0.06531285,0.02968766,0.07978878,-0.11150881,-0.00028098,-0.01409833,-21.77208559,0.26947811,0.01891972,-22.17966784,0.14680351
1.500,0.02729929,0.74884732,2.37280851,0.02165766,0.85751652,2.37302527,0.05037985,-0.06601075,0.03000489,0.08030178,-0.11580413,-0.00102638,-0.02907883,-21.54730014,0.32972976,0.00190427,-21.93953232,0.20932926
1.510,0.02780591,0.74818372,2.37311015,0.02247833,0.85620025,2.37299505,0.05094386,-0.06670993,0.03032270,0.08074331,-0.11975980,-0.00152509,-0.04302873,-21.32980574,0.38770158,-0.01409833,-21.70627217,0.27098873
1.520,0.02831817,0.74751312,2.37341496,0.02330066,0.85485765,2.37297046,0.05150955,-0.06741034,0.03064106,0.08111570,-0.12338485,-0.00175875,-0.05594487,-21.11989186,0.44272729,-0.02907883,-21.48017015,0.33095962
1.530,0.02883610,0.74683551,2.37372297,0.02412405,0.85349169,2.37295453,0.05207691,-0.06811195,0.03095998,0.08142138,-0.12668767,-0.00171728,-0.06782526,-20.91785506,0.49425159,-0.04302873,-21.26150768,0.38849801
1.540,0.02935972,0.74615088,2.37403417,0.02494792,0.85210528,2.37295010,0.05264591,-0.06881473,0.03127942,0.08166292,-0.12967605,-0.00139874,-0.07867155,-20.72400258,0.54182730,-0.05594487,-21.05057126,0.44294886
1.550,0.02988903,0.74545921,2.37434856,0.02577175,0.85070127,2.37295970,0.05321654,-0.06951862,0.03159937,0.08184298,-0.13235720,-0.00080888,-0.08848891,-20.53865277,0.58512852,-0.06782526,-20.84765474,0.49377125
1.560,0.03042405,0.74476050,2.37466615,0.02659504,0.84928247,2.37298555,0.05378875,-0.07022360,0.03191982,0.08196434,-0.13473782,0.00003956,-0.09728471,-20.36212906,0.62395073,-0.07867155,-20.65306273,0.54053486
1.570,0.03096481,0.74405474,2.37498696,0.02741730,0.84785164,2.37302948,0.05436254,-0.07092962,0.03224074,0.08202987,-0.13682426,0.00112779,-0.10506775,-20.19475894,0.65820661,-0.08848891,-20.46711099,0.58293228
1.580,0.03151131,0.74334191,2.37531097,0.02823811,0.84641146,2.37309292,0.05493788,-0.07163666,0.03256212,0.08204248,-0.13862263,0.00243199,-0.11185119,-20.03687009,0.68791109,-0.09728471,-20.29012018,0.62077843
1.590,0.03206357,0.74262200,2.37563820,0.02905704,0.84496458,2.37317695,0.05551474,-0.07234466,0.03288394,0.08200519,-0.14013903,0.00392451,-0.11764953,-19.88877676,0.71318203,-0.10506775,-20.12241482,0.65400557
1.600,0.03262161,0.74189501,2.37596865,0.02987373,0.84351356,2.37328221,0.05609311,-0.07305360,0.03320618,0.08192104,-0.14137969,0.00557504,-0.12247926,-19.75077488,0.73421815,-0.11185119,-19.96431925,0.68264778
1.610,0.03318544,0.74116093,2.37630233,0.03068782,0.84206090,2.37340903,0.05667296,-0.07376344,0.03352883,0.08179313,-0.14235118,0.00735181,-0.12635974,-19.62313601,0.75128839,-0.11764953,-19.81614395,0.70684097
1.620,0.03375507,0.74041974,2.37663923,0.03149901,0.84060902,2.37355739,0.05725426,-0.07447413,0.03385188,0.08162458,-0.14306051,0.00922275,-0.12931230,-19.50609994,0.76471137,-0.12247926,-19.67818062,0.72680037
1.630,0.03433053,0.73967144,2.37697936,0.03230701,0.83916022,2.37372697,0.05783700,-0.07518565,0.03417530,0.08141855,-0.14351539,0.01115652,-0.13135887,-19.39986287,0.77484472,-0.12635974,-19.55069601,0.74280947
1.640,0.03491182,0.73891602,2.37732274,0.03311158,0.83771671,2.37391721,0.05842114,-0.07589796,0.03449907,0.08117819,-0.14372421,0.01312347,-0.13252494,-19.30457529,0.78206802,-0.12931230,-19.43392460,0.75519921
1.650,0.03549896,0.73815348,2.37766935,0.03391250,0.83628059,2.37412736,0.05900668,-0.07661102,0.03482319,0.08090666,-0.14369625,0.01509641,-0.13283610,-19.22033338,0.78676029,-0.13135887,-19.32805669,0.76433711
1.660,0.03609196,0.73738380,2.37801920,0.03470959,0.83485381,2.37435652,0.05959358,-0.07732479,0.03514763,0.08060711,-0.14344165,0.01705123,-0.13232028,-19.14718095,0.78929616,-0.13252494,-19.23323636,0.77061018
1.670,0.03669083,0.73660698,2.37837230,0.03550268,0.83343820,2.37460368,0.06018182,-0.07803923,0.03547238,0.08028266,-0.14297148,0.01896737,-0.13100644,-19.08509891,0.79003021,-0.13283610,-19.14955290,0.77440239
1.680,0.03729560,0.73582301,2.37872865,0.03629166,0.83203544,2.37486778,0.06077138,-0.07875432,0.03579742,0.07993640,-0.14229768,0.02082811,-0.12892361,-19.03401068,0.78928525,-0.13232028,-19.07704280,0.77609100
1.690,0.03790626,0.73503189,2.37908825,0.03707642,0.83064704,2.37514776,0.06136224,-0.07947001,0.03612273,0.07957138,-0.14143307,0.02262065,-0.12610374,-18.99377671,0.78734631,-0.13100644,-19.01567930,0.77603108
1.700,0.03852285,0.73423361,2.37945110,0.03785690,0.82927439,2.37544259,0.06195438,-0.08018627,0.03644830,0.07919057,-0.14039120,0.02433611,-0.12257705,-18.96420180,0.78445544,-0.12892361,-18.96537789,0.77454402
1.710,0.03914536,0.73342816,2.37981722,0.03863306,0.82791867,2.37575128,0.06254777,-0.08090306,0.03677412,0.07879692,-0.13918631,0.02596931,-0.11837698,-18.94503496,0.78081168,-0.12610374,-18.92599088,0.77191184
1.720,0.03977381,0.73261555,2.38018659,0.03940489,0.82658093,2.37607294,0.06314239,-0.08162035,0.03710016,0.07839327,-0.13783318,0.02751853,-0.11353582,-18.93597007,0.77656102,-0.12257705,-18.89731490,0.76837234
1.730,0.04040821,0.73179576,2.38055922,0.04017238,0.82526205,2.37640679,0.06373822,-0.08233811,0.03742641,0.07798241,-0.13634700,0.02898506,-0.10808664,-18.93666037,0.77180830,-0.11837698,-18.87909075,0.76411936
1.740,0.04104857,0.73096878,2.38093512,0.04093559,0.82396273,2.37675214,0.06433523,-0.08305628,0.03775286,0.07756702,-0.13474318,0.03037275,-0.10206284,-18.94671514,0.76661564,-0.11353582,-18.87100422,0.75929311
1.750,0.04169492,0.73013463,2.38131428,0.04169457,0.82268354,2.37710846,0.06493341,-0.08377485,0.03807948,0.07714969,-0.13303725,0.03168751,-0.09549658,-18.96570462,0.76100343,-0.10808664,-18.87270063,0.75399241
1.760,0.04234725,0.72929329,2.38169671,0.04244940,0.82142487,2.37747531,0.06553272,-0.08449378,0.03840626,0.07673293,-0.13124467,0.03293676,-0.08842230,-18.99317762,0.75496223,-0.10206284,-18.88378166,0.74827338
1.770,0.04300557,0.72844475,2.38208240,0.04320017,0.82018698,2.37785236,0.06613316,-0.08521302,0.03873319,0.07631912,-0.12938071,0.03412891,-0.08087279,-19.02865890,0.74845296,-0.09549658,-18.90381022,0.74215076
1.780,0.04366991,0.72758902,2.38247137,0.04394702,0.81896999,2.37823940,0.06673470,-0.08593255,0.03906025,0.07591054,-0.12746024,0.03527280,-0.07287985,-19.07165497,0.74142096,-0.08842230,-18.93232819,0.73560999
1.790,0.04434027,0.72672610,2.38286361,0.04469008,0.81777389,2.37863631,0.06733731,-0.08665233,0.03938742,0.07550938,-0.12549769,0.03637729,-0.06447640,-19.12166457,0.73379414,-0.08087279,-18.96885387,0.72860758
1.800,0.04501666,0.72585598,2.38325912,0.04542951,0.81659855,2.37904302,0.06794098,-0.08737233,0.03971469,0.07511770,-0.12350689,0.03745078,-0.05569415,-19.17818551,0.72549571,-0.07287985,-19.01288773,0.72108534
1.810,0.04569910,0.72497865,2.38365790,0.04616547,0.81544372,2.37945954,0.06854568,-0.08809251,0.04004205,0.07473743,-0.12150095,0.03850087,-0.04656396,-19.24071725,0.71644910,-0.06447640,-19.06392300,0.71296857
1.820,0.04638758,0.72409413,2.38405996,0.04689817,0.81430905,2.37988587,0.06915139,-0.08881283,0.04036947,0.07437042,-0.11949224,0.03953408,-0.03711745,-19.30875989,0.70658502,-0.05569415,-19.12145244,0.70417885
1.830,0.04708213,0.72320240,2.38446529,0.04762779,0.81319413,2.38032208,0.06975810,-0.08953327,0.04069694,0.07401837,-0.11749231,0.04055563,-0.02738344,-19.38183275,0.69584237,-0.04656396,-19.18497099,0.69463896
1.840,0.04778274,0.72230346,2.38487390,0.04835455,0.81209842,2.38076818,0.07036577,-0.09025379,0.04102445,0.07368289,-0.11551183,0.04156932,-0.01739237,-19.45946425,0.68417803,-0.03711745,-19.25397469,0.68427984
1.850,0.04848944,0.72139732,2.38528578,0.04907869,0.81102136,2.38122420,0.07097438,-0.09097436,0.04135198,0.07336546,-0.11356061,0.04257743,-0.00717164,-19.54119739,0.67156393,-0.02738344,-19.32797928,0.67304148
1.860,0.04920224,0.72048397,2.38570094,0.04980042,0.80996227,2.38169011,0.07158393,-0.09169493,0.04167951,0.07306747,-0.11164757,0.04358082,0.00325139,-19.62659646,0.65799506,-0.01739237,-19.40651003,0.66088255
1.870,0.04992113,0.71956342,2.38611937,0.05052000,0.80892047,2.38216584,0.07219437,-0.09241548,0.04200704,0.07279017,-0.10978077,0.04457890,0.01384864,-19.71524198,0.64348481,-0.00717164,-19.48910721,0.64777735
1.880,0.05064613,0.71863566,2.38654108,0.05123769,0.80789519,2.38265127,0.07280570,-0.09313598,0.04233454,0.07253472,-0.10796743,0.04556985,0.02459496,-19.80673770,0.62807040,0.00325139,-19.57533276,0.63372371
1.890,0.05137724,0.71770070,2.38696606,0.05195373,0.80688566,2.38314620,0.07341789,-0.09385639,0.04266199,0.07230216,-0.10621398,0.04655073,0.03546479,-19.90070272,0.61180651,0.01384864,-19.66476516,0.61873812
1.900,0.05211449,0.71675854,2.38739432,0.05266840,0.80589103,2.38365039,0.07403093,-0.09457667,0.04298940,0.07209346,-0.10452609,0.04751773,0.04643520,-19.99677725,0.59476973,0.02459496,-19.75700648,0.60286105
1.910,0.05285786,0.71580917,2.38782585,0.05338198,0.80491047,2.38416351,0.07464478,-0.09529680,0.04331673,0.07190944,-0.10290876,0.04846636,0.05748134,-20.09462260,0.57704958,0.03546479,-19.85167435,0.58615039
1.920,0.05360738,0.71485260,2.38826065,0.05409473,0.80394308,2.38468519,0.07525943,-0.09601674,0.04364397,0.07175085,-0.10136631,0.04939171,0.06858216,-20.19391270,0.55875091,0.04643520,-19.94840776,0.56868584
1.930,0.05436306,0.71388884,2.38869873,0.05480694,0.80298796,2.38521498,0.07587486,-0.09673645,0.04397112,0.07161834,-0.09990252,0.05028871,0.07971645,-20.29433755,0.53999060,0.05748134,-20.04686704,0.55055974
1.940,0.05512488,0.71291787,2.38914008,0.05551889,0.80204422,2.38575241,0.07649105,-0.09745592,0.04429814,0.07151248,-0.09852061,0.05115229,0.09086244,-20.39560909,0.52088919,0.06858216,-20.14672526,0.53187939
1.950,0.05589288,0.71193972,2.38958469,0.05623086,0.80111090,2.38629695,0.07710797,-0.09817509,0.04462504,0.07143372,-0.09722334,0.05197767,0.10200222,-20.49744103,0.50157132,0.07971645,-20.24767178,0.51276369
1.960,0.05666705,0.71095437,2.39003258,0.05694315,0.80018708,2.38684804,0.07772561,-0.09889395,0.04495179,0.07138245,-0.09601306,0.05276050,0.11311658,-20.59957121,0.48216600,0.09086244,-20.34941797,0.49333471
1.970,0.05744739,0.70996184,2.39048373,0.05765603,0.79927180,2.38740511,0.07834395,-0.09961245,0.04527839,0.07135896,-0.09489174,0.05349700,0.12418766,-20.70173943,0.46279376,0.10200222,-20.45167716,0.47371807
1.980,0.05823393,0.70896213,2.39093814,0.05836980,0.79836411,2.38796756,0.07896296,-0.10033057,0.04560480,0.07136348,-0.09386098,0.05418414,0.13519994,-20.80370092,0.44357192,0.11311658,-20.55418684,0.45404322
1.990,0.05902666,0.70795523,2.39139582,0.05908474,0.79746306,2.38853483,0.07958263,-0.10104827,0.04593103,0.07139614,-0.09292213,0.05481967,0.14613710,-20.90522204,0.42461168,0.12418766,-20.65668666,0.43443062
2.000,0.05982558,0.70694116,2.39185676,0.05980114,0.79656767,2.38910632,0.08020293,-0.10176552,0.04625706,0.07145700,-0.09207619,0.05540222,0.15698404,-21.00607282,0.40601075,0.13519994,-20.75893173,0.41499700
2.010,0.06063072,0.70591992,2.39232096,0.06051927,0.79567700,2.38968151,0.08082384,-0.10248230,0.04658286,0.07154606,-0.09132394,0.05593126,0.16772825,-21.10603666,0.38785643,0.14613710,-20.86068844,0.39585249
2.020,0.06144206,0.70489152,2.39278842,0.06123942,0.79479008,2.39025986,0.08144535,-0.10319856,0.04690844,0.07166324,-0.09066590,0.05640714,0.17835575,-21.20490305,0.37022355,0.15698404,-20.96172693,0.37709336
2.030,0.06225962,0.70385595,2.39325913,0.06196186,0.79390597,2.39084088,0.08206743,-0.10391428,0.04723376,0.07180841,-0.09010233,0.05683102,0.18885527,-21.30247576,0.35317155,0.16772825,-21.06183085,0.35880509
2.040,0.06308341,0.70281323,2.39373309,0.06268686,0.79302371,2.39142414,0.08269006,-0.10462942,0.04755883,0.07198136,-0.08963327,0.05720480,0.19921608,-21.39856155,0.33674832,0.17835575,-21.16079001,0.34106047
2.050,0.06391343,0.70176337,2.39421031,0.06341469,0.79214237,2.39200924,0.08331323,-0.10534395,0.04788362,0.07218183,-0.08925849,0.05753103,0.20942799,-21.49297966,0.32098968,0.18885527,-21.25840868,0.32391668
2.060,0.06474968,0.70070636,2.39469077,0.06414562,0.79126102,2.39259582,0.08393691,-0.10605785,0.04820811,0.07240951,-0.08897753,0.05781282,0.21948143,-21.58556448,0.30591454,0.19921608,-21.35449422,0.30741924
2.070,0.06559217,0.69964221,2.39517447,0.06487990,0.79037876,2.39318359,0.08456109,-0.10677108,0.04853231,0.07266404,-0.08878968,0.05805368,0.22936846,-21.67615718,0.29153356,0.20942799,-21.44886658,0.29160154
2.080,0.06644090,0.69857094,2.39566141,0.06561777,0.78949469,2.39377227,0.08518574,-0.10748361,0.04885619,0.07294499,-0.08869398,0.05825747,0.23908123,-21.76460943,0.27784681,0.21948143,-21.54136105,0.27648012
2.090,0.06729588,0.69749254,2.39615159,0.06635950,0.78860794,2.39436168,0.08581085,-0.10819541,0.04917973,0.07325190,-0.08868919,0.05842821,0.24861349,-21.85079178,0.26484570,0.22936846,-21.63181977,0.26206333
2.100,0.06815712,0.69640703,2.39664500,0.06710531,0.78771766,2.39495163,0.08643638,-0.10890645,0.04950293,0.07358428,-0.08877383,0.05857002,0.25795939,-21.93458233,0.25251313,0.23908123,-21.72009556,0.24834909
2.110,0.06902461,0.69531442,2.39714165,0.06785545,0.78682303,2.39554201,0.08706234,-0.10961670,0.04982577,0.07394159,-0.08894613,0.05868696,0.26711349,-22.01587525,0.24082913,0.24861349,-21.80606025,0.23532680
