t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_model_1,tau_model_2,tau_model_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3
0.190,-0.00010079,0.78536908,2.35615729,-0.00157865,-0.00045558,-0.00058272,-0.01635002,-0.00471846,-0.00603524,-0.00039767,0.78753465,2.35351149,-0.00100777,-0.01243281,0.00603993,-0.02802626,-21.87983572,-0.00433185,0.00017936,-0.01954287,0.00975292,-0.02784690,-21.89937859,0.00542107,-0.03606758,-21.92278973,-0.00266113,0.00029688,-0.00216557,0.00264580,-0.00057088,0.01197723,-0.00662265
0.200,-0.00011741,0.78536428,2.35615115,-0.00174623,-0.00050395,-0.00064458,-0.01716638,-0.00495406,-0.00633658,-0.00040996,0.78739979,2.35358281,-0.00106309,-0.01269618,0.00631312,-0.02942599,-21.88092285,-0.00459943,0.00528833,-0.00408664,0.01216917,-0.02413766,-21.88500949,0.00756974,-0.03183041,-21.90745973,-0.00041399,0.00029255,-0.00203551,0.00256834,-0.00068314,0.01219223,-0.00695770
0.210,-0.00013574,0.78535899,2.35614438,-0.00192196,-0.00055466,-0.00070945,-0.01797837,-0.00518839,-0.00663631,-0.00042260,0.78726327,2.35365675,-0.00111345,-0.01293506,0.00658318,-0.03081831,-21.88202405,-0.00487349,0.01009945,0.01089385,0.01446523,-0.02071885,-21.87113020,0.00959174,-0.02784690,-21.89255273,0.00172439,0.00028686,-0.00190428,0.00248763,-0.00080851,0.01238040,-0.00729263
0.220,-0.00015587,0.78535318,2.35613695,-0.00210579,-0.00060771,-0.00077730,-0.01878601,-0.00542146,-0.00693443,-0.00043556,0.78712534,2.35373323,-0.00115910,-0.01314954,0.00684953,-0.03220325,-21.88314043,-0.00515444,0.01459588,0.02536326,0.01663444,-0.01760737,-21.85777718,0.01148000,-0.02413766,-21.87811300,0.00374547,0.00027969,-0.00177216,0.00240372,-0.00094669,0.01254183,-0.00762683
0.230,-0.00017788,0.78534683,2.35612883,-0.00229767,-0.00066309,-0.00084813,-0.01958929,-0.00565329,-0.00723095,-0.00044880,0.78698624,2.35381221,-0.00120032,-0.01333980,0.00711153,-0.03358082,-21.88427283,-0.00544263,0.01876323,0.03929074,0.01867111,-0.01481759,-21.84498209,0.01322848,-0.02071885,-21.86417491,0.00564297,0.00027092,-0.00163941,0.00231662,-0.00109735,0.01267671,-0.00795966
0.240,-0.00020185,0.78533991,2.35611998,-0.00249756,-0.00072077,-0.00092192,-0.02038824,-0.00588385,-0.00752586,-0.00046229,0.78684618,2.35389361,-0.00123744,-0.01350612,0.00736857,-0.03495105,-21.88542237,-0.00573850,0.02258784,0.05264652,0.02056976,-0.01236321,-21.83277585,0.01483126,-0.01760737,-21.85077465,0.00741016,0.00026044,-0.00150627,0.00222637,-0.00126012,0.01278535,-0.00829049
0.250,-0.00022786,0.78533241,2.35611038,-0.00270542,-0.00078076,-0.00099864,-0.02118285,-0.00611317,-0.00781917,-0.00047600,0.78670541,2.35397735,-0.00127082,-0.01364883,0.00761999,-0.03631396,-21.88658953,-0.00604228,0.02605878,0.06540720,0.02232642,-0.01025518,-21.82118234,0.01628414,-0.01481759,-21.83794360,0.00904135,0.00024814,-0.00137300,0.00213303,-0.00143460,0.01286807,-0.00861863
0.260,-0.00025599,0.78532429,2.35610000,-0.00292120,-0.00084303,-0.00107830,-0.02197313,-0.00634124,-0.00811089,-0.00048991,0.78656414,2.35406335,-0.00130086,-0.01376838,0.00786516,-0.03766956,-21.88777570,-0.00635443,0.02916472,0.07754725,0.02393666,-0.00850484,-21.81022846,0.01758223,-0.01236321,-21.82571234,0.01053093,0.00023392,-0.00123985,0.00203665,-0.00162034,0.01292535,-0.00894346
0.270,-0.00028631,0.78531554,2.35608881,-0.00314487,-0.00090758,-0.00116086,-0.02275910,-0.00656806,-0.00840101,-0.00050400,0.78642259,2.35415154,-0.00132797,-0.01386523,0.00810340,-0.03901789,-21.88898138,-0.00667521,0.03189755,0.08904816,0.02539757,-0.00712034,-21.79993322,0.01872235,-0.01025518,-21.81410444,0.01187508,0.00021769,-0.00110705,0.00193727,-0.00181690,0.01295765,-0.00926426
0.280,-0.00031891,0.78530613,2.35607677,-0.00337637,-0.00097439,-0.00124631,-0.02354075,-0.00679364,-0.00868954,-0.00051827,0.78628095,2.35424180,-0.00135259,-0.01393994,0.00833404,-0.04035896,-21.89020775,-0.00700511,0.03424841,0.09989016,0.02670593,-0.00611055,-21.79031759,0.01970082,-0.00850484,-21.80314643,0.01306924,0.00019936,-0.00097482,0.00183497,-0.00202378,0.01296555,-0.00958035
0.290,-0.00035386,0.78529604,2.35606387,-0.00361567,-0.00104345,-0.00133464,-0.02431810,-0.00701798,-0.00897648,-0.00053270,0.78613942,2.35433403,-0.00137518,-0.01399308,0.00855642,-0.04169279,-21.89145547,-0.00734432,0.03621153,0.11005937,0.02786002,-0.00548126,-21.78139611,0.02051570,-0.00712034,-21.79285697,0.01411057,0.00017884,-0.00084338,0.00172984,-0.00224049,0.01294963,-0.00989106
0.300,-0.00039125,0.78528525,2.35605007,-0.00386272,-0.00111474,-0.00142584,-0.02509115,-0.00724107,-0.00926184,-0.00054729,0.78599820,2.35442813,-0.00139623,-0.01402529,0.00876986,-0.04301941,-21.89272541,-0.00769324,0.03778097,0.11954233,0.02885803,-0.00523843,-21.77318308,0.02116479,-0.00611055,-21.78325662,0.01499573,0.00015604,-0.00071295,0.00162194,-0.00246649,0.01291055,-0.01019570
0.310,-0.00043114,0.78527374,2.35603534,-0.00411748,-0.00118826,-0.00151987,-0.02585992,-0.00746293,-0.00954561,-0.00056205,0.78585747,2.35452398,-0.00141622,-0.01403726,0.00897368,-0.04433884,-21.89401839,-0.00805222,0.03895340,0.12832889,0.02969897,-0.00538544,-21.76568949,0.02164675,-0.00548126,-21.77435952,0.01572313,0.00013091,-0.00058373,0.00151136,-0.00270126,0.01284900,-0.01049355
0.320,-0.00047362,0.78526148,2.35601966,-0.00437990,-0.00126400,-0.00161674,-0.02662440,-0.00768355,-0.00982780,-0.00057699,0.78571740,2.35462146,-0.00143566,-0.01402970,0.00916721,-0.04565110,-21.89533542,-0.00842158,0.03972496,0.13640970,0.03038209,-0.00592614,-21.75892571,0.02196051,-0.00523843,-21.76617959,0.01629089,0.00010337,-0.00045592,0.00139820,-0.00294424,0.01276570,-0.01078395
0.330,-0.00051877,0.78524845,2.35600300,-0.00464995,-0.00134193,-0.00171642,-0.02738461,-0.00790294,-0.01010841,-0.00059213,0.78557816,2.35472044,-0.00145507,-0.01400334,0.00934978,-0.04695621,-21.89667732,-0.00880167,0.04009375,0.14377918,0.03090743,-0.00686247,-21.75289814,0.02210576,-0.00538544,-21.75872736,0.01669800,0.00007336,-0.00032971,0.00128256,-0.00319488,0.01266141,-0.01106620
0.340,-0.00056665,0.78523463,2.35598532,-0.00492758,-0.00142205,-0.00181890,-0.02814055,-0.00812110,-0.01038745,-0.00060747,0.78543990,2.35482077,-0.00147498,-0.01395898,0.00952074,-0.04825420,-21.89804497,-0.00919289,0.04005955,0.15043315,0.03127525,-0.00819465,-21.74761182,0.02208237,-0.00592614,-21.75201277,0.01694371,0.00004082,-0.00020527,0.00116455,-0.00345260,0.01253693,-0.01133964
0.350,-0.00061734,0.78522000,2.35596661,-0.00521275,-0.00150435,-0.00192417,-0.02889223,-0.00833803,-0.01066492,-0.00062306,0.78530277,2.35492233,-0.00149591,-0.01389740,0.00967943,-0.04954509,-21.89943902,-0.00959543,0.03962298,0.15637119,0.03148685,-0.00992211,-21.74306783,0.02189142,-0.00686247,-21.74604180,0.01702801,0.00000572,-0.00008277,0.00104428,-0.00371684,0.01239305,-0.01160360
0.360,-0.00067093,0.78520454,2.35594683,-0.00550541,-0.00158881,-0.00203220,-0.02963966,-0.00855373,-0.01094081,-0.00063892,0.78516692,2.35502495,-0.00151842,-0.01381945,0.00982521,-0.05082890,-21.90086033,-0.01000970,0.03878469,0.16159325,0.03154344,-0.01204422,-21.73926708,0.02153374,-0.00819465,-21.74081903,0.01695108,-0.00003201,0.00003762,0.00092188,-0.00398699,0.01223064,-0.01185741
0.370,-0.00072748,0.78518822,2.35592596,-0.00580553,-0.00167542,-0.00214298,-0.03038285,-0.00876820,-0.01121515,-0.00065509,0.78503246,2.35512850,-0.00154303,-0.01372596,0.00995747,-0.05210567,-21.90230996,-0.01043604,0.03754735,0.16610121,0.03144677,-0.01455832,-21.73620874,0.02101074,-0.00992211,-21.73634509,0.01671430,-0.00007239,0.00015576,0.00079746,-0.00426250,0.01205054,-0.01210045
0.380,-0.00078706,0.78517102,2.35590396,-0.00611305,-0.00176417,-0.00225650,-0.03112180,-0.00898146,-0.01148791,-0.00067161,0.78489953,2.35523280,-0.00157031,-0.01361780,0.01007560,-0.05337540,-21.90378877,-0.01087485,0.03591443,0.16989907,0.03119893,-0.01746097,-21.73388970,0.02032408,-0.01204422,-21.73262043,0.01631875,-0.00011545,0.00027149,0.00067116,-0.00454274,0.01185363,-0.01233210
0.390,-0.00084976,0.78515293,2.35588082,-0.00642795,-0.00185505,-0.00237273,-0.03185652,-0.00919349,-0.01175912,-0.00068853,0.78476823,2.35533769,-0.00160080,-0.01349584,0.01017901,-0.05463813,-21.90529712,-0.01132626,0.03389047,0.17299573,0.03080326,-0.02074766,-21.73230139,0.01947699,-0.01455832,-21.72964376,0.01576612,-0.00016123,0.00038470,0.00054313,-0.00482715,0.01164079,-0.01255174
0.400,-0.00091565,0.78513392,2.35585650,-0.00675017,-0.00194804,-0.00249167,-0.03258702,-0.00940431,-0.01202877,-0.00070591,0.78463866,2.35544300,-0.00163504,-0.01336097,0.01026713,-0.05589388,-21.90683620,-0.01179075,0.03148020,0.17539747,0.03026233,-0.02441368,-21.73143872,0.01847158,-0.01746097,-21.72741152,0.01505833,-0.00020974,0.00049526,0.00041350,-0.00511513,0.01141293,-0.01275880
0.410,-0.00098479,0.78511396,2.35583098,-0.00707967,-0.00204313,-0.00261330,-0.03331331,-0.00961391,-0.01229686,-0.00072380,0.78451093,2.35554857,-0.00167358,-0.01321409,0.01033943,-0.05714269,-21.90840701,-0.01226865,0.02868999,0.17711361,0.02957954,-0.02845269,-21.73129340,0.01731089,-0.02074766,-21.72591466,0.01419883,-0.00026099,0.00060303,0.00028241,-0.00540609,0.01117096,-0.01295273
0.420,-0.00105726,0.78509305,2.35580422,-0.00741642,-0.00214031,-0.00273760,-0.03403539,-0.00982229,-0.01256340,-0.00074227,0.78438511,2.35565420,-0.00171696,-0.01305609,0.01039538,-0.05838455,-21.91000984,-0.01276022,0.02552728,0.17815801,0.02875908,-0.03285727,-21.73185183,0.01599886,-0.02441368,-21.72514767,0.01318996,-0.00031499,0.00070794,0.00015002,-0.00569946,0.01091578,-0.01313298
0.430,-0.00113314,0.78507115,2.35577622,-0.00776037,-0.00223957,-0.00286457,-0.03475327,-0.01002947,-0.01282839,-0.00076139,0.78426128,2.35575972,-0.00176571,-0.01288789,0.01043450,-0.05961951,-21.91164589,-0.01326574,0.02199900,0.17854252,0.02780500,-0.03762051,-21.73310338,0.01453926,-0.02845269,-21.72510176,0.01203497,-0.00037175,0.00080987,0.00001650,-0.00599466,0.01064832,-0.01329907
0.440,-0.00121250,0.78504825,2.35574692,-0.00811147,-0.00234089,-0.00299417,-0.03546696,-0.01023543,-0.01309183,-0.00078124,0.78413950,2.35586494,-0.00182037,-0.01271039,0.01045631,-0.06084759,-21.91331585,-0.01378568,0.01811374,0.17828181,0.02672155,-0.04273385,-21.73503403,0.01293587,-0.03285727,-21.72576290,0.01073798,-0.00043126,0.00090875,-0.00011802,-0.00629110,0.01036950,-0.01345048
0.450,-0.00129540,0.78502432,2.35571632,-0.00846969,-0.00244427,-0.00312640,-0.03617647,-0.01044019,-0.01335373,-0.00080188,0.78401983,2.35596966,-0.00188146,-0.01252448,0.01046040,-0.06206882,-21.91502063,-0.01432023,0.01388112,0.17739225,0.02551372,-0.04818770,-21.73762838,0.01119349,-0.03762051,-21.72712000,0.00930293,-0.00049352,0.00100449,-0.00025334,-0.00658823,0.01008021,-0.01358680
0.460,-0.00138191,0.78499936,2.35568439,-0.00883499,-0.00254969,-0.00326124,-0.03688180,-0.01064374,-0.01361409,-0.00082342,0.78390232,2.35607370,-0.00194948,-0.01233106,0.01044636,-0.06328321,-21.91676042,-0.01486960,0.00931218,0.17589442,0.02418718,-0.05397103,-21.74086600,0.00931757,-0.04273385,-21.72915862,0.00773376,-0.00055849,0.00109704,-0.00038931,-0.00688551,0.00978137,-0.01370760
0.470,-0.00147212,0.78497332,2.35565109,-0.00920731,-0.00265714,-0.00339867,-0.03758296,-0.01084609,-0.01387290,-0.00084593,0.78378701,2.35617687,-0.00202495,-0.01213103,0.01041381,-0.06449080,-21.91853699,-0.01543439,0.00441468,0.17380160,0.02274600,-0.06007612,-21.74473540,0.00731160,-0.04818770,-21.73186290,0.00603540,-0.00062619,0.00118631,-0.00052578,-0.00718236,0.00947389,-0.01381248
0.480,-0.00156608,0.78494621,2.35561641,-0.00958663,-0.00276661,-0.00353869,-0.03827996,-0.01104724,-0.01413019,-0.00086952,0.78367393,2.35627895,-0.00210836,-0.01192527,0.01036243,-0.06569161,-21.92035011,-0.01601461,-0.00079752,0.17113942,0.02119700,-0.06648914,-21.74921069,0.00518240,-0.05397103,-21.73521201,0.00421343,-0.00069656,0.00127228,-0.00066254,-0.00747827,0.00915866,-0.01390112
0.490,-0.00166387,0.78491798,2.35558031,-0.00997290,-0.00287809,-0.00368127,-0.03897280,-0.01124719,-0.01438593,-0.00089428,0.78356311,2.35637975,-0.00220018,-0.01171464,0.01029192,-0.06688566,-21.92220154,-0.01661084,-0.00631521,0.16792355,0.01954476,-0.07320087,-21.75427799,0.00293391,-0.06007612,-21.73919401,0.00227141,-0.00076959,0.00135487,-0.00079944,-0.00777272,0.00883655,-0.01397319
0.500,-0.00176556,0.78488864,2.35554277,-0.01036608,-0.00299155,-0.00382640,-0.03966150,-0.01144594,-0.01464015,-0.00092031,0.78345454,2.35647908,-0.00230090,-0.01150001,0.01020201,-0.06807299,-21.92409111,-0.01722317,-0.01212444,0.16418107,0.01779628,-0.08019743,-21.75991005,0.00057311,-0.06648914,-21.74378263,0.00021625,-0.00084525,0.00143410,-0.00093631,-0.00806518,0.00850846,-0.01402841
0.510,-0.00187122,0.78485815,2.35550377,-0.01076612,-0.00310700,-0.00397407,-0.04034607,-0.01164350,-0.01489284,-0.00094772,0.78334826,2.35657671,-0.00241095,-0.01128222,0.01009248,-0.06925363,-21.92602017,-0.01785199,-0.01821382,0.15993187,0.01595710,-0.08746745,-21.76608830,-0.00189490,-0.07320087,-21.74896357,-0.00194804,-0.00092350,0.00150989,-0.00107294,-0.00835517,0.00817522,-0.01406655
0.520,-0.00198091,0.78482649,2.35546328,-0.01117298,-0.00322442,-0.00412426,-0.04102650,-0.01183986,-0.01514401,-0.00097662,0.78324424,2.35667247,-0.00253078,-0.01106208,0.00996315,-0.07042758,-21.92798949,-0.01849764,-0.02457011,0.15519963,0.01403343,-0.09499770,-21.77278985,-0.00446421,-0.08019743,-21.75470921,-0.00421447,-0.00100429,0.00158225,-0.00120919,-0.00864220,0.00783766,-0.01408741
0.530,-0.00209470,0.78479365,2.35542128,-0.01158663,-0.00334379,-0.00427694,-0.04170280,-0.01203504,-0.01539365,-0.00100713,0.78314248,2.35676613,-0.00266082,-0.01084042,0.00981386,-0.07159488,-21.92999952,-0.01916032,-0.03117949,0.15001067,0.01203209,-0.10277437,-21.77998885,-0.00712823,-0.08746745,-21.76100059,-0.00657789,-0.00108757,0.00165117,-0.00134485,-0.00892581,0.00749663,-0.01409080
0.540,-0.00221266,0.78475961,2.35537773,-0.01200703,-0.00346511,-0.00443212,-0.04237500,-0.01222903,-0.01564178,-0.00103936,0.78304298,2.35685749,-0.00280148,-0.01061801,0.00964451,-0.07275558,-21.93205113,-0.01984043,-0.03802899,0.14438863,0.00995916,-0.11078456,-21.78766250,-0.00988128,-0.09499770,-21.76781446,-0.00903244,-0.00117330,0.00171663,-0.00147976,-0.00920555,0.00715290,-0.01407663
0.550,-0.00233486,0.78472434,2.35533263,-0.01243412,-0.00358837,-0.00458978,-0.04304308,-0.01242183,-0.01588838,-0.00107344,0.78294569,2.35694636,-0.00295314,-0.01039562,0.00945502,-0.07390966,-21.93414518,-0.02053817,-0.04510483,0.13835894,0.00782132,-0.11901448,-21.79578624,-0.01271685,-0.10277437,-21.77512462,-0.01157151,-0.00126142,0.00177865,-0.00161373,-0.00948098,0.00680725,-0.01404480
0.560,-0.00246137,0.78468784,2.35528593,-0.01286787,-0.00371355,-0.00474989,-0.04370706,-0.01261345,-0.01613348,-0.00110950,0.78285060,2.35703252,-0.00311618,-0.01017400,0.00924537,-0.07505717,-21.93628205,-0.02125388,-0.05239260,0.13194901,0.00562533,-0.12744978,-21.80433304,-0.01562855,-0.11078456,-21.78290794,-0.01418949,-0.00135187,0.00183724,-0.00174659,-0.00975169,0.00646045,-0.01399526
0.570,-0.00259224,0.78465007,2.35523762,-0.01330825,-0.00384063,-0.00491244,-0.04436695,-0.01280388,-0.01637706,-0.00114765,0.78275767,2.35711578,-0.00329096,-0.00995386,0.00901557,-0.07619815,-21.93846296,-0.02198789,-0.05987825,0.12518321,0.00337752,-0.13607640,-21.81327975,-0.01861037,-0.11901448,-21.79113952,-0.01687993,-0.00144459,0.00189240,-0.00187816,-0.01001729,0.00611323,-0.01392801
0.580,-0.00272756,0.78461102,2.35518767,-0.01375520,-0.00396962,-0.00507742,-0.04502275,-0.01299314,-0.01661914,-0.00118803,0.78266685,2.35719594,-0.00347782,-0.00973589,0.00876567,-0.07733260,-21.94068844,-0.02274047,-0.06754818,0.11808829,0.00108453,-0.14488079,-21.82260015,-0.02165594,-0.12744978,-21.79979204,-0.01963653,-0.00153953,0.00194417,-0.00200827,-0.01027738,0.00576627,-0.01384309
0.590,-0.00286737,0.78457067,2.35513607,-0.01420869,-0.00410049,-0.00524482,-0.04567448,-0.01318122,-0.01685971,-0.00123078,0.78257809,2.35727280,-0.00367708,-0.00952077,0.00849575,-0.07846058,-21.94295914,-0.02351182,-0.07538656,0.11069227,-0.00124663,-0.15384714,-21.83226687,-0.02475845,-0.13607640,-21.80884205,-0.02245338,-0.00163659,0.00199258,-0.00213673,-0.01053161,0.00542028,-0.01374057
