t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_model_1,tau_model_2,tau_model_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3
1.950,-0.08615763,0.76053388,2.32439134,-0.12041484,-0.03475059,-0.04444843,-0.09953925,-0.02872609,-0.03674267,-0.07637377,0.76010036,2.32651109,-0.11992191,-0.03509112,-0.03777176,-0.18297989,-22.91490809,-0.40176568,-0.50082202,-0.26745109,-0.07338084,-0.68380191,-23.18235917,-0.47514652,-0.68571786,-23.13753362,-0.44436473,-0.00978386,0.00043352,-0.00211975,-0.00049293,0.00034053,-0.00667667
1.960,-0.08736676,0.76018494,2.32394501,-0.12141105,-0.03503809,-0.04481616,-0.09970336,-0.02877345,-0.03680325,-0.07761586,0.75973482,2.32612360,-0.12099360,-0.03545697,-0.03801612,-0.18346670,-22.92820739,-0.40709438,-0.49930821,-0.26754072,-0.07386127,-0.68277491,-23.19574810,-0.48095565,-0.68478373,-23.15070916,-0.44998843,-0.00975090,0.00045012,-0.00217859,-0.00041745,0.00041888,-0.00680004
1.970,-0.08858586,0.75983312,2.32349501,-0.12240890,-0.03532606,-0.04518449,-0.09986444,-0.02881994,-0.03686271,-0.07886859,0.75936564,2.32573334,-0.12206352,-0.03582208,-0.03826846,-0.18395037,-22.94160808,-0.41246551,-0.49775376,-0.26754445,-0.07432398,-0.68170413,-23.20915253,-0.48678949,-0.68380191,-23.16390047,-0.45563378,-0.00971727,0.00046748,-0.00223833,-0.00034538,0.00049602,-0.00691603
1.980,-0.08981495,0.75947841,2.32304132,-0.12340833,-0.03561449,-0.04555341,-0.10002248,-0.02886555,-0.03692105,-0.08013195,0.75899285,2.32534025,-0.12313160,-0.03618632,-0.03852878,-0.18443086,-22.95511051,-0.41787927,-0.49616119,-0.26746435,-0.07476898,-0.68059205,-23.22257486,-0.49264825,-0.68277491,-23.17710857,-0.46130079,-0.00968300,0.00048556,-0.00229893,-0.00027673,0.00057183,-0.00702463
1.990,-0.09105403,0.75912082,2.32258394,-0.12440933,-0.03590337,-0.04592291,-0.10017750,-0.02891028,-0.03697827,-0.08140591,0.75861646,2.32494423,-0.12419777,-0.03654958,-0.03879705,-0.18490823,-22.96871429,-0.42333557,-0.49453093,-0.26729831,-0.07519532,-0.67943916,-23.23601260,-0.49853089,-0.68170413,-23.19033285,-0.46698856,-0.00964812,0.00050436,-0.00236029,-0.00021156,0.00064621,-0.00712586
2.000,-0.09230314,0.75876035,2.32212286,-0.12541187,-0.03619269,-0.04629297,-0.10032950,-0.02895415,-0.03703438,-0.08269046,0.75823648,2.32454521,-0.12526196,-0.03691173,-0.03907324,-0.18538247,-22.98241944,-0.42883447,-0.49286607,-0.26704715,-0.07560270,-0.67824854,-23.24946659,-0.50443717,-0.68059205,-23.20357577,-0.47269735,-0.00961268,0.00052387,-0.00242235,-0.00014991,0.00071904,-0.00721973
2.010,-0.09356228,0.75839697,2.32165808,-0.12641591,-0.03648245,-0.04666359,-0.10047849,-0.02899715,-0.03708937,-0.08398557,0.75785292,2.32414311,-0.12632411,-0.03727265,-0.03935730,-0.18585360,-22.99622674,-0.43437617,-0.49116936,-0.26671547,-0.07599159,-0.67702297,-23.26294220,-0.51036776,-0.67943916,-23.21683490,-0.47842614,-0.00957671,0.00054405,-0.00248503,-0.00009180,0.00079020,-0.00730629
2.020,-0.09483146,0.75803069,2.32118959,-0.12742143,-0.03677263,-0.04703476,-0.10062448,-0.02903928,-0.03714326,-0.08529121,0.75746581,2.32373787,-0.12738415,-0.03763221,-0.03964918,-0.18632164,-23.01013589,-0.43996065,-0.48944219,-0.26630259,-0.07636143,-0.67576383,-23.27643848,-0.51632208,-0.67824854,-23.23011114,-0.48417476,-0.00954025,0.00056488,-0.00254828,-0.00003728,0.00085958,-0.00738558
2.030,-0.09611071,0.75766152,2.32071738,-0.12842839,-0.03706323,-0.04740645,-0.10076747,-0.02908055,-0.03719605,-0.08660737,0.75707517,2.32332939,-0.12844204,-0.03799029,-0.03994882,-0.18678660,-23.02414660,-0.44558790,-0.48768687,-0.26580856,-0.07671180,-0.67447347,-23.28995516,-0.52229971,-0.67702297,-23.24340993,-0.48994390,-0.00950334,0.00058635,-0.00261201,0.00001365,0.00092706,-0.00745763
2.040,-0.09740003,0.75728943,2.32024146,-0.12943677,-0.03735424,-0.04777867,-0.10090748,-0.02912095,-0.03724773,-0.08793401,0.75668100,2.32291761,-0.12949770,-0.03834679,-0.04025612,-0.18724850,-23.03825957,-0.45125805,-0.48590635,-0.26523808,-0.07704320,-0.67315485,-23.30349765,-0.52830124,-0.67576383,-23.25673034,-0.49573305,-0.00946602,0.00060843,-0.00267615,0.00006093,0.00099255,-0.00752255
2.050,-0.09869945,0.75691443,2.31976181,-0.13044653,-0.03764564,-0.04815141,-0.10104450,-0.02916049,-0.03729831,-0.08927112,0.75628334,2.32250245,-0.13055109,-0.03870159,-0.04057102,-0.18770732,-23.05247457,-0.45697114,-0.48410333,-0.26459215,-0.07735550,-0.67181065,-23.31706673,-0.53432664,-0.67447347,-23.27007217,-0.50154185,-0.00942833,0.00063109,-0.00274064,0.00010456,0.00105595,-0.00758039
2.060,-0.10000897,0.75653651,2.31927843,-0.13145765,-0.03793744,-0.04852464,-0.10117856,-0.02919918,-0.03734779,-0.09061868,0.75588221,2.32208385,-0.13160216,-0.03905457,-0.04089342,-0.18816314,-23.06679185,-0.46272724,-0.48228005,-0.26387364,-0.07764887,-0.67044318,-23.33066549,-0.54037611,-0.67315485,-23.28344090,-0.50737094,-0.00939029,0.00065430,-0.00280542,0.00014451,0.00111713,-0.00763122
2.070,-0.10132861,0.75615568,2.31879131,-0.13247010,-0.03822962,-0.04889836,-0.10130965,-0.02923701,-0.03739618,-0.09197665,0.75547762,2.32166172,-0.13265087,-0.03940563,-0.04122320,-0.18861591,-23.08121105,-0.46852633,-0.48043875,-0.26308330,-0.07792313,-0.66905467,-23.34429435,-0.54644946,-0.67181065,-23.29683733,-0.51322036,-0.00935196,0.00067806,-0.00287041,0.00018077,0.00117601,-0.00767516
2.080,-0.10265838,0.75577192,2.31830046,-0.13348383,-0.03852218,-0.04927256,-0.10143778,-0.02927399,-0.03744347,-0.09334501,0.75506960,2.32123601,-0.13369718,-0.03975466,-0.04156027,-0.18906567,-23.09573263,-0.47436847,-0.47858245,-0.26222537,-0.07817872,-0.66764813,-23.35795800,-0.55254719,-0.67044318,-23.31026461,-0.51909038,-0.00931337,0.00070232,-0.00293555,0.00021335,0.00123248,-0.00771229
2.090,-0.10399829,0.75538523,2.31780586,-0.13449884,-0.03881510,-0.04964722,-0.10156296,-0.02931012,-0.03748968,-0.09472374,0.75465818,2.32080663,-0.13474105,-0.04010157,-0.04190450,-0.18951244,-23.11035664,-0.48025378,-0.47671397,-0.26130295,-0.07841601,-0.66622641,-23.37165959,-0.55866979,-0.66905467,-23.32372320,-0.52498087,-0.00927455,0.00072705,-0.00300077,0.00024221,0.00128647,-0.00774272
2.100,-0.10534836,0.75499562,2.31730751,-0.13551508,-0.03910838,-0.05002235,-0.10168520,-0.02934539,-0.03753481,-0.09611280,0.75424338,2.32037354,-0.13578244,-0.04044625,-0.04225576,-0.18995621,-23.12508268,-0.48618217,-0.47483555,-0.26031710,-0.07863489,-0.66479176,-23.38539979,-0.56481706,-0.66764813,-23.33721784,-0.53089241,-0.00923556,0.00075224,-0.00306603,0.00026736,0.00133787,-0.00776659
2.110,-0.10670859,0.75460307,2.31680541,-0.13653254,-0.03940201,-0.05039792,-0.10180451,-0.02937982,-0.03757884,-0.09751218,0.75382522,2.31993665,-0.13682132,-0.04078863,-0.04261393,-0.19039702,-23.13991127,-0.49215378,-0.47295027,-0.25927296,-0.07883607,-0.66334729,-23.39918424,-0.57098985,-0.66622641,-23.35075171,-0.53682558,-0.00919641,0.00077785,-0.00313124,0.00028878,0.00138662,-0.00778399
2.120,-0.10807901,0.75420758,2.31629955,-0.13755116,-0.03969597,-0.05077392,-0.10192088,-0.02941341,-0.03762180,-0.09892185,0.75340374,2.31949592,-0.13785768,-0.04112860,-0.04297886,-0.19083485,-23.15484240,-0.49816866,-0.47106150,-0.25817381,-0.07901997,-0.66189635,-23.41301621,-0.57718862,-0.66479176,-23.36432553,-0.54278024,-0.00915716,0.00080384,-0.00319637,0.00030652,0.00143263,-0.00779506
2.130,-0.10945962,0.75380915,2.31578993,-0.13857094,-0.03999027,-0.05115035,-0.10203434,-0.02944615,-0.03766368,-0.10034178,0.75297895,2.31905127,-0.13889148,-0.04146609,-0.04335040,-0.19126974,-23.16987595,-0.50422678,-0.46917157,-0.25702262,-0.07918690,-0.66044131,-23.42689857,-0.58341368,-0.66334729,-23.37794496,-0.54875733,-0.00911784,0.00083020,-0.00326134,0.00032054,0.00147582,-0.00779995
2.140,-0.11085043,0.75340777,2.31527654,-0.13959184,-0.04028489,-0.05152719,-0.10214489,-0.02947806,-0.03770449,-0.10177194,0.75255089,2.31860264,-0.13992272,-0.04180102,-0.04372841,-0.19170170,-23.18501222,-0.51032828,-0.46728363,-0.25582414,-0.07933763,-0.65898533,-23.44083636,-0.58966590,-0.66189635,-23.39161331,-0.55475740,-0.00907849,0.00085688,-0.00332610,0.00033088,0.00151613,-0.00779878
2.150,-0.11225146,0.75300345,2.31475939,-0.14061383,-0.04057983,-0.05190443,-0.10225253,-0.02950912,-0.03774422,-0.10321232,0.75211959,2.31814999,-0.14095138,-0.04213331,-0.04411274,-0.19213072,-23.20025072,-0.51647299,-0.46539996,-0.25457954,-0.07947204,-0.65753069,-23.45483026,-0.59594503,-0.66044131,-23.40533347,-0.56078083,-0.00903914,0.00088386,-0.00339060,0.00033755,0.00155348,-0.00779169
2.160,-0.11366271,0.75259617,2.31423845,-0.14163688,-0.04087507,-0.05228207,-0.10235728,-0.02953935,-0.03778289,-0.10466287,0.75168507,2.31769324,-0.14197744,-0.04246290,-0.04450321,-0.19255685,-23.21559220,-0.52266126,-0.46352441,-0.25329658,-0.07959171,-0.65608126,-23.46888878,-0.60225296,-0.65898533,-23.41911052,-0.56682859,-0.00899984,0.00091110,-0.00345479,0.00034056,0.00158783,-0.00777886
2.170,-0.11508420,0.75218594,2.31371374,-0.14266097,-0.04117061,-0.05266009,-0.10245913,-0.02956874,-0.03782049,-0.10612359,0.75124737,2.31723235,-0.14300091,-0.04278973,-0.04489967,-0.19298004,-23.23103608,-0.52889284,-0.46165913,-0.25197602,-0.07969639,-0.65463917,-23.48301210,-0.60858923,-0.65753069,-23.43294515,-0.57290051,-0.00896061,0.00093857,-0.00351861,0.00033994,0.00161912,-0.00776042
2.180,-0.11651594,0.75177276,2.31318525,-0.14368606,-0.04146645,-0.05303848,-0.10255811,-0.02959731,-0.03785702,-0.10759443,0.75080651,2.31676726,-0.14402179,-0.04311374,-0.04530194,-0.19340037,-23.24658240,-0.53516782,-0.45980691,-0.25062191,-0.07978677,-0.65320729,-23.49720431,-0.61495459,-0.65608126,-23.44684590,-0.57899857,-0.00892151,0.00096625,-0.00358201,0.00033573,0.00164729,-0.00773654
2.190,-0.11795793,0.75135661,2.31265297,-0.14471212,-0.04176256,-0.05341723,-0.10265421,-0.02962504,-0.03789249,-0.10907538,0.75036253,2.31629792,-0.14504007,-0.04343488,-0.04570987,-0.19381781,-23.26223166,-0.54148636,-0.45797110,-0.24924088,-0.07986409,-0.65178891,-23.51147254,-0.62135045,-0.65463917,-23.46081295,-0.58512242,-0.00888255,0.00099408,-0.00364495,0.00032795,0.00167232,-0.00770736
2.200,-0.11941018,0.75093751,2.31211691,-0.14573913,-0.04205894,-0.05379632,-0.10274744,-0.02965195,-0.03792691,-0.11056641,0.74991545,2.31582429,-0.14605577,-0.04375311,-0.04612326,-0.19423237,-23.27798315,-0.54784825,-0.45615305,-0.24783286,-0.07992805,-0.65038542,-23.52581602,-0.62777630,-0.65320729,-23.47485042,-0.59127287,-0.00884377,0.00102206,-0.00370738,0.00031664,0.00169417,-0.00767306
2.210,-0.12087271,0.75051543,2.31157705,-0.14676706,-0.04235559,-0.05417576,-0.10283781,-0.02967803,-0.03796027,-0.11206749,0.74946531,2.31534631,-0.14706890,-0.04406838,-0.04654195,-0.19464407,-23.29383776,-0.55425381,-0.45435801,-0.24640766,-0.07998067,-0.64900208,-23.54024543,-0.63423447,-0.65178891,-23.48896545,-0.59745144,-0.00880522,0.00105012,-0.00376926,0.00030184,0.00171279,-0.00763381
2.220,-0.12234553,0.75009039,2.31103339,-0.14779588,-0.04265250,-0.05455553,-0.10292533,-0.02970328,-0.03799257,-0.11357860,0.74901214,2.31486394,-0.14807947,-0.04438066,-0.04696575,-0.19505292,-23.30979481,-0.56070288,-0.45258744,-0.24496581,-0.08002187,-0.64764035,-23.55476063,-0.64072475,-0.65038542,-23.50315726,-0.60365772,-0.00876693,0.00107825,-0.00383055,0.00028359,0.00172816,-0.00758978
2.230,-0.12382863,0.74966238,2.31048593,-0.14882556,-0.04294966,-0.05493561,-0.10301001,-0.02972772,-0.03802383,-0.11509972,0.74855596,2.31437713,-0.14908751,-0.04468993,-0.04739449,-0.19545894,-23.32585453,-0.56719553,-0.45084344,-0.24351206,-0.08005248,-0.64630238,-23.56936660,-0.64724801,-0.64900208,-23.51743656,-0.60989412,-0.00872891,0.00110642,-0.00389120,0.00026195,0.00174027,-0.00754112
2.240,-0.12532204,0.74923140,2.30993468,-0.14985607,-0.04324705,-0.05531600,-0.10309185,-0.02975134,-0.03805404,-0.11663082,0.74809681,2.31388585,-0.15009304,-0.04499616,-0.04782798,-0.19586212,-23.34201672,-0.57373167,-0.44912922,-0.24204968,-0.08007299,-0.64499134,-23.58406640,-0.65380466,-0.64764035,-23.53180319,-0.61616052,-0.00869122,0.00113459,-0.00395117,0.00023697,0.00174911,-0.00748802
2.250,-0.12682576,0.74879744,2.30937961,-0.15088738,-0.04354468,-0.05569669,-0.10317086,-0.02977414,-0.03808320,-0.11817187,0.74763472,2.31339004,-0.15109609,-0.04529935,-0.04826604,-0.19626248,-23.35828178,-0.58031155,-0.44744810,-0.24058589,-0.08008497,-0.64371059,-23.59886767,-0.66039652,-0.64630238,-23.54626214,-0.62245791,-0.00865389,0.00116272,-0.00401043,0.00020871,0.00175467,-0.00743065
2.260,-0.12833979,0.74836051,2.30882074,-0.15191948,-0.04384253,-0.05607766,-0.10324705,-0.02979613,-0.03811133,-0.11972285,0.74716972,2.31288969,-0.15209668,-0.04559948,-0.04870848,-0.19666004,-23.37464919,-0.58693494,-0.44580112,-0.23912127,-0.08008830,-0.64246116,-23.61377046,-0.66702324,-0.64499134,-23.56081647,-0.62878676,-0.00861694,0.00119079,-0.00406895,0.00017720,0.00175695,-0.00736918
2.270,-0.12986415,0.74792059,2.30825806,-0.15295232,-0.04414060,-0.05645891,-0.10332042,-0.02981730,-0.03813841,-0.12128375,0.74670184,2.31238474,-0.15309487,-0.04589654,-0.04915512,-0.19705477,-23.39111948,-0.59360204,-0.44419240,-0.23766347,-0.08008454,-0.64124717,-23.62878295,-0.67368658,-0.64371059,-23.57547380,-0.63514900,-0.00858040,0.00121875,-0.00412668,0.00014255,0.00175594,-0.00730379
2.280,-0.13139884,0.74747769,2.30769156,-0.15398587,-0.04443888,-0.05684042,-0.10339099,-0.02983767,-0.03816446,-0.12285453,0.74623112,2.31187516,-0.15409068,-0.04619055,-0.04960578,-0.19744674,-23.40769236,-0.60031283,-0.44262346,-0.23621503,-0.08007420,-0.64007020,-23.64390739,-0.68038703,-0.64246116,-23.59023418,-0.64154437,-0.00854431,0.00124657,-0.00418360,0.00010481,0.00175167,-0.00723464
2.290,-0.13294387,0.74703181,2.30712125,-0.15502013,-0.04473735,-0.05722219,-0.10345876,-0.02985723,-0.03818948,-0.12443517,0.74575757,2.31136092,-0.15508417,-0.04648151,-0.05006027,-0.19783591,-23.42436763,-0.60706722,-0.44109652,-0.23477890,-0.08005775,-0.63893243,-23.65914653,-0.68712497,-0.64124717,-23.60510575,-0.64797472,-0.00850870,0.00127424,-0.00423967,0.00006404,0.00174416,-0.00716192
2.300,-0.13449924,0.74658295,2.30654712,-0.15605504,-0.04503602,-0.05760421,-0.10352374,-0.02987598,-0.03821346,-0.12602566,0.74528124,2.31084199,-0.15607537,-0.04676944,-0.05051840,-0.19822231,-23.44114525,-0.61386525,-0.43961346,-0.23335934,-0.08003610,-0.63783577,-23.67450459,-0.69390135,-0.64007020,-23.62009078,-0.65444062,-0.00847358,0.00130171,-0.00429487,0.00002033,0.00173342,-0.00708581
2.310,-0.13606497,0.74613109,2.30596917,-0.15709059,-0.04533487,-0.05798646,-0.10358593,-0.02989393,-0.03823642,-0.12762598,0.74480215,2.31031835,-0.15706434,-0.04705436,-0.05098000,-0.19860594,-23.45802571,-0.62070706,-0.43817805,-0.23196286,-0.08001055,-0.63678399,-23.68998857,-0.70071760,-0.63893243,-23.63519197,-0.66094257,-0.00843899,0.00132894,-0.00434918,-0.00002625,0.00171949,-0.00700646
2.320,-0.13764106,0.74567625,2.30538739,-0.15812675,-0.04563389,-0.05836893,-0.10364535,-0.02991107,-0.03825835,-0.12923609,0.74432033,2.30978995,-0.15805114,-0.04733629,-0.05144488,-0.19898681,-23.47500838,-0.62759254,-0.43679104,-0.23059037,-0.07998131,-0.63577785,-23.70559875,-0.70757385,-0.63783577,-23.65041354,-0.66748160,-0.00840497,0.00135592,-0.00440256,-0.00007561,0.00170240,-0.00692405
2.330,-0.13922751,0.74521841,2.30480179,-0.15916349,-0.04593309,-0.05875162,-0.10370199,-0.02992742,-0.03827926,-0.13085599,0.74383581,2.30925678,-0.15903583,-0.04761528,-0.05191286,-0.19936492,-23.49209367,-0.63452174,-0.43545496,-0.22924780,-0.07994954,-0.63481988,-23.72134147,-0.71447129,-0.63678399,-23.66576246,-0.67405921,-0.00837152,0.00138260,-0.00445499,-0.00012766,0.00168219,-0.00683876
2.340,-0.14082433,0.74475759,2.30421236,-0.16020078,-0.04623244,-0.05913452,-0.10375588,-0.02994297,-0.03829915,-0.13248565,0.74334861,2.30871882,-0.16001846,-0.04789135,-0.05238376,-0.19974030,-23.50928097,-0.64149459,-0.43417076,-0.22793574,-0.07991542,-0.63391106,-23.73721671,-0.72141002,-0.63577785,-23.68123896,-0.68067562,-0.00833868,0.00140898,-0.00450646,-0.00018232,0.00165891,-0.00675076
2.350,-0.14243153,0.74429376,2.30361909,-0.16123860,-0.04653194,-0.05951760,-0.10380701,-0.02995773,-0.03831802,-0.13412506,0.74285877,2.30817603,-0.16099909,-0.04816456,-0.05285740,-0.20011294,-23.52657110,-0.64851133,-0.43294221,-0.22666257,-0.07988075,-0.63305515,-23.75323367,-0.72839208,-0.63481988,-23.69684938,-0.68733213,-0.00830647,0.00143499,-0.00455694,-0.00023951,0.00163262,-0.00666020
2.360,-0.14404910,0.74382695,2.30302200,-0.16227691,-0.04683159,-0.05990087,-0.10385540,-0.02997169,-0.03833588,-0.13577420,0.74236631,2.30762841,-0.16197781,-0.04843495,-0.05333361,-0.20048285,-23.54396293,-0.65557160,-0.43176808,-0.22542549,-0.07984482,-0.63225093,-23.76938842,-0.73541642,-0.63391106,-23.71259364,-0.69402890,-0.00827490,0.00146064,-0.00460641,-0.00029910,0.00160336,-0.00656726
2.370,-0.14567707,0.74335713,2.30242108,-0.16331570,-0.04713138,-0.06028432,-0.10390104,-0.02998486,-0.03835273,-0.13743306,0.74187125,2.30707593,-0.16295467,-0.04870259,-0.05381221,-0.20085003,-23.56145730,-0.66267564,-0.43065296,-0.22423298,-0.07980950,-0.63150299,-23.78569028,-0.74248515,-0.63305515,-23.72848092,-0.70076806,-0.00824401,0.00148588,-0.00465485,-0.00036103,0.00157121,-0.00647211
2.380,-0.14731542,0.74288432,2.30181632,-0.16435492,-0.04743129,-0.06066792,-0.10394396,-0.02999725,-0.03836858,-0.13910161,0.74137363,2.30651858,-0.16392975,-0.04896752,-0.05429304,-0.20121452,-23.57905361,-0.66982339,-0.42959591,-0.22308470,-0.07977480,-0.63081043,-23.80213831,-0.74959819,-0.63225093,-23.74450726,-0.70754866,-0.00821381,0.00151069,-0.00470226,-0.00042517,0.00153623,-0.00637488
2.390,-0.14896417,0.74240850,2.30120772,-0.16539457,-0.04773132,-0.06105169,-0.10398415,-0.03000885,-0.03838341,-0.14077984,0.74087346,2.30595633,-0.16490313,-0.04922982,-0.05477592,-0.20157628,-23.59675227,-0.67701493,-0.42860030,-0.22198695,-0.07974208,-0.63017658,-23.81873922,-0.75675701,-0.63150299,-23.76068192,-0.71437287,-0.00818433,0.00153504,-0.00474861,-0.00049144,0.00149850,-0.00627577
2.400,-0.15062331,0.74192969,2.30059528,-0.16643460,-0.04803146,-0.06143559,-0.10402162,-0.03001966,-0.03839724,-0.14246774,0.74037078,2.30538918,-0.16587488,-0.04948956,-0.05526068,-0.20193534,-23.61455262,-0.68425012,-0.42766526,-0.22093872,-0.07971116,-0.62960059,-23.83549134,-0.76396128,-0.63081043,-23.77700393,-0.72124069,-0.00815557,0.00155891,-0.00479390,-0.00055972,0.00145810,-0.00617491
2.410,-0.15229286,0.74144788,2.29997901,-0.16747499,-0.04833171,-0.06181963,-0.10405639,-0.03002970,-0.03841008,-0.14416530,0.73986559,2.30481712,-0.16684509,-0.04974680,-0.05574717,-0.20229171,-23.63245479,-0.69152895,-0.42679303,-0.21994378,-0.07968282,-0.62908475,-23.85239857,-0.77121177,-0.63017658,-23.79347995,-0.72815369,-0.00812756,0.00158229,-0.00483811,-0.00062990,0.00141509,-0.00607246
2.420,-0.15397281,0.74096306,2.29935889,-0.16851572,-0.04863205,-0.06220379,-0.10408845,-0.03003895,-0.03842191,-0.14587250,0.73935793,2.30424012,-0.16781383,-0.05000164,-0.05623523,-0.20264538,-23.65045903,-0.69885157,-0.42598483,-0.21900669,-0.07965823,-0.62863021,-23.86946572,-0.77850979,-0.62960059,-23.81010827,-0.73511159,-0.00810031,0.00160513,-0.00488123,-0.00070189,0.00136959,-0.00596856
2.430,-0.15566317,0.74047523,2.29873493,-0.16955675,-0.04893248,-0.06258806,-0.10411782,-0.03004743,-0.03843275,-0.14758933,0.73884781,2.30365819,-0.16878119,-0.05025415,-0.05672468,-0.20299638,-23.66856521,-0.70621791,-0.42524150,-0.21812911,-0.07963771,-0.62823788,-23.88669432,-0.78585561,-0.62908475,-23.82689273,-0.74211525,-0.00807384,0.00162742,-0.00492326,-0.00077556,0.00132167,-0.00586338
2.440,-0.15736395,0.73998441,2.29810713,-0.17059806,-0.04923300,-0.06297244,-0.10414451,-0.03005513,-0.03844260,-0.14931578,0.73833526,2.30307132,-0.16974726,-0.05050442,-0.05721538,-0.20334470,-23.68677260,-0.71362780,-0.42456307,-0.21731023,-0.07962119,-0.62790777,-23.90408283,-0.79324899,-0.62863021,-23.84383811,-0.74916604,-0.00804817,0.00164915,-0.00496419,-0.00085080,0.00127142,-0.00575706
2.450,-0.15907514,0.73949057,2.29747548,-0.17163963,-0.04953358,-0.06335691,-0.10416851,-0.03006205,-0.03845146,-0.15105185,0.73782029,2.30247949,-0.17071211,-0.05075254,-0.05770718,-0.20369033,-23.70508201,-0.72108150,-0.42395123,-0.21655638,-0.07961013,-0.62764156,-23.92163839,-0.80069163,-0.62823788,-23.86094587,-0.75626432,-0.00802329,0.00167028,-0.00500401,-0.00092752,0.00121896,-0.00564973
2.460,-0.16079674,0.73899373,2.29683999,-0.17268143,-0.04983424,-0.06374147,-0.10418985,-0.03006821,-0.03845934,-0.15279752,0.73730292,2.30188271,-0.17167585,-0.05099860,-0.05819993,-0.20403332,-23.72349271,-0.72857877,-0.42340515,-0.21586593,-0.07960423,-0.62743846,-23.93935864,-0.80818300,-0.62790777,-23.87821443,-0.76340990,-0.00799922,0.00169081,-0.00504272,-0.00100558,0.00116436,-0.00554154
2.470,-0.16252876,0.73849389,2.29620065,-0.17372342,-0.05013495,-0.06412609,-0.10420852,-0.03007360,-0.03846623,-0.15455279,0.73678317,2.30128097,-0.17263856,-0.05124271,-0.05869349,-0.20437362,-23.74200463,-0.73611966,-0.42292548,-0.21524056,-0.07960399,-0.62729910,-23.95724519,-0.81572366,-0.62764156,-23.89565086,-0.77060456,-0.00797597,0.00171072,-0.00508032,-0.00108486,0.00110776,-0.00543260
2.480,-0.16427121,0.73799104,2.29555747,-0.17476559,-0.05043571,-0.06451079,-0.10422453,-0.03007822,-0.03847214,-0.15631765,0.73626106,2.30067426,-0.17360033,-0.05148497,-0.05918770,-0.20471127,-23.76061785,-0.74370415,-0.42251335,-0.21468288,-0.07961002,-0.62722462,-23.97530073,-0.82331417,-0.62743846,-23.91325277,-0.77784784,-0.00795356,0.00172998,-0.00511679,-0.00116526,0.00104926,-0.00532309
2.490,-0.16602408,0.73748517,2.29491043,-0.17580790,-0.05073651,-0.06489553,-0.10423789,-0.03008208,-0.03847708,-0.15809209,0.73573659,2.30006260,-0.17456126,-0.05172548,-0.05968243,-0.20504625,-23.77933269,-0.75133241,-0.42216911,-0.21419635,-0.07962326,-0.62721537,-23.99352904,-0.83095566,-0.62729910,-23.93102169,-0.78514034,-0.00793199,0.00174858,-0.00515217,-0.00124664,0.00098897,-0.00521310
2.500,-0.16778737,0.73697631,2.29425956,-0.17685034,-0.05103735,-0.06528033,-0.10424862,-0.03008517,-0.03848103,-0.15987611,0.73520978,2.29944597,-0.17552143,-0.05196434,-0.06017755,-0.20537860,-23.79814794,-0.75900400,-0.42189058,-0.21377571,-0.07964254,-0.62726918,-24.01192366,-0.83864655,-0.62722462,-23.94896027,-0.79248271,-0.00791126,0.00176653,-0.00518641,-0.00132891,0.00092699,-0.00510278
2.510,-0.16956108,0.73646443,2.29360483,-0.17789286,-0.05133821,-0.06566515,-0.10425671,-0.03008751,-0.03848402,-0.16166970,0.73468064,2.29882438,-0.17648093,-0.05220166,-0.06067293,-0.20570830,-23.81706458,-0.76671932,-0.42167955,-0.21342774,-0.07966959,-0.62738785,-24.03049231,-0.84638891,-0.62721537,-23.96707222,-0.79987613,-0.00789138,0.00178379,-0.00521955,-0.00141193,0.00086345,-0.00499222
2.520,-0.17134523,0.73594954,2.29294625,-0.17893546,-0.05163909,-0.06605000,-0.10426217,-0.03008908,-0.03848604,-0.16347287,0.73414919,2.29819783,-0.17743987,-0.05243756,-0.06116843,-0.20603535,-23.83608207,-0.77447819,-0.42153618,-0.21315146,-0.07970428,-0.62757152,-24.04923353,-0.85418247,-0.62726918,-23.98535103,-0.80731908,-0.00787236,0.00180035,-0.00525158,-0.00149559,0.00079847,-0.00488157
2.530,-0.17313979,0.73543165,2.29228383,-0.17997810,-0.05193999,-0.06643487,-0.10426502,-0.03008990,-0.03848709,-0.16528560,0.73361543,2.29756632,-0.17839834,-0.05267214,-0.06166393,-0.20635977,-23.85519997,-0.78228046,-0.42145779,-0.21294470,-0.07974622,-0.62781756,-24.06814467,-0.86202668,-0.62738785,-24.00380437,-0.81481370,-0.00785419,0.00181622,-0.00528249,-0.00157976,0.00073215,-0.00477094
2.540,-0.17494479,0.73491074,2.29161756,-0.18102075,-0.05224089,-0.06681974,-0.10426525,-0.03008997,-0.03848717,-0.16710791,0.73307937,2.29692987,-0.17935642,-0.05290552,-0.06215931,-0.20668154,-23.87441879,-0.79012630,-0.42144653,-0.21281159,-0.07979646,-0.62812806,-24.08723038,-0.86992276,-0.62757152,-24.02243069,-0.82235975,-0.00783688,0.00183137,-0.00531231,-0.00166433,0.00066463,-0.00466043
