t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_model_1,tau_model_2,tau_model_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3
5.700,0.17110447,0.73628484,2.28014806,0.07727127,-0.02217972,-0.03434279,0.01866778,-0.00535834,-0.00829679,0.16920975,0.73586954,2.28216649,0.07712228,-0.02246862,-0.03318742,0.03035332,-23.81608108,-0.83956564,0.07166811,-0.03872702,-0.02115378,0.10202143,-23.85480810,-0.86071942,0.10192343,-23.82642620,-0.83645240,0.00189472,0.00041530,-0.00201843,0.00014899,0.00028890,-0.00115537
5.710,0.17187812,0.73606278,2.27980422,0.07745791,-0.02223329,-0.03442574,0.01866064,-0.00535630,-0.00829362,0.16998757,0.73564243,2.28183186,0.07728712,-0.02252914,-0.03325616,0.03037367,-23.82477539,-0.84333901,0.07171259,-0.03858519,-0.02117856,0.10208626,-23.86336057,-0.86451757,0.10196713,-23.83491649,-0.84019844,0.00189055,0.00042035,-0.00202764,0.00017079,0.00029585,-0.00116958
5.720,0.17265363,0.73584018,2.27945954,0.07764448,-0.02228684,-0.03450866,0.01865340,-0.00535422,-0.00829040,0.17076703,0.73541474,2.28149653,0.07745193,-0.02258923,-0.03332554,0.03039395,-23.83348942,-0.84712130,0.07176617,-0.03844304,-0.02120353,0.10216012,-23.87193246,-0.86832483,0.10202143,-23.84342335,-0.84395259,0.00188660,0.00042544,-0.00203699,0.00019255,0.00030239,-0.00118312
5.730,0.17343101,0.73561704,2.27911404,0.07783098,-0.02234037,-0.03459155,0.01864605,-0.00535211,-0.00828713,0.17154814,0.73518646,2.28116047,0.07761671,-0.02264889,-0.03339555,0.03041416,-23.84222307,-0.85091238,0.07182954,-0.03829946,-0.02122830,0.10224370,-23.88052253,-0.87214068,0.10208626,-23.85194665,-0.84771477,0.00188287,0.00043058,-0.00204643,0.00021427,0.00030852,-0.00119600
5.740,0.17421025,0.73539337,2.27876771,0.07801740,-0.02239388,-0.03467440,0.01863859,-0.00534997,-0.00828382,0.17233090,0.73495760,2.28082369,0.07778150,-0.02270810,-0.03346621,0.03043428,-23.85097609,-0.85471226,0.07190228,-0.03815401,-0.02125277,0.10233656,-23.88913010,-0.87596503,0.10216012,-23.86048959,-0.85148574,0.00187935,0.00043577,-0.00205598,0.00023590,0.00031422,-0.00120819
5.750,0.17499135,0.73516916,2.27842056,0.07820375,-0.02244737,-0.03475722,0.01863103,-0.00534780,-0.00828046,0.17311531,0.73472817,2.28048617,0.07794629,-0.02276687,-0.03353752,0.03045433,-23.85974869,-0.85852091,0.07198389,-0.03800794,-0.02127713,0.10243822,-23.89775664,-0.87979804,0.10224370,-23.86905094,-0.85526496,0.00187604,0.00044099,-0.00206561,0.00025746,0.00031950,-0.00121970
5.760,0.17577432,0.73494442,2.27807257,0.07839003,-0.02250084,-0.03484001,0.01862336,-0.00534559,-0.00827705,0.17390136,0.73449817,2.28014792,0.07811111,-0.02282519,-0.03360948,0.03047430,-23.86854070,-0.86233841,0.07207471,-0.03786119,-0.02130142,0.10254901,-23.90640189,-0.88363983,0.10233656,-23.87763002,-0.85905234,0.00187296,0.00044625,-0.00207535,0.00027892,0.00032435,-0.00123053
5.770,0.17655915,0.73471915,2.27772376,0.07857622,-0.02255429,-0.03492276,0.01861559,-0.00534336,-0.00827359,0.17468907,0.73426760,2.27980892,0.07827598,-0.02288307,-0.03368210,0.03049420,-23.87735198,-0.86616462,0.07217437,-0.03771292,-0.02132531,0.10266857,-23.91506490,-0.88748993,0.10243822,-23.88622829,-0.86284805,0.00187008,0.00045155,-0.00208516,0.00030024,0.00032878,-0.00124066
5.780,0.17734585,0.73449334,2.27737411,0.07876234,-0.02260771,-0.03500548,0.01860770,-0.00534110,-0.00827009,0.17547842,0.73403647,2.27946917,0.07844090,-0.02294049,-0.03375539,0.03051399,-23.88618296,-0.86999975,0.07228229,-0.03756599,-0.02134948,0.10279628,-23.92374895,-0.89134923,0.10254901,-23.89484551,-0.86665221,0.00186743,0.00045687,-0.00209506,0.00032144,0.00033278,-0.00125009
5.790,0.17813440,0.73426699,2.27702365,0.07894837,-0.02266111,-0.03508817,0.01859971,-0.00533881,-0.00826654,0.17626943,0.73380479,2.27912866,0.07860590,-0.02299746,-0.03382933,0.03053372,-23.89503340,-0.87384358,0.07239773,-0.03741929,-0.02137348,0.10293145,-23.93245269,-0.89521706,0.10266857,-23.90348072,-0.87046435,0.00186497,0.00046220,-0.00210501,0.00034247,0.00033635,-0.00125884
5.800,0.17892481,0.73404011,2.27667235,0.07913433,-0.02271448,-0.03517081,0.01859162,-0.00533648,-0.00826294,0.17706210,0.73357255,2.27878738,0.07877099,-0.02305398,-0.03390394,0.03055337,-23.90390319,-0.87769623,0.07252105,-0.03727308,-0.02139750,0.10307442,-23.94117627,-0.89909373,0.10279628,-23.91213718,-0.87428534,0.00186271,0.00046756,-0.00211503,0.00036334,0.00033950,-0.00126687
5.810,0.17971709,0.73381270,2.27632023,0.07932021,-0.02276784,-0.03525342,0.01858342,-0.00533413,-0.00825930,0.17785641,0.73333977,2.27844533,0.07893618,-0.02311005,-0.03397921,0.03057294,-23.91279223,-0.88155759,0.07265271,-0.03712665,-0.02142123,0.10322565,-23.94991888,-0.90297882,0.10293145,-23.92081357,-0.87811454,0.00186068,0.00047293,-0.00212510,0.00038403,0.00034221,-0.00127421
5.820,0.18051122,0.73358476,2.27596728,0.07950600,-0.02282117,-0.03533600,0.01857511,-0.00533175,-0.00825561,0.17865239,0.73310645,2.27810250,0.07910148,-0.02316566,-0.03405515,0.03059242,-23.92170054,-0.88542772,0.07279131,-0.03698100,-0.02144490,0.10338373,-23.95868154,-0.90687262,0.10307442,-23.92951002,-0.88195225,0.00185883,0.00047831,-0.00213522,0.00040452,0.00034449,-0.00128085
5.830,0.18130721,0.73335628,2.27561351,0.07969171,-0.02287447,-0.03541854,0.01856670,-0.00532933,-0.00825187,0.17945002,0.73287258,2.27775888,0.07926692,-0.02322083,-0.03413175,0.03061183,-23.93062833,-0.88930659,0.07293687,-0.03683707,-0.02146862,0.10354870,-23.96746539,-0.91077521,0.10322565,-23.93822572,-0.88579804,0.00185719,0.00048370,-0.00214537,0.00042479,0.00034636,-0.00128679
5.840,0.18210505,0.73312727,2.27525891,0.07987733,-0.02292775,-0.03550104,0.01855819,-0.00532689,-0.00824808,0.18024931,0.73263819,2.27741448,0.07943249,-0.02327554,-0.03420901,0.03063117,-23.93957538,-0.89319423,0.07308884,-0.03669461,-0.02149234,0.10372001,-23.97626998,-0.91468657,0.10338373,-23.94696170,-0.88965222,0.00185574,0.00048908,-0.00215557,0.00044484,0.00034779,-0.00129203
5.850,0.18290475,0.73289773,2.27490349,0.08006287,-0.02298101,-0.03558350,0.01854957,-0.00532441,-0.00824425,0.18105027,0.73240326,2.27706927,0.07959823,-0.02332981,-0.03428694,0.03065042,-23.94854159,-0.89709054,0.07324774,-0.03655309,-0.02151587,0.10389816,-23.98509468,-0.91860641,0.10354870,-23.95571909,-0.89351486,0.00185448,0.00049447,-0.00216578,0.00046464,0.00034880,-0.00129656
5.860,0.18370631,0.73266765,2.27454724,0.08024832,-0.02303424,-0.03566592,0.01854084,-0.00532191,-0.00824037,0.18185288,0.73216781,2.27672326,0.07976412,-0.02338363,-0.03436551,0.03066958,-23.95752734,-0.90099568,0.07341255,-0.03641484,-0.02153972,0.10408213,-23.99394217,-0.92253540,0.10372001,-23.96449743,-0.89738595,0.00185343,0.00049984,-0.00217602,0.00048420,0.00034939,-0.00130041
5.870,0.18450972,0.73243704,2.27419017,0.08043369,-0.02308745,-0.03574831,0.01853201,-0.00531937,-0.00823645,0.18265717,0.73193184,2.27637643,0.07993020,-0.02343701,-0.03444474,0.03068868,-23.96653222,-0.90490949,0.07358329,-0.03627832,-0.02156347,0.10427196,-24.00281055,-0.92647296,0.10389816,-23.97329610,-0.90126520,0.00185255,0.00050520,-0.00218626,0.00050349,0.00034956,-0.00130357
5.880,0.18531498,0.73220590,2.27383228,0.08061896,-0.02314063,-0.03583065,0.01852308,-0.00531681,-0.00823248,0.18346312,0.73169535,2.27602879,0.08009647,-0.02348996,-0.03452461,0.03070769,-23.97555626,-0.90883197,0.07375966,-0.03614358,-0.02158710,0.10446735,-24.01169984,-0.93041907,0.10408213,-23.98211778,-0.90515328,0.00185186,0.00051055,-0.00219651,0.00052249,0.00034933,-0.00130604
5.890,0.18612210,0.73197423,2.27347356,0.08080415,-0.02319378,-0.03591295,0.01851404,-0.00531421,-0.00822846,0.18427074,0.73145835,2.27568032,0.08026293,-0.02354247,-0.03460513,0.03072662,-23.98459947,-0.91276319,0.07394180,-0.03601138,-0.02161078,0.10466842,-24.02061085,-0.93437398,0.10427196,-23.99096054,-0.90904962,0.00185136,0.00051588,-0.00220676,0.00054122,0.00034869,-0.00130782
5.900,0.18693106,0.73174202,2.27311402,0.08098924,-0.02324691,-0.03599522,0.01850489,-0.00531159,-0.00822440,0.18508004,0.73122084,2.27533103,0.08042961,-0.02359456,-0.03468628,0.03074545,-23.99366211,-0.91670315,0.07412795,-0.03588345,-0.02163482,0.10487340,-24.02954556,-0.93833797,0.10446735,-23.99982443,-0.91295420,0.00185102,0.00052118,-0.00221701,0.00055963,0.00034765,-0.00130894
5.910,0.18774188,0.73150929,2.27275365,0.08117425,-0.02330002,-0.03607744,0.01849565,-0.00530894,-0.00822029,0.18589101,0.73098283,2.27498089,0.08059651,-0.02364622,-0.03476806,0.03076423,-24.00274361,-0.92065177,0.07431987,-0.03575715,-0.02165865,0.10508410,-24.03850076,-0.94231042,0.10466842,-24.00871025,-0.91686728,0.00185087,0.00052646,-0.00222724,0.00057774,0.00034620,-0.00130938
5.920,0.18855455,0.73127602,2.27239247,0.08135916,-0.02335309,-0.03615962,0.01848629,-0.00530625,-0.00821613,0.18670366,0.73074432,2.27462992,0.08076365,-0.02369746,-0.03485046,0.03078290,-24.01184442,-0.92460905,0.07451616,-0.03563443,-0.02168256,0.10529906,-24.04747886,-0.94629161,0.10487340,-24.01761996,-0.92078913,0.00185089,0.00053170,-0.00223745,0.00059551,0.00034437,-0.00130916
5.930,0.18936907,0.73104223,2.27203046,0.08154397,-0.02340614,-0.03624177,0.01847684,-0.00530354,-0.00821193,0.18751799,0.73050531,2.27427809,0.08093102,-0.02374829,-0.03493348,0.03080151,-24.02096410,-0.92857499,0.07471705,-0.03551416,-0.02170640,0.10551856,-24.05647826,-0.95028138,0.10508410,-24.02655037,-0.92471916,0.00185108,0.00053692,-0.00224763,0.00061295,0.00034215,-0.00130829
5.940,0.19018543,0.73080790,2.27166763,0.08172869,-0.02345916,-0.03632386,0.01846728,-0.00530079,-0.00820768,0.18833401,0.73026581,2.27392541,0.08109864,-0.02379872,-0.03501710,0.03082004,-24.03010312,-0.93254964,0.07492116,-0.03539877,-0.02173057,0.10574120,-24.06550188,-0.95428021,0.10529906,-24.03550386,-0.92865763,0.00185142,0.00054209,-0.00225778,0.00063005,0.00033956,-0.00130676
5.950,0.19100364,0.73057304,2.27130398,0.08191332,-0.02351216,-0.03640592,0.01845762,-0.00529802,-0.00820339,0.18915171,0.73002582,2.27357187,0.08126652,-0.02384874,-0.03510132,0.03083848,-24.03926120,-0.93653295,0.07512914,-0.03528713,-0.02175484,0.10596762,-24.07454833,-0.95828779,0.10551856,-24.04447885,-0.93260440,0.00185193,0.00054722,-0.00226789,0.00064680,0.00033658,-0.00130460
5.960,0.19182369,0.73033766,2.27093951,0.08209784,-0.02356512,-0.03648793,0.01844786,-0.00529522,-0.00819905,0.18997110,0.72978535,2.27321747,0.08143466,-0.02389838,-0.03518612,0.03085685,-24.04843803,-0.94052484,0.07534082,-0.03517772,-0.02177883,0.10619767,-24.08361575,-0.96230367,0.10574120,-24.05347824,-0.93655994,0.00185259,0.00055231,-0.00227796,0.00066318,0.00033326,-0.00130181
5.970,0.19264560,0.73010174,2.27057423,0.08228227,-0.02361806,-0.03656990,0.01843799,-0.00529239,-0.00819466,0.19079218,0.72954440,2.27286219,0.08160308,-0.02394764,-0.03527150,0.03087512,-24.05763411,-0.94452536,0.07555610,-0.03507314,-0.02180303,0.10643123,-24.09270724,-0.96632840,0.10596762,-24.06250063,-0.94052396,0.00185342,0.00055734,-0.00228796,0.00067919,0.00032958,-0.00129840
5.980,0.19346934,0.72986530,2.27020812,0.08246660,-0.02367097,-0.03665182,0.01842802,-0.00528952,-0.00819023,0.19161496,0.72930296,2.27250604,0.08177177,-0.02399651,-0.03535745,0.03089333,-24.06684896,-0.94853453,0.07577391,-0.03497213,-0.02182726,0.10666724,-24.10182109,-0.97036178,0.10619767,-24.07154417,-0.94449602,0.00185438,0.00056234,-0.00229792,0.00069483,0.00032554,-0.00129437
5.990,0.19429493,0.72962832,2.26984119,0.08265083,-0.02372385,-0.03673370,0.01841794,-0.00528663,-0.00818575,0.19243944,0.72906106,2.27214900,0.08194076,-0.02404503,-0.03544395,0.03091143,-24.07608313,-0.95255239,0.07599412,-0.03487703,-0.02185194,0.10690555,-24.11096016,-0.97440433,0.10643123,-24.08061196,-0.94847667,0.00185549,0.00056726,-0.00230781,0.00071007,0.00032118,-0.00128975
6.000,0.19512236,0.72939082,2.26947344,0.08283496,-0.02377670,-0.03681554,0.01840777,-0.00528371,-0.00818123,0.19326562,0.72881868,2.27179108,0.08211003,-0.02409318,-0.03553099,0.03092947,-24.08533599,-0.95657882,0.07621707,-0.03478515,-0.02187647,0.10714655,-24.12012114,-0.97845529,0.10666724,-24.08970227,-0.95246573,0.00185674,0.00057214,-0.00231764,0.00072493,0.00031648,-0.00128455
6.010,0.19595163,0.72915279,2.26910488,0.08301899,-0.02382952,-0.03689733,0.01839749,-0.00528076,-0.00817666,0.19409350,0.72857584,2.27143227,0.08227961,-0.02414099,-0.03561856,0.03094742,-24.09460776,-0.96061382,0.07644226,-0.03469747,-0.02190098,0.10738968,-24.12930522,-0.98251479,0.10690555,-24.09881796,-0.95646369,0.00185813,0.00057695,-0.00232739,0.00073938,0.00031147,-0.00127877
6.020,0.19678274,0.72891423,2.26873550,0.08320291,-0.02388232,-0.03697907,0.01838711,-0.00527778,-0.00817205,0.19492309,0.72833253,2.27107256,0.08244949,-0.02418845,-0.03570665,0.03096530,-24.10389849,-0.96465743,0.07666912,-0.03461496,-0.02192571,0.10763441,-24.13851346,-0.98658314,0.10714655,-24.10795572,-0.96046983,0.00185965,0.00058170,-0.00233706,0.00075342,0.00030613,-0.00127242
6.030,0.19761568,0.72867514,2.26836530,0.08338673,-0.02393508,-0.03706077,0.01837663,-0.00527477,-0.00816739,0.19575440,0.72808876,2.27071195,0.08261968,-0.02423559,-0.03579525,0.03098309,-24.11320817,-0.96870966,0.07689708,-0.03453771,-0.02195068,0.10788017,-24.14774589,-0.99066035,0.10738968,-24.11711673,-0.96448428,0.00186128,0.00058638,-0.00234665,0.00076705,0.00030051,-0.00126552
6.040,0.19845047,0.72843553,2.26799428,0.08357044,-0.02398781,-0.03714242,0.01836605,-0.00527174,-0.00816269,0.19658741,0.72784453,2.27035043,0.08279018,-0.02428240,-0.03588433,0.03100080,-24.12253652,-0.97277045,0.07712735,-0.03446412,-0.02197552,0.10812815,-24.15700064,-0.99474597,0.10763441,-24.12630203,-0.96850735,0.00186306,0.00059100,-0.00235615,0.00078026,0.00029459,-0.00125809
6.050,0.19928709,0.72819539,2.26762245,0.08375405,-0.02404051,-0.03722402,0.01835536,-0.00526867,-0.00815794,0.19742215,0.72759985,2.26998801,0.08296100,-0.02432891,-0.03597389,0.03101841,-24.13188371,-0.97683978,0.07735849,-0.03439550,-0.02200044,0.10837691,-24.16627921,-0.99884022,0.10788017,-24.13551168,-0.97253906,0.00186494,0.00059554,-0.00236556,0.00079305,0.00028840,-0.00125013
6.060,0.20012555,0.72795472,2.26724980,0.08393755,-0.02409319,-0.03730558,0.01834458,-0.00526557,-0.00815314,0.19825860,0.72735471,2.26962467,0.08313215,-0.02437511,-0.03606391,0.03103597,-24.14124981,-0.98091771,0.07759042,-0.03433272,-0.02202567,0.10862639,-24.17558253,-1.00294338,0.10812815,-24.14474378,-0.97657898,0.00186695,0.00060001,-0.00237487,0.00080540,0.00028192,-0.00124167
6.070,0.20096584,0.72771352,2.26687634,0.08412094,-0.02414583,-0.03738709,0.01833369,-0.00526245,-0.00814831,0.19909678,0.72710912,2.26926041,0.08330362,-0.02442103,-0.03615438,0.03105342,-24.15063476,-0.98500419,0.07782279,-0.03427506,-0.02205097,0.10887621,-24.18490982,-1.00705516,0.10837691,-24.15399983,-0.98062732,0.00186906,0.00060440,-0.00238407,0.00081732,0.00027520,-0.00123271
6.080,0.20180797,0.72747180,2.26650206,0.08430422,-0.02419843,-0.03746854,0.01832270,-0.00525929,-0.00814342,0.19993669,0.72686309,2.26889523,0.08347541,-0.02446667,-0.03624528,0.03107080,-24.16003829,-0.98909919,0.07805622,-0.03422152,-0.02207619,0.10912702,-24.19425981,-1.01117539,0.10862639,-24.16328074,-0.98468439,0.00187128,0.00060871,-0.00239317,0.00082881,0.00026824,-0.00122326
6.090,0.20265193,0.72722955,2.26612697,0.08448740,-0.02425101,-0.03754995,0.01831161,-0.00525611,-0.00813849,0.20077833,0.72661660,2.26852912,0.08364754,-0.02451204,-0.03633660,0.03108809,-24.16946064,-0.99320273,0.07828964,-0.03417366,-0.02210160,0.10937773,-24.20363429,-1.01530433,0.10887621,-24.17258574,-0.98874989,0.00187360,0.00061295,-0.00240215,0.00083986,0.00026103,-0.00121335
6.100,0.20349772,0.72698678,2.26575106,0.08467046,-0.02430356,-0.03763131,0.01830042,-0.00525290,-0.00813352,0.20162171,0.72636968,2.26816209,0.08382001,-0.02455715,-0.03642832,0.03110531,-24.17890156,-0.99731479,0.07852310,-0.03413053,-0.02212703,0.10962840,-24.21303208,-1.01944182,0.10912702,-24.18191356,-0.99282365,0.00187601,0.00061710,-0.00241103,0.00085045,0.00025359,-0.00120299
6.110,0.20434534,0.72674348,2.26537434,0.08485340,-0.02435607,-0.03771262,0.01828913,-0.00524966,-0.00812850,0.20246682,0.72612231,2.26779412,0.08399281,-0.02460202,-0.03652042,0.03112243,-24.18836126,-1.00143538,0.07875616,-0.03409295,-0.02215259,0.10987859,-24.22245420,-1.02358797,0.10937773,-24.19126597,-0.99690597,0.00187852,0.00062117,-0.00241978,0.00086059,0.00024595,-0.00119220
6.120,0.20519478,0.72649966,2.26499681,0.08503624,-0.02440855,-0.03779388,0.01827774,-0.00524639,-0.00812344,0.20331367,0.72587451,2.26742522,0.08416594,-0.02464666,-0.03661288,0.03113948,-24.19783943,-1.00556442,0.07898875,-0.03405974,-0.02217803,0.11012823,-24.23189917,-1.02774245,0.10962840,-24.20064179,-1.00099668,0.00188111,0.00062515,-0.00242841,0.00087030,0.00023811,-0.00118100
6.130,0.20604606,0.72625531,2.26461846,0.08521896,-0.02446100,-0.03787509,0.01826625,-0.00524309,-0.00811833,0.20416227,0.72562626,2.26705538,0.08433942,-0.02469108,-0.03670570,0.03115645,-24.20733643,-1.00970203,0.07922079,-0.03403290,-0.02220383,0.11037724,-24.24136932,-1.03190586,0.10987859,-24.21004203,-1.00509590,0.00188379,0.00062905,-0.00243692,0.00087954,0.00023008,-0.00116939
6.140,0.20689916,0.72601044,2.26423931,0.08540156,-0.02451341,-0.03795625,0.01825465,-0.00523976,-0.00811318,0.20501262,0.72537758,2.26668459,0.08451323,-0.02473529,-0.03679885,0.03117331,-24.21685181,-1.01384802,0.07945216,-0.03400982,-0.02222931,0.11062547,-24.25086163,-1.03607733,0.11012823,-24.21946522,-1.00920330,0.00188654,0.00063286,-0.00244528,0.00088833,0.00022188,-0.00115740
6.150,0.20775409,0.72576504,2.26385934,0.08558405,-0.02456579,-0.03803736,0.01824296,-0.00523641,-0.00810798,0.20586471,0.72512847,2.26631287,0.08468738,-0.02477930,-0.03689232,0.03119010,-24.22638600,-1.01800259,0.07968221,-0.03399338,-0.02225519,0.11087232,-24.26037938,-1.04025778,0.11037724,-24.22891366,-1.01331950,0.00188938,0.00063657,-0.00245353,0.00089667,0.00021351,-0.00114504
6.160,0.20861084,0.72551912,2.26347856,0.08576642,-0.02461814,-0.03811841,0.01823117,-0.00523302,-0.00810274,0.20671857,0.72487893,2.26594019,0.08486187,-0.02482312,-0.03698608,0.03120682,-24.23593860,-1.02216558,0.07991100,-0.03398156,-0.02228099,0.11111781,-24.26992016,-1.04444658,0.11062547,-24.23838434,-1.01744365,0.00189227,0.00064019,-0.00246163,0.00090455,0.00020498,-0.00113233
6.170,0.20946942,0.72527268,2.26309697,0.08594867,-0.02467045,-0.03819941,0.01821928,-0.00522961,-0.00809746,0.20757418,0.72462895,2.26556657,0.08503671,-0.02486677,-0.03708013,0.03122344,-24.24550962,-1.02633702,0.08013888,-0.03397418,-0.02230667,0.11136232,-24.27948380,-1.04864368,0.11087232,-24.24788052,-1.02157665,0.00189524,0.00064373,-0.00246960,0.00091196,0.00019632,-0.00111928
6.180,0.21032982,0.72502572,2.26271457,0.08613081,-0.02472273,-0.03828036,0.01820729,-0.00522617,-0.00809213,0.20843155,0.72437854,2.26519200,0.08521187,-0.02491026,-0.03717443,0.03123998,-24.25509904,-1.03051687,0.08036523,-0.03397155,-0.02233228,0.11160521,-24.28907059,-1.05284916,0.11111781,-24.25739980,-1.02571790,0.00189827,0.00064718,-0.00247743,0.00091894,0.00018753,-0.00110593
6.190,0.21119204,0.72477823,2.26233136,0.08631282,-0.02477498,-0.03836125,0.01819520,-0.00522270,-0.00808676,0.20929069,0.72412771,2.26481647,0.08538738,-0.02495359,-0.03726898,0.03125644,-24.26470714,-1.03470522,0.08058924,-0.03397522,-0.02235818,0.11184568,-24.29868236,-1.05706339,0.11136232,-24.26694200,-1.02986736,0.00190135,0.00065052,-0.00248511,0.00092544,0.00017861,-0.00109227
6.200,0.21205607,0.72453022,2.26194735,0.08649471,-0.02482719,-0.03844209,0.01818301,-0.00521920,-0.00808134,0.21015160,0.72387644,2.26443999,0.08556323,-0.02499679,-0.03736376,0.03127281,-24.27433354,-1.03890191,0.08081114,-0.03398312,-0.02238385,0.11208395,-24.30831665,-1.06128576,0.11160521,-24.27650740,-1.03402511,0.00190447,0.00065378,-0.00249264,0.00093148,0.00016960,-0.00107833
6.210,0.21292193,0.72428168,2.26156252,0.08667648,-0.02487936,-0.03852288,0.01817073,-0.00521567,-0.00807588,0.21101428,0.72362475,2.26406255,0.08573940,-0.02503986,-0.03745875,0.03128911,-24.28397864,-1.04310715,0.08103078,-0.03399776,-0.02240996,0.11231990,-24.31797640,-1.06551711,0.11184568,-24.28609782,-1.03819154,0.00190765,0.00065693,-0.00250003,0.00093708,0.00016050,-0.00106413
6.220,0.21378960,0.72403263,2.26117689,0.08685813,-0.02493150,-0.03860361,0.01815834,-0.00521212,-0.00807037,0.21187873,0.72337263,2.26368416,0.08591592,-0.02508282,-0.03755393,0.03130531,-24.29364176,-1.04732068,0.08124853,-0.03401521,-0.02243555,0.11255384,-24.32765697,-1.06975622,0.11208395,-24.29571081,-1.04236603,0.00191087,0.00066000,-0.00250727,0.00094221,0.00015132,-0.00104968
6.230,0.21465909,0.72378305,2.26079045,0.08703965,-0.02498360,-0.03868429,0.01814586,-0.00520853,-0.00806482,0.21274497,0.72312009,2.26330481,0.08609276,-0.02512567,-0.03764927,0.03132143,-24.30332347,-1.05154266,0.08146343,-0.03403896,-0.02246143,0.11278486,-24.33736243,-1.07400410,0.11231990,-24.30534928,-1.04654945,0.00191412,0.00066296,-0.00251436,0.00094689,0.00014207,-0.00103502
6.240,0.21553039,0.72353296,2.26040320,0.08722104,-0.02503567,-0.03876491,0.01813327,-0.00520492,-0.00805923,0.21361298,0.72286712,2.26292449,0.08626993,-0.02516844,-0.03774477,0.03133745,-24.31302324,-1.05577299,0.08167588,-0.03406620,-0.02248702,0.11301334,-24.34708944,-1.07826001,0.11255384,-24.31500860,-1.05074059,0.00191741,0.00066584,-0.00252129,0.00095111,0.00013277,-0.00102014
6.250,0.21640351,0.72328234,2.26001515,0.08740231,-0.02508770,-0.03884547,0.01812059,-0.00520128,-0.00805360,0.21448278,0.72261373,2.26254322,0.08644743,-0.02521112,-0.03784040,0.03135340,-24.32274153,-1.06001171,0.08188555,-0.03409902,-0.02251270,0.11323895,-24.35684054,-1.08252442,0.11278486,-24.32469284,-1.05494045,0.00192073,0.00066861,-0.00252807,0.00095488,0.00012342,-0.00100507
6.260,0.21727844,0.72303120,2.25962629,0.08758345,-0.02513970,-0.03892598,0.01810781,-0.00519761,-0.00804792,0.21535437,0.72235992,2.26216099,0.08662524,-0.02525374,-0.03793615,0.03136926,-24.33247810,-1.06425883,0.08209199,-0.03413692,-0.02253845,0.11346125,-24.36661502,-1.08679728,0.11301334,-24.33439865,-1.05914831,0.00192407,0.00067128,-0.00253470,0.00095821,0.00011404,-0.00098983
6.270,0.21815518,0.72277955,2.25923663,0.08776447,-0.02519165,-0.03900643,0.01809494,-0.00519392,-0.00804219,0.21622775,0.72210568,2.26177779,0.08680338,-0.02529630,-0.03803200,0.03138505,-24.34223260,-1.06851420,0.08229603,-0.03417733,-0.02256366,0.11368108,-24.37640994,-1.09107785,0.11323895,-24.34412856,-1.06336465,0.00192743,0.00067387,-0.00254116,0.00096109,0.00010465,-0.00097443
6.280,0.21903373,0.72252737,2.25884617,0.08794535,-0.02524357,-0.03908682,0.01808196,-0.00519019,-0.00803643,0.21710292,0.72185101,2.26139363,0.08698183,-0.02533881,-0.03812792,0.03140073,-24.35200559,-1.07277795,0.08249628,-0.03422363,-0.02258906,0.11389701,-24.38622922,-1.09536701,0.11346125,-24.35388185,-1.06758943,0.00193081,0.00067636,-0.00254746,0.00096352,0.00009524,-0.00095890
6.290,0.21991409,0.72227468,2.25845490,0.08812611,-0.02529546,-0.03916716,0.01806889,-0.00518644,-0.00803062,0.21797989,0.72159593,2.26100851,0.08716059,-0.02538129,-0.03822391,0.03141634,-24.36179654,-1.07705002,0.08269356,-0.03427344,-0.02261422,0.11410990,-24.39606998,-1.09966424,0.11368108,-24.36365557,-1.07182193,0.00193420,0.00067875,-0.00255361,0.00096552,0.00008583,-0.00094325
6.300,0.22079625,0.72202146,2.25806282,0.08830673,-0.02534730,-0.03924744,0.01805572,-0.00518266,-0.00802476,0.21885865,0.72134041,2.26062243,0.08733966,-0.02542375,-0.03831993,0.03143185,-24.37160601,-1.08133052,0.08288624,-0.03432963,-0.02263977,0.11431809,-24.40593563,-1.10397029,0.11389701,-24.37345366,-1.07606301,0.00193760,0.00068105,-0.00255961,0.00096707,0.00007645,-0.00092751
6.310,0.22168022,0.72176773,2.25766995,0.08848722,-0.02539911,-0.03932765,0.01804245,-0.00517885,-0.00801887,0.21973923,0.72108448,2.26023539,0.08751904,-0.02546620,-0.03841598,0.03144728,-24.38143329,-1.08561920,0.08307619,-0.03438785,-0.02266467,0.11452346,-24.41582114,-1.10828387,0.11410990,-24.38327321,-1.08031218,0.00194099,0.00068325,-0.00256544,0.00096818,0.00006709,-0.00091167
6.320,0.22256599,0.72151348,2.25727627,0.08866758,-0.02545088,-0.03940781,0.01802909,-0.00517502,-0.00801293,0.22062160,0.72082812,2.25984739,0.08769871,-0.02550865,-0.03851203,0.03146262,-24.39127878,-1.08991625,0.08326187,-0.03445106,-0.02268969,0.11472449,-24.42572984,-1.11260594,0.11431809,-24.39311764,-1.08457020,0.00194439,0.00068536,-0.00257112,0.00096887,0.00005777,-0.00089578
