t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3
0.210,0.00002009,0.78539120,2.35620682,0.00028543,-0.00009891,0.00017521,0.00268954,-0.00093202,0.00165100,0.00042930,0.78029879,2.35293780,-0.00349394,0.03384786,-0.01189857,0.02434293,-21.98142485,0.60426594,0.02434293,-21.98142485,0.60426594,0.01802905,-21.98785784,0.89058609,-0.00040921,0.00509241,0.00326902,0.00377937,-0.03394677,0.01207378
0.220,0.00002308,0.78539017,2.35620866,0.00031294,-0.00010845,0.00019210,0.00281331,-0.00097491,0.00172698,0.00039232,0.78057384,2.35328011,-0.00354493,0.03226216,-0.00036630,0.02727740,-21.98027574,0.43863577,0.02727740,-21.98027574,0.43863577,0.02125884,-21.99400335,0.74411615,-0.00036924,0.00481633,0.00292855,0.00385787,-0.03237061,0.00055840
0.230,0.00002635,0.78538903,2.35621067,0.00034170,-0.00011841,0.00020975,0.00293670,-0.00101767,0.00180272,0.00035543,0.78083662,2.35369985,-0.00358101,0.03076608,0.01021882,0.03005949,-21.97991135,0.27081098,0.03005949,-21.97991135,0.27081098,0.02434293,-21.99456377,0.58327884,-0.00032908,0.00455241,0.00251082,0.00392271,-0.03088449,-0.01000907
0.240,0.00002992,0.78538780,2.35621285,0.00037168,-0.00012880,0.00022816,0.00305969,-0.00106029,0.00187823,0.00031876,0.78109035,2.35417606,-0.00360240,0.02941788,0.01956926,0.03268557,-21.98301029,0.10680172,0.03268557,-21.98301029,0.10680172,0.02727740,-21.99296237,0.41482548,-0.00028884,0.00429745,0.00203679,0.00397408,-0.02954668,-0.01934110
0.250,0.00003379,0.78538646,2.35621523,0.00040289,-0.00013961,0.00024732,0.00318230,-0.00110278,0.00195349,0.00028246,0.78133828,2.35468760,-0.00360929,0.02826150,0.02746546,0.03515105,-21.99176063,-0.04802964,0.03515105,-21.99176063,-0.04802964,0.03005949,-21.99230755,0.24523395,-0.00024867,0.00404818,0.00152763,0.00401218,-0.02840111,-0.02721814
0.260,0.00003798,0.78538500,2.35621780,0.00043532,-0.00015085,0.00026723,0.00330453,-0.00114513,0.00202852,0.00024667,0.78158348,2.35521398,-0.00360184,0.02732614,0.03375876,0.03745177,-22.00780242,-0.18912782,0.03745177,-22.00780242,-0.18912782,0.03268557,-21.99527033,0.08048239,-0.00020869,0.00380152,0.00100382,0.00403716,-0.02747699,-0.03349153
0.270,0.00004250,0.78538344,2.35622058,0.00046898,-0.00016252,0.00028789,0.00342637,-0.00118735,0.00210331,0.00021151,0.78182875,2.35573607,-0.00358018,0.02662639,0.03837128,0.03958312,-22.03220116,-0.31283831,0.03958312,-22.03220116,-0.31283831,0.03515105,-22.00402419,-0.07413406,-0.00016901,0.00355469,0.00048451,0.00404916,-0.02678891,-0.03808339
0.280,0.00004736,0.78538175,2.35622356,0.00050385,-0.00017460,0.00030929,0.00354782,-0.00122944,0.00217787,0.00017714,0.78207648,2.35623665,-0.00354445,0.02616302,0.04129291,0.04154015,-22.06546785,-0.41647552,0.04154015,-22.06546785,-0.41647552,0.03745177,-22.02018888,-0.21415673,-0.00012978,0.00330527,-0.00001309,0.00404830,-0.02633762,-0.04098362
0.290,0.00005258,0.78537994,2.35622677,0.00053993,-0.00018711,0.00033144,0.00366888,-0.00127140,0.00225219,0.00014368,0.78232856,2.35670090,-0.00349481,0.02592431,0.04257597,0.04331887,-22.10757038,-0.49832820,0.04331887,-22.10757038,-0.49832820,0.03958312,-22.04480524,-0.33605088,-0.00009110,0.00305138,-0.00047413,0.00403474,-0.02611142,-0.04224453
0.300,0.00005816,0.78537801,2.35623019,0.00057722,-0.00020003,0.00035434,0.00378956,-0.00131322,0.00232627,0.00011127,0.78258634,2.35711674,-0.00343143,0.02588766,0.04232783,0.04491480,-22.15798763,-0.55764981,0.04491480,-22.15798763,-0.55764981,0.04154015,-22.07835671,-0.43726723,-0.00005311,0.00279167,-0.00088655,0.00400865,-0.02608769,-0.04197349
0.310,0.00006413,0.78537594,2.35623386,0.00061572,-0.00021337,0.00037797,0.00390986,-0.00135490,0.00240011,0.00008003,0.78285057,2.35747498,-0.00335453,0.02602161,0.04070211,0.04632567,-22.21577652,-0.59458401,0.04632567,-22.21577652,-0.59458401,0.04331887,-22.12078211,-0.51624067,-0.00001590,0.00252537,-0.00124112,0.00397025,-0.02623498,-0.04032414
0.320,0.00007048,0.78537374,2.35623776,0.00065542,-0.00022713,0.00040234,0.00402977,-0.00139646,0.00247372,0.00005009,0.78312144,2.35776947,-0.00326440,0.02628795,0.03788878,0.04754804,-22.27963525,-0.61009431,0.04754804,-22.27963525,-0.61009431,0.04491480,-22.17153112,-0.57237422,0.00002039,0.00225230,-0.00153171,0.00391982,-0.02651508,-0.03748644
0.330,0.00007724,0.78537140,2.35624190,0.00069632,-0.00024130,0.00042744,0.00414930,-0.00143788,0.00254709,0.00002157,0.78339856,2.35799696,-0.00316139,0.02664398,0.03410387,0.04858173,-22.34799520,-0.60584045,0.04858173,-22.34799520,-0.60584045,0.04632567,-22.22963255,-0.60595856,0.00005567,0.00197284,-0.00175506,0.00385771,-0.02688528,-0.03367643
0.340,0.00008441,0.78536891,2.35624631,0.00073841,-0.00025588,0.00045328,0.00426844,-0.00147916,0.00262023,-0.00000543,0.78368103,2.35815700,-0.00304595,0.02704468,0.02957889,0.04942621,-22.41910364,-0.58405158,0.04942621,-22.41910364,-0.58405158,0.04754804,-22.29375864,-0.61809629,0.00008984,0.00168788,-0.00191069,0.00378436,-0.02730056,-0.02912561
0.350,0.00009201,0.78536628,2.35625097,0.00078168,-0.00027088,0.00047985,0.00438720,-0.00152032,0.00269314,-0.00003079,0.78396748,2.35825167,-0.00291859,0.02744484,0.02455084,0.05008335,-22.49110545,-0.54739928,0.05008335,-22.49110545,-0.54739928,0.04858173,-22.36231787,-0.61057379,0.00012280,0.00139880,-0.00200070,0.00370027,-0.02771572,-0.02407099
0.360,0.00010005,0.78536349,2.35625591,0.00082615,-0.00028629,0.00050714,0.00450558,-0.00156134,0.00276580,-0.00005443,0.78425618,2.35828526,-0.00277991,0.02780099,0.01925274,0.05055637,-22.56213428,-0.49884063,0.05055637,-22.56213428,-0.49884063,0.04942621,-22.43353837,-0.58573079,0.00015448,0.00110731,-0.00202935,0.00360606,-0.02808728,-0.01874560
0.370,0.00010854,0.78536055,2.35626112,0.00087179,-0.00030211,0.00053516,0.00462358,-0.00160223,0.00283824,-0.00007626,0.78454507,2.35826388,-0.00263061,0.02807308,0.01390523,0.05084933,-22.63037778,-0.44149115,0.05084933,-22.63037778,-0.44149115,0.05008335,-22.50555011,-0.54633063,0.00018480,0.00081548,-0.00200276,0.00350240,-0.02837519,-0.01337007
0.380,0.00011749,0.78535745,2.35626661,0.00091862,-0.00031833,0.00056390,0.00474119,-0.00164299,0.00291044,-0.00009620,0.78483191,2.35819510,-0.00247146,0.02822586,0.00870941,0.05096838,-22.69415396,-0.37848345,0.05096838,-22.69415396,-0.37848345,0.05055637,-22.57647639,-0.49540160,0.00021369,0.00052554,-0.00192849,0.00339008,-0.02854419,-0.00814551
0.390,0.00012691,0.78535418,2.35627240,0.00096662,-0.00033497,0.00059337,0.00485843,-0.00168361,0.00298240,-0.00011419,0.78511434,2.35808746,-0.00230329,0.02823003,0.00384107,0.05092058,-22.75196537,-0.31284673,0.05092058,-22.75196537,-0.31284673,0.05084933,-22.64449905,-0.43610917,0.00024110,0.00023984,-0.00181506,0.00326991,-0.02856500,-0.00324770
0.400,0.00013683,0.78535075,2.35627848,0.00101579,-0.00035200,0.00062355,0.00497528,-0.00172411,0.00305413,-0.00013017,0.78538995,2.35795009,-0.00212702,0.02806295,-0.00055360,0.05071551,-22.80253714,-0.24740700,0.05071551,-22.80253714,-0.24740700,0.05096838,-22.70793482,-0.37161465,0.00026700,-0.00003920,-0.00167161,0.00314281,-0.02841495,0.00117715
0.410,0.00014723,0.78534714,2.35628487,0.00106612,-0.00036945,0.00065445,0.00509175,-0.00176447,0.00312563,-0.00014410,0.78565643,2.35779226,-0.00194360,0.02770914,-0.00436074,0.05036131,-22.84486309,-0.18468925,0.05036131,-22.84486309,-0.18468925,0.05092058,-22.76528921,-0.30495565,0.00029133,-0.00030929,-0.00150739,0.00300972,-0.02807859,0.00501519
0.420,0.00015815,0.78534336,2.35629157,0.00111762,-0.00038729,0.00068606,0.00520784,-0.00180470,0.00319689,-0.00015596,0.78591157,2.35762308,-0.00175402,0.02716033,-0.00750010,0.04987037,-22.87820932,-0.12685640,0.04987037,-22.87820932,-0.12685640,0.05071551,-22.81529411,-0.23894791,0.00031411,-0.00056821,-0.00133151,0.00287164,-0.02754762,0.00818616
0.430,0.00016959,0.78533939,2.35629860,0.00117028,-0.00040554,0.00071839,0.00532355,-0.00184479,0.00326792,-0.00016571,0.78615338,2.35745109,-0.00155931,0.02641538,-0.00992492,0.04925365,-22.90213737,-0.07565475,0.04925365,-22.90213737,-0.07565475,0.05036131,-22.85695336,-0.17608956,0.00033530,-0.00081399,-0.00115249,0.00272959,-0.02682092,0.01064331
0.440,0.00018156,0.78533525,2.35630594,0.00122409,-0.00042419,0.00075142,0.00543888,-0.00188476,0.00333872,-0.00017335,0.78638011,2.35728402,-0.00136049,0.02547979,-0.01162049,0.04852329,-22.91648347,-0.03239548,0.04852329,-22.91648347,-0.03239548,0.04987037,-22.88954582,-0.11850280,0.00035491,-0.00104486,-0.00097808,0.00258458,-0.02590398,0.01237191
0.450,0.00019408,0.78533091,2.35631363,0.00127905,-0.00044324,0.00078516,0.00555383,-0.00192459,0.00340928,-0.00017888,0.78659031,2.35712856,-0.00115858,0.02436506,-0.01260167,0.04769248,-22.92136341,0.00206915,0.04769248,-22.92136341,0.00206915,0.04925365,-22.91264781,-0.06788214,0.00037296,-0.00125940,-0.00081493,0.00243763,-0.02480830,0.01338683
0.460,0.00020715,0.78532638,2.35632165,0.00133516,-0.00046268,0.00081961,0.00566840,-0.00196430,0.00347961,-0.00018230,0.78678288,2.35699023,-0.00095459,0.02308792,-0.01290950,0.04677367,-22.91713083,0.02731773,0.04677367,-22.91713083,0.02731773,0.04852329,-22.92611171,-0.02547898,0.00038945,-0.00145650,-0.00066858,0.00228975,-0.02355060,0.01372911
0.470,0.00022078,0.78532165,2.35633002,0.00139242,-0.00048252,0.00085475,0.00578260,-0.00200387,0.00354971,-0.00018365,0.78695701,2.35687324,-0.00074950,0.02166931,-0.01260707,0.04577988,-22.90435962,0.04334841,0.04577988,-22.90435962,0.04334841,0.04769248,-22.93007015,0.00791905,0.00040443,-0.00163536,-0.00054322,0.00214192,-0.02215183,0.01346182
0.480,0.00023500,0.78531673,2.35633875,0.00145082,-0.00050276,0.00089060,0.00589641,-0.00204331,0.00361958,-0.00018293,0.78711227,2.35678045,-0.00054422,0.02013340,-0.01177501,0.04472490,-22.88379922,0.05053265,0.04472490,-22.88379922,0.05053265,0.04677367,-22.92489366,0.03195714,0.00041793,-0.00179554,-0.00044170,0.00199504,-0.02063616,0.01266561
0.490,0.00024980,0.78531160,2.35634783,0.00151035,-0.00052339,0.00092714,0.00600985,-0.00208262,0.00368922,-0.00018019,0.78724853,2.35671343,-0.00033965,0.01850649,-0.01050664,0.04362022,-22.85634520,0.04956248,0.04362022,-22.85634520,0.04956248,0.04577988,-22.91117251,0.04669917,0.00042999,-0.00193693,-0.00036560,0.00185000,-0.01902988,0.01143378
0.500,0.00026521,0.78530626,2.35635729,0.00157101,-0.00054441,0.00096438,0.00612291,-0.00212180,0.00375862,-0.00017546,0.78736597,2.35667251,-0.00013660,0.01681598,-0.00890315,0.04247906,-22.82298893,0.04140198,0.04247906,-22.82298893,0.04140198,0.04472490,-22.88967145,0.05257900,0.00044067,-0.00205971,-0.00031522,0.00170761,-0.01736039,0.00986753
0.510,0.00028123,0.78530071,2.35636712,0.00163280,-0.00056582,0.00100232,0.00623560,-0.00216085,0.00382779,-0.00016880,0.78746507,2.35665684,0.00006419,0.01508935,-0.00706892,0.04131255,-22.78478010,0.02721185,0.04131255,-22.78478010,0.02721185,0.04362022,-22.86129993,0.05034559,0.00045003,-0.00216436,-0.00028972,0.00156861,-0.01565517,0.00807124
0.520,0.00029787,0.78529494,2.35637734,0.00169572,-0.00058763,0.00104094,0.00634791,-0.00219977,0.00389674,-0.00016024,0.78754652,2.35666463,0.00026204,0.01335322,-0.00510709,0.04013169,-22.74278947,0.00829457,0.04013169,-22.74278947,0.00829457,0.04247906,-22.82706135,0.04101278,0.00045811,-0.00225158,-0.00028729,0.00143368,-0.01394085,0.00614803
0.530,0.00031515,0.78528895,2.35638795,0.00175976,-0.00060982,0.00108025,0.00645984,-0.00223856,0.00396545,-0.00014985,0.78761122,2.35669321,0.00045636,0.01163257,-0.00311568,0.03894711,-22.69806691,-0.01397690,0.03894711,-22.69806691,-0.01397690,0.04131255,-22.78801541,0.02578258,0.00046500,-0.00232227,-0.00030526,0.00130340,-0.01224239,0.00419593
0.540,0.00033307,0.78528274,2.35639895,0.00182492,-0.00063240,0.00112025,0.00657140,-0.00227722,0.00403393,-0.00013767,0.78766025,2.35673931,0.00064663,0.00995002,-0.00118423,0.03776780,-22.65161278,-0.03821776,0.03776780,-22.65161278,-0.03821776,0.04013169,-22.74524065,0.00598951,0.00047074,-0.00237751,-0.00034036,0.00117829,-0.01058242,0.00230448
0.550,0.00035165,0.78527631,2.35641035,0.00189119,-0.00065536,0.00116093,0.00668258,-0.00231575,0.00410218,-0.00012378,0.78769476,2.35679920,0.00083240,0.00832531,0.00060891,0.03660280,-22.60434857,-0.06308589,0.03660280,-22.60434857,-0.06308589,0.03894711,-22.69979251,-0.01697107,0.00047543,-0.00241845,-0.00038885,0.00105879,-0.00898067,0.00055202
0.560,0.00037090,0.78526964,2.35642217,0.00195857,-0.00067871,0.00120229,0.00679339,-0.00235414,0.00417020,-0.00010822,0.78771600,2.35686888,0.00101331,0.00677494,0.00219863,0.03545996,-22.55710010,-0.08733063,0.03545996,-22.55710010,-0.08733063,0.03776780,-22.65267470,-0.04170164,0.00047912,-0.00244636,-0.00044671,0.00094526,-0.00745365,-0.00099634
0.570,0.00039082,0.78526273,2.35643440,0.00202705,-0.00070244,0.00124433,0.00690382,-0.00239241,0.00423799,-0.00009105,0.78772522,2.35694429,0.00118906,0.00531192,0.00353431,0.03434572,-22.51057177,-0.10983979,0.03434572,-22.51057177,-0.10983979,0.03660280,-22.60480998,-0.06685657,0.00048187,-0.00246249,-0.00050989,0.00083799,-0.00601436,-0.00228998
0.580,0.00041144,0.78525559,2.35644706,0.00209664,-0.00072656,0.00128705,0.00701388,-0.00243055,0.00430555,-0.00007235,0.78772369,2.35702148,0.00135942,0.00394565,0.00458053,0.03326749,-22.46533936,-0.12966266,0.03326749,-22.46533936,-0.12966266,0.03545996,-22.55702354,-0.09119022,0.00048379,-0.00246810,-0.00057442,0.00073722,-0.00467221,-0.00329348
0.590,0.00043276,0.78524820,2.35646014,0.00216733,-0.00075106,0.00133044,0.00712356,-0.00246856,0.00437288,-0.00005216,0.78771261,2.35709674,0.00152421,0.00268207,0.00531698,0.03223023,-22.42185199,-0.14604147,0.03223023,-22.42185199,-0.14604147,0.03434572,-22.51001743,-0.11360297,0.00048492,-0.00246441,-0.00063660,0.00064312,-0.00343313,-0.00398654
0.600,0.00045479,0.78524056,2.35647367,0.00223911,-0.00077593,0.00137450,0.00723287,-0.00250644,0.00443998,-0.00003056,0.78769309,2.35716675,0.00168331,0.00152374,0.00573792,0.03123873,-22.38042353,-0.15841375,0.03123873,-22.38042353,-0.15841375,0.03326749,-22.46436374,-0.13316303,0.00048535,-0.00245253,-0.00069308,0.00055580,-0.00229967,-0.00436342
0.610,0.00047755,0.78523268,2.35648764,0.00231199,-0.00080118,0.00141924,0.00734181,-0.00254419,0.00450685,-0.00000759,0.78766619,2.35722865,0.00183666,0.00047021,0.00585099,0.03029794,-22.34124077,-0.16642831,0.03029794,-22.34124077,-0.16642831,0.03223023,-22.42050678,-0.14913656,0.00048514,-0.00243351,-0.00074101,0.00047533,-0.00127139,-0.00443175
0.620,0.00050103,0.78522454,2.35650206,0.00238595,-0.00082681,0.00146464,0.00745038,-0.00258181,0.00457350,0.00001668,0.78763282,2.35728015,0.00198421,-0.00048170,0.00567571,0.02941043,-22.30438002,-0.16993237,0.02941043,-22.30438002,-0.16993237,0.03123873,-22.37875481,-0.16098870,0.00048435,-0.00240828,-0.00077809,0.00040174,-0.00034511,-0.00421107
0.630,0.00052527,0.78521614,2.35651693,0.00246099,-0.00085282,0.00151071,0.00755857,-0.00261931,0.00463992,0.00004219,0.78759377,2.35731955,0.00212598,-0.00133739,0.00524165,0.02858105,-22.26981059,-0.16896361,0.02858105,-22.26981059,-0.16896361,0.03029794,-22.33928855,-0.16839804,0.00048308,-0.00237763,-0.00080262,0.00033501,0.00048457,-0.00373094
0.640,0.00055026,0.78520748,2.35653227,0.00253712,-0.00087920,0.00155744,0.00766639,-0.00265667,0.00470610,0.00006889,0.78754973,2.35734575,0.00226198,-0.00210405,0.00458629,0.02781188,-22.23741404,-0.16372806,0.02781188,-22.23741404,-0.16372806,0.02941043,-22.30217801,-0.17124247,0.00048137,-0.00234225,-0.00081348,0.00027514,0.00122485,-0.00302885
0.650,0.00057601,0.78519855,2.35654808,0.00261432,-0.00090595,0.00160483,0.00777385,-0.00269391,0.00477206,0.00009672,0.78750124,2.35735828,0.00239228,-0.00279017,0.00375287,0.02710533,-22.20700421,-0.15458279,0.02710533,-22.20700421,-0.15458279,0.02858105,-22.26738632,-0.16958991,0.00047929,-0.00230269,-0.00081020,0.00022204,0.00188422,-0.00214804
0.660,0.00060255,0.78518936,2.35656437,0.00269259,-0.00093308,0.00165288,0.00788093,-0.00273101,0.00483780,0.00012563,0.78744875,2.35735722,0.00251694,-0.00340507,0.00278816,0.02646478,-22.17833945,-0.14200480,0.02646478,-22.17833945,-0.14200480,0.02781188,-22.23478916,-0.16367509,0.00047692,-0.00225939,-0.00079285,0.00017565,0.00247199,-0.00113528
0.670,0.00062987,0.78517989,2.35658114,0.00277194,-0.00096057,0.00170158,0.00798764,-0.00276799,0.00490330,0.00015557,0.78739256,2.35734318,0.00263604,-0.00395839,0.00174033,0.02589149,-22.15114949,-0.12656516,0.02589149,-22.15114949,-0.12656516,0.02710533,-22.20419503,-0.15388122,0.00047430,-0.00221267,-0.00076204,0.00013590,0.00299782,-0.00003875
0.680,0.00065799,0.78517015,2.35659840,0.00285235,-0.00098844,0.00175094,0.00809398,-0.00280484,0.00496858,0.00018647,0.78733293,2.35731725,0.00274968,-0.00445972,0.00065693,0.02538769,-22.12514359,-0.10889579,0.02538769,-22.12514359,-0.10889579,0.02646478,-22.17535761,-0.14070815,0.00047152,-0.00216278,-0.00071885,0.00010267,0.00347128,0.00109401
