t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3
2.200,-0.11700595,0.74853328,2.41710170,-0.14280479,-0.04499329,0.07433674,-0.10067870,-0.03172069,0.05240809,-0.10625060,0.75150965,2.41599734,-0.13983084,-0.04077239,0.07112185,-0.64827942,-22.68854451,0.22037834,-0.64827942,-22.68854451,0.22037834,-0.64864689,-22.65347165,0.17902662,-0.01075535,-0.00297637,0.00110436,-0.00297395,-0.00422090,0.00321489
2.210,-0.11843903,0.74808176,2.41784769,-0.14381202,-0.04531064,0.07486105,-0.10076725,-0.03174859,0.05245419,-0.10769050,0.75108938,2.41672893,-0.14087064,-0.04108601,0.07163102,-0.64809385,-22.69568018,0.22291889,-0.64809385,-22.69568018,0.22291889,-0.64846346,-22.66041554,0.18127564,-0.01074853,-0.00300762,0.00111876,-0.00294138,-0.00422463,0.00323003
2.220,-0.11988219,0.74762706,2.41859892,-0.14482012,-0.04562826,0.07538582,-0.10085301,-0.03177561,0.05249883,-0.10914078,0.75066597,2.41746564,-0.14191005,-0.04139972,0.07214103,-0.64790770,-22.70283787,0.22547544,-0.64790770,-22.70283787,0.22547544,-0.64827942,-22.66737409,0.18354280,-0.01074141,-0.00303891,0.00113328,-0.00291007,-0.00422854,0.00324479
2.230,-0.12133544,0.74716919,2.41935540,-0.14582907,-0.04594614,0.07591102,-0.10093598,-0.03180175,0.05254202,-0.11060144,0.75023943,2.41820749,-0.14294906,-0.04171346,0.07265188,-0.64772139,-22.71001744,0.22804819,-0.64772139,-22.71001744,0.22804819,-0.64809385,-22.67435284,0.18582667,-0.01073400,-0.00307024,0.00114791,-0.00288001,-0.00423268,0.00325914
2.240,-0.12279878,0.74670814,2.42011714,-0.14683883,-0.04626429,0.07643665,-0.10101618,-0.03182701,0.05258376,-0.11207248,0.74980974,2.41895447,-0.14398768,-0.04202719,0.07316355,-0.64753462,-22.71722344,0.23063771,-0.64753462,-22.71722344,0.23063771,-0.64790770,-22.68135369,0.18812617,-0.01072630,-0.00310160,0.00116267,-0.00285115,-0.00423710,0.00327310
2.250,-0.12427222,0.74624390,2.42088414,-0.14784938,-0.04658268,0.07696269,-0.10109359,-0.03185141,0.05262406,-0.11355389,0.74937693,2.41970660,-0.14502591,-0.04234085,0.07367601,-0.64734782,-22.72445905,0.23324301,-0.64734782,-22.72445905,0.23324301,-0.64772139,-22.68837653,0.19044150,-0.01071833,-0.00313303,0.00117754,-0.00282347,-0.00424183,0.00328668
2.260,-0.12575577,0.74577648,2.42165640,-0.14886069,-0.04690131,0.07748913,-0.10116825,-0.03187493,0.05266292,-0.11504566,0.74894098,2.42046389,-0.14606375,-0.04265439,0.07418923,-0.64716129,-22.73172444,0.23586317,-0.64716129,-22.73172444,0.23586317,-0.64753462,-22.69542592,0.19277326,-0.01071011,-0.00316450,0.00119251,-0.00279694,-0.00424692,0.00329990
2.270,-0.12724943,0.74530588,2.42243392,-0.14987274,-0.04722018,0.07801595,-0.10124015,-0.03189758,0.05270035,-0.11654779,0.74850190,2.42122634,-0.14710120,-0.04296778,0.07470320,-0.64697496,-22.73902169,0.23849723,-0.64697496,-22.73902169,0.23849723,-0.64734782,-22.70250508,0.19512045,-0.01070164,-0.00319602,0.00120758,-0.00277154,-0.00425240,0.00331275
2.280,-0.12875322,0.74483208,2.42321672,-0.15088549,-0.04753926,0.07854313,-0.10130929,-0.03191937,0.05273635,-0.11806029,0.74805969,2.42199396,-0.14813827,-0.04328097,0.07521790,-0.64678949,-22.74635585,0.24114733,-0.64678949,-22.74635585,0.24114733,-0.64716129,-22.70961417,0.19748218,-0.01069293,-0.00322761,0.00122276,-0.00274722,-0.00425829,0.00332523
2.290,-0.13026715,0.74435509,2.42400479,-0.15189892,-0.04785856,0.07907067,-0.10137570,-0.03194029,0.05277091,-0.11958314,0.74761436,2.42276676,-0.14917495,-0.04359392,0.07573327,-0.64660533,-22.75372733,0.24381139,-0.64660533,-22.75372733,0.24381139,-0.64697496,-22.71675530,0.19985753,-0.01068401,-0.00325927,0.00123803,-0.00272397,-0.00426464,0.00333740
2.300,-0.13179121,0.74387491,2.42479813,-0.15291299,-0.04817807,0.07959854,-0.10143937,-0.03196035,0.05280405,-0.12111634,0.74716592,2.42354473,-0.15021125,-0.04390661,0.07624931,-0.64642163,-22.76113770,0.24648852,-0.64642163,-22.76113770,0.24648852,-0.64678949,-22.72393352,0.20224861,-0.01067487,-0.00329101,0.00125340,-0.00270174,-0.00427146,0.00334923
2.310,-0.13332541,0.74339153,2.42559676,-0.15392769,-0.04849777,0.08012674,-0.10150031,-0.03197955,0.05283578,-0.12265989,0.74671435,2.42432789,-0.15124716,-0.04421899,0.07676599,-0.64623894,-22.76859016,0.24918116,-0.64623894,-22.76859016,0.24918116,-0.64660533,-22.73114926,0.20465338,-0.01066552,-0.00332282,0.00126887,-0.00268053,-0.00427878,0.00336075
2.320,-0.13486976,0.74290495,2.42640067,-0.15494299,-0.04881765,0.08065526,-0.10155853,-0.03199789,0.05286608,-0.12421378,0.74625968,2.42511624,-0.15228270,-0.04453104,0.07728327,-0.64605755,-22.77608617,0.25188728,-0.64605755,-22.77608617,0.25188728,-0.64642163,-22.73840410,0.20707096,-0.01065598,-0.00335473,0.00128443,-0.00266029,-0.00428661,0.00337199
2.330,-0.13642427,0.74241517,2.42720986,-0.15595885,-0.04913772,0.08118406,-0.10161404,-0.03201538,0.05289498,-0.12577802,0.74580190,2.42590979,-0.15331786,-0.04484275,0.07780114,-0.64587763,-22.78362779,0.25460596,-0.64587763,-22.78362779,0.25460596,-0.64623894,-22.74570123,0.20950380,-0.01064625,-0.00338673,0.00130007,-0.00264099,-0.00429497,0.00338292
2.340,-0.13798894,0.74192220,2.42802435,-0.15697526,-0.04945796,0.08171315,-0.10166684,-0.03203202,0.05292246,-0.12735259,0.74534102,2.42670854,-0.15435265,-0.04515407,0.07831956,-0.64569922,-22.79121394,0.25733987,-0.64569922,-22.79121394,0.25733987,-0.64605755,-22.75304214,0.21194987,-0.01063635,-0.00341882,0.00131581,-0.00262261,-0.00430389,0.00339359
2.350,-0.13956378,0.74142601,2.42884413,-0.15799218,-0.04977836,0.08224251,-0.10171694,-0.03204780,0.05294854,-0.12893749,0.74487705,2.42751249,-0.15538706,-0.04546501,0.07883850,-0.64552248,-22.79885183,0.26008690,-0.64552248,-22.79885183,0.26008690,-0.64587763,-22.76042888,0.21440829,-0.01062629,-0.00345104,0.00133164,-0.00260512,-0.00431335,0.00340401
2.360,-0.14114879,0.74092663,2.42966920,-0.15900959,-0.05009891,0.08277212,-0.10176435,-0.03206274,0.05297322,-0.13053272,0.74440997,2.42832166,-0.15642110,-0.04577554,0.07935796,-0.64534733,-22.80653656,0.26284644,-0.64534733,-22.80653656,0.26284644,-0.64569922,-22.76786038,0.21688170,-0.01061607,-0.00348334,0.00134754,-0.00258849,-0.00432337,0.00341416
2.370,-0.14274397,0.74042404,2.43049957,-0.16002746,-0.05041961,0.08330197,-0.10180908,-0.03207683,0.05299651,-0.13213828,0.74393981,2.42913603,-0.15745478,-0.04608566,0.07987790,-0.64517355,-22.81427345,0.26561946,-0.64517355,-22.81427345,0.26561946,-0.64552248,-22.77534384,0.21936804,-0.01060569,-0.00351577,0.00136354,-0.00257268,-0.00433395,0.00342407
2.380,-0.14434934,0.73991824,2.43133524,-0.16104576,-0.05074045,0.08383204,-0.10185113,-0.03209008,0.05301839,-0.13375416,0.74346657,2.42995563,-0.15848808,-0.04639534,0.08039831,-0.64500194,-22.82206343,0.26840542,-0.64500194,-22.82206343,0.26840542,-0.64534733,-22.78287436,0.22186668,-0.01059518,-0.00354833,0.00137961,-0.00255768,-0.00434511,0.00343373
2.390,-0.14596489,0.73940923,2.43217621,-0.16206447,-0.05106141,0.08436233,-0.10189051,-0.03210249,0.05303889,-0.13538036,0.74299025,2.43078045,-0.15952102,-0.04670459,0.08091916,-0.64483191,-22.82990697,0.27120396,-0.64483191,-22.82990697,0.27120396,-0.64517355,-22.79045727,0.22437861,-0.01058453,-0.00358102,0.00139576,-0.00254345,-0.00435682,0.00344317
2.400,-0.14759063,0.73889701,2.43302249,-0.16308357,-0.05138249,0.08489281,-0.10192723,-0.03211406,0.05305801,-0.13701687,0.74251085,2.43161049,-0.16055360,-0.04701341,0.08144043,-0.64466386,-22.83780513,0.27401593,-0.64466386,-22.83780513,0.27401593,-0.64500194,-22.79809350,0.22690329,-0.01057376,-0.00361384,0.00141200,-0.00252997,-0.00436908,0.00345238
2.410,-0.14922656,0.73838158,2.43387407,-0.16410301,-0.05170369,0.08542348,-0.10196129,-0.03212479,0.05307574,-0.13866370,0.74202838,2.43244576,-0.16158582,-0.04732179,0.08196211,-0.64449734,-22.84575890,0.27683953,-0.64449734,-22.84575890,0.27683953,-0.64483191,-22.80578351,0.22944038,-0.01056286,-0.00364680,0.00142831,-0.00251719,-0.00438190,0.00346137
2.420,-0.15087269,0.73786293,2.43473096,-0.16512278,-0.05202499,0.08595433,-0.10199271,-0.03213469,0.05309210,-0.14032083,0.74154284,2.43328626,-0.16261768,-0.04762972,0.08248418,-0.64433289,-22.85377045,0.27967582,-0.64433289,-22.85377045,0.27967582,-0.64466386,-22.81352836,0.23199074,-0.01055186,-0.00367991,0.00144470,-0.00250510,-0.00439527,0.00347015
2.430,-0.15252902,0.73734108,2.43559316,-0.16614286,-0.05234638,0.08648532,-0.10202149,-0.03214376,0.05310708,-0.14198826,0.74105425,2.43413200,-0.16364918,-0.04793723,0.08300662,-0.64417042,-22.86183623,0.28252413,-0.64417042,-22.86183623,0.28252413,-0.64449734,-22.82132903,0.23455256,-0.01054076,-0.00371317,0.00146116,-0.00249368,-0.00440915,0.00347870
2.440,-0.15419555,0.73681601,2.43646066,-0.16716320,-0.05266786,0.08701646,-0.10204764,-0.03215200,0.05312069,-0.14366600,0.74056259,2.43498298,-0.16468032,-0.04824430,0.08352942,-0.64400948,-22.86996093,0.28538278,-0.64400948,-22.86996093,0.28538278,-0.64433289,-22.82918769,0.23712692,-0.01052955,-0.00374658,0.00147768,-0.00248288,-0.00442356,0.00348704
2.450,-0.15587228,0.73628772,2.43733349,-0.16818380,-0.05298942,0.08754773,-0.10207116,-0.03215941,0.05313293,-0.14535404,0.74006788,2.43583920,-0.16571111,-0.04855095,0.08405255,-0.64385021,-22.87814488,0.28825587,-0.64385021,-22.87814488,0.28825587,-0.64417042,-22.83710078,0.23971316,-0.01051824,-0.00378016,0.00149429,-0.00247269,-0.00443847,0.00349518
2.460,-0.15755922,0.73575622,2.43821162,-0.16920462,-0.05331104,0.08807912,-0.10209206,-0.03216599,0.05314381,-0.14705237,0.73957012,2.43670066,-0.16674155,-0.04885718,0.08457599,-0.64369280,-22.88638597,0.29113866,-0.64369280,-22.88638597,0.29113866,-0.64400948,-22.84507300,0.24230962,-0.01050685,-0.00381390,0.00151096,-0.00246307,-0.00445386,0.00350313
2.470,-0.15925637,0.73522150,2.43909507,-0.17022563,-0.05363273,0.08861060,-0.10211036,-0.03217176,0.05315334,-0.14876098,0.73906932,2.43756737,-0.16777164,-0.04916300,0.08509973,-0.64353705,-22.89468701,0.29403364,-0.64353705,-22.89468701,0.29403364,-0.64385021,-22.85310465,0.24492039,-0.01049539,-0.00384782,0.00152770,-0.00245399,-0.00446973,0.00351087
2.480,-0.16096374,0.73468356,2.43998383,-0.17124682,-0.05395448,0.08914218,-0.10212605,-0.03217670,0.05316151,-0.15047989,0.73856547,2.43843933,-0.16880137,-0.04946842,0.08562374,-0.64338347,-22.90304810,0.29693933,-0.64338347,-22.90304810,0.29693933,-0.64369280,-22.86119363,0.24754077,-0.01048385,-0.00388191,0.00154450,-0.00244545,-0.00448606,0.00351844
2.490,-0.16268131,0.73414241,2.44087791,-0.17226814,-0.05427626,0.08967383,-0.10213915,-0.03218083,0.05316832,-0.15220908,0.73805859,2.43931654,-0.16983076,-0.04977345,0.08614801,-0.64323065,-22.91146656,0.29985683,-0.64323065,-22.91146656,0.29985683,-0.64353705,-22.86934273,0.25017323,-0.01047223,-0.00391618,0.00156137,-0.00243738,-0.00450281,0.00352582
2.500,-0.16440910,0.73359804,2.44177731,-0.17328959,-0.05459809,0.09020554,-0.10214965,-0.03218414,0.05317379,-0.15394855,0.73754867,2.44019900,-0.17085980,-0.05007811,0.08667252,-0.64307972,-22.91994538,0.30278603,-0.64307972,-22.91994538,0.30278603,-0.64338347,-22.87755206,0.25281631,-0.01046055,-0.00395063,0.00157831,-0.00242979,-0.00451998,0.00353302
2.510,-0.16614710,0.73305045,2.44268202,-0.17431113,-0.05491994,0.09073730,-0.10215758,-0.03218664,0.05317792,-0.15569829,0.73703571,2.44108671,-0.17188849,-0.05038241,0.08719724,-0.64292988,-22.92848378,0.30572535,-0.64292988,-22.92848378,0.30572535,-0.64323065,-22.88581891,0.25547113,-0.01044881,-0.00398526,0.00159531,-0.00242264,-0.00453753,0.00354006
2.520,-0.16789532,0.73249964,2.44359206,-0.17533273,-0.05524182,0.09126909,-0.10216294,-0.03218832,0.05318071,-0.15745831,0.73651973,2.44197968,-0.17291683,-0.05068635,0.08772215,-0.64278143,-22.93708231,0.30867761,-0.64278143,-22.93708231,0.30867761,-0.64307972,-22.89414629,0.25813760,-0.01043701,-0.00402009,0.00161238,-0.00241590,-0.00455547,0.00354694
2.530,-0.16965376,0.73194561,2.44450741,-0.17635438,-0.05556371,0.09180091,-0.10216572,-0.03218920,0.05318216,-0.15922860,0.73600072,2.44287791,-0.17394482,-0.05098996,0.08824722,-0.64263440,-22.94574042,0.31163993,-0.64263440,-22.94574042,0.31163993,-0.64292988,-22.90253339,0.26081413,-0.01042516,-0.00405511,0.00162950,-0.00240956,-0.00457375,0.00355369
2.540,-0.17142241,0.73138836,2.44542807,-0.17737604,-0.05588560,0.09233273,-0.10216595,-0.03218927,0.05318228,-0.16100915,0.73547869,2.44378139,-0.17497247,-0.05129325,0.08877244,-0.64248800,-22.95445782,0.31461207,-0.64248800,-22.95445782,0.31461207,-0.64278143,-22.91098075,0.26350355,-0.01041326,-0.00409033,0.00164668,-0.00240357,-0.00459235,0.00356029
2.550,-0.17320128,0.73082790,2.44635406,-0.17839769,-0.05620749,0.09286455,-0.10216363,-0.03218854,0.05318107,-0.16279997,0.73495364,2.44469013,-0.17599978,-0.05159623,0.08929779,-0.64234265,-22.96323255,0.31759721,-0.64234265,-22.96323255,0.31759721,-0.64263440,-22.91948782,0.26620301,-0.01040131,-0.00412574,0.00166393,-0.00239791,-0.00461126,0.00356676
2.560,-0.17499036,0.73026421,2.44728536,-0.17941930,-0.05652937,0.09339635,-0.10215877,-0.03218701,0.05317854,-0.16460105,0.73442557,2.44560412,-0.17702673,-0.05189893,0.08982324,-0.64219766,-22.97206831,0.32059241,-0.64219766,-22.97206831,0.32059241,-0.64248800,-22.92805431,0.26891229,-0.01038931,-0.00416136,0.00168124,-0.00239257,-0.00463044,0.00357311
2.570,-0.17678966,0.72969731,2.44822199,-0.18044086,-0.05685123,0.09392812,-0.10215137,-0.03218468,0.05317468,-0.16641238,0.73389448,2.44652338,-0.17805334,-0.05220134,0.09034875,-0.64205359,-22.98096072,0.32360080,-0.64205359,-22.98096072,0.32360080,-0.64234265,-22.93667826,0.27163455,-0.01037728,-0.00419717,0.00169861,-0.00238752,-0.00464989,0.00357937
2.580,-0.17859918,0.72912719,2.44916393,-0.18146232,-0.05717306,0.09445984,-0.10214143,-0.03218155,0.05316951,-0.16823396,0.73336038,2.44744789,-0.17907961,-0.05250350,0.09087432,-0.64191002,-22.98991135,0.32661949,-0.64191002,-22.98991135,0.32661949,-0.64219766,-22.94536333,0.27436690,-0.01036522,-0.00423319,0.00171604,-0.00238271,-0.00466956,0.00358552
2.590,-0.18041891,0.72855385,2.45011118,-0.18248368,-0.05749486,0.09499150,-0.10212898,-0.03217762,0.05316303,-0.17006580,0.73282327,2.44837765,-0.18010552,-0.05280541,0.09139992,-0.64176663,-22.99892009,0.32964864,-0.64176663,-22.99892009,0.32964864,-0.64205359,-22.95410515,0.27711245,-0.01035311,-0.00426942,0.00173353,-0.00237816,-0.00468945,0.00359158
2.600,-0.18224885,0.72797729,2.45106376,-0.18350489,-0.05781661,0.09552310,-0.10211402,-0.03217291,0.05315524,-0.17190787,0.73228315,2.44931268,-0.18113109,-0.05310709,0.09192552,-0.64162301,-23.00798612,0.33269158,-0.64162301,-23.00798612,0.33269158,-0.64191002,-22.96290528,0.27986833,-0.01034098,-0.00430586,0.00175108,-0.00237380,-0.00470952,0.00359758
2.610,-0.18408901,0.72739752,2.45202164,-0.18452595,-0.05813831,0.09605460,-0.10209654,-0.03216740,0.05314615,-0.17376019,0.73174002,2.45025295,-0.18215631,-0.05340856,0.09245110,-0.64147983,-23.01710729,0.33574386,-0.64147983,-23.01710729,0.33574386,-0.64176663,-22.97176360,0.28263472,-0.01032882,-0.00434250,0.00176869,-0.00236964,-0.00472975,0.00360350
2.620,-0.18593937,0.72681453,2.45298485,-0.18554682,-0.05845996,0.09658601,-0.10207657,-0.03216111,0.05313575,-0.17562275,0.73119388,2.45119849,-0.18318117,-0.05370984,0.09297664,-0.64133583,-23.02628539,0.33881041,-0.64133583,-23.02628539,0.33881041,-0.64162301,-22.98067929,0.28541496,-0.01031662,-0.00437935,0.00178636,-0.00236565,-0.00475012,0.00360937
2.630,-0.18779994,0.72622832,2.45395336,-0.18656747,-0.05878153,0.09711731,-0.10205411,-0.03215403,0.05312405,-0.17749554,0.73064474,2.45214927,-0.18420569,-0.05401093,0.09350211,-0.64119134,-23.03551920,0.34188704,-0.64119134,-23.03551920,0.34188704,-0.64147983,-22.98965019,0.28820460,-0.01030440,-0.00441642,0.00180409,-0.00236178,-0.00477060,0.00361520
2.640,-0.18967072,0.72563890,2.45492719,-0.18758789,-0.05910303,0.09764849,-0.10202916,-0.03214617,0.05311107,-0.17937857,0.73009260,2.45310531,-0.18522984,-0.05431185,0.09402750,-0.64104643,-23.04480682,0.34497703,-0.64104643,-23.04480682,0.34497703,-0.64133583,-22.99867808,0.29100858,-0.01029215,-0.00445370,0.00182188,-0.00235805,-0.00479118,0.00362099
2.650,-0.19155170,0.72504626,2.45590633,-0.18860805,-0.05942445,0.09817953,-0.10200173,-0.03213753,0.05309679,-0.18127182,0.72953745,2.45406659,-0.18625365,-0.05461262,0.09455278,-0.64090045,-23.05414967,0.34807919,-0.64090045,-23.05414967,0.34807919,-0.64119134,-23.00776174,0.29382273,-0.01027988,-0.00449119,0.00183974,-0.00235440,-0.00481183,0.00362675
2.660,-0.19344288,0.72445041,2.45689078,-0.18962792,-0.05974578,0.09871042,-0.10197183,-0.03212811,0.05308123,-0.18317529,0.72897930,2.45503313,-0.18727709,-0.05491325,0.09507794,-0.64075326,-23.06354512,0.35119391,-0.64075326,-23.06354512,0.35119391,-0.64104643,-23.01689925,0.29665033,-0.01026759,-0.00452889,0.00185765,-0.00235083,-0.00483253,0.00363248
2.670,-0.19534426,0.72385134,2.45788054,-0.19064748,-0.06006701,0.09924115,-0.10193947,-0.03211792,0.05306438,-0.18508899,0.72841814,2.45600491,-0.18830017,-0.05521376,0.09560295,-0.64060482,-23.07299455,0.35432157,-0.64060482,-23.07299455,0.35432157,-0.64090045,-23.02609203,0.29949020,-0.01025527,-0.00456680,0.00187563,-0.00234731,-0.00485325,0.00363820
2.680,-0.19725583,0.72324907,2.45887561,-0.19166670,-0.06038814,0.09977171,-0.10190466,-0.03210695,0.05304626,-0.18701290,0.72785399,2.45698193,-0.18932289,-0.05551415,0.09612780,-0.64045451,-23.08249367,0.35746260,-0.64045451,-23.08249367,0.35746260,-0.64075326,-23.03533745,0.30234274,-0.01024293,-0.00460492,0.00189368,-0.00234381,-0.00487399,0.00364391
2.690,-0.19917759,0.72264358,2.45987598,-0.19268556,-0.06070915,0.10030207,-0.10186739,-0.03209521,0.05302686,-0.18894702,0.72728684,2.45796420,-0.19034524,-0.05581445,0.09665247,-0.64030230,-23.09204545,0.36061568,-0.64030230,-23.09204545,0.36061568,-0.64060482,-23.04463687,0.30520833,-0.01023057,-0.00464326,0.00191178,-0.00234032,-0.00489470,0.00364960
2.700,-0.20110954,0.72203488,2.46088165,-0.19370404,-0.06103004,0.10083224,-0.10182769,-0.03208270,0.05300619,-0.19089135,0.72671668,2.45895170,-0.19136721,-0.05611467,0.09717695,-0.64014820,-23.10164761,0.36378143,-0.64014820,-23.10164761,0.36378143,-0.64045451,-23.05398601,0.30808740,-0.01021819,-0.00468180,0.00192995,-0.00233683,-0.00491537,0.00365529
2.710,-0.20305167,0.72142298,2.46189262,-0.19472211,-0.06135080,0.10136219,-0.10178555,-0.03206942,0.05298426,-0.19284589,0.72614353,2.45994444,-0.19238882,-0.05641481,0.09770122,-0.63999156,-23.11129750,0.36696011,-0.63999156,-23.11129750,0.36696011,-0.64030230,-23.06338783,0.31097866,-0.01020578,-0.00472055,0.00194818,-0.00233329,-0.00493599,0.00366097
2.720,-0.20500398,0.72080787,2.46290889,-0.19573974,-0.06167143,0.10189192,-0.10174099,-0.03205538,0.05296106,-0.19481062,0.72556738,2.46094242,-0.19341004,-0.05671490,0.09822527,-0.63983229,-23.12099683,0.37015230,-0.63983229,-23.12099683,0.37015230,-0.64014820,-23.07284004,0.31388273,-0.01019336,-0.00475951,0.00196647,-0.00232970,-0.00495653,0.00366665
2.730,-0.20696646,0.72018955,2.46393046,-0.19675692,-0.06199191,0.10242141,-0.10169401,-0.03204058,0.05293661,-0.19678556,0.72498823,2.46194562,-0.19443088,-0.05701493,0.09874907,-0.63967001,-23.13074465,0.37335842,-0.63967001,-23.13074465,0.37335842,-0.63999156,-23.08233999,0.31679986,-0.01018090,-0.00479868,0.00198484,-0.00232604,-0.00497698,0.00367234
2.740,-0.20893912,0.71956803,2.46495732,-0.19777361,-0.06231223,0.10295065,-0.10164462,-0.03202502,0.05291090,-0.19877068,0.72440608,2.46295405,-0.19545133,-0.05731492,0.09927262,-0.63950500,-23.14053835,0.37657749,-0.63950500,-23.14053835,0.37657749,-0.63983229,-23.09188938,0.31973066,-0.01016844,-0.00483805,0.00200327,-0.00232228,-0.00499731,0.00367803
2.750,-0.21092193,0.71894331,2.46598947,-0.19878980,-0.06263240,0.10347962,-0.10159282,-0.03200870,0.05288394,-0.20076600,0.72382093,2.46396771,-0.19647139,-0.05761488,0.09979590,-0.63933590,-23.15037800,0.37980989,-0.63933590,-23.15037800,0.37980989,-0.63967001,-23.10148727,0.32267555,-0.01015593,-0.00487762,0.00202176,-0.00231841,-0.00501752,0.00368372
2.760,-0.21291491,0.71831538,2.46702691,-0.19980546,-0.06295241,0.10400832,-0.10153863,-0.03199162,0.05285573,-0.20277150,0.72323279,2.46498659,-0.19749105,-0.05791481,0.10031891,-0.63916362,-23.16026504,0.38305627,-0.63916362,-23.16026504,0.38305627,-0.63950500,-23.11113104,0.32563354,-0.01014341,-0.00491741,0.00204032,-0.00231441,-0.00503760,0.00368941
2.770,-0.21491804,0.71768426,2.46806963,-0.20082057,-0.06327223,0.10453673,-0.10148205,-0.03197380,0.05282627,-0.20478718,0.72264164,2.46601069,-0.19851031,-0.05821473,0.10084161,-0.63898720,-23.17019421,0.38631559,-0.63898720,-23.17019421,0.38631559,-0.63933590,-23.12082076,0.32860503,-0.01013086,-0.00495738,0.00205894,-0.00231026,-0.00505750,0.00369512
2.780,-0.21693132,0.71704994,2.46911764,-0.20183509,-0.06359188,0.10506484,-0.10142309,-0.03195522,0.05279558,-0.20681304,0.72204750,2.46704000,-0.19952916,-0.05851464,0.10136400,-0.63880645,-23.18016800,0.38958991,-0.63880645,-23.18016800,0.38958991,-0.63916362,-23.13055786,0.33159067,-0.01011828,-0.00499756,0.00207764,-0.00230593,-0.00507724,0.00370084
2.790,-0.21895474,0.71641242,2.47017093,-0.20284902,-0.06391134,0.10559264,-0.10136175,-0.03193589,0.05276365,-0.20884907,0.72145036,2.46807452,-0.20054759,-0.05881454,0.10188608,-0.63862116,-23.19018557,0.39287834,-0.63862116,-23.19018557,0.39287834,-0.63898720,-23.14033709,0.33458944,-0.01010567,-0.00503794,0.00209641,-0.00230143,-0.00509680,0.00370656
2.800,-0.22098830,0.71577171,2.47122949,-0.20386232,-0.06423059,0.10612011,-0.10129805,-0.03191582,0.05273049,-0.21089526,0.72085021,2.46911425,-0.20156559,-0.05911444,0.10240781,-0.63843115,-23.20024405,0.39617986,-0.63843115,-23.20024405,0.39617986,-0.63880645,-23.15016093,0.33760339,-0.01009304,-0.00507850,0.00211524,-0.00229673,-0.00511615,0.00371230
2.810,-0.22303198,0.71512781,2.47229333,-0.20487497,-0.06454965,0.10664725,-0.10123199,-0.03189501,0.05269610,-0.21295162,0.72024707,2.47015919,-0.20258317,-0.05941435,0.10292921,-0.63823549,-23.21034402,0.39949665,-0.63823549,-23.21034402,0.39949665,-0.63862116,-23.16002853,0.34063165,-0.01008036,-0.00511926,0.00213414,-0.00229180,-0.00513530,0.00371804
2.820,-0.22508580,0.71448072,2.47336244,-0.20588695,-0.06486849,0.10717403,-0.10116357,-0.03187345,0.05266049,-0.21501814,0.71964093,2.47120932,-0.20360031,-0.05971426,0.10345024,-0.63803526,-23.22048433,0.40282765,-0.63803526,-23.22048433,0.40282765,-0.63843115,-23.16993705,0.34367319,-0.01006766,-0.00516021,0.00215312,-0.00228664,-0.00515423,0.00372379
2.830,-0.22714972,0.71383044,2.47443681,-0.20689824,-0.06518712,0.10770045,-0.10109281,-0.03185116,0.05262366,-0.21709481,0.71903179,2.47226465,-0.20461700,-0.06001419,0.10397091,-0.63782855,-23.23066528,0.40617206,-0.63782855,-23.23066528,0.40617206,-0.63823549,-23.17988704,0.34673019,-0.01005491,-0.00520135,0.00217216,-0.00228124,-0.00517293,0.00372954
2.840,-0.22922376,0.71317698,2.47551645,-0.20790880,-0.06550551,0.10822650,-0.10101971,-0.03182813,0.05258560,-0.21918163,0.71841965,2.47332517,-0.20563324,-0.06031412,0.10449120,-0.63761622,-23.24088378,0.40953201,-0.63761622,-23.24088378,0.40953201,-0.63803526,-23.18987737,0.34980161,-0.01004213,-0.00524267,0.00219128,-0.00227556,-0.00519139,0.00373530
2.850,-0.23130790,0.71252033,2.47660134,-0.20891862,-0.06582368,0.10875216,-0.10094429,-0.03180436,0.05254634,-0.22127859,0.71780452,2.47439088,-0.20664902,-0.06061406,0.10501110,-0.63739748,-23.25114254,0.41290509,-0.63739748,-23.25114254,0.41290509,-0.63782855,-23.19990833,0.35288666,-0.01002931,-0.00528419,0.00221046,-0.00226960,-0.00520962,0.00374106
2.860,-0.23340213,0.71186051,2.47769149,-0.20992768,-0.06614160,0.10927742,-0.10086654,-0.03177987,0.05250587,-0.22338570,0.71718638,2.47546177,-0.20766432,-0.06091402,0.10553060,-0.63717197,-23.26143655,0.41629344,-0.63717197,-23.26143655,0.41629344,-0.63761622,-23.20997684,0.35598747,-0.01001643,-0.00532587,0.00222972,-0.00226336,-0.00522758,0.00374682
2.870,-0.23550645,0.71119750,2.47878689,-0.21093595,-0.06645927,0.10980227,-0.10078647,-0.03175464,0.05246419,-0.22550293,0.71656524,2.47653784,-0.20867915,-0.06121398,0.10604969,-0.63693967,-23.27176987,0.41969626,-0.63693967,-23.27176987,0.41969626,-0.63739748,-23.22008560,0.35910161,-0.01000352,-0.00536774,0.00224905,-0.00225680,-0.00524529,0.00375258
