t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_delan_1,tau_delan_2,tau_delan_3,tau_dnn_1,tau_dnn_2,tau_dnn_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3,gru_active
0.230,-0.00017788,0.78534683,2.35612883,-0.00229767,-0.00066309,-0.00084813,-0.01958929,-0.00565329,-0.00723095,0.00042182,0.77829800,2.35883683,-0.00187335,0.00315835,-0.01077312,-0.12478105,-21.92589951,-0.01886684,-0.12478105,-21.92589951,-0.01886684,-0.00985843,0.15745611,-0.01047342,-0.13463948,-21.76844340,-0.02934026,-0.11960232,-21.74975074,-0.03043474,-0.00059970,0.00704883,-0.00270800,-0.00042432,-0.00382144,0.00992499,0
0.240,-0.00020185,0.78533991,2.35611998,-0.00249756,-0.00072077,-0.00092192,-0.02038824,-0.00588385,-0.00752586,0.00039454,0.77835001,2.35870229,-0.00208693,0.00366891,-0.01144330,-0.12980336,-21.92875481,-0.01964880,-0.12980336,-21.92875481,-0.01964880,-0.00978203,0.15315574,-0.00735106,-0.13958539,-21.77559907,-0.02699987,-0.12464805,-21.75693620,-0.02757896,-0.00059639,0.00698990,-0.00258231,-0.00041063,-0.00438968,0.01052138,0
0.250,-0.00022786,0.78533241,2.35611038,-0.00270542,-0.00078076,-0.00099864,-0.02118285,-0.00611317,-0.00781917,0.00036482,0.77840641,2.35856329,-0.00230832,0.00416171,-0.01205765,-0.13479835,-21.93161392,-0.02043334,-0.13479835,-21.93161392,-0.02043334,-0.00969985,0.14880807,-0.00432716,-0.14449820,-21.78280586,-0.02476051,-0.12966075,-21.76417437,-0.02483056,-0.00059268,0.00692600,-0.00245291,-0.00039710,-0.00494247,0.01105901,0
0.260,-0.00025599,0.78532429,2.35610000,-0.00292120,-0.00084303,-0.00107830,-0.02197313,-0.00634124,-0.00811089,0.00033257,0.77846702,2.35842036,-0.00253743,0.00463652,-0.01261639,-0.13976677,-21.93448067,-0.02122205,-0.13976677,-21.93448067,-0.02122205,-0.00961203,0.14441814,-0.00140867,-0.14937879,-21.79006252,-0.02263072,-0.13463948,-21.77147387,-0.02219394,-0.00058856,0.00685727,-0.00232036,-0.00038377,-0.00547955,0.01153809,0
0.270,-0.00028631,0.78531554,2.35608881,-0.00314487,-0.00090758,-0.00116086,-0.02275910,-0.00656806,-0.00840101,0.00029773,0.77853165,2.35827405,-0.00277418,0.00509315,-0.01312004,-0.14470761,-21.93735886,-0.02201974,-0.14470761,-21.93735886,-0.02201974,-0.00951859,0.13999134,0.00139842,-0.15422619,-21.79736752,-0.02062132,-0.13958539,-21.77883058,-0.01968438,-0.00058404,0.00678389,-0.00218524,-0.00037069,-0.00600073,0.01195918,0
0.280,-0.00031891,0.78530613,2.35607677,-0.00337637,-0.00097439,-0.00124631,-0.02354075,-0.00679364,-0.00868954,0.00026021,0.77860011,2.35812488,-0.00301849,0.00553145,-0.01356929,-0.14962164,-21.94025230,-0.02282367,-0.14962164,-21.94025230,-0.02282367,-0.00941982,0.13553233,0.00408856,-0.15904146,-21.80471998,-0.01873511,-0.14449820,-21.78622904,-0.01730199,-0.00057912,0.00670602,-0.00204811,-0.00035788,-0.00650584,0.01232298,0
0.290,-0.00035386,0.78529604,2.35606387,-0.00361567,-0.00104345,-0.00133464,-0.02431810,-0.00701798,-0.00897648,0.00021996,0.77867222,2.35797336,-0.00327029,0.00595135,-0.01396504,-0.15450914,-21.94315529,-0.02363239,-0.15450914,-21.94315529,-0.02363239,-0.00931579,0.13104577,0.00665730,-0.16382493,-21.81210952,-0.01697509,-0.14937879,-21.79366805,-0.01505457,-0.00057382,0.00662382,-0.00190949,-0.00034538,-0.00699480,0.01263040,0
0.300,-0.00039125,0.78528525,2.35605007,-0.00386272,-0.00111474,-0.00142584,-0.02509115,-0.00724107,-0.00926184,0.00017688,0.77874779,2.35781998,-0.00352950,0.00635280,-0.01430837,-0.15936968,-21.94606781,-0.02445055,-0.15936968,-21.94606781,-0.02445055,-0.00920681,0.12653612,0.00910044,-0.16857649,-21.81953169,-0.01535011,-0.15422619,-21.80114609,-0.01295215,-0.00056813,0.00653746,-0.00176991,-0.00033322,-0.00746754,0.01288253,0
0.310,-0.00043114,0.78527374,2.35603534,-0.00411748,-0.00118826,-0.00151987,-0.02585992,-0.00746293,-0.00954561,0.00013093,0.77882664,2.35766521,-0.00379605,0.00673579,-0.01460050,-0.16420335,-21.94899940,-0.02527490,-0.16420335,-21.94899940,-0.02527490,-0.00909281,0.12200755,0.01141458,-0.17329615,-21.82699185,-0.01386031,-0.15904146,-21.80866235,-0.01099665,-0.00056207,0.00644710,-0.00162987,-0.00032143,-0.00792405,0.01308063,0
0.320,-0.00047362,0.78526148,2.35601966,-0.00437990,-0.00126400,-0.00161674,-0.02662440,-0.00768355,-0.00982780,0.00008201,0.77890858,2.35750951,-0.00406985,0.00710033,-0.01484280,-0.16901021,-21.95194626,-0.02610569,-0.16901021,-21.95194626,-0.02610569,-0.00897411,0.11746385,0.01359689,-0.17798432,-21.83448241,-0.01250881,-0.16382493,-21.81620650,-0.00919024,-0.00055563,0.00635290,-0.00148985,-0.00031005,-0.00836433,0.01322606,0
0.330,-0.00051877,0.78524845,2.35600300,-0.00464995,-0.00134193,-0.00171642,-0.02738461,-0.00790294,-0.01010841,0.00003008,0.77899343,2.35735332,-0.00435083,0.00744649,-0.01503675,-0.17379041,-21.95491028,-0.02694594,-0.17379041,-21.95491028,-0.02694594,-0.00885097,0.11290893,0.01564505,-0.18264138,-21.84200135,-0.01130089,-0.16857649,-21.82377417,-0.00754081,-0.00054885,0.00625502,-0.00135032,-0.00029912,-0.00878842,0.01332033,0
0.340,-0.00056665,0.78523463,2.35598532,-0.00492758,-0.00142205,-0.00181890,-0.02814055,-0.00812110,-0.01038745,-0.00002496,0.77908101,2.35719707,-0.00463893,0.00777434,-0.01518394,-0.17854401,-21.95788383,-0.02779472,-0.17854401,-21.95788383,-0.02779472,-0.00872330,0.10834641,0.01755709,-0.18726732,-21.84953743,-0.01023763,-0.17329615,-21.83137080,-0.00604756,-0.00054169,0.00615362,-0.00121175,-0.00028865,-0.00919639,0.01336504,0
0.350,-0.00061734,0.78522000,2.35596661,-0.00521275,-0.00150435,-0.00192417,-0.02889223,-0.00833803,-0.01066492,-0.00008315,0.77917114,2.35704114,-0.00493406,0.00808398,-0.01528605,-0.18327138,-21.96088219,-0.02865284,-0.18327138,-21.96088219,-0.02865284,-0.00859135,0.10377980,0.01933190,-0.19186273,-21.85710239,-0.00932094,-0.17798432,-21.83898887,-0.00471262,-0.00053419,0.00604886,-0.00107453,-0.00027869,-0.00958833,0.01336188,0
0.360,-0.00067093,0.78520454,2.35594683,-0.00550541,-0.00158881,-0.00203220,-0.02963966,-0.00855373,-0.01094081,-0.00014457,0.77926364,2.35688593,-0.00523615,0.00837555,-0.01534485,-0.18797196,-21.96389771,-0.02952026,-0.18797196,-21.96389771,-0.02952026,-0.00845551,0.09921251,0.02096850,-0.19642747,-21.86468520,-0.00855176,-0.18264138,-21.84662647,-0.00354027,-0.00052636,0.00594090,-0.00093910,-0.00026926,-0.00996436,0.01331265,0
0.370,-0.00072748,0.78518822,2.35592596,-0.00580553,-0.00167542,-0.00214298,-0.03038285,-0.00876820,-0.01121515,-0.00020929,0.77935834,2.35673179,-0.00554513,0.00864918,-0.01536218,-0.19264616,-21.96692657,-0.03039604,-0.19264616,-21.96692657,-0.03039604,-0.00831575,0.09464746,0.02246659,-0.20096191,-21.87227911,-0.00792945,-0.18726732,-21.85427246,-0.00253055,-0.00051819,0.00582988,-0.00080583,-0.00026040,-0.01032460,0.01321920,0
0.380,-0.00078706,0.78517102,2.35590396,-0.00611305,-0.00176417,-0.00225650,-0.03112180,-0.00898146,-0.01148791,-0.00027738,0.77945507,2.35657906,-0.00586093,0.00890503,-0.01533994,-0.19729367,-21.96998215,-0.03128362,-0.19729367,-21.96998215,-0.03128362,-0.00817215,0.09008771,0.02382604,-0.20546582,-21.87989444,-0.00745757,-0.19186273,-21.86193869,-0.00168432,-0.00050968,0.00571595,-0.00067510,-0.00025212,-0.01066920,0.01308344,0
0.390,-0.00084976,0.78515293,2.35588082,-0.00642795,-0.00185505,-0.00237273,-0.03185652,-0.00919349,-0.01175912,-0.00034889,0.77955365,2.35642805,-0.00618347,0.00914329,-0.01528010,-0.20191526,-21.97305489,-0.03217980,-0.20191526,-21.97305489,-0.03217980,-0.00802519,0.08553643,0.02504757,-0.20994046,-21.88751846,-0.00713223,-0.19642747,-21.86961424,-0.00100147,-0.00050087,0.00559928,-0.00054723,-0.00024448,-0.01099834,0.01290737,0
0.400,-0.00091565,0.78513392,2.35585650,-0.00675017,-0.00194804,-0.00249167,-0.03258702,-0.00940431,-0.01202877,-0.00042389,0.77965391,2.35627907,-0.00651270,0.00936416,-0.01518466,-0.20651077,-21.97615242,-0.03308707,-0.20651077,-21.97615242,-0.03308707,-0.00787497,0.08099618,0.02613181,-0.21438573,-21.89515624,-0.00695525,-0.20096191,-21.87729249,-0.00048029,-0.00049176,0.00548001,-0.00042257,-0.00023747,-0.01131220,0.01269299,0
0.410,-0.00098479,0.78511396,2.35583098,-0.00707967,-0.00204313,-0.00261330,-0.03331331,-0.00961391,-0.01229686,-0.00050245,0.77975570,2.35613238,-0.00684853,0.00956783,-0.01505565,-0.21107984,-21.97927094,-0.03400566,-0.21107984,-21.97927094,-0.03400566,-0.00772148,0.07646937,0.02708009,-0.21880131,-21.90280157,-0.00692558,-0.20546582,-21.88498386,-0.00012325,-0.00048234,0.00535826,-0.00030140,-0.00023114,-0.01161096,0.01244235,0
0.420,-0.00105726,0.78509305,2.35580422,-0.00741642,-0.00214031,-0.00273760,-0.03403539,-0.00982229,-0.01256340,-0.00058463,0.77985885,2.35598825,-0.00719091,0.00975453,-0.01489515,-0.21562257,-21.98240852,-0.03493364,-0.21562257,-21.98240852,-0.03493364,-0.00756504,0.07195903,0.02789380,-0.22318761,-21.91044949,-0.00703983,-0.20994046,-21.89267577,0.00007460,-0.00047263,0.00523420,-0.00018403,-0.00022551,-0.01189484,0.01215755,0
0.430,-0.00113314,0.78507115,2.35577622,-0.00776037,-0.00223957,-0.00286457,-0.03475327,-0.01002947,-0.01282839,-0.00067050,0.77996319,2.35584689,-0.00753976,0.00992449,-0.01470525,-0.22013937,-21.98557281,-0.03587341,-0.22013937,-21.98557281,-0.03587341,-0.00740595,0.06746708,0.02857517,-0.22754532,-21.91810573,-0.00729824,-0.21438573,-21.90037342,0.00011251,-0.00046264,0.00510796,-0.00007067,-0.00022061,-0.01216406,0.01184068,0
0.440,-0.00121250,0.78504825,2.35574692,-0.00811147,-0.00234089,-0.00299417,-0.03546696,-0.01023543,-0.01309183,-0.00076010,0.78006858,2.35570853,-0.00789502,0.01007793,-0.01448804,-0.22463021,-21.98876190,-0.03682610,-0.22463021,-21.98876190,-0.03682610,-0.00724437,0.06299613,0.02912601,-0.23187457,-21.92576577,-0.00770009,-0.21880131,-21.90807071,-0.00000737,-0.00045240,0.00497967,0.00003839,-0.00021645,-0.01241882,0.01149387,0
0.450,-0.00129540,0.78502432,2.35571632,-0.00846969,-0.00244427,-0.00312640,-0.03617647,-0.01044019,-0.01335373,-0.00085352,0.78017484,2.35557334,-0.00825662,0.01021512,-0.01424563,-0.22909519,-21.99198341,-0.03779213,-0.22909519,-21.99198341,-0.03779213,-0.00708032,0.05854806,0.02954916,-0.23617552,-21.93343535,-0.00824297,-0.22318761,-21.91576284,-0.00028063,-0.00044188,0.00484948,0.00014298,-0.00021307,-0.01265939,0.01111923,0
0.460,-0.00138191,0.78499936,2.35568439,-0.00883499,-0.00254969,-0.00326124,-0.03688180,-0.01064374,-0.01361409,-0.00095080,0.78028184,2.35544151,-0.00862451,0.01033630,-0.01398013,-0.23353426,-21.99522781,-0.03876747,-0.23353426,-21.99522781,-0.03876747,-0.00691402,0.05412553,0.02984733,-0.24044828,-21.94110228,-0.00892014,-0.22754532,-21.92345566,-0.00070643,-0.00043111,0.00471752,0.00024288,-0.00021048,-0.01288599,0.01071889,0
0.470,-0.00147212,0.78497332,2.35565109,-0.00920731,-0.00265714,-0.00339867,-0.03758296,-0.01084609,-0.01387290,-0.00105201,0.78038942,2.35531316,-0.00899861,0.01044174,-0.01369364,-0.23794691,-21.99849129,-0.03975798,-0.23794691,-21.99849129,-0.03975798,-0.00674589,0.04972978,0.03002341,-0.24469280,-21.94876151,-0.00973457,-0.23187457,-21.93114479,-0.00128300,-0.00042011,0.00458390,0.00033793,-0.00020870,-0.01309888,0.01029497,0
0.480,-0.00156608,0.78494621,2.35561641,-0.00958663,-0.00276661,-0.00353869,-0.03827996,-0.01104724,-0.01413019,-0.00115721,0.78049744,2.35518844,-0.00937886,0.01053168,-0.01338825,-0.24233462,-22.00179482,-0.04076148,-0.24233462,-22.00179482,-0.04076148,-0.00657589,0.04536348,0.03008085,-0.24891051,-21.95643133,-0.01068063,-0.23617552,-21.93883611,-0.00200693,-0.00040887,0.00444877,0.00042797,-0.00020777,-0.01329829,0.00984956,0
0.490,-0.00166387,0.78491798,2.35558031,-0.00997290,-0.00287809,-0.00368127,-0.03897280,-0.01124719,-0.01438593,-0.00126645,0.78060574,2.35506745,-0.00976521,0.01060640,-0.01306603,-0.24669601,-22.00512123,-0.04177767,-0.24669601,-22.00512123,-0.04177767,-0.00640434,0.04102772,0.03002297,-0.25310035,-21.96409351,-0.01175470,-0.24044828,-21.94651756,-0.00287046,-0.00039742,0.00431224,0.00051286,-0.00020769,-0.01348449,0.00938476,0
0.500,-0.00176556,0.78488864,2.35554277,-0.01036608,-0.00299155,-0.00382640,-0.03966150,-0.01144594,-0.01464015,-0.00137980,0.78071420,2.35495027,-0.01015759,0.01066617,-0.01272903,-0.25103217,-22.00847816,-0.04280717,-0.25103217,-22.00847816,-0.04280717,-0.00623146,0.03672506,0.02985355,-0.25726364,-21.97175310,-0.01295362,-0.24469280,-21.95418424,-0.00387556,-0.00038576,0.00417444,0.00059250,-0.00020849,-0.01365772,0.00890263,0
0.510,-0.00187122,0.78485815,2.35550377,-0.01076612,-0.00310700,-0.00397407,-0.04034607,-0.01164350,-0.01489284,-0.00149731,0.78082266,2.35483697,-0.01055595,0.01071125,-0.01237926,-0.25534269,-22.01186371,-0.04385058,-0.25534269,-22.01186371,-0.04385058,-0.00605745,0.03245659,0.02957652,-0.26140014,-21.97940712,-0.01427406,-0.24891051,-21.96185459,-0.00501565,-0.00037391,0.00403549,0.00066680,-0.00021017,-0.01381825,0.00840519,0
0.520,-0.00198091,0.78482649,2.35546328,-0.01117298,-0.00322442,-0.00412426,-0.04102650,-0.01183986,-0.01514401,-0.00161904,0.78093100,2.35472760,-0.01096022,0.01074192,-0.01201871,-0.25962746,-22.01528168,-0.04490977,-0.25962746,-22.01528168,-0.04490977,-0.00588238,0.02822393,0.02919587,-0.26550985,-21.98705775,-0.01571390,-0.25310035,-21.96951048,-0.00628616,-0.00036187,0.00389549,0.00073568,-0.00021276,-0.01396634,0.00789445,0
0.530,-0.00209470,0.78479365,2.35542128,-0.01158663,-0.00334379,-0.00427694,-0.04170280,-0.01203504,-0.01539365,-0.00174504,0.78103908,2.35462219,-0.01137035,0.01075846,-0.01164934,-0.26388684,-22.01873398,-0.04598109,-0.26388684,-22.01873398,-0.04598109,-0.00570651,0.02402892,0.02871590,-0.26959335,-21.99470506,-0.01726520,-0.25726364,-21.97715713,-0.00768301,-0.00034966,0.00375457,0.00079909,-0.00021628,-0.01410225,0.00737240,0
