t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3
0.210,0.00010568,0.78531071,2.35626555,0.00149629,-0.00123831,0.00100613,0.01399658,-0.01158338,0.00941150,-0.00015074,0.78816821,2.35678022,0.00085296,0.00056805,-0.00233937,0.02215792,-22.50724524,-0.05097636,0.02215792,-22.50724524,-0.05097636,0.02260875,-22.63497124,0.00445662,0.00025642,-0.00285750,-0.00051467,0.00064333,-0.00180636,0.00334550
0.220,0.00012135,0.78529774,2.35627609,0.00163941,-0.00135675,0.00110236,0.01462535,-0.01210374,0.00983429,-0.00013610,0.78810856,2.35683788,0.00100559,-0.00106539,-0.00031297,0.02217125,-22.44563774,-0.07741650,0.02217125,-22.44563774,-0.07741650,0.02230542,-22.56841685,-0.02535251,0.00025745,-0.00281082,-0.00056179,0.00063382,-0.00029136,0.00141533
0.230,0.00013849,0.78528355,2.35628761,0.00178879,-0.00148038,0.00120281,0.01525072,-0.01262129,0.01025480,-0.00012021,0.78803816,2.35690080,0.00115149,-0.00255897,0.00133826,0.02235096,-22.38718852,-0.10071478,0.02235096,-22.38718852,-0.10071478,0.02215792,-22.50372539,-0.05412234,0.00025870,-0.00275461,-0.00061319,0.00063730,0.00107859,-0.00013545
0.240,0.00015715,0.78526811,2.35630016,0.00194441,-0.00160917,0.00130745,0.01587272,-0.01313605,0.01067304,-0.00010312,0.78795857,2.35696451,0.00129082,-0.00390887,0.00259632,0.02270024,-22.33234455,-0.12001327,0.02270024,-22.33234455,-0.12001327,0.02217125,-22.44165846,-0.08060175,0.00026027,-0.00269046,-0.00066435,0.00065359,0.00229970,-0.00128887
0.250,0.00017739,0.78525135,2.35631377,0.00210623,-0.00174309,0.00141626,0.01649135,-0.01364801,0.01108901,-0.00008490,0.78787123,2.35702500,0.00142383,-0.00511509,0.00345953,0.02322146,-22.28140464,-0.13469022,0.02322146,-22.28140464,-0.13469022,0.02235096,-22.38282164,-0.10373937,0.00026229,-0.00261988,-0.00071123,0.00068240,0.00337200,-0.00204327
0.260,0.00019929,0.78523323,2.35632850,0.00227422,-0.00188212,0.00152922,0.01710660,-0.01415719,0.01150271,-0.00006558,0.78777744,2.35707886,0.00155083,-0.00618109,0.00394127,0.02391723,-22.23451347,-0.14435690,0.02391723,-22.23451347,-0.14435690,0.02270024,-22.32765500,-0.12270651,0.00026487,-0.00254421,-0.00075036,0.00072339,0.00429897,-0.00241205
0.270,0.00022290,0.78521369,2.35634437,0.00244835,-0.00202622,0.00164631,0.01771849,-0.01466358,0.01191416,-0.00004522,0.78767834,2.35712335,0.00167216,-0.00711334,0.00406817,0.02478782,-22.19168279,-0.14886248,0.02478782,-22.19168279,-0.14886248,0.02322146,-22.27644959,-0.13691465,0.00026812,-0.00246465,-0.00077898,0.00077619,0.00508712,-0.00242186
0.280,0.00024828,0.78519269,2.35636144,0.00262858,-0.00217538,0.00176750,0.01832703,-0.01516720,0.01232335,-0.00002385,0.78757491,2.35715643,0.00178821,-0.00792082,0.00387802,0.02583324,-22.15280125,-0.14826800,0.02583324,-22.15280125,-0.14826800,0.02391723,-22.22934185,-0.14601069,0.00027213,-0.00238222,-0.00079499,0.00084037,0.00574544,-0.00211052
0.290,0.00027549,0.78517017,2.35637973,0.00281488,-0.00232956,0.00189277,0.01893221,-0.01566804,0.01273028,-0.00000152,0.78746796,2.35717678,0.00189939,-0.00861443,0.00341734,0.02705308,-22.11765921,-0.14283658,0.02705308,-22.11765921,-0.14283658,0.02478782,-22.18633516,-0.14988012,0.00027701,-0.00229779,-0.00079705,0.00091549,0.00628487,-0.00152457
0.300,0.00030460,0.78514608,2.35639931,0.00300722,-0.00248873,0.00202209,0.01953405,-0.01616611,0.01313497,0.00002174,0.78735813,2.35718381,0.00200613,-0.00920646,0.00273885,0.02844695,-22.08596491,-0.13299306,0.02844695,-22.08596491,-0.13299306,0.02583324,-22.14730998,-0.14861970,0.00028286,-0.00221205,-0.00078450,0.00100109,0.00671773,-0.00071676
0.310,0.00033566,0.78512038,2.35642019,0.00320555,-0.00265287,0.00215546,0.02013255,-0.01666142,0.01353741,0.00004591,0.78724593,2.35717761,0.00210887,-0.00970998,0.00189896,0.03001290,-22.05736613,-0.11930856,0.03001290,-22.05736613,-0.11930856,0.02705308,-22.11204893,-0.14252622,0.00028975,-0.00212555,-0.00075742,0.00109668,0.00705711,0.00025650
0.320,0.00036873,0.78509301,2.35644243,0.00340986,-0.00282195,0.00229283,0.02072772,-0.01715398,0.01393760,0.00007097,0.78713169,2.35715885,0.00220804,-0.01013835,0.00095524,0.03174963,-22.03147703,-0.10245113,0.03174963,-22.03147703,-0.10245113,0.02844695,-22.08025319,-0.13205511,0.00029776,-0.00203868,-0.00071642,0.00120182,0.00731640,0.00133759
0.330,0.00040387,0.78506392,2.35646606,0.00362010,-0.00299594,0.00243420,0.02131956,-0.01764377,0.01433557,0.00009689,0.78701566,2.35712876,0.00230410,-0.01050467,-0.00003581,0.03365519,-22.00789338,-0.08316164,0.03365519,-22.00789338,-0.08316164,0.03001290,-22.05156433,-0.11780406,0.00030698,-0.00195174,-0.00066270,0.00131600,0.00750873,0.00247001
0.340,0.00044115,0.78503307,2.35649113,0.00383624,-0.00317482,0.00257954,0.02190808,-0.01813082,0.01473129,0.00012367,0.78689794,2.35708900,0.00239749,-0.01082136,-0.00102089,0.03572817,-21.98621206,-0.06221283,0.03572817,-21.98621206,-0.06221283,0.03174963,-22.02559131,-0.10046307,0.00031748,-0.00186487,-0.00059787,0.00143875,0.00764654,0.00360043
0.350,0.00048062,0.78500041,2.35651766,0.00405825,-0.00335855,0.00272882,0.02249328,-0.01861513,0.01512479,0.00015129,0.78677859,2.35704156,0.00248863,-0.01109982,-0.00195157,0.03796602,-21.96605108,-0.04038376,0.03796602,-21.96605108,-0.04038376,0.03365519,-22.00192578,-0.08078984,0.00032933,-0.00177818,-0.00052390,0.00156962,0.00774127,0.00468039
0.360,0.00052233,0.78496589,2.35654571,0.00428609,-0.00354711,0.00288203,0.02307517,-0.01909669,0.01551606,0.00017975,0.78665758,2.35698868,0.00257796,-0.01135011,-0.00278575,0.04036596,-21.94706341,-0.01841942,0.04036596,-21.94706341,-0.01841942,0.03572817,-21.98016156,-0.05956869,0.00034258,-0.00169169,-0.00044297,0.00170813,0.00780300,0.00566778
0.370,0.00056636,0.78492945,2.35657532,0.00451974,-0.00374047,0.00303913,0.02365376,-0.01957553,0.01590512,0.00020904,0.78653485,2.35693270,0.00266590,-0.01158078,-0.00348867,0.04292685,-21.92894951,0.00298596,0.04292685,-21.92894951,0.00298596,0.03796602,-21.95991470,-0.03758503,0.00035732,-0.00160540,-0.00035738,0.00185384,0.00784031,0.00652780
0.380,0.00061275,0.78489106,2.35660651,0.00475915,-0.00393861,0.00320012,0.02422905,-0.02005163,0.01629195,0.00023918,0.78641033,2.35687602,0.00275286,-0.01179868,-0.00403361,0.04564506,-21.91145846,0.02321107,0.04564506,-21.91145846,0.02321107,0.04036596,-21.94083721,-0.01558522,0.00037357,-0.00151927,-0.00026951,0.00200629,0.00786007,0.00723373
0.390,0.00066156,0.78485067,2.35663933,0.00500431,-0.00414150,0.00336497,0.02480105,-0.02052501,0.01667657,0.00027017,0.78628393,2.35682094,0.00283925,-0.01200899,-0.00440210,0.04851834,-21.89440244,0.04173103,0.04851834,-21.89440244,0.04173103,0.04292685,-21.92262955,0.00573976,0.00039139,-0.00143326,-0.00018161,0.00216506,0.00786749,0.00776707
0.400,0.00071285,0.78480822,2.35667382,0.00525516,-0.00434910,0.00353365,0.02536976,-0.02099566,0.01705898,0.00030201,0.78615559,2.35676965,0.00292548,-0.01221520,-0.00458398,0.05154371,-21.87765724,0.05812358,0.05154371,-21.87765724,0.05812358,0.04564506,-21.90504154,0.02577588,0.00041084,-0.00134737,-0.00009583,0.00232968,0.00786610,0.00811763
0.410,0.00076668,0.78476367,2.35671002,0.00551169,-0.00456140,0.00370614,0.02593519,-0.02146361,0.01743918,0.00033472,0.78602528,2.35672409,0.00301193,-0.01241922,-0.00457695,0.05471866,-21.86115702,0.07207721,0.05471866,-21.86115702,0.07207721,0.04851834,-21.88788682,0.04400897,0.00043196,-0.00126161,-0.00001407,0.00249976,0.00785782,0.00828309
0.420,0.00082311,0.78471697,2.35674796,0.00577386,-0.00477837,0.00388242,0.02649735,-0.02192884,0.01781718,0.00036832,0.78589300,2.35668596,0.00309900,-0.01262149,-0.00438600,0.05804013,-21.84489545,0.08339139,0.05804013,-21.84489545,0.08339139,0.05154371,-21.87104309,0.06003015,0.00045479,-0.00117603,0.00006200,0.00267486,0.00784312,0.00826842
0.430,0.00088218,0.78466808,2.35678768,0.00604163,-0.00499997,0.00406247,0.02705624,-0.02239137,0.01819299,0.00040284,0.78575879,2.35665664,0.00318710,-0.01282122,-0.00402251,0.06150388,-21.82891681,0.09197690,0.06150388,-21.82891681,0.09197690,0.05471866,-21.85444681,0.07354323,0.00047934,-0.00109071,0.00013104,0.00285453,0.00782125,0.00808498
0.440,0.00094396,0.78461696,2.35682922,0.00631497,-0.00522618,0.00424627,0.02761186,-0.02285120,0.01856660,0.00043829,0.78562276,2.35663718,0.00327661,-0.01301660,-0.00350328,0.06510711,-21.81331207,0.09784773,0.06510711,-21.81331207,0.09784773,0.05804013,-21.83809409,0.08436419,0.00050567,-0.00100580,0.00019204,0.00303836,0.00779042,0.00774955
0.450,0.00100850,0.78456355,2.35687262,0.00659385,-0.00545698,0.00443380,0.02816423,-0.02330833,0.01893802,0.00047471,0.78548506,2.35662831,0.00336793,-0.01320499,-0.00284936,0.06884578,-21.79821384,0.10111119,0.06884578,-21.79821384,0.10111119,0.06150388,-21.82203172,0.09242069,0.00053379,-0.00092151,0.00024431,0.00322592,0.00774801,0.00728316
0.460,0.00107585,0.78450780,2.35691791,0.00687825,-0.00569234,0.00462503,0.02871334,-0.02376277,0.01930725,0.00051213,0.78534588,2.35663039,0.00346147,-0.01338326,-0.00208487,0.07271573,-21.78378083,0.10195367,0.07271573,-21.78378083,0.10195367,0.06510711,-21.80635303,0.09774343,0.00056372,-0.00083808,0.00028752,0.00341678,0.00769092,0.00670990
0.470,0.00114608,0.78444968,2.35696513,0.00716811,-0.00593223,0.00481994,0.02925921,-0.02421452,0.01967430,0.00055059,0.78520546,2.35664350,0.00355761,-0.01354796,-0.00123582,0.07671311,-21.77018652,0.10062926,0.07671311,-21.77018652,0.10062926,0.06884578,-21.79119281,0.10045552,0.00059549,-0.00075578,0.00032163,0.00361050,0.00761573,0.00605576
0.480,0.00121923,0.78438914,2.35701432,0.00746342,-0.00617662,0.00501851,0.02980185,-0.02466360,0.02003917,0.00059013,0.78506408,2.35666742,0.00365678,-0.01369560,-0.00032891,0.08083290,-21.75761755,0.09744255,0.08083290,-21.75761755,0.09744255,0.07271573,-21.77671158,0.10075776,0.00062910,-0.00067494,0.00034690,0.00380664,0.00751898,0.00534742
0.490,0.00129537,0.78432614,2.35706551,0.00776414,-0.00642549,0.00522071,0.03034124,-0.02510999,0.02040187,0.00063080,0.78492203,2.35670167,0.00375938,-0.01382284,0.00060950,0.08507101,-21.74625887,0.09273082,0.08507101,-21.74625887,0.09273082,0.07671311,-21.76308423,0.09891689,0.00066457,-0.00059589,0.00036384,0.00400476,0.00739735,0.00461121
0.500,0.00137453,0.78426062,2.35711875,0.00807023,-0.00667881,0.00542654,0.03087741,-0.02555372,0.02076240,0.00067265,0.78477965,2.35674556,0.00386581,-0.01392673,0.00155442,0.08942109,-21.73629049,0.08685296,0.08942109,-21.73629049,0.08685296,0.08083290,-21.75049836,0.09524797,0.00070188,-0.00051903,0.00037319,0.00420442,0.00724792,0.00387212
0.510,0.00145679,0.78419255,2.35717405,0.00838167,-0.00693656,0.00563595,0.03141036,-0.02599478,0.02112076,0.00071574,0.78463726,2.35679825,0.00397648,-0.01400479,0.00248297,0.09387932,-21.72787074,0.08016454,0.09387932,-21.72787074,0.08016454,0.08507101,-21.73913937,0.09009650,0.00074105,-0.00044471,0.00037580,0.00440519,0.00706823,0.00315298
0.520,0.00154218,0.78412187,2.35723148,0.00869843,-0.00719870,0.00584894,0.03194009,-0.02643318,0.02147696,0.00076012,0.78449519,2.35685877,0.00409182,-0.01405522,0.00337515,0.09843908,-21.72114070,0.07301979,0.09843908,-21.72114070,0.07301979,0.08942109,-21.72918724,0.08382712,0.00078206,-0.00037332,0.00037271,0.00460661,0.00685652,0.00247379
0.530,0.00163077,0.78404856,2.35729105,0.00902047,-0.00746521,0.00606549,0.03246661,-0.02686892,0.02183100,0.00080585,0.78435377,2.35692608,0.00421222,-0.01407692,0.00421424,0.10309544,-21.71620688,0.06574101,0.10309544,-21.71620688,0.06574101,0.09387932,-21.72079972,0.07679878,0.00082492,-0.00030521,0.00036497,0.00480825,0.00661171,0.00185125
0.540,0.00172261,0.78397255,2.35735280,0.00934775,-0.00773607,0.00628556,0.03298993,-0.02730201,0.02218288,0.00085301,0.78421330,2.35699914,0.00433809,-0.01406957,0.00498719,0.10784233,-21.71315471,0.05862162,0.10784233,-21.71315471,0.05862162,0.09843908,-21.71411694,0.06936677,0.00086960,-0.00024075,0.00035366,0.00500966,0.00633350,0.00129837
0.550,0.00181775,0.78389382,2.35741677,0.00968025,-0.00801124,0.00650914,0.03351005,-0.02773245,0.02253262,0.00090166,0.78407404,2.35707691,0.00446982,-0.01403363,0.00568472,0.11267380,-21.71202596,0.05191453,0.11267380,-21.71202596,0.05191453,0.10309544,-21.70924397,0.06185234,0.00091609,-0.00018022,0.00033986,0.00521043,0.00602239,0.00082442
0.560,0.00191623,0.78381232,2.35748299,0.01001794,-0.00829071,0.00673620,0.03402697,-0.02816025,0.02288021,0.00095188,0.78393623,2.35715843,0.00460782,-0.01397034,0.00630136,0.11758319,-21.71283568,0.04582447,0.11758319,-21.71283568,0.04582447,0.10784233,-21.70626449,0.05454598,0.00096435,-0.00012391,0.00032456,0.00541012,0.00567963,0.00043484
0.570,0.00201812,0.78372799,2.35755150,0.01036078,-0.00857444,0.00696673,0.03454071,-0.02858542,0.02322565,0.00100374,0.78380008,2.35724280,0.00475244,-0.01388163,0.00683526,0.12256519,-21.71556673,0.04050815,0.12256519,-21.71556673,0.04050815,0.11267380,-21.70521822,0.04769606,0.00101438,-0.00007209,0.00030870,0.00560834,0.00530719,0.00013147
0.580,0.00212347,0.78364081,2.35762234,0.01070874,-0.00886241,0.00720071,0.03505127,-0.02900795,0.02356896,0.00105733,0.78366572,2.35732926,0.00490407,-0.01377008,0.00728792,0.12761357,-21.72016335,0.03607150,0.12761357,-21.72016335,0.03607150,0.11758319,-21.70611795,0.04150152,0.00106614,-0.00002491,0.00029308,0.00580467,0.00490767,-0.00008721
0.590,0.00223231,0.78355073,2.35769553,0.01106180,-0.00915459,0.00743811,0.03555865,-0.02942785,0.02391013,0.00111273,0.78353327,2.35741717,0.00506305,-0.01363883,0.00766381,0.13272125,-21.72654679,0.03256759,0.13272125,-21.72654679,0.03256759,0.12256519,-21.70894418,0.03611240,0.00111958,0.00001746,0.00027836,0.00599875,0.00448424,-0.00022570
0.600,0.00234472,0.78345771,2.35777111,0.01141991,-0.00945096,0.00767890,0.03606287,-0.02984513,0.02424917,0.00117003,0.78340278,2.35750605,0.00522972,-0.01349145,0.00796994,0.13788334,-21.73461169,0.03000568,0.13788334,-21.73461169,0.03000568,0.12761357,-21.71363870,0.03162734,0.00117469,0.00005493,0.00026506,0.00619019,0.00404049,-0.00029104
0.610,0.00246073,0.78336170,2.35784912,0.01178304,-0.00975148,0.00792308,0.03656392,-0.03025979,0.02458608,0.00122931,0.78327425,2.35759557,0.00540440,-0.01333180,0.00821528,0.14309275,-21.74423330,0.02835299,0.14309275,-21.74423330,0.02835299,0.13272125,-21.72012035,0.02809194,0.00123142,0.00008745,0.00025355,0.00637864,0.00358032,-0.00029220
0.620,0.00258040,0.78326266,2.35792958,0.01215118,-0.01005615,0.00817062,0.03706181,-0.03067184,0.02492087,0.00129067,0.78314765,2.35768552,0.00558738,-0.01316398,0.00841028,0.14834425,-21.75527011,0.02753675,0.14834425,-21.75527011,0.02753675,0.13788334,-21.72828144,0.02550804,0.00128973,0.00011501,0.00024406,0.00656380,0.00310783,-0.00023966
0.630,0.00270377,0.78316056,2.35801254,0.01252427,-0.01036491,0.00842149,0.03755655,-0.03108128,0.02525354,0.00135421,0.78302288,2.35777586,0.00577895,-0.01299212,0.00856629,0.15363115,-21.76756516,0.02745847,0.15363115,-21.76756516,0.02745847,0.14309275,-21.73799503,0.02383583,0.00134956,0.00013768,0.00023668,0.00674532,0.00262721,-0.00014480
0.640,0.00283090,0.78305535,2.35809803,0.01290230,-0.01067776,0.00867568,0.03804814,-0.03148812,0.02558410,0.00142002,0.78289983,2.35786667,0.00597936,-0.01282034,0.00869503,0.15894848,-21.78096110,0.02799388,0.15894848,-21.78096110,0.02799388,0.14834425,-21.74911761,0.02299612,0.00141088,0.00015552,0.00023136,0.00692294,0.00214258,-0.00001935
0.650,0.00296183,0.78294699,2.35818607,0.01328522,-0.01099467,0.00893317,0.03853660,-0.03189236,0.02591254,0.00148819,0.78277834,2.35795815,0.00618885,-0.01265259,0.00880812,0.16428997,-21.79529561,0.02900134,0.16428997,-21.79529561,0.02900134,0.15363115,-21.76149049,0.02288479,0.00147364,0.00016865,0.00022792,0.00709637,0.00165792,0.00012505
0.660,0.00309662,0.78283544,2.35827670,0.01367302,-0.01131560,0.00919393,0.03902192,-0.03229400,0.02623888,0.00155883,0.78265821,2.35805057,0.00640764,-0.01249260,0.00891658,0.16965103,-21.81040843,0.03033363,0.16965103,-21.81040843,0.03033363,0.15894848,-21.77495478,0.02337289,0.00153779,0.00017723,0.00022613,0.00726538,0.00117700,0.00027735
0.670,0.00323531,0.78272067,2.35836996,0.01406565,-0.01164054,0.00945794,0.03950411,-0.03269306,0.02656311,0.00163204,0.78253924,2.35814429,0.00663592,-0.01234377,0.00903054,0.17502576,-21.82614456,0.03184215,0.17502576,-21.82614456,0.03184215,0.16428997,-21.78934698,0.02431514,0.00160327,0.00018143,0.00022567,0.00742973,0.00070323,0.00042740
0.680,0.00337795,0.78260262,2.35846587,0.01446309,-0.01196945,0.00972518,0.03998318,-0.03308953,0.02688524,0.00170791,0.78242119,2.35823973,0.00687386,-0.01220911,0.00915882,0.18040932,-21.84236347,0.03338014,0.18040932,-21.84236347,0.03338014,0.16965103,-21.80450586,0.02556179,0.00167004,0.00018143,0.00022614,0.00758923,0.00023966,0.00056636
