t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3
1.710,0.04677554,0.74668737,2.38764701,0.07557416,-0.06254414,0.05081711,0.07370198,-0.06099474,0.04955823,0.03911934,0.75069979,2.38771493,0.07080711,-0.05527249,0.04916617,0.47622749,-22.99413822,0.00163024,0.47622749,-22.99413822,0.00163024,0.47499802,-22.93646591,-0.02327342,0.00765620,-0.00401242,-0.00006792,0.00476705,-0.00727165,0.00165094
1.720,0.04753497,0.74605888,2.38815766,0.07631212,-0.06315486,0.05131332,0.07388830,-0.06114894,0.04968352,0.03985954,0.75012597,2.38822672,0.07161041,-0.05579979,0.04966948,0.47680708,-23.00902465,0.00138636,0.47680708,-23.00902465,0.00138636,0.47562479,-22.95073506,-0.02373291,0.00767543,-0.00406709,-0.00006906,0.00470171,-0.00735507,0.00164384
1.730,0.04830179,0.74542427,2.38867328,0.07705192,-0.06376711,0.05181077,0.07407212,-0.06130107,0.04980712,0.04060782,0.74954682,2.38874360,0.07241467,-0.05632862,0.05017399,0.47736395,-23.02408217,0.00112577,0.47736395,-23.02408217,0.00112577,0.47622749,-22.96518067,-0.02421352,0.00769397,-0.00412255,-0.00007032,0.00463725,-0.00743849,0.00163678
1.740,0.04907602,0.74478353,2.38919388,0.07779355,-0.06438087,0.05230946,0.07425344,-0.06145112,0.04992904,0.04136417,0.74896232,2.38926556,0.07321984,-0.05685905,0.05067962,0.47789896,-23.03930579,0.00084941,0.47789896,-23.03930579,0.00084941,0.47680708,-22.97979948,-0.02471190,0.00771185,-0.00417879,-0.00007168,0.00457371,-0.00752182,0.00162984
1.750,0.04985767,0.74413664,2.38971947,0.07853698,-0.06499612,0.05280935,0.07443226,-0.06159911,0.05004928,0.04212861,0.74837244,2.38979263,0.07402590,-0.05739116,0.05118630,0.47841228,-23.05469260,0.00055800,0.47841228,-23.05469260,0.00055800,0.47736395,-22.99458843,-0.02522739,0.00772906,-0.00423580,-0.00007316,0.00451108,-0.00760496,0.00162305
1.760,0.05064676,0.74348360,2.39025007,0.07928219,-0.06561285,0.05331044,0.07460859,-0.06174504,0.05016785,0.04290115,0.74777718,2.39032479,0.07483280,-0.05792501,0.05169393,0.47890466,-23.07023613,0.00025425,0.47890466,-23.07023613,0.00025425,0.47789896,-23.00954251,-0.02575900,0.00774561,-0.00429358,-0.00007472,0.00444939,-0.00768784,0.00161651
1.770,0.05144332,0.74282438,2.39078569,0.08002915,-0.06623102,0.05381270,0.07478244,-0.06188892,0.05028475,0.04368178,0.74717650,2.39086207,0.07564051,-0.05846067,0.05220244,0.47937728,-23.08593494,-0.00006081,0.47937728,-23.08593494,-0.00006081,0.47841228,-23.02465877,-0.02630598,0.00776154,-0.00435212,-0.00007638,0.00438864,-0.00777035,0.00161026
1.780,0.05224735,0.74215898,2.39132633,0.08077783,-0.06685062,0.05431613,0.07495381,-0.06203074,0.05039998,0.04447053,0.74657039,2.39140447,0.07644900,-0.05899821,0.05271176,0.47982981,-23.10178271,-0.00038734,0.47982981,-23.10178271,-0.00038734,0.47890466,-23.03993073,-0.02686560,0.00777682,-0.00441141,-0.00007814,0.00432883,-0.00785241,0.00160437
1.790,0.05305888,0.74148737,2.39187201,0.08152821,-0.06747163,0.05482070,0.07512271,-0.06217052,0.05051355,0.04526739,0.74595883,2.39195199,0.07725823,-0.05953766,0.05322181,0.48026358,-23.11777887,-0.00072278,0.48026358,-23.11777887,-0.00072278,0.47937728,-23.05535692,-0.02743680,0.00779149,-0.00447146,-0.00007998,0.00426998,-0.00793397,0.00159889
1.800,0.05387792,0.74080954,2.39242275,0.08228028,-0.06809402,0.05532639,0.07528914,-0.06230825,0.05062546,0.04607237,0.74534180,2.39250464,0.07806818,-0.06007909,0.05373254,0.48067902,-23.13391860,-0.00106443,0.48067902,-23.13391860,-0.00106443,0.47982981,-23.07093102,-0.02801970,0.00780555,-0.00453226,-0.00008189,0.00421210,-0.00801493,0.00159385
1.810,0.05470449,0.74012548,2.39297854,0.08303399,-0.06871778,0.05583320,0.07545311,-0.06244395,0.05073571,0.04688548,0.74471927,2.39306242,0.07887880,-0.06062254,0.05424388,0.48107659,-23.15019784,-0.00141391,0.48107659,-23.15019784,-0.00141391,0.48026358,-23.08665243,-0.02861174,0.00781901,-0.00459379,-0.00008388,0.00415519,-0.00809524,0.00158932
1.820,0.05553861,0.73943518,2.39353942,0.08378933,-0.06934289,0.05634110,0.07561463,-0.06257762,0.05084432,0.04770671,0.74409122,2.39362533,0.07969006,-0.06116804,0.05475580,0.48145728,-23.16661222,-0.00176578,0.48145728,-23.16661222,-0.00176578,0.48067902,-23.10251632,-0.02921021,0.00783190,-0.00465604,-0.00008591,0.00409927,-0.00817485,0.00158530
1.830,0.05638028,0.73873862,2.39410537,0.08454627,-0.06996933,0.05685008,0.07577370,-0.06270927,0.05095128,0.04853609,0.74345764,2.39419339,0.08050195,-0.06171565,0.05526826,0.48182081,-23.18315950,-0.00212337,0.48182081,-23.18315950,-0.00212337,0.48107659,-23.11851861,-0.02981672,0.00784419,-0.00471902,-0.00008802,0.00404432,-0.00825368,0.00158182
1.840,0.05722954,0.73803579,2.39467642,0.08530479,-0.07059707,0.05736012,0.07593032,-0.06283889,0.05105659,0.04937361,0.74281849,2.39476659,0.08131441,-0.06226538,0.05578123,0.48216903,-23.19983515,-0.00248285,0.48216903,-23.19983515,-0.00248285,0.48145728,-23.13465493,-0.03042584,0.00785593,-0.00478270,-0.00009017,0.00399038,-0.00833169,0.00157889
1.850,0.05808638,0.73732667,2.39525258,0.08606487,-0.07122610,0.05787121,0.07608451,-0.06296649,0.05116027,0.05021927,0.74217376,2.39534494,0.08212743,-0.06281728,0.05629469,0.48250134,-23.21663745,-0.00284324,0.48250134,-23.21663745,-0.00284324,0.48182081,-23.15092302,-0.03104091,0.00786711,-0.00484709,-0.00009236,0.00393744,-0.00840882,0.00157652
1.860,0.05895084,0.73661126,2.39583385,0.08682648,-0.07185639,0.05838332,0.07623627,-0.06309208,0.05126232,0.05107309,0.74152343,2.39592845,0.08294096,-0.06337136,0.05680863,0.48281948,-23.23356011,-0.00320542,0.48281948,-23.23356011,-0.00320542,0.48216903,-23.16731834,-0.03165807,0.00787775,-0.00491217,-0.00009460,0.00388552,-0.00848503,0.00157469
1.870,0.05982292,0.73588954,2.39642025,0.08758959,-0.07248794,0.05889645,0.07638560,-0.06321567,0.05136273,0.05193506,0.74086746,2.39651711,0.08375499,-0.06392765,0.05732305,0.48312324,-23.25060194,-0.00356712,0.48312324,-23.25060194,-0.00356712,0.48250134,-23.18383919,-0.03227639,0.00788786,-0.00497792,-0.00009686,0.00383460,-0.00856029,0.00157340
1.880,0.06070264,0.73516150,2.39701178,0.08835418,-0.07312070,0.05941057,0.07653251,-0.06333725,0.05146151,0.05280519,0.74020585,2.39711094,0.08456948,-0.06448617,0.05783795,0.48341350,-23.26775819,-0.00392940,0.48341350,-23.26775819,-0.00392940,0.48281948,-23.20047925,-0.03289675,0.00789745,-0.00504435,-0.00009916,0.00378470,-0.00863453,0.00157262
1.890,0.06159001,0.73442712,2.39760846,0.08912023,-0.07375467,0.05992567,0.07667701,-0.06345683,0.05155868,0.05368348,0.73953855,2.39770993,0.08538441,-0.06504693,0.05835335,0.48369069,-23.28502798,-0.00429026,0.48369069,-23.28502798,-0.00429026,0.48312324,-23.21723733,-0.03351689,0.00790653,-0.00511143,-0.00010147,0.00373582,-0.00870774,0.00157232
1.900,0.06248505,0.73368640,2.39821030,0.08988771,-0.07438983,0.06044174,0.07681910,-0.06357443,0.05165422,0.05456994,0.73886556,2.39831410,0.08619974,-0.06560994,0.05886925,0.48395559,-23.30240591,-0.00464921,0.48395559,-23.30240591,-0.00464921,0.48341350,-23.23410871,-0.03413788,0.00791511,-0.00517916,-0.00010380,0.00368797,-0.00877989,0.00157249
1.910,0.06338777,0.73293932,2.39881730,0.09065660,-0.07502616,0.06095875,0.07695879,-0.06369003,0.05174815,0.05546456,0.73818685,2.39892345,0.08701545,-0.06617520,0.05938567,0.48420864,-23.31989072,-0.00500760,0.48420864,-23.31989072,-0.00500760,0.48369069,-23.25109248,-0.03475773,0.00792321,-0.00524753,-0.00010615,0.00364115,-0.00885096,0.00157308
1.920,0.06429818,0.73218587,2.39942948,0.09142688,-0.07566363,0.06147670,0.07709608,-0.06380365,0.05184047,0.05636736,0.73750240,2.39953798,0.08783150,-0.06674272,0.05990264,0.48445025,-23.33747897,-0.00536354,0.48445025,-23.33747897,-0.00536354,0.48395559,-23.26818328,-0.03537598,0.00793082,-0.00531653,-0.00010850,0.00359538,-0.00892091,0.00157406
1.930,0.06521631,0.73142605,2.40004684,0.09219852,-0.07630222,0.06199556,0.07723098,-0.06391530,0.05193118,0.05727833,0.73681218,2.40015771,0.08864788,-0.06731249,0.06042017,0.48468176,-23.35516575,-0.00571846,0.48468176,-23.35516575,-0.00571846,0.48420864,-23.28537982,-0.03599398,0.00793798,-0.00538613,-0.00011087,0.00355064,-0.00898973,0.00157539
1.940,0.06614216,0.73065983,2.40066939,0.09297149,-0.07694192,0.06251531,0.07736350,-0.06402497,0.05202029,0.05819748,0.73611618,2.40078264,0.08946456,-0.06788450,0.06093828,0.48490298,-23.37295270,-0.00607226,0.48490298,-23.37295270,-0.00607226,0.48445025,-23.30267870,-0.03660985,0.00794468,-0.00545635,-0.00011325,0.00350693,-0.00905742,0.00157703
1.950,0.06707574,0.72988720,2.40129714,0.09374578,-0.07758271,0.06303596,0.07749364,-0.06413267,0.05210779,0.05912480,0.73541436,2.40141277,0.09028150,-0.06845875,0.06145700,0.48511449,-23.39083737,-0.00642450,0.48511449,-23.39083737,-0.00642450,0.48468176,-23.32007501,-0.03722503,0.00795094,-0.00552716,-0.00011563,0.00346428,-0.00912396,0.00157896
1.960,0.06801708,0.72910817,2.40193011,0.09452136,-0.07822457,0.06355746,0.07762141,-0.06423841,0.05219371,0.06006030,0.73470672,2.40204811,0.09109870,-0.06903521,0.06197633,0.48531762,-23.40881348,-0.00677384,0.48531762,-23.40881348,-0.00677384,0.48490298,-23.33757041,-0.03783942,0.00795678,-0.00559855,-0.00011800,0.00342266,-0.00918936,0.00158113
1.970,0.06896617,0.72832271,2.40256830,0.09529820,-0.07886748,0.06407982,0.07774681,-0.06434219,0.05227803,0.06100399,0.73399322,2.40268868,0.09191611,-0.06961386,0.06249629,0.48551171,-23.42688293,-0.00712132,0.48551171,-23.42688293,-0.00712132,0.48511449,-23.35516247,-0.03845260,0.00796218,-0.00567051,-0.00012038,0.00338209,-0.00925362,0.00158353
1.980,0.06992305,0.72753082,2.40321171,0.09607629,-0.07951141,0.06460302,0.07786985,-0.06444401,0.05236076,0.06195585,0.73327385,2.40333446,0.09273372,-0.07019468,0.06301691,0.48569884,-23.44504152,-0.00746834,0.48569884,-23.44504152,-0.00746834,0.48531762,-23.37284491,-0.03906321,0.00796720,-0.00574303,-0.00012275,0.00334257,-0.00931673,0.00158611
1.990,0.07088770,0.72673248,2.40386036,0.09685559,-0.08015635,0.06512703,0.07799053,-0.06454389,0.05244191,0.06291590,0.73254858,2.40398548,0.09355151,-0.07077763,0.06353818,0.48587774,-23.46328996,-0.00781337,0.48587774,-23.46328996,-0.00781337,0.48551171,-23.39061968,-0.03967232,0.00797180,-0.00581610,-0.00012512,0.00330408,-0.00937872,0.00158885
2.000,0.07186016,0.72592769,2.40451425,0.09763609,-0.08080228,0.06565185,0.07810887,-0.06464182,0.05252148,0.06388413,0.73181740,2.40464174,0.09436944,-0.07136269,0.06406012,0.48605050,-23.48162482,-0.00815748,0.48605050,-23.48162482,-0.00815748,0.48569884,-23.40848259,-0.04028131,0.00797603,-0.00588971,-0.00012749,0.00326665,-0.00943959,0.00159173
2.010,0.07284043,0.72511643,2.40517340,0.09841776,-0.08144918,0.06617746,0.07822486,-0.06473782,0.05259948,0.06486055,0.73108029,2.40530325,0.09518751,-0.07194982,0.06458272,0.48621698,-23.50004689,-0.00849895,0.48621698,-23.50004689,-0.00849895,0.48587774,-23.42643435,-0.04088865,0.00797988,-0.00596386,-0.00012985,0.00323025,-0.00949936,0.00159474
2.020,0.07382852,0.72429870,2.40583781,0.09920058,-0.08209703,0.06670384,0.07833852,-0.06483188,0.05267590,0.06584515,0.73033723,2.40597001,0.09600569,-0.07253898,0.06510600,0.48637765,-23.51855319,-0.00883896,0.48637765,-23.51855319,-0.00883896,0.48605050,-23.44447159,-0.04149540,0.00798337,-0.00603853,-0.00013220,0.00319489,-0.00955805,0.00159784
2.030,0.07482444,0.72347448,2.40650748,0.09998452,-0.08274581,0.06723097,0.07844984,-0.06492401,0.05275076,0.06683794,0.72958819,2.40664202,0.09682395,-0.07313013,0.06562995,0.48653286,-23.53714488,-0.00917876,0.48653286,-23.53714488,-0.00917876,0.48621698,-23.46259511,-0.04209985,0.00798650,-0.00611371,-0.00013454,0.00316057,-0.00961568,0.00160102
2.040,0.07582821,0.72264378,2.40718243,0.10076957,-0.08339550,0.06775885,0.07855884,-0.06501421,0.05282405,0.06783891,0.72883317,2.40731931,0.09764228,-0.07372322,0.06615457,0.48668371,-23.55581735,-0.00951631,0.48668371,-23.55581735,-0.00951631,0.48637765,-23.48080195,-0.04270317,0.00798930,-0.00618939,-0.00013688,0.00312729,-0.00967228,0.00160428
2.050,0.07683984,0.72180657,2.40786266,0.10155569,-0.08404609,0.06828745,0.07866552,-0.06510250,0.05289578,0.06884807,0.72807213,2.40800186,0.09846066,-0.07431820,0.06667985,0.48683045,-23.57457454,-0.00985280,0.48683045,-23.57457454,-0.00985280,0.48653286,-23.49909331,-0.04330660,0.00799177,-0.00626556,-0.00013920,0.00309503,-0.00972789,0.00160760
2.060,0.07785933,0.72096285,2.40854818,0.10234287,-0.08469755,0.06881676,0.07876988,-0.06518887,0.05296596,0.06986541,0.72730508,2.40868970,0.09927907,-0.07491503,0.06720578,0.48697316,-23.59341387,-0.01018770,0.48697316,-23.59341387,-0.01018770,0.48668371,-23.51746460,-0.04390810,0.00799392,-0.00634223,-0.00014152,0.00306380,-0.00978252,0.00161098
2.070,0.07888670,0.72011262,2.40923900,0.10313108,-0.08534986,0.06934676,0.07887194,-0.06527333,0.05303458,0.07089094,0.72653198,2.40938282,0.10009749,-0.07551365,0.06773236,0.48711272,-23.61233328,-0.01052055,0.48711272,-23.61233328,-0.01052055,0.48683045,-23.53591978,-0.04450885,0.00799576,-0.00641936,-0.00014382,0.00303359,-0.00983621,0.00161440
2.080,0.07992196,0.71925585,2.40993512,0.10392030,-0.08600301,0.06987744,0.07897169,-0.06535588,0.05310166,0.07192465,0.72575283,2.41008123,0.10091591,-0.07611401,0.06825958,0.48724959,-23.63133723,-0.01085225,0.48724959,-23.63133723,-0.01085225,0.48697316,-23.55445632,-0.04510831,0.00799731,-0.00649698,-0.00014611,0.00300439,-0.00988900,0.00161786
2.090,0.08096511,0.71839256,2.41063655,0.10471051,-0.08665697,0.07040879,0.07906915,-0.06543654,0.05316719,0.07296655,0.72496761,2.41078494,0.10173431,-0.07671605,0.06878742,0.48738375,-23.65041964,-0.01118222,0.48738375,-23.65041964,-0.01118222,0.48711272,-23.57307219,-0.04570602,0.00799856,-0.00657505,-0.00014839,0.00297620,-0.00994092,0.00162137
2.100,0.08201617,0.71752271,2.41134329,0.10550168,-0.08731173,0.07094078,0.07916432,-0.06551530,0.05323118,0.07401663,0.72417630,2.41149396,0.10255267,-0.07731973,0.06931588,0.48751606,-23.66958724,-0.01151153,0.48751606,-23.66958724,-0.01151153,0.48724959,-23.59177185,-0.04630288,0.00799954,-0.00665359,-0.00015067,0.00294901,-0.00999200,0.00162490
2.110,0.08307515,0.71664632,2.41205536,0.10629379,-0.08796727,0.07147341,0.07925720,-0.06559216,0.05329363,0.07507488,0.72337890,2.41220828,0.10337098,-0.07792499,0.06984494,0.48764700,-23.68883461,-0.01183793,0.48764700,-23.68883461,-0.01183793,0.48738375,-23.61054927,-0.04689829,0.00800027,-0.00673258,-0.00015292,0.00292281,-0.01004228,0.00162847
2.120,0.08414205,0.71576336,2.41277276,0.10708681,-0.08862357,0.07200665,0.07934780,-0.06566715,0.05335456,0.07614132,0.72257538,2.41292791,0.10418923,-0.07853176,0.07037460,0.48777640,-23.70816641,-0.01216245,0.48777640,-23.70816641,-0.01216245,0.48751606,-23.62941121,-0.04749332,0.00800073,-0.00681202,-0.00015515,0.00289758,-0.01009181,0.00163205
2.130,0.08521689,0.71487384,2.41349550,0.10788073,-0.08928061,0.07254049,0.07943613,-0.06574025,0.05341395,0.07721594,0.72176573,2.41365287,0.10500740,-0.07914000,0.07090485,0.48790536,-23.72757943,-0.01248443,0.48790536,-23.72757943,-0.01248443,0.48764700,-23.64835226,-0.04808573,0.00800095,-0.00689189,-0.00015737,0.00287333,-0.01014061,0.00163564
2.140,0.08629967,0.71397775,2.41422358,0.10867553,-0.08993837,0.07307492,0.07952220,-0.06581147,0.05347182,0.07829874,0.72094994,2.41438315,0.10582547,-0.07974964,0.07143568,0.48803386,-23.74707451,-0.01280478,0.48803386,-23.74707451,-0.01280478,0.48777640,-23.66737713,-0.04867653,0.00800093,-0.00697219,-0.00015957,0.00285006,-0.01018873,0.00163924
2.150,0.08739040,0.71307507,2.41495700,0.10947117,-0.09059683,0.07360993,0.07960600,-0.06588083,0.05352817,0.07938971,0.72012801,2.41511876,0.10664345,-0.08036064,0.07196708,0.48816209,-23.76665466,-0.01312440,0.48816209,-23.76665466,-0.01312440,0.48790536,-23.68648261,-0.04926508,0.00800069,-0.00705294,-0.00016176,0.00282772,-0.01023619,0.00164285
2.160,0.08848909,0.71216581,2.41569578,0.11026764,-0.09125598,0.07414548,0.07968754,-0.06594831,0.05358300,0.08048886,0.71929991,2.41585971,0.10746130,-0.08097293,0.07249906,0.48829066,-23.78631728,-0.01344150,0.48829066,-23.78631728,-0.01344150,0.48803386,-23.70566961,-0.04985228,0.00800023,-0.00713410,-0.00016393,0.00280634,-0.01028305,0.00164642
2.170,0.08959575,0.71124995,2.41643991,0.11106491,-0.09191579,0.07468158,0.07976684,-0.06601394,0.05363632,0.08159618,0.71846564,2.41660601,0.10827904,-0.08158647,0.07303161,0.48841989,-23.80606522,-0.01375825,0.48841989,-23.80606522,-0.01375825,0.48816209,-23.72494112,-0.05043902,0.00799957,-0.00721569,-0.00016610,0.00278587,-0.01032932,0.00164997
2.180,0.09071039,0.71032749,2.41718941,0.11186297,-0.09257625,0.07521820,0.07984390,-0.06607771,0.05368814,0.08271168,0.71762518,2.41735765,0.10909663,-0.08220119,0.07356473,0.48855036,-23.82589806,-0.01407276,0.48855036,-23.82589806,-0.01407276,0.48829066,-23.74429460,-0.05102353,0.00799871,-0.00729769,-0.00016824,0.00276634,-0.01037506,0.00165347
2.190,0.09183302,0.70939843,2.41794428,0.11266178,-0.09323734,0.07575534,0.07991871,-0.06613962,0.05373844,0.08383534,0.71677854,2.41811464,0.10991409,-0.08281705,0.07409840,0.48868228,-23.84581515,-0.01438582,0.48868228,-23.84581515,-0.01438582,0.48841989,-23.76373290,-0.05160796,0.00799768,-0.00738011,-0.00017036,0.00274769,-0.01042029,0.00165694
2.200,0.09296363,0.70846274,2.41870452,0.11346134,-0.09389904,0.07629297,0.07999129,-0.06619969,0.05378725,0.08496718,0.71592569,2.41887699,0.11073139,-0.08343399,0.07463264,0.48881532,-23.86582190,-0.01469853,0.48881532,-23.86582190,-0.01469853,0.48855036,-23.78325566,-0.05219044,0.00799645,-0.00746295,-0.00017247,0.00272995,-0.01046505,0.00166033
2.210,0.09410225,0.70752044,2.41947014,0.11426160,-0.09456133,0.07683108,0.08006165,-0.06625792,0.05383456,0.08610718,0.71506663,2.41964471,0.11154853,-0.08405196,0.07516744,0.48895057,-23.88591377,-0.01501034,0.48895057,-23.88591377,-0.01501034,0.48868228,-23.80286222,-0.05277173,0.00799507,-0.00754619,-0.00017457,0.00271307,-0.01050937,0.00166364
2.220,0.09524887,0.70657152,2.42024114,0.11506256,-0.09522419,0.07736965,0.08012979,-0.06631431,0.05388038,0.08725534,0.71420135,2.42041780,0.11236550,-0.08467090,0.07570279,0.48908770,-23.90609228,-0.01532225,0.48908770,-23.90609228,-0.01532225,0.48881532,-23.82255802,-0.05335296,0.00799353,-0.00762983,-0.00017666,0.00269706,-0.01055329,0.00166686
2.230,0.09640350,0.70561596,2.42101753,0.11586419,-0.09588761,0.07790868,0.08019571,-0.06636887,0.05392470,0.08841167,0.71332985,2.42119627,0.11318230,-0.08529078,0.07623871,0.48922701,-23.92636136,-0.01563358,0.48922701,-23.92636136,-0.01563358,0.48895057,-23.84233856,-0.05393356,0.00799183,-0.00771389,-0.00017874,0.00268189,-0.01059683,0.00166997
2.240,0.09756615,0.70465376,2.42179932,0.11666647,-0.09655156,0.07844814,0.08025943,-0.06642159,0.05396755,0.08957616,0.71245211,2.42198011,0.11399892,-0.08591154,0.07677517,0.48936895,-23.94672036,-0.01594388,0.48936895,-23.94672036,-0.01594388,0.48908770,-23.86220537,-0.05451454,0.00798999,-0.00779835,-0.00018079,0.00266755,-0.01064002,0.00167297
2.250,0.09873683,0.70368492,2.42258650,0.11746937,-0.09721603,0.07898803,0.08032094,-0.06647250,0.05400891,0.09074880,0.71156813,2.42276934,0.11481535,-0.08653313,0.07731219,0.48951379,-23.96716931,-0.01625545,0.48951379,-23.96716931,-0.01625545,0.48922701,-23.88216241,-0.05509520,0.00798803,-0.00788321,-0.00018284,0.00265402,-0.01068290,0.00167584
2.260,0.09991554,0.70270944,2.42337908,0.11827288,-0.09788100,0.07952832,0.08038025,-0.06652159,0.05404879,0.09192960,0.71067791,2.42356397,0.11563159,-0.08715550,0.07784976,0.48966159,-23.98770793,-0.01656793,0.48966159,-23.98770793,-0.01656793,0.48936895,-23.90220905,-0.05567511,0.00798594,-0.00796847,-0.00018489,0.00264129,-0.01072550,0.00167856
2.270,0.10110229,0.70172730,2.42417706,0.11907697,-0.09854646,0.08006900,0.08043738,-0.06656886,0.05408720,0.09311856,0.70978143,2.42436399,0.11644764,-0.08777862,0.07838788,0.48981263,-24.00834034,-0.01688216,0.48981263,-24.00834034,-0.01688216,0.48951379,-23.92234533,-0.05625656,0.00798373,-0.00805413,-0.00018693,0.00262933,-0.01076784,0.00168112
2.280,0.10229708,0.70073851,2.42498046,0.11988162,-0.09921238,0.08061006,0.08049232,-0.06661433,0.05412414,0.09431567,0.70887869,2.42516942,0.11726349,-0.08840243,0.07892653,0.48996681,-24.02906405,-0.01719596,0.48996681,-24.02906405,-0.01719596,0.48966159,-23.94257100,-0.05683917,0.00798141,-0.00814018,-0.00018896,0.00261813,-0.01080995,0.00168353
2.290,0.10349992,0.69974305,2.42578927,0.12068681,-0.09987874,0.08115148,0.08054508,-0.06665799,0.05415962,0.09552093,0.70796969,2.42598025,0.11807913,-0.08902689,0.07946572,0.49012454,-24.04988293,-0.01751171,0.49012454,-24.04988293,-0.01751171,0.48981263,-23.96289020,-0.05742380,0.00797899,-0.00822664,-0.00019098,0.00260768,-0.01085185,0.00168576
2.300,0.10471082,0.69874093,2.42660349,0.12149251,-0.10054553,0.08169324,0.08059566,-0.06669986,0.05419363,0.09673434,0.70705441,2.42679649,0.11889457,-0.08965196,0.08000543,0.49028609,-24.07079524,-0.01783032,0.49028609,-24.07079524,-0.01783032,0.48996681,-23.98330046,-0.05800825,0.00797648,-0.00831348,-0.00019300,0.00259794,-0.01089357,0.00168781
2.310,0.10592978,0.69773214,2.42742313,0.12229872,-0.10121273,0.08223534,0.08064408,-0.06673993,0.05422619,0.09795590,0.70613287,2.42761816,0.11970980,-0.09027761,0.08054567,0.49045159,-24.09180286,-0.01815096,0.49045159,-24.09180286,-0.01815096,0.49012454,-24.00380567,-0.05859489,0.00797388,-0.00840073,-0.00019503,0.00258892,-0.01093512,0.00168967
2.320,0.10715680,0.69671668,2.42824820,0.12310539,-0.10188032,0.08277776,0.08069034,-0.06677821,0.05425730,0.09918560,0.70520505,2.42844524,0.12052483,-0.09090378,0.08108641,0.49062056,-24.11290579,-0.01847293,0.49062056,-24.11290579,-0.01847293,0.49028609,-24.02440409,-0.05918463,0.00797120,-0.00848837,-0.00019704,0.00258056,-0.01097654,0.00169135
2.330,0.10839189,0.69569453,2.42907869,0.12391251,-0.10254829,0.08332048,0.08073444,-0.06681471,0.05428695,0.10042344,0.70427094,2.42927776,0.12133964,-0.09153044,0.08162765,0.49079351,-24.13410836,-0.01879848,0.49079351,-24.13410836,-0.01879848,0.49045159,-24.04509765,-0.05977664,0.00796845,-0.00857641,-0.00019907,0.00257287,-0.01101785,0.00169283
2.340,0.10963505,0.69466571,2.42991461,0.12472007,-0.10321661,0.08386350,0.08077639,-0.06684943,0.05431516,0.10166942,0.70333055,2.43011570,0.12215425,-0.09215756,0.08216937,0.49097043,-24.15540622,-0.01912670,0.49097043,-24.15540622,-0.01912670,0.49062056,-24.06588633,-0.06037020,0.00796563,-0.00866484,-0.00020109,0.00256582,-0.01105905,0.00169413
2.350,0.11088629,0.69363020,2.43075596,0.12552804,-0.10388527,0.08440678,0.08081620,-0.06688237,0.05434193,0.10292354,0.70238387,2.43095908,0.12296864,-0.09278510,0.08271156,0.49115157,-24.17680370,-0.01945850,0.49115157,-24.17680370,-0.01945850,0.49079351,-24.08677450,-0.06096755,0.00796275,-0.00875367,-0.00020312,0.00255940,-0.01110017,0.00169522
2.360,0.11214561,0.69258800,2.43160275,0.12633639,-0.10455425,0.08495033,0.08085387,-0.06691354,0.05436726,0.10418579,0.70143091,2.43180791,0.12378282,-0.09341303,0.08325421,0.49133668,-24.19830084,-0.01979276,0.49133668,-24.19830084,-0.01979276,0.49097043,-24.10775781,-0.06156778,0.00795982,-0.00884291,-0.00020516,0.00255357,-0.01114122,0.00169612
2.370,0.11341302,0.69153911,2.43245497,0.12714511,-0.10522354,0.08549412,0.08088940,-0.06694295,0.05439115,0.10545618,0.70047165,2.43266217,0.12459679,-0.09404131,0.08379730,0.49152624,-24.21989803,-0.02013170,0.49152624,-24.21989803,-0.02013170,0.49115157,-24.12884063,-0.06217179,0.00795684,-0.00893254,-0.00020720,0.00254832,-0.01118223,0.00169682
2.380,0.11468851,0.69048353,2.43331263,0.12795417,-0.10589311,0.08603815,0.08092281,-0.06697060,0.05441362,0.10673469,0.69950609,2.43352189,0.12541055,-0.09466991,0.08434082,0.49171949,-24.24159492,-0.02047428,0.49171949,-24.24159492,-0.02047428,0.49133668,-24.15002299,-0.06277845,0.00795382,-0.00902256,-0.00020926,0.00254362,-0.01122320,0.00169733
2.390,0.11597210,0.68942125,2.43417573,0.12876356,-0.10656294,0.08658239,0.08095410,-0.06699650,0.05443466,0.10802134,0.69853423,2.43438705,0.12622410,-0.09529880,0.08488475,0.49191740,-24.26339355,-0.02082114,0.49191740,-24.26339355,-0.02082114,0.49152624,-24.17130529,-0.06338997,0.00795076,-0.00911298,-0.00021132,0.00253946,-0.01126414,0.00169764
2.400,0.11726379,0.68835227,2.43504428,0.12957324,-0.10723303,0.08712684,0.08098328,-0.06702064,0.05445427,0.10931612,0.69755608,2.43525767,0.12703743,-0.09592796,0.08542907,0.49211960,-24.28529467,-0.02117112,0.49211960,-24.28529467,-0.02117112,0.49171949,-24.19268720,-0.06400530,0.00794767,-0.00920381,-0.00021339,0.00253581,-0.01130507,0.00169777
