t,q_des_1,q_des_2,q_des_3,qd_des_1,qd_des_2,qd_des_3,qdd_des_1,qdd_des_2,qdd_des_3,q_act_1,q_act_2,q_act_3,qd_act_1,qd_act_2,qd_act_3,tau_fb_1,tau_fb_2,tau_fb_3,tau_total_1,tau_total_2,tau_total_3,tau_sensed_1,tau_sensed_2,tau_sensed_3,e_pos_1,e_pos_2,e_pos_3,e_vel_1,e_vel_2,e_vel_3
0.100,0.00000136,0.78539777,2.35619389,0.00004057,-0.00001164,-0.00001803,0.00080792,-0.00023190,-0.00035908,0.00012320,0.78398377,2.35665701,-0.00049909,0.00900279,-0.01958003,0.00038330,-21.88824434,0.12292233,0.00038330,-21.88824434,0.12292233,-0.00078547,-21.82255435,0.03610491,-0.00012184,0.00141400,-0.00046312,0.00053966,-0.00901443,0.01956200
0.110,0.00000180,0.78539765,2.35619369,0.00004904,-0.00001408,-0.00002180,0.00088760,-0.00025477,-0.00039449,0.00011766,0.78408361,2.35643704,-0.00051292,0.00924799,-0.02018424,0.00095232,-21.91657662,0.16183983,0.00095232,-21.91657662,0.16183983,-0.00019727,-21.85996887,0.08763885,-0.00011586,0.00131404,-0.00024335,0.00056196,-0.00926207,0.02016244
0.120,0.00000234,0.78539749,2.35619345,0.00005832,-0.00001674,-0.00002592,0.00096707,-0.00027759,-0.00042981,0.00011207,0.78418043,2.35623454,-0.00052431,0.00935669,-0.02020084,0.00150900,-21.93956971,0.19229295,0.00150900,-21.93956971,0.19229295,0.00038330,-21.89308573,0.13304767,-0.00010973,0.00121706,-0.00004109,0.00058263,-0.00937343,0.02017492
0.130,0.00000297,0.78539731,2.35619317,0.00006838,-0.00001963,-0.00003039,0.00104634,-0.00030034,-0.00046504,0.00010647,0.78427302,2.35605477,-0.00053323,0.00933219,-0.01964473,0.00205100,-21.95708772,0.21363385,0.00205100,-21.95708772,0.21363385,0.00095232,-21.92120595,0.17082802,-0.00010350,0.00112429,0.00013840,0.00060161,-0.00935182,0.01961434
0.140,0.00000371,0.78539710,2.35619284,0.00007924,-0.00002275,-0.00003522,0.00112541,-0.00032303,-0.00050018,0.00010088,0.78436039,2.35590185,-0.00053972,0.00918341,-0.01855652,0.00257891,-21.96924918,0.22564651,0.00257891,-21.96924918,0.22564651,0.00150900,-21.94393826,0.19993890,-0.00009717,0.00103671,0.00029099,0.00061896,-0.00920616,0.01852130
0.150,0.00000456,0.78539685,2.35619246,0.00009089,-0.00002609,-0.00004040,0.00120427,-0.00034567,-0.00053523,0.00009532,0.78444185,2.35577863,-0.00054387,0.00892388,-0.01699807,0.00309255,-21.97638671,0.22851660,0.00309255,-21.97638671,0.22851660,0.00205100,-21.96116037,0.21979522,-0.00009076,0.00095500,0.00041383,0.00063476,-0.00894997,0.01695767
0.160,0.00000553,0.78539658,2.35619203,0.00010333,-0.00002966,-0.00004592,0.00128293,-0.00036825,-0.00057019,0.00008980,0.78451695,2.35568667,-0.00054579,0.00857057,-0.01504761,0.00359277,-21.97900335,0.22278409,0.00359277,-21.97900335,0.22278409,0.00257891,-21.97300450,0.23024461,-0.00008427,0.00087963,0.00050536,0.00064912,-0.00860023,0.01500169
0.170,0.00000663,0.78539626,2.35619154,0.00011655,-0.00003345,-0.00005180,0.00136139,-0.00039077,-0.00060506,0.00008435,0.78458555,2.35562630,-0.00054560,0.00814279,-0.01279471,0.00408053,-21.97774600,0.20928649,0.00408053,-21.97774600,0.20928649,0.00309255,-21.97981643,0.23153462,-0.00007772,0.00081071,0.00056524,0.00066215,-0.00817624,0.01274291
0.180,0.00000786,0.78539591,2.35619100,0.00013056,-0.00003747,-0.00005802,0.00143965,-0.00041323,-0.00063985,0.00007898,0.78464771,2.35559673,-0.00054341,0.00766110,-0.01033546,0.00455659,-21.97334489,0.18910265,0.00455659,-21.97334489,0.18910265,0.00359277,-21.98211137,0.22426294,-0.00007112,0.00074820,0.00059427,0.00067397,-0.00769857,0.01027744
0.190,0.00000924,0.78539551,2.35619038,0.00014534,-0.00004172,-0.00006460,0.00151771,-0.00043564,-0.00067454,0.00007371,0.78470373,2.35559608,-0.00053934,0.00714632,-0.00776770,0.00502234,-21.96658950,0.16347823,0.00502234,-21.96658950,0.16347823,0.00408053,-21.98054699,0.20931870,-0.00006447,0.00069178,0.00059430,0.00068468,-0.00718804,0.00770310
0.200,0.00001077,0.78539507,2.35618970,0.00016091,-0.00004619,-0.00007152,0.00159557,-0.00045799,-0.00070914,0.00006855,0.78475408,2.35562164,-0.00053351,0.00661858,-0.00518681,0.00547852,-21.95827584,0.13377459,0.00547852,-21.95827584,0.13377459,0.00455659,-21.97586258,0.18782473,-0.00005778,0.00064099,0.00056806,0.00069442,-0.00666477,0.00511529
0.210,0.00001246,0.78539459,2.35618895,0.00017725,-0.00005088,-0.00007878,0.00167322,-0.00048028,-0.00074365,0.00006352,0.78479939,2.35566997,-0.00052598,0.00609657,-0.00268199,0.00592568,-21.94918003,0.10139292,0.00592568,-21.94918003,0.10139292,0.00502234,-21.96885477,0.16106200,-0.00005106,0.00059520,0.00051898,0.00070323,-0.00614745,0.00260321
0.220,0.00001432,0.78539405,2.35618813,0.00019437,-0.00005579,-0.00008639,0.00175068,-0.00050251,-0.00077808,0.00005862,0.78484036,2.35573710,-0.00051683,0.00559686,-0.00033308,0.00636449,-21.94002935,0.06772105,0.00636449,-21.94002935,0.06772105,0.00547852,-21.96032471,0.13041777,-0.00004430,0.00055369,0.00045103,0.00071120,-0.00565265,0.00024669
0.230,0.00001635,0.78539347,2.35618722,0.00021227,-0.00006093,-0.00009434,0.00182793,-0.00052468,-0.00081241,0.00005389,0.78487779,2.35581877,-0.00050609,0.00513344,0.00179183,0.00679474,-21.93146527,0.03407624,0.00679474,-21.93146527,0.03407624,0.00592568,-21.95105162,0.09730962,-0.00003754,0.00051568,0.00036845,0.00071836,-0.00519437,-0.00188617
0.240,0.00001857,0.78539283,2.35618624,0.00023093,-0.00006629,-0.00010264,0.00190498,-0.00054680,-0.00084666,0.00004932,0.78491249,2.35591054,-0.00049379,0.00471737,0.00363821,0.00721675,-21.92403870,0.00166825,0.00721675,-21.92403870,0.00166825,0.00636449,-21.94176393,0.06313239,-0.00003075,0.00048034,0.00027570,0.00072472,-0.00478366,-0.00374085
0.250,0.00002097,0.78539214,2.35618517,0.00025036,-0.00007186,-0.00011127,0.00198184,-0.00056886,-0.00088082,0.00004493,0.78494523,2.35600804,-0.00047995,0.00435658,0.00516601,0.00762943,-21.91818319,-0.02844877,0.00762943,-21.91818319,-0.02844877,0.00679474,-21.93310239,0.02920152,-0.00002396,0.00044691,0.00017713,0.00073031,-0.00442844,-0.00527728
0.260,0.00002358,0.78539140,2.35618401,0.00027057,-0.00007766,-0.00012025,0.00205849,-0.00059086,-0.00091488,0.00004075,0.78497677,2.35610706,-0.00046454,0.00405589,0.00635015,0.00803352,-21.91421600,-0.05539577,0.00803352,-21.91421600,-0.05539577,0.00721675,-21.92561560,-0.00328303,-0.00001717,0.00041463,0.00007695,0.00073511,-0.00413355,-0.00647040
0.270,0.00002639,0.78539059,2.35618276,0.00029153,-0.00008368,-0.00012957,0.00213494,-0.00061281,-0.00094886,0.00003678,0.78500777,2.35620376,-0.00044755,0.00381703,0.00718013,0.00842714,-21.91233591,-0.07848900,0.00842714,-21.91233591,-0.07848900,0.00762943,-21.91973341,-0.03328381,-0.00001039,0.00038282,-0.00002100,0.00073908,-0.00390071,-0.00730970
0.280,0.00002941,0.78538972,2.35618142,0.00031326,-0.00008992,-0.00013923,0.00221119,-0.00063469,-0.00098275,0.00003305,0.78503882,2.35629473,-0.00042896,0.00363890,0.00765928,0.00880988,-21.91261755,-0.09724924,0.00880988,-21.91261755,-0.09724924,0.00803352,-21.91576827,-0.05994413,-0.00000364,0.00035090,-0.00011331,0.00074222,-0.00372882,-0.00779851
0.290,0.00003266,0.78538879,2.35617998,0.00033576,-0.00009637,-0.00014923,0.00228724,-0.00065652,-0.00101655,0.00002957,0.78507036,2.35637709,-0.00040875,0.00351789,0.00780343,0.00918158,-21.91502610,-0.11140332,0.00918158,-21.91502610,-0.11140332,0.00842714,-21.91391334,-0.08260693,0.00000309,0.00031843,-0.00019711,0.00074451,-0.00361426,-0.00795266
0.300,0.00003613,0.78538779,2.35617843,0.00035901,-0.00010305,-0.00015956,0.00236310,-0.00067830,-0.00105027,0.00002636,0.78510276,2.35644856,-0.00038688,0.00344820,0.00763923,0.00954036,-21.91942998,-0.12087457,0.00954036,-21.91942998,-0.12087457,0.00880988,-21.91423712,-0.10082257,0.00000977,0.00028503,-0.00027013,0.00074589,-0.00355125,-0.00779879
0.310,0.00003984,0.78538673,2.35617678,0.00038302,-0.00010994,-0.00017023,0.00243875,-0.00070001,-0.00108389,0.00002343,0.78513620,2.35650747,-0.00036334,0.00342233,0.00720225,0.00988627,-21.92560673,-0.12576531,0.00988627,-21.92560673,-0.12576531,0.00918158,-21.91669846,-0.11434896,0.00001641,0.00025053,-0.00033069,0.00074636,-0.00353227,-0.00737248
0.320,0.00004379,0.78538559,2.35617503,0.00040778,-0.00011705,-0.00018124,0.00251420,-0.00072167,-0.00111742,0.00002081,0.78517079,2.35655279,-0.00033813,0.00343152,0.00653477,0.01021827,-21.93327180,-0.12634050,0.01021827,-21.93327180,-0.12634050,0.00954036,-21.92115953,-0.12314073,0.00002298,0.00021480,-0.00037776,0.00074591,-0.00354857,-0.00671601
0.330,0.00004800,0.78538439,2.35617316,0.00043330,-0.00012437,-0.00019258,0.00258946,-0.00074327,-0.00115087,0.00001850,0.78520650,2.35658410,-0.00031124,0.00346621,0.00568367,0.01053671,-21.94208053,-0.12300451,0.01053671,-21.94208053,-0.12300451,0.00988627,-21.92739188,-0.12733050,0.00002950,0.00017789,-0.00041094,0.00074454,-0.00359058,-0.00587625
0.340,0.00005246,0.78538311,2.35617117,0.00045957,-0.00013191,-0.00020425,0.00266452,-0.00076481,-0.00118423,0.00001653,0.78524317,2.35660151,-0.00028271,0.00351653,0.00469822,0.01084044,-21.95166365,-0.11626750,0.01084044,-21.95166365,-0.11626750,0.01021827,-21.93510554,-0.12721144,0.00003593,0.00013994,-0.00043034,0.00074228,-0.00364844,-0.00490247
0.350,0.00005719,0.78538175,2.35616907,0.00048659,-0.00013967,-0.00021626,0.00273937,-0.00078630,-0.00121750,0.00001491,0.78528058,2.35660569,-0.00025257,0.00357269,0.00362802,0.01113013,-21.96163222,-0.10671733,0.01113013,-21.96163222,-0.10671733,0.01053671,-21.94395113,-0.12321321,0.00004228,0.00010117,-0.00043662,0.00073916,-0.00371236,-0.00384428
0.360,0.00006219,0.78538031,2.35616685,0.00051436,-0.00014764,-0.00022860,0.00281403,-0.00080773,-0.00125068,0.00001365,0.78531842,2.35659769,-0.00022087,0.00362542,0.00252106,0.01140574,-21.97159850,-0.09499396,0.01140574,-21.97159850,-0.09499396,0.01084044,-21.95355545,-0.11586760,0.00004854,0.00006189,-0.00043084,0.00073523,-0.00377306,-0.00274966
0.370,0.00006748,0.78537879,2.35616450,0.00054287,-0.00015582,-0.00024128,0.00288849,-0.00082910,-0.00128377,0.00001277,0.78535631,2.35657894,-0.00018768,0.00366625,0.00142212,0.01166835,-21.98119197,-0.08175799,0.01166835,-21.98119197,-0.08175799,0.01113013,-21.96352660,-0.10577998,0.00005471,0.00002248,-0.00041444,0.00073055,-0.00382207,-0.00166340
0.380,0.00007305,0.78537719,2.35616202,0.00057213,-0.00016422,-0.00025428,0.00296276,-0.00085042,-0.00131678,0.00001228,0.78539383,2.35655113,-0.00015309,0.00368784,0.00037132,0.01191804,-21.99007277,-0.06766152,0.01191804,-21.99007277,-0.06766152,0.01140574,-21.97347479,-0.09360342,0.00006077,-0.00001664,-0.00038911,0.00072522,-0.00385206,-0.00062560
0.390,0.00007893,0.78537551,2.35615941,0.00060213,-0.00017283,-0.00026761,0.00303682,-0.00087168,-0.00134970,0.00001218,0.78543056,2.35651612,-0.00011720,0.00368412,-0.00059693,0.01215689,-21.99794171,-0.05332583,0.01215689,-21.99794171,-0.05332583,0.01166835,-21.98302845,-0.08000714,0.00006675,-0.00005505,-0.00035671,0.00071933,-0.00385695,0.00032932
0.400,0.00008510,0.78537374,2.35615667,0.00063286,-0.00018166,-0.00028127,0.00311069,-0.00089288,-0.00138253,0.00001249,0.78546606,2.35647583,-0.00008013,0.00365049,-0.00145474,0.01238470,-22.00455212,-0.03932016,0.01238470,-22.00455212,-0.03932016,0.01191804,-21.99184757,-0.06564743,0.00007261,-0.00009232,-0.00031916,0.00071299,-0.00383215,0.00117347
0.410,0.00009158,0.78537188,2.35615379,0.00066434,-0.00019069,-0.00029526,0.00318435,-0.00091403,-0.00141527,0.00001322,0.78549990,2.35643223,-0.00004199,0.00358385,-0.00218115,0.01260384,-22.00970994,-0.02614634,0.01260384,-22.00970994,-0.02614634,0.01215689,-21.99963368,-0.05114564,0.00007836,-0.00012802,-0.00027844,0.00070633,-0.00377454,0.00188589
0.420,0.00009839,0.78536992,2.35615076,0.00069655,-0.00019994,-0.00030958,0.00325783,-0.00093512,-0.00144792,0.00001436,0.78553169,2.35638717,-0.00000291,0.00348263,-0.00276229,0.01281635,-22.01328328,-0.01422461,0.01281635,-22.01328328,-0.01422461,0.01238470,-22.00614160,-0.03706730,0.00008403,-0.00016177,-0.00023641,0.00069946,-0.00368257,0.00245271
0.430,0.00010552,0.78536788,2.35614759,0.00072949,-0.00020939,-0.00032422,0.00333110,-0.00095615,-0.00148049,0.00001592,0.78556108,2.35634239,0.00003696,0.00334669,-0.00319125,0.01302314,-22.01519230,-0.00388207,0.01302314,-22.01519230,-0.00388207,0.01260384,-22.01117938,-0.02390729,0.00008960,-0.00019320,-0.00019480,0.00069253,-0.00355608,0.00286703
0.440,0.00011298,0.78536573,2.35614428,0.00076317,-0.00021906,-0.00033919,0.00340418,-0.00097712,-0.00151297,0.00001792,0.78558777,2.35629942,0.00007750,0.00317726,-0.00346765,0.01322634,-22.01542629,0.00464675,0.01322634,-22.01542629,0.00464675,0.01281635,-22.01461777,-0.01207619,0.00009506,-0.00022204,-0.00015514,0.00068567,-0.00339632,0.00312846
0.450,0.00012078,0.78536349,2.35614081,0.00079758,-0.00022893,-0.00035448,0.00347706,-0.00099804,-0.00154536,0.00002033,0.78561152,2.35625957,0.00011857,0.00297677,-0.00359708,0.01342786,-22.01401718,0.01121878,0.01342786,-22.01401718,0.01121878,0.01302314,-22.01637994,-0.00188938,0.00010045,-0.00024803,-0.00011876,0.00067901,-0.00320570,0.00324260
0.460,0.00012893,0.78536115,2.35613719,0.00083271,-0.00023902,-0.00037009,0.00354974,-0.00101891,-0.00157766,0.00002318,0.78563216,2.35622387,0.00016004,0.00274865,-0.00359029,0.01362965,-22.01105275,0.01578610,0.01362965,-22.01105275,0.01578610,0.01322634,-22.01645844,0.00643171,0.00010575,-0.00027101,-0.00008668,0.00067267,-0.00298767,0.00322020
0.470,0.00013744,0.78535871,2.35613341,0.00086857,-0.00024931,-0.00038603,0.00362222,-0.00103971,-0.00160988,0.00002645,0.78564959,2.35619309,0.00020178,0.00249716,-0.00346228,0.01383386,-22.00665910,0.01838184,0.01383386,-22.00665910,0.01838184,0.01342786,-22.01488854,0.01275791,0.00011099,-0.00029088,-0.00005968,0.00066679,-0.00274647,0.00307625
0.480,0.00014631,0.78535617,2.35612946,0.00090516,-0.00025981,-0.00040229,0.00369451,-0.00106046,-0.00164201,0.00003014,0.78566376,2.35616770,0.00024368,0.00222715,-0.00323133,0.01404197,-22.00099726,0.01911408,0.01404197,-22.00099726,0.01911408,0.01362965,-22.01176130,0.01705534,0.00011617,-0.00030759,-0.00003824,0.00066148,-0.00248696,0.00282904
0.490,0.00015555,0.78535352,2.35612536,0.00094246,-0.00027052,-0.00041887,0.00376661,-0.00108116,-0.00167405,0.00003426,0.78567470,2.35614792,0.00028564,0.00194381,-0.00291797,0.01425562,-21.99425537,0.01815871,0.01425562,-21.99425537,0.01815871,0.01383386,-22.00720601,0.01937078,0.00012129,-0.00032118,-0.00002256,0.00065682,-0.00221433,0.00249910
0.500,0.00016516,0.78535076,2.35612109,0.00098049,-0.00028144,-0.00043577,0.00383850,-0.00110179,-0.00170600,0.00003879,0.78568248,2.35613370,0.00032755,0.00165252,-0.00254396,0.01447632,-21.98663647,0.01573640,0.01447632,-21.98663647,0.01573640,0.01404197,-22.00138657,0.01982505,0.00012637,-0.00033172,-0.00001261,0.00065294,-0.00193396,0.00210819
0.510,0.00017516,0.78534789,2.35611664,0.00101923,-0.00029256,-0.00045299,0.00391020,-0.00112237,-0.00173787,0.00004374,0.78568725,2.35612477,0.00036935,0.00135856,-0.00213137,0.01470597,-21.97835155,0.01210631,0.01470597,-21.97835155,0.01210631,0.01425562,-21.99449372,0.01860551,0.00013142,-0.00033936,-0.00000813,0.00064988,-0.00165112,0.00167838
0.520,0.00018555,0.78534490,2.35611202,0.00105869,-0.00030388,-0.00047053,0.00398171,-0.00114290,-0.00176965,0.00004910,0.78568918,2.35612064,0.00041097,0.00106701,-0.00170162,0.01494567,-21.96961430,0.00755407,0.01494567,-21.96961430,0.00755407,0.01447632,-21.98673265,0.01594259,0.00013645,-0.00034428,-0.00000862,0.00064772,-0.00137089,0.00123109
0.530,0.00019633,0.78534181,2.35610723,0.00109886,-0.00031541,-0.00048838,0.00405302,-0.00116337,-0.00180134,0.00005486,0.78568847,2.35612070,0.00045235,0.00078253,-0.00127477,0.01519614,-21.96062576,0.00237411,0.01519614,-21.96062576,0.00237411,0.01470597,-21.97831609,0.01210343,0.00014147,-0.00034666,-0.00001347,0.00064651,-0.00109794,0.00078639
0.540,0.00020753,0.78533860,2.35610226,0.00113975,-0.00032715,-0.00050656,0.00412413,-0.00118378,-0.00183295,0.00006103,0.78568536,2.35612419,0.00049345,0.00050924,-0.00086885,0.01545965,-21.95158126,-0.00314338,0.01545965,-21.95158126,-0.00314338,0.01494567,-21.96945899,0.00737961,0.00014650,-0.00034676,-0.00002193,0.00064630,-0.00083639,0.00036229
0.550,0.00021913,0.78533526,2.35609710,0.00118135,-0.00033909,-0.00052504,0.00419505,-0.00120413,-0.00186447,0.00006759,0.78568011,2.35613028,0.00053425,0.00025067,-0.00049931,0.01573558,-21.94265507,-0.00872133,0.01573558,-21.94265507,-0.00872133,0.01519614,-21.96036323,0.00206946,0.00015154,-0.00034485,-0.00003318,0.00064710,-0.00058976,-0.00002573
0.560,0.00023116,0.78533181,2.35609175,0.00122365,-0.00035123,-0.00054384,0.00426577,-0.00122444,-0.00189590,0.00007456,0.78567297,2.35613812,0.00057474,0.00000961,-0.00017871,0.01602566,-21.93399301,-0.01410494,0.01602566,-21.93399301,-0.01410494,0.01545965,-21.95122447,-0.00353493,0.00015660,-0.00034116,-0.00004637,0.00064891,-0.00036084,-0.00036513
0.570,0.00024361,0.78532824,2.35608622,0.00126666,-0.00036358,-0.00056296,0.00433630,-0.00124468,-0.00192725,0.00008191,0.78566421,2.35614682,0.00061490,-0.00021186,0.00008354,0.01632969,-21.92572153,-0.01906878,0.01632969,-21.92572153,-0.01906878,0.01573558,-21.94221695,-0.00915647,0.00016170,-0.00033597,-0.00006060,0.00065176,-0.00015172,-0.00064650
0.580,0.00025649,0.78532454,2.35608049,0.00131038,-0.00037613,-0.00058239,0.00440664,-0.00126487,-0.00195850,0.00008965,0.78565407,2.35615556,0.00065476,-0.00041238,0.00028122,0.01664822,-21.91793909,-0.02342882,0.01664822,-21.91793909,-0.02342882,0.01602566,-21.93348604,-0.01454206,0.00016684,-0.00032953,-0.00007507,0.00065562,0.00003625,-0.00086361
0.590,0.00026982,0.78532072,2.35607457,0.00135479,-0.00038888,-0.00060213,0.00447677,-0.00128500,-0.00198968,0.00009778,0.78564279,2.35616358,0.00069433,-0.00059132,0.00041126,0.01698194,-21.91071266,-0.02703766,0.01698194,-21.91071266,-0.02703766,0.01632969,-21.92515746,-0.01946948,0.00017204,-0.00032207,-0.00008901,0.00066046,0.00020244,-0.00101339
0.600,0.00028359,0.78531676,2.35606845,0.00139991,-0.00040183,-0.00062218,0.00454672,-0.00130508,-0.00202076,0.00010630,0.78563058,2.35617018,0.00073363,-0.00074871,0.00047359,0.01733039,-21.90408801,-0.02979375,0.01733039,-21.90408801,-0.02979375,0.01664822,-21.91732865,-0.02375911,0.00017729,-0.00031382,-0.00010173,0.00066628,0.00034688,-0.00109577
0.610,0.00029782,0.78531268,2.35606213,0.00144573,-0.00041498,-0.00064255,0.00461647,-0.00132510,-0.00205176,0.00011520,0.78561764,2.35617481,0.00077269,-0.00088517,0.00047082,0.01769418,-21.89807729,-0.03163727,0.01769418,-21.89807729,-0.03163727,0.01698194,-21.91006539,-0.02726892,0.00018262,-0.00030496,-0.00011268,0.00067304,0.00047019,-0.00111337
0.620,0.00031251,0.78530846,2.35605560,0.00149224,-0.00042833,-0.00066322,0.00468603,-0.00134506,-0.00208268,0.00012448,0.78560412,2.35617700,0.00081155,-0.00100184,0.00040795,0.01807282,-21.89267735,-0.03255107,0.01807282,-21.89267735,-0.03255107,0.01733039,-21.90341209,-0.02990341,0.00018803,-0.00029566,-0.00012140,0.00068069,0.00057351,-0.00107117
0.630,0.00032766,0.78530411,2.35604886,0.00153945,-0.00044188,-0.00068420,0.00475539,-0.00136497,-0.00211351,0.00013414,0.78559016,2.35617644,0.00085024,-0.00110027,0.00029188,0.01846600,-21.88785889,-0.03255525,0.01846600,-21.88785889,-0.03255525,0.01769418,-21.89737951,-0.03160910,0.00019352,-0.00028605,-0.00012758,0.00068921,0.00065839,-0.00097608
0.640,0.00034330,0.78529962,2.35604191,0.00158735,-0.00045563,-0.00070549,0.00482456,-0.00138483,-0.00214425,0.00014419,0.78557588,2.35617292,0.00088880,-0.00118233,0.00013102,0.01887465,-21.88357986,-0.03170399,0.01887465,-21.88357986,-0.03170399,0.01807282,-21.89196309,-0.03237529,0.00019911,-0.00027626,-0.00013101,0.00069855,0.00072670,-0.00083651
0.650,0.00035941,0.78529500,2.35603475,0.00163594,-0.00046957,-0.00072708,0.00489353,-0.00140462,-0.00217490,0.00015461,0.78556134,2.35616638,0.00092728,-0.00125012,-0.00006520,0.01929723,-21.87978092,-0.03008038,0.01929723,-21.87978092,-0.03008038,0.01846600,-21.88713216,-0.03222833,0.00020480,-0.00026634,-0.00013163,0.00070866,0.00078055,-0.00066188
0.660,0.00037602,0.78529023,2.35602737,0.00168522,-0.00048372,-0.00074899,0.00496231,-0.00142437,-0.00220547,0.00016542,0.78554661,2.35615687,0.00096572,-0.00130582,-0.00028677,0.01973473,-21.87640073,-0.02779249,0.01973473,-21.87640073,-0.02779249,0.01887465,-21.88284339,-0.03122825,0.00021060,-0.00025638,-0.00012950,0.00071950,0.00082210,-0.00046222
0.670,0.00039312,0.78528532,2.35601977,0.00173518,-0.00049806,-0.00077119,0.00503090,-0.00144405,-0.00223596,0.00017662,0.78553172,2.35614453,0.00100416,-0.00135166,-0.00052358,0.02018597,-21.87336535,-0.02496340,0.02018597,-21.87336535,-0.02496340,0.01929723,-21.87903633,-0.02946338,0.00021650,-0.00024640,-0.00012476,0.00073102,0.00085360,-0.00024761
