time_elapsed,pos1,pos2,pos3,vel1,vel2,vel3,torque1,torque2,torque3
0.001,-1.360212,-3.926991,0.874118,0.072274,-0.000000,-1.983158,-0.000000,23.853667,0.000000
0.010,-1.359487,-3.926991,0.854228,0.072546,-0.000000,-1.989054,0.000000,23.907855,0.000000
0.020,-1.358759,-3.926991,0.834291,0.072782,-0.000000,-1.993630,0.000000,23.960238,0.000000
0.030,-1.358029,-3.926991,0.814323,0.072978,-0.000000,-1.996882,-0.000000,24.010633,0.000000
0.040,-1.357298,-3.926991,0.794334,0.073136,-0.000000,-1.998807,0.000009,24.058877,0.000009
0.050,-1.356560,-3.926991,0.774377,0.073800,-0.000000,-1.995778,0.373564,24.577488,0.373564
0.060,-1.355810,-3.926991,0.754499,0.074975,-0.000000,-1.987784,0.748623,25.089381,0.748623
0.070,-1.355044,-3.926991,0.734751,0.076662,-0.000000,-1.974827,1.123977,25.592578,1.123977
0.080,-1.354255,-3.926991,0.715183,0.078883,-0.000000,-1.956793,1.512135,26.102411,1.512135
0.090,-1.353439,-3.926991,0.695844,0.081613,-0.000000,-1.933889,1.880143,26.577193,1.880143
0.100,-1.352590,-3.926991,0.676783,0.084866,-0.000000,-1.906045,2.257331,27.053716,2.257331
0.110,-1.351703,-3.926991,0.658051,0.088649,-0.000000,-1.873271,2.635373,27.521407,2.635373
0.120,-1.350774,-3.926991,0.639694,0.092961,-0.000000,-1.835618,3.010688,27.975882,3.010688
0.130,-1.349796,-3.926991,0.621763,0.097810,-0.000000,-1.793088,3.388731,28.424085,3.388731
0.140,-1.348764,-3.926991,0.604306,0.103194,-0.000000,-1.745747,3.763104,28.858378,3.763104
0.150,-1.347673,-3.926991,0.587370,0.109121,-0.000000,-1.693610,4.139419,29.286092,4.139419
0.160,-1.346517,-3.926991,0.571003,0.115595,-0.000000,-1.636705,4.516700,29.706482,4.516700
0.170,-1.345290,-3.926991,0.555252,0.122617,-0.000000,-1.575100,4.891043,30.115370,4.891043
0.180,-1.343988,-3.926991,0.540164,0.130202,-0.000000,-1.508757,5.273807,30.527280,5.273807
0.190,-1.342605,-3.926991,0.525786,0.138333,-0.000000,-1.437865,5.641930,30.914945,5.641930
0.200,-1.341135,-3.926991,0.512162,0.147023,-0.000000,-1.362401,6.017253,31.305837,6.017253
0.210,-1.339572,-3.926991,0.499337,0.156274,-0.000000,-1.282428,6.391435,31.690741,6.391435
0.220,-1.337911,-3.926991,0.487357,0.166087,-0.000000,-1.198003,6.765322,32.071706,6.765322
0.230,-1.336147,-3.926991,0.476266,0.176468,-0.000000,-1.109158,7.141602,32.453037,7.141602
0.240,-1.334272,-3.926991,0.466106,0.187416,-0.000000,-1.015975,7.515439,32.830067,7.515439
0.250,-1.332283,-3.926991,0.456921,0.198931,-0.000000,-0.918506,7.890085,33.207891,7.890085
0.260,-1.330173,-3.926991,0.448753,0.211013,-0.000000,-0.816820,8.264205,33.586144,8.264205
0.270,-1.327936,-3.926991,0.441642,0.223655,-0.000000,-0.711027,8.633479,33.960967,8.633479
0.280,-1.325568,-3.926991,0.435631,0.236870,-0.000000,-0.601101,9.012469,34.350952,9.012469
0.290,-1.323061,-3.926991,0.430759,0.250642,-0.000000,-0.487206,9.381567,34.734103,9.381567
0.300,-1.320412,-3.926991,0.427066,0.264973,-0.000000,-0.369378,9.754185,35.127669,9.754185
0.310,-1.317613,-3.926991,0.424589,0.279860,-0.000000,-0.247684,10.127419,35.529496,10.127419
0.320,-1.314660,-3.926991,0.423366,0.295294,-0.000000,-0.122236,10.496878,35.935695,10.496878
0.330,-1.311547,-3.926991,0.423435,0.311273,-0.000000,0.006907,10.868172,36.354172,10.868172
0.340,-1.308269,-3.926991,0.424832,0.327789,-0.000000,0.139657,11.238339,36.782666,11.238339
0.350,-1.304821,-3.926991,0.427591,0.344835,-0.000000,0.275918,11.607164,37.222123,11.607164
0.360,-1.301197,-3.926991,0.431747,0.362404,-0.000000,0.415618,11.977083,37.676560,11.977083
