time_elapsed,pos1,pos2,pos3,vel1,vel2,vel3,torque1,torque2,torque3
0.010,-0.986268,-3.926991,0.926308,0.138947,-0.000000,-1.961963,0.000000,23.700858,0.000000
0.020,-0.984874,-3.926991,0.906595,0.139410,-0.000000,-1.971287,-0.000000,23.758925,0.000000
0.030,-0.983475,-3.926991,0.886802,0.139837,-0.000000,-1.979311,-0.000000,23.815693,-0.000000
0.040,-0.982073,-3.926991,0.866941,0.140229,-0.000000,-1.986026,-0.000000,23.870964,0.000000
0.050,-0.980667,-3.926991,0.847027,0.140583,-0.000000,-1.991426,0.000009,23.924547,0.000001
0.060,-0.979255,-3.926991,0.827073,0.141199,-0.000000,-1.995416,0.184634,24.002913,0.012309
0.070,-0.977834,-3.926991,0.807093,0.142084,-0.000000,-1.997990,0.373377,24.079682,0.024892
0.080,-0.976402,-3.926991,0.787102,0.143238,-0.000000,-1.999145,0.561472,24.153985,0.037431
0.090,-0.974955,-3.926991,0.767113,0.144663,-0.000000,-1.998879,0.750995,24.225952,0.050066
0.100,-0.973492,-3.926991,0.747141,0.146359,-0.000000,-1.997194,0.939784,24.295110,0.062652
0.110,-0.972008,-3.926991,0.727200,0.148324,-0.000000,-1.994090,1.126600,24.361137,0.075107
0.120,-0.970503,-3.926991,0.707304,0.150563,-0.000000,-1.989570,1.315217,24.424443,0.087681
0.130,-0.968972,-3.926991,0.687468,0.153075,-0.000000,-1.983639,1.503948,24.484665,0.100263
0.140,-0.967413,-3.926991,0.667705,0.155862,-0.000000,-1.976303,1.692292,24.541629,0.112819
0.150,-0.965824,-3.926991,0.648029,0.158925,-0.000000,-1.967568,1.880211,24.595242,0.125347
0.160,-0.964201,-3.926991,0.628455,0.162266,-0.000000,-1.957443,2.069024,24.645621,0.137935
0.170,-0.962543,-3.926991,0.608995,0.165884,-0.000000,-1.945939,2.255661,24.692271,0.150377
0.180,-0.960845,-3.926991,0.589665,0.169787,-0.000000,-1.933064,2.446771,24.736108,0.163118
0.190,-0.959105,-3.926991,0.570476,0.173968,-0.000000,-1.918835,2.631885,24.775611,0.175459
0.200,-0.957321,-3.926991,0.551444,0.178432,-0.000000,-1.903263,2.819466,24.811990,0.187964
0.210,-0.955489,-3.926991,0.532580,0.183181,-0.000000,-1.886364,3.006569,24.844835,0.200438
0.220,-0.953607,-3.926991,0.513899,0.188218,-0.000000,-1.868153,3.195016,24.874436,0.213001
0.230,-0.951671,-3.926991,0.495412,0.193548,-0.000000,-1.848647,3.385099,24.900878,0.225673
0.240,-0.949680,-3.926991,0.477133,0.199164,-0.000000,-1.827866,3.569685,24.923208,0.237979
0.250,-0.947626,-3.926991,0.459075,0.205384,-0.000000,-1.805860,3.943203,24.955203,0.250541
0.260,-0.945510,-3.926991,0.441249,0.211586,-0.000000,-1.782585,3.943203,24.958810,0.262880
0.270,-0.943326,-3.926991,0.423669,0.218394,-0.000000,-1.758005,4.316601,24.998416,0.287773
0.280,-0.941074,-3.926991,0.406346,0.225188,-0.000000,-1.732320,4.316601,24.982043,0.287773
0.290,-0.938748,-3.926991,0.389292,0.232593,-0.000000,-1.705374,4.689385,25.015738,0.312626
0.300,-0.936345,-3.926991,0.372519,0.240299,-0.000000,-1.677280,4.875607,25.020216,0.325040
0.310,-0.933862,-3.926991,0.356039,0.248305,-0.000000,-1.648062,5.060409,25.021954,0.337361
0.320,-0.931296,-3.926991,0.339860,0.256620,-0.000000,-1.617867,5.247333,25.007960,0.337361
0.330,-0.928644,-3.926991,0.323995,0.265237,-0.000000,-1.586475,5.432813,25.018939,0.362188
0.340,-0.925902,-3.926991,0.308455,0.274159,-0.000000,-1.554034,5.616892,25.013903,0.374459
0.350,-0.923068,-3.926991,0.293249,0.283388,-0.000000,-1.520570,5.801580,25.007066,0.386772
0.360,-0.920139,-3.926991,0.278388,0.292928,-0.000000,-1.486109,5.987687,24.998713,0.399179
0.370,-0.917111,-3.926991,0.263881,0.302782,-0.000000,-1.450677,6.174197,24.988879,0.411613
0.380,-0.913982,-3.926991,0.249738,0.312943,-0.000000,-1.414303,6.356250,24.977058,0.423750
0.390,-0.910747,-3.926991,0.235968,0.323413,-0.000000,-1.377014,6.538914,24.964143,0.435928
0.400,-0.907405,-3.926991,0.222580,0.334196,-0.000000,-1.338836,6.722984,24.950423,0.448199
0.410,-0.903953,-3.926991,0.209582,0.345294,-0.000000,-1.299797,6.907845,24.935985,0.460523
0.420,-0.900386,-3.926991,0.196982,0.356704,-0.000000,-1.259924,7.089531,24.920450,0.472635
0.430,-0.896701,-3.926991,0.184790,0.368431,-0.000000,-1.219244,7.275088,24.904973,0.485006
0.440,-0.892896,-3.926991,0.173012,0.380472,-0.000000,-1.177786,7.457024,24.888675,0.497135
0.450,-0.888968,-3.926991,0.161656,0.392827,-0.000000,-1.135577,7.639499,24.872300,0.509300
0.460,-0.884913,-3.926991,0.150730,0.405497,-0.000000,-1.092645,7.821572,24.855877,0.521438
0.470,-0.880728,-3.926991,0.140240,0.418481,-0.000000,-1.049016,8.003527,24.839596,0.533568
0.480,-0.876411,-3.926991,0.130193,0.431779,-0.000000,-1.004719,8.185459,24.823620,0.545697
0.490,-0.871957,-3.926991,0.120595,0.445390,-0.000000,-0.959780,8.365444,24.807821,0.557696
0.500,-0.867364,-3.926991,0.111453,0.459315,-0.000000,-0.914227,8.547171,24.792849,0.569811
0.510,-0.862628,-3.926991,0.102772,0.473552,-0.000000,-0.868086,8.727530,24.778398,0.581835
0.520,-0.857747,-3.926991,0.094558,0.488101,-0.000000,-0.821384,8.907768,24.764765,0.593851
0.530,-0.852717,-3.926991,0.086816,0.502962,-0.000000,-0.774148,9.088450,24.752143,0.605897
0.540,-0.847536,-3.926991,0.079552,0.518132,-0.000000,-0.726404,9.266817,24.740257,0.617788
0.550,-0.842200,-3.926991,0.072771,0.533608,-0.000000,-0.678178,9.445317,24.729548,0.629688
