time_elapsed,pos1,pos2,pos3,torque1,torque2,torque3
4.259,0.212247,-1.344745,0.010983,0.109447,-2.565536,6.117964
4.269,0.212713,-1.334329,0.011361,0.119089,-2.940525,6.097455
4.279,0.213179,-1.323934,0.011746,0.128684,-3.314993,6.076192
4.289,0.213643,-1.313559,0.012141,0.138229,-3.688889,6.054178
4.299,0.214107,-1.303206,0.012543,0.147721,-4.062160,6.031420
4.309,0.214570,-1.292875,0.012954,0.157158,-4.434757,6.007920
4.319,0.215032,-1.282566,0.013373,0.166536,-4.806627,5.983684
4.329,0.215494,-1.272281,0.013800,0.175852,-5.177721,5.958717
4.339,0.215954,-1.262018,0.014236,0.185105,-5.547988,5.933023
4.349,0.216414,-1.251780,0.014680,0.194290,-5.917377,5.906608
4.359,0.216873,-1.241566,0.015132,0.203406,-6.285840,5.879476
4.369,0.217331,-1.231378,0.015593,0.212450,-6.653326,5.851634
4.379,0.217788,-1.221215,0.016062,0.221418,-7.019787,5.823087
4.389,0.218244,-1.211078,0.016539,0.230309,-7.385175,5.793840
4.399,0.218700,-1.200968,0.017024,0.239121,-7.749440,5.763900
4.409,0.219154,-1.190885,0.017518,0.247849,-8.112535,5.733272
4.419,0.219608,-1.180830,0.018020,0.256492,-8.474413,5.701963
4.429,0.220061,-1.170804,0.018530,0.265048,-8.835026,5.669978
4.439,0.220512,-1.160806,0.019049,0.273514,-9.194328,5.637325
4.449,0.220963,-1.150837,0.019575,0.281888,-9.552272,5.604009
4.459,0.221413,-1.140899,0.020110,0.290167,-9.908814,5.570038
4.469,0.221862,-1.130991,0.020653,0.298349,-10.263908,5.535418
4.479,0.222310,-1.121114,0.021203,0.306432,-10.617509,5.500156
4.489,0.222310,-1.121114,0.021203,0.306432,-10.617509,5.500156
4.499,0.222757,-1.111269,0.021762,0.314414,-10.969573,5.464259
4.509,0.223203,-1.101455,0.022329,0.322292,-11.320056,5.427734
4.519,0.223649,-1.091675,0.022903,0.330065,-11.668916,5.390588
4.529,0.224093,-1.081928,0.023486,0.337730,-12.016108,5.352830
4.539,0.224536,-1.072215,0.024076,0.345286,-12.361592,5.314465
4.549,0.224979,-1.062536,0.024673,0.352731,-12.705326,5.275503
4.559,0.225420,-1.052892,0.025279,0.360063,-13.047269,5.235950
4.569,0.225861,-1.043284,0.025891,0.367279,-13.387380,5.195814
4.579,0.226301,-1.033711,0.026511,0.374379,-13.725620,5.155103
4.589,0.226740,-1.024176,0.027138,0.381360,-14.061950,5.113826
4.599,0.227178,-1.014677,0.027773,0.388221,-14.396330,5.071990
4.609,0.227615,-1.005217,0.028414,0.394960,-14.728723,5.029603
4.619,0.228051,-0.995794,0.029062,0.401576,-15.059091,4.986673
4.629,0.228487,-0.986411,0.029716,0.408067,-15.387399,4.943210
4.639,0.228922,-0.977067,0.030377,0.414432,-15.713609,4.899221
4.649,0.229356,-0.967763,0.031045,0.420669,-16.037686,4.854715
4.659,0.229789,-0.958500,0.031718,0.426778,-16.359596,4.809700
4.669,0.230221,-0.949278,0.032397,0.432756,-16.679304,4.764185
4.679,0.230653,-0.940097,0.033082,0.438603,-16.996777,4.718179
4.689,0.231083,-0.930959,0.033773,0.444317,-17.311982,4.671690
4.699,0.231514,-0.921863,0.034468,0.449898,-17.624887,4.624727
4.709,0.231943,-0.912811,0.035168,0.455344,-17.935461,4.577300
4.719,0.232372,-0.903803,0.035874,0.460655,-18.243673,4.529417
4.729,0.232800,-0.894839,0.036583,0.465829,-18.549492,4.481087
4.739,0.233227,-0.885920,0.037296,0.470866,-18.852891,4.432319
4.749,0.233654,-0.877046,0.038014,0.475765,-19.153839,4.383123
4.759,0.234081,-0.868219,0.038734,0.480525,-19.452310,4.333506
4.769,0.234506,-0.859438,0.039457,0.485145,-19.748276,4.283480
4.779,0.234932,-0.850705,0.040184,0.489625,-20.041711,4.233052
4.789,0.235356,-0.842019,0.040912,0.493965,-20.332588,4.182232
4.799,0.235781,-0.833381,0.041642,0.498163,-20.620884,4.131030
4.809,0.236204,-0.824791,0.042373,0.502220,-20.906574,4.079454
4.819,0.236628,-0.816252,0.043105,0.506134,-21.189633,4.027514
4.829,0.237051,-0.807761,0.043838,0.509907,-21.470041,3.975220
4.839,0.237473,-0.799321,0.044570,0.513536,-21.747774,3.922581
4.849,0.237896,-0.790932,0.045302,0.517023,-22.022812,3.869605
4.859,0.238318,-0.782594,0.046032,0.520367,-22.295133,3.816304
4.869,0.238739,-0.774307,0.046761,0.523568,-22.564719,3.762685
4.879,0.239161,-0.766073,0.047487,0.526625,-22.831550,3.708759
4.889,0.239582,-0.757891,0.048210,0.529540,-23.095608,3.654535
4.899,0.240003,-0.749763,0.048929,0.532311,-23.356875,3.600022
4.909,0.240424,-0.741688,0.049643,0.534940,-23.615334,3.545230
4.919,0.240845,-0.733667,0.050353,0.537426,-23.870971,3.490169
4.929,0.241266,-0.725700,0.051056,0.539769,-24.123768,3.434847
4.939,0.241687,-0.717789,0.051753,0.541971,-24.373713,3.379274
4.949,0.242107,-0.709933,0.052442,0.544030,-24.620790,3.323460
4.959,0.242528,-0.702132,0.053122,0.545948,-24.864988,3.267414
4.969,0.242949,-0.694388,0.053793,0.547725,-25.106293,3.211146
4.979,0.243369,-0.686700,0.054454,0.549361,-25.344695,3.154664
4.989,0.243790,-0.679070,0.055103,0.550857,-25.580182,3.097979
4.999,0.244211,-0.671497,0.055740,0.552214,-25.812744,3.041099
5.009,0.244633,-0.663981,0.056364,0.553432,-26.042372,2.984034
5.019,0.245054,-0.656524,0.056973,0.554512,-26.269058,2.926792
5.029,0.245475,-0.649125,0.057567,0.555454,-26.492794,2.869385
5.039,0.245897,-0.641785,0.058143,0.556260,-26.713572,2.811819
5.049,0.246319,-0.634504,0.058702,0.556931,-26.931386,2.754106
5.059,0.246742,-0.627283,0.059242,0.557466,-27.146230,2.696253
5.069,0.247164,-0.620122,0.059761,0.557867,-27.358100,2.638271
5.079,0.247587,-0.613021,0.060258,0.558136,-27.566991,2.580167
5.089,0.248011,-0.605980,0.060732,0.558272,-27.772899,2.521951
5.099,0.248435,-0.599000,0.061181,0.558278,-27.975822,2.463633
5.109,0.248859,-0.592081,0.061604,0.558153,-28.175758,2.405220
5.119,0.249283,-0.585225,0.061996,0.557519,-28.566661,2.288147
5.129,0.249708,-0.578433,0.062354,0.557012,-28.757628,2.229505
5.139,0.250133,-0.571705,0.062678,0.556379,-28.945606,2.170803
5.149,0.250558,-0.565041,0.062965,0.555623,-29.130595,2.112051
5.159,0.250984,-0.558441,0.063214,0.554744,-29.312598,2.053257
5.169,0.251410,-0.551905,0.063423,0.553744,-29.491617,1.994430
5.179,0.251836,-0.545434,0.063589,0.552624,-29.667656,1.935578
5.189,0.252263,-0.539027,0.063711,0.551385,-29.840717,1.876709
5.199,0.252690,-0.532685,0.063786,0.550030,-30.010807,1.817832
5.209,0.253117,-0.526407,0.063813,0.548558,-30.177929,1.758955
5.219,0.253545,-0.520195,0.063789,0.546973,-30.342089,1.700086
5.229,0.253973,-0.514047,0.063712,0.545275,-30.503295,1.641233
5.239,0.254402,-0.507964,0.063580,0.543466,-30.661551,1.582404
5.249,0.254831,-0.501946,0.063390,0.541548,-30.816867,1.523607
5.259,0.255261,-0.495993,0.063139,0.539522,-30.969250,1.464850
5.269,0.255691,-0.490106,0.062825,0.537389,-31.118709,1.406140
5.279,0.256121,-0.484283,0.062446,0.535152,-31.265253,1.347486
5.289,0.256552,-0.478525,0.061999,0.532812,-31.408891,1.288894
5.299,0.256983,-0.472832,0.061480,0.530371,-31.549635,1.230373
5.309,0.257415,-0.467204,0.060887,0.527830,-31.687494,1.171929
5.319,0.257847,-0.461640,0.060217,0.525192,-31.822481,1.113571
5.329,0.258280,-0.456142,0.059467,0.522457,-31.954608,1.055304
5.339,0.258713,-0.450708,0.058634,0.519628,-32.083886,0.997137
5.349,0.259146,-0.445339,0.057714,0.516707,-32.210329,0.939077
5.359,0.259580,-0.440034,0.056705,0.513695,-32.333950,0.881130
5.369,0.260014,-0.434793,0.055602,0.510594,-32.454764,0.823303
5.379,0.260448,-0.429617,0.054402,0.507406,-32.572784,0.765603
5.389,0.260882,-0.424504,0.053102,0.504132,-32.688026,0.708037
5.399,0.261317,-0.419455,0.051698,0.500775,-32.800504,0.650612
5.409,0.261752,-0.414470,0.050186,0.497337,-32.910236,0.593333
5.419,0.262188,-0.409548,0.048562,0.493819,-33.017236,0.536207
5.429,0.262623,-0.404689,0.046822,0.490222,-33.121522,0.479241
5.439,0.263059,-0.399894,0.044962,0.486550,-33.223111,0.422440
5.449,0.263495,-0.395160,0.042978,0.482804,-33.322021,0.365811
5.459,0.263930,-0.390490,0.040866,0.478986,-33.418269,0.309360
5.469,0.264366,-0.385881,0.038620,0.475097,-33.511873,0.253092
5.479,0.264802,-0.381334,0.036237,0.471140,-33.602853,0.197014
5.489,0.265237,-0.376848,0.033712,0.467116,-33.691227,0.141130
5.499,0.265673,-0.372424,0.031040,0.463028,-33.777015,0.085448
5.509,0.266108,-0.368061,0.028215,0.458877,-33.860237,0.029971
5.519,0.266543,-0.363758,0.025234,0.454665,-33.940913,-0.025294
5.529,0.266978,-0.359515,0.022090,0.450394,-34.019064,-0.080342
5.539,0.267412,-0.355332,0.018779,0.446066,-34.094709,-0.135169
5.549,0.267846,-0.351209,0.015295,0.441683,-34.167871,-0.189768
5.559,0.268279,-0.347144,0.011633,0.437247,-34.238571,-0.244135
5.569,0.268711,-0.343138,0.007786,0.432759,-34.306830,-0.298266
5.579,0.269143,-0.339190,0.003750,0.428221,-34.372671,-0.352155
5.589,0.269574,-0.335300,-0.000483,0.423636,-34.436116,-0.405797
5.599,0.270005,-0.331468,-0.004917,0.419006,-34.497187,-0.459189
5.609,0.270434,-0.327692,-0.009560,0.414331,-34.555908,-0.512326
5.619,0.270862,-0.323973,-0.014418,0.409614,-34.612301,-0.565203
5.629,0.271289,-0.320310,-0.019497,0.404857,-34.666389,-0.617816
5.639,0.271715,-0.316703,-0.024804,0.400062,-34.718197,-0.670162
5.649,0.272140,-0.313151,-0.030346,0.395230,-34.767747,-0.722235
5.659,0.272563,-0.309654,-0.036129,0.390364,-34.815065,-0.774032
5.669,0.272985,-0.306211,-0.042162,0.385464,-34.860173,-0.825550
5.679,0.273405,-0.302822,-0.048451,0.380533,-34.903097,-0.876783
5.689,0.273823,-0.299487,-0.055003,0.375573,-34.943860,-0.927730
5.699,0.274240,-0.296204,-0.061827,0.370586,-34.982488,-0.978386
5.709,0.274654,-0.292974,-0.068931,0.365572,-35.019006,-1.028748
5.719,0.275067,-0.289797,-0.076321,0.360535,-35.053438,-1.078813
5.729,0.275477,-0.286671,-0.084007,0.355475,-35.085809,-1.128577
5.739,0.275885,-0.283596,-0.091997,0.350394,-35.116146,-1.178037
5.749,0.276291,-0.280572,-0.100299,0.345294,-35.144472,-1.227190
5.759,0.276694,-0.277599,-0.108921,0.340177,-35.170815,-1.276033
5.769,0.277095,-0.274676,-0.117874,0.335045,-35.195198,-1.324564
5.779,0.277492,-0.271803,-0.127165,0.329898,-35.217649,-1.372779
5.789,0.277887,-0.268980,-0.136804,0.324739,-35.238193,-1.420676
5.799,0.278279,-0.266205,-0.146800,0.319569,-35.256855,-1.468253
5.809,0.278668,-0.263480,-0.157164,0.314390,-35.273662,-1.515506
5.819,0.279054,-0.260803,-0.167904,0.309203,-35.288640,-1.562434
5.829,0.279436,-0.258174,-0.179030,0.304011,-35.301815,-1.609035
5.839,0.279815,-0.255594,-0.190554,0.298813,-35.313213,-1.655305
5.849,0.280191,-0.253062,-0.202484,0.293613,-35.322860,-1.701244
5.859,0.280563,-0.250577,-0.214832,0.288411,-35.330782,-1.746848
5.869,0.280931,-0.248140,-0.227608,0.283209,-35.337005,-1.792117
5.879,0.281295,-0.245751,-0.240824,0.278009,-35.341557,-1.837048
5.889,0.281656,-0.243409,-0.254489,0.272811,-35.344462,-1.881639
5.899,0.282013,-0.241114,-0.268616,0.267618,-35.345748,-1.925890
5.909,0.282366,-0.238868,-0.283216,0.262430,-35.345440,-1.969797
5.919,0.282715,-0.236668,-0.298301,0.257249,-35.343565,-2.013361
5.929,0.283060,-0.234517,-0.313881,0.252077,-35.340148,-2.056579
5.939,0.283401,-0.232414,-0.329970,0.246914,-35.335217,-2.099450
5.949,0.283738,-0.230358,-0.346579,0.241762,-35.328796,-2.141973
5.959,0.284071,-0.228352,-0.363721,0.236623,-35.320913,-2.184146
5.969,0.284400,-0.226394,-0.381408,0.231497,-35.311593,-2.225970
5.979,0.284726,-0.224485,-0.399653,0.226385,-35.300862,-2.267442
5.989,0.285048,-0.222626,-0.418468,0.221290,-35.288746,-2.308561
5.999,0.285366,-0.220818,-0.437867,0.216212,-35.275271,-2.349328
6.009,0.285681,-0.219060,-0.457862,0.211152,-35.260462,-2.389741
6.019,0.285999,-0.217430,-0.477862,0.206111,-35.244346,3.025848
6.029,0.285999,-0.217430,-0.477862,0.206111,-35.244346,3.025848
6.039,0.286320,-0.215929,-0.497862,0.201091,-35.226948,3.160944
6.049,0.286644,-0.214560,-0.517862,0.196093,-35.208293,3.252959
6.059,0.286972,-0.213322,-0.537862,0.191117,-35.188406,3.344289
6.069,0.287303,-0.212218,-0.557862,0.186165,-35.167314,3.434875
6.079,0.287638,-0.211249,-0.577862,0.181238,-35.145041,3.524655
6.089,0.287977,-0.210414,-0.597862,0.176337,-35.121612,3.613570
6.099,0.288319,-0.209717,-0.617862,0.171463,-35.097052,3.701556
6.109,0.288665,-0.209157,-0.637862,0.166616,-35.071385,3.788549
6.119,0.289016,-0.208736,-0.657862,0.161798,-35.044637,3.874483
6.129,0.289370,-0.208454,-0.677862,0.157010,-35.016833,3.959293
6.139,0.289729,-0.208314,-0.697862,0.152252,-34.987995,4.042910
6.149,0.290092,-0.208315,-0.717862,0.147526,-34.958149,4.125265
6.159,0.290460,-0.208458,-0.737862,0.142832,-34.927319,4.206288
6.169,0.290833,-0.208745,-0.757862,0.138171,-34.895528,4.285908
6.179,0.291210,-0.209176,-0.777862,0.133544,-34.862800,4.364052
6.189,0.291678,-0.211222,-0.785398,0.128951,-34.829159,118.936190
6.199,0.292197,-0.214291,-0.785398,0.124394,-34.794629,73.805265
6.209,0.292714,-0.217493,-0.785398,0.119873,-34.759231,4.575670
6.219,0.293228,-0.220827,-0.785398,0.115389,-34.722990,4.586306
6.229,0.293740,-0.224293,-0.785398,0.110942,-34.685928,4.597203
6.239,0.294249,-0.227891,-0.785398,0.106533,-34.648068,4.608347
6.249,0.294755,-0.231621,-0.785398,0.102164,-34.609433,4.619722
6.259,0.295258,-0.235484,-0.785398,0.097834,-34.570044,4.631314
6.269,0.295757,-0.239478,-0.785398,0.093543,-34.529923,4.643105
6.279,0.296253,-0.243604,-0.785398,0.089294,-34.489094,4.655080
6.289,0.296745,-0.247863,-0.785398,0.085086,-34.447576,4.667222
6.299,0.297233,-0.252254,-0.785398,0.080919,-34.405392,4.679512
6.309,0.297717,-0.256776,-0.785398,0.076795,-34.362563,4.691934
6.319,0.298196,-0.261431,-0.785398,0.072714,-34.319110,4.704468
6.329,0.298671,-0.266218,-0.785398,0.068676,-34.275054,4.717096
6.339,0.299142,-0.271138,-0.785398,0.064682,-34.230415,4.729799
6.349,0.299607,-0.276189,-0.785398,0.060732,-34.185213,4.742555
6.359,0.300067,-0.281374,-0.785398,0.056827,-34.139470,4.755346
6.369,0.300521,-0.286691,-0.785398,0.052966,-34.093204,4.768149
6.379,0.300970,-0.292142,-0.785398,0.049152,-34.046435,4.780944
6.389,0.301413,-0.297725,-0.785398,0.045383,-33.999184,4.793708
6.399,0.301850,-0.303442,-0.785398,0.041660,-33.951468,4.806418
6.409,0.302280,-0.309293,-0.785398,0.037983,-33.903307,4.819052
6.419,0.302704,-0.315278,-0.785398,0.034354,-33.854720,4.831586
6.429,0.303121,-0.321397,-0.785398,0.030771,-33.805726,4.843995
6.439,0.303530,-0.327651,-0.785398,0.027236,-33.756341,4.856254
6.449,0.303932,-0.334040,-0.785398,0.023749,-33.706586,4.868337
6.459,0.304327,-0.340565,-0.785398,0.020310,-33.656476,4.880219
6.469,0.304713,-0.347226,-0.785398,0.016918,-33.606030,4.891873
6.479,0.305091,-0.354023,-0.785398,0.013575,-33.555266,4.903270
6.489,0.305461,-0.360958,-0.785398,0.010281,-33.504199,4.914383
6.499,0.305821,-0.368030,-0.785398,0.007035,-33.452847,4.925183
6.509,0.306173,-0.375240,-0.785398,0.003839,-33.401227,4.935639
6.519,0.306515,-0.382590,-0.785398,0.000691,-33.349354,4.945722
6.529,0.306847,-0.390079,-0.785398,-0.002407,-33.297244,4.955399
6.539,0.307169,-0.397709,-0.785398,-0.005456,-33.244914,4.964640
6.549,0.307481,-0.405480,-0.785398,-0.008456,-33.192379,4.973410
6.559,0.307782,-0.413393,-0.785398,-0.011406,-33.139654,4.981677
6.569,0.308072,-0.421449,-0.785398,-0.014306,-33.086754,4.989406
6.579,0.308350,-0.429649,-0.785398,-0.019957,-33.086754,4.990307
6.589,0.308617,-0.437994,-0.785398,-0.022708,-32.927150,5.009370
6.599,0.308872,-0.446484,-0.785398,-0.025409,-32.873695,5.015306
6.609,0.309114,-0.455120,-0.785398,-0.028061,-32.820135,5.020555
6.619,0.309343,-0.463904,-0.785398,-0.030662,-32.766486,5.025076
6.629,0.309559,-0.472837,-0.785398,-0.033213,-32.712759,5.028830
6.639,0.309761,-0.481919,-0.785398,-0.035715,-32.658968,5.031775
6.649,0.309949,-0.491153,-0.785398,-0.038167,-32.605125,5.033868
6.659,0.310123,-0.500539,-0.785398,-0.040569,-32.551243,5.035066
6.669,0.310282,-0.510080,-0.785398,-0.042921,-32.497333,5.035322
6.679,0.310425,-0.519776,-0.785398,-0.045223,-32.443408,5.034591
6.689,0.310553,-0.529630,-0.785398,-0.047476,-32.389480,5.032825
6.699,0.310665,-0.539642,-0.785398,-0.049679,-32.335559,5.029975
6.709,0.310760,-0.549815,-0.785398,-0.051833,-32.281657,5.025989
6.719,0.310838,-0.560151,-0.785398,-0.053938,-32.227784,5.020815
6.729,0.310898,-0.570651,-0.785398,-0.055993,-32.173952,5.014401
6.739,0.310941,-0.581318,-0.785398,-0.057999,-32.120170,5.006690
6.749,0.310965,-0.592153,-0.785398,-0.059956,-32.066449,4.997625
6.759,0.310970,-0.603158,-0.785398,-0.061864,-32.012798,4.987147
6.769,0.310955,-0.614337,-0.785398,-0.063723,-31.959227,4.975197
6.779,0.310920,-0.625690,-0.785398,-0.065534,-31.905745,4.961712
6.789,0.310865,-0.637221,-0.785398,-0.067296,-31.852361,4.946626
6.799,0.310789,-0.648932,-0.785398,-0.069011,-31.799085,4.929874
6.809,0.310691,-0.660826,-0.785398,-0.070677,-31.745924,4.911388
6.819,0.310570,-0.672904,-0.785398,-0.072295,-31.692887,4.891097
6.829,0.310427,-0.685171,-0.785398,-0.073865,-31.639982,4.868928
6.839,0.310260,-0.697628,-0.785398,-0.075388,-31.587217,4.844805
6.849,0.310069,-0.710280,-0.785398,-0.076863,-31.534599,4.818653
6.859,0.309853,-0.723128,-0.785398,-0.078291,-31.482135,4.790390
6.869,0.309612,-0.736176,-0.785398,-0.079673,-31.429834,4.759935
6.879,0.309345,-0.749428,-0.785398,-0.081008,-31.377700,4.727202
6.889,0.309052,-0.762886,-0.785398,-0.082296,-31.325742,4.692105
6.899,0.308731,-0.776554,-0.785398,-0.083538,-31.273964,4.654552
6.909,0.308382,-0.790437,-0.785398,-0.084734,-31.222375,4.614450
6.919,0.308004,-0.804537,-0.785398,-0.085884,-31.170978,4.571704
6.929,0.307597,-0.818858,-0.785398,-0.086989,-31.119780,4.526215
6.939,0.307160,-0.833405,-0.785398,-0.088048,-31.068786,4.477881
6.949,0.306692,-0.848182,-0.785398,-0.089063,-31.018002,4.426595
6.959,0.306193,-0.863192,-0.785398,-0.090033,-30.967431,4.372251
6.969,0.305661,-0.878441,-0.785398,-0.090958,-30.917079,4.314737
6.979,0.305096,-0.893932,-0.785398,-0.091839,-30.866950,4.253937
6.989,0.304498,-0.909671,-0.785398,-0.092676,-30.817049,4.189734
6.999,0.303865,-0.925662,-0.785398,-0.093470,-30.767379,4.122007
7.009,0.303197,-0.941910,-0.785398,-0.094220,-30.717944,4.050629
7.019,0.302492,-0.958420,-0.785398,-0.094927,-30.668747,3.975472
7.029,0.301751,-0.975198,-0.785398,-0.095592,-30.619792,3.896405
7.039,0.300973,-0.992248,-0.785398,-0.096214,-30.571081,3.813292
7.049,0.300156,-1.009577,-0.785398,-0.096793,-30.522619,3.725993
7.059,0.299300,-1.027189,-0.785398,-0.097331,-30.474406,3.634367
7.069,0.298405,-1.045092,-0.785398,-0.097828,-30.426446,3.538266
7.079,0.297469,-1.063290,-0.785398,-0.098283,-30.378740,3.437542
7.089,0.296493,-1.081791,-0.785398,-0.098697,-30.331292,3.332041
7.099,0.295474,-1.100600,-0.785398,-0.099070,-30.284101,3.221607
7.109,0.294414,-1.119723,-0.785398,-0.099403,-30.237170,3.106080
7.119,0.293310,-1.139169,-0.785398,-0.099696,-30.190501,2.985297
7.129,0.292163,-1.158942,-0.785398,-0.099950,-30.144093,2.859093
7.139,0.290982,-1.178942,-0.785398,-0.100164,-22.720383,3.607526
7.149,0.289787,-1.198942,-0.785398,-0.100339,-6.852320,5.368621
7.159,0.288581,-1.218942,-0.785398,-0.100475,-6.324241,5.315868
7.169,0.287362,-1.238942,-0.785398,-0.100573,-5.793721,5.260689
7.179,0.286133,-1.258942,-0.785398,-0.100633,-5.260967,5.203104
7.189,0.284894,-1.278942,-0.785398,-0.100655,-4.726185,5.143138
7.199,0.283646,-1.298942,-0.785398,-0.100640,-4.189582,5.080813
7.209,0.282390,-1.318942,-0.785398,-0.100588,-3.651365,5.016154
7.219,0.281126,-1.338942,-0.785398,-0.100499,-3.111743,4.949187
7.229,0.279856,-1.358942,-0.785398,-0.100374,-2.570925,4.879938
7.239,0.278580,-1.378942,-0.785398,-0.100212,-2.029118,4.808434
7.249,0.277300,-1.398942,-0.785398,-0.100015,-1.486533,4.734703
7.259,0.276016,-1.418942,-0.785398,-0.099783,-0.943379,4.658773
7.269,0.274728,-1.438942,-0.785398,-0.099516,-0.399864,4.580675
7.279,0.273439,-1.458942,-0.785398,-0.099214,0.143800,4.500439
7.289,0.272148,-1.478942,-0.785398,-0.098878,0.687406,4.418096
7.299,0.270858,-1.498942,-0.785398,-0.098507,1.230741,4.333678
7.309,0.269567,-1.518942,-0.785398,-0.098104,1.773598,4.247217
7.319,0.268278,-1.538942,-0.785398,-0.097667,2.315767,4.158748
7.329,0.266991,-1.558942,-0.785398,-0.097197,2.857037,4.068305
7.339,0.265708,-1.578942,-0.785398,-0.096694,3.397201,3.975923
7.349,0.264428,-1.598942,-0.785398,-0.096160,3.936048,3.881637
7.359,0.263153,-1.618942,-0.785398,-0.095593,4.473370,3.785484
7.369,0.261884,-1.638942,-0.785398,-0.094995,5.008959,3.687502
7.379,0.260622,-1.658942,-0.785398,-0.094366,5.542606,3.587728
7.389,0.259366,-1.678942,-0.785398,-0.093706,6.074106,3.486202
7.399,0.258119,-1.698942,-0.785398,-0.093015,6.603251,3.382962
7.409,0.258119,-1.698942,-0.785398,-0.093015,6.603251,3.382962
7.419,0.256880,-1.718942,-0.785398,-0.092295,7.129834,3.278049
7.429,0.255652,-1.738942,-0.785398,-0.091544,7.653652,3.171503
7.439,0.254434,-1.758942,-0.785398,-0.090765,8.174498,3.063366
7.449,0.253227,-1.778942,-0.785398,-0.089956,8.692169,2.953680
7.459,0.252032,-1.798942,-0.785398,-0.089118,9.206464,2.842488
7.469,0.250849,-1.818942,-0.785398,-0.088252,9.717178,2.729832
7.479,0.249681,-1.838942,-0.785398,-0.087358,10.224113,2.615757
7.489,0.248526,-1.858942,-0.785398,-0.086437,10.727069,2.500307
7.499,0.247386,-1.878942,-0.785398,-0.085488,11.225847,2.383527
7.509,0.246262,-1.898942,-0.785398,-0.084512,11.720251,2.265463
7.519,0.245154,-1.918942,-0.785398,-0.083509,12.210084,2.146161
7.529,0.244062,-1.938942,-0.785398,-0.082480,12.695154,2.025668
7.539,0.242989,-1.958942,-0.785398,-0.081425,13.175267,1.904030
7.549,0.241933,-1.978942,-0.785398,-0.080345,13.650233,1.781296
7.559,0.240896,-1.998942,-0.785398,-0.079239,14.119863,1.657513
7.569,0.239878,-2.018942,-0.785398,-0.078108,14.583970,1.532731
7.579,0.238880,-2.038942,-0.785398,-0.076953,15.042368,1.406997
7.589,0.237903,-2.058942,-0.785398,-0.075773,15.494874,1.280362
7.599,0.236947,-2.078942,-0.785398,-0.074569,15.941308,1.152875
7.609,0.236012,-2.098942,-0.785398,-0.073342,16.381489,1.024587
7.619,0.235099,-2.118942,-0.785398,-0.072091,16.815243,0.895548
7.629,0.234208,-2.138942,-0.785398,-0.070817,17.242393,0.765809
7.639,0.233341,-2.158942,-0.785398,-0.069520,17.662768,0.635421
7.649,0.232497,-2.178942,-0.785398,-0.068201,18.076199,0.504436
7.659,0.231677,-2.198942,-0.785398,-0.066860,18.482520,0.372905
7.669,0.230881,-2.218942,-0.785398,-0.065497,18.881565,0.240881
7.679,0.230111,-2.238942,-0.785398,-0.064113,19.273174,0.108415
7.689,0.229365,-2.258942,-0.785398,-0.062707,19.657188,-0.024439
7.699,0.228645,-2.278942,-0.785398,-0.061281,20.033452,-0.157629
7.709,0.227951,-2.298942,-0.785398,-0.059834,20.401812,-0.291103
7.719,0.227283,-2.318942,-0.785398,-0.058366,20.762120,-0.424807
7.729,0.226642,-2.338942,-0.785398,-0.056878,21.114229,-0.558688
7.739,0.226029,-2.358942,-0.785398,-0.055371,21.457996,-0.692693
7.749,0.225442,-2.378942,-0.785398,-0.053844,21.793280,-0.826769
7.759,0.224884,-2.398942,-0.785398,-0.052298,22.119946,-0.960862
7.769,0.224354,-2.418942,-0.785398,-0.050733,22.437860,-1.094919
7.779,0.223852,-2.438942,-0.785398,-0.049149,22.746892,-1.228886
7.789,0.223378,-2.458942,-0.785398,-0.047546,23.046916,-1.362710
7.799,0.222934,-2.478942,-0.785398,-0.045925,23.337810,-1.496339
7.809,0.222519,-2.498942,-0.785398,-0.044287,23.619454,-1.629718
7.819,0.222134,-2.518942,-0.785398,-0.042630,23.891734,-1.762794
7.829,0.221779,-2.538942,-0.785398,-0.040956,24.154537,-1.895514
7.839,0.221453,-2.558942,-0.785398,-0.039264,24.407756,-2.027825
7.849,0.221158,-2.578942,-0.785398,-0.037555,24.651288,-2.159675
7.859,0.220894,-2.598942,-0.785398,-0.035829,24.885031,-2.291010
7.869,0.220660,-2.618942,-0.785398,-0.034087,25.108890,-2.421778
7.879,0.220458,-2.638942,-0.785398,-0.032327,25.322774,-2.551927
7.889,0.220287,-2.658942,-0.785398,-0.030552,25.526592,-2.681405
7.899,0.220147,-2.678942,-0.785398,-0.028760,25.720263,-2.810160
7.909,0.220039,-2.698942,-0.785398,-0.026951,25.903705,-2.938139
7.919,0.219963,-2.718942,-0.785398,-0.023287,26.076791,-3.065262
7.929,0.219919,-2.738942,-0.785398,-0.023287,26.239606,-3.191570
7.939,0.219907,-2.758942,-0.785398,-0.021431,26.391925,-3.316919
7.949,0.219928,-2.778942,-0.785398,-0.019560,26.533737,-3.441291
7.959,0.219982,-2.798942,-0.785398,-0.017673,26.664983,-3.564635
7.969,0.220068,-2.818942,-0.785398,-0.013852,26.785570,-3.686870
7.979,0.220188,-2.838942,-0.785398,-0.011919,26.895527,-3.808011
7.989,0.220340,-2.858942,-0.785398,-0.009971,26.994766,-3.927976
7.999,0.220526,-2.878942,-0.785398,-0.008007,27.083245,-4.046719
8.009,0.220746,-2.898942,-0.785398,-0.006028,27.160926,-4.164191
