time_elapsed,pos1,pos2,pos3,vel1,vel2,vel3,torque1,torque2,torque3
0.658,0.002713,-3.905925,-0.001739,-0.000401,0.093576,-0.001902,0.126746,20.994404,-4.399537
0.668,0.002709,-3.904962,-0.001758,-0.000401,0.096292,-0.001912,0.127989,21.041165,-4.392051
0.678,0.002705,-3.903971,-0.001777,-0.000402,0.099039,-0.001922,0.129201,21.088366,-4.384473
0.688,0.002701,-3.902953,-0.001796,-0.000402,0.101815,-0.001931,0.130382,21.136014,-4.376798
0.698,0.002697,-3.901907,-0.001816,-0.000402,0.104621,-0.001940,0.131533,21.184115,-4.369026
0.708,0.002693,-3.900832,-0.001835,-0.000402,0.107457,-0.001947,0.132652,21.232678,-4.361155
0.718,0.002689,-3.899729,-0.001855,-0.000402,0.110322,-0.001954,0.133740,21.281709,-4.353183
0.728,0.002684,-3.898597,-0.001874,-0.000402,0.113215,-0.001960,0.134797,21.331214,-4.345108
0.738,0.002680,-3.897436,-0.001894,-0.000402,0.116137,-0.001966,0.135821,21.381201,-4.336928
0.748,0.002676,-3.896245,-0.001914,-0.000402,0.119086,-0.001971,0.136813,21.431675,-4.328641
0.758,0.002672,-3.895024,-0.001934,-0.000401,0.122063,-0.001975,0.137773,21.482644,-4.320246
0.768,0.002668,-3.893774,-0.001953,-0.000401,0.125068,-0.001978,0.138700,21.534112,-4.311741
0.778,0.002664,-3.892493,-0.001973,-0.000401,0.128100,-0.001980,0.139594,21.586086,-4.303123
0.788,0.002660,-3.891181,-0.001993,-0.000400,0.131158,-0.001982,0.140455,21.638572,-4.294392
0.799,0.002656,-3.889839,-0.002013,-0.000400,0.134242,-0.001983,0.141282,21.691576,-4.285545
0.808,0.002652,-3.888465,-0.002033,-0.000399,0.137353,-0.001984,0.142075,21.745101,-4.276580
0.818,0.002648,-3.887060,-0.002053,-0.000399,0.140489,-0.001984,0.142833,21.799155,-4.267496
0.828,0.002644,-3.885624,-0.002072,-0.000398,0.143650,-0.001983,0.143558,21.853741,-4.258290
0.838,0.002641,-3.884155,-0.002092,-0.000397,0.146837,-0.001981,0.144247,21.908865,-4.248961
